Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,285.200,6.539,0.486,6.367,6.463,6.576,6.758,8.114,10.917,11.983,0.153
5,307.600,6.185,0.440,6.082,6.163,6.268,6.494,7.202,9.184,11.147,0.162
10,304.600,6.247,0.339,6.048,6.159,6.275,6.466,7.652,10.561,13.967,0.160
15,289.000,6.462,0.340,6.133,6.310,6.552,6.778,7.677,12.653,28.949,0.155
20,491.200,3.866,0.305,3.422,3.489,3.728,5.479,6.461,6.914,10.909,0.259
25,498.600,3.758,0.278,3.473,3.543,3.683,4.203,5.700,7.086,11.244,0.266
30,555.200,3.498,0.142,3.450,3.517,3.584,3.701,3.778,5.287,7.929,0.286
35,532.800,3.509,0.168,3.442,3.516,3.599,3.721,3.778,5.238,10.556,0.285
40,493.600,3.817,0.165,3.509,3.580,3.685,4.379,5.762,7.287,11.649,0.262
45,533.600,3.547,0.203,3.462,3.530,3.620,3.756,3.857,5.318,14.425,0.282
50,537.400,3.495,0.173,3.460,3.522,3.591,3.674,3.784,4.330,7.530,0.286
55,386.400,4.724,0.182,3.548,3.632,6.081,6.486,10.460,13.363,34.844,0.212
60,293.200,6.278,0.268,6.141,6.225,6.321,6.513,7.664,10.470,12.047,0.159
65,291.200,6.412,0.197,6.282,6.401,6.541,6.698,6.848,9.468,12.112,0.156
70,296.000,6.438,0.142,6.352,6.488,6.577,6.722,6.870,9.705,10.618,0.155
75,301.600,6.330,0.188,6.101,6.196,6.290,6.458,7.720,12.227,18.082,0.158
80,320.000,6.152,0.175,6.033,6.139,6.226,6.334,6.463,10.115,20.507,0.163
85,267.800,6.937,0.144,6.261,6.371,6.603,9.350,10.723,13.137,38.779,0.144
90,291.400,6.339,0.180,6.242,6.324,6.463,6.588,7.646,9.646,12.772,0.158
95,291.800,6.315,0.189,6.241,6.320,6.484,6.639,6.757,9.067,10.319,0.158
100,304.800,6.464,0.143,6.386,6.462,6.602,6.737,6.869,9.510,11.701,0.155
105,289.200,6.426,0.324,6.152,6.252,6.516,6.669,7.584,11.990,29.459,0.156
110,304.400,6.182,0.212,6.077,6.162,6.239,6.318,6.472,9.126,20.915,0.162
115,269.000,6.839,0.182,6.084,6.446,6.674,9.996,11.696,13.158,18.195,0.146
120,304.800,6.415,0.167,6.234,6.330,6.434,6.601,7.908,10.456,28.035,0.156
125,300.000,6.275,0.185,6.235,6.314,6.437,6.570,6.626,8.081,13.389,0.159
130,291.400,6.415,0.161,6.349,6.436,6.561,6.685,6.924,8.566,11.356,0.156
135,304.800,6.505,0.186,6.334,6.508,6.622,6.762,7.037,9.677,15.327,0.154
140,300.800,6.288,0.142,6.020,6.166,6.261,6.422,6.538,13.202,24.031,0.159
145,287.200,7.007,0.157,6.164,6.285,6.526,10.411,11.733,16.113,33.727,0.143
150,291.400,6.320,0.220,6.146,6.369,6.571,6.747,6.911,10.913,28.747,0.158
155,314.000,6.204,0.188,6.156,6.225,6.339,6.476,6.557,9.180,10.344,0.161
160,291.800,6.265,0.176,6.179,6.281,6.437,6.576,6.848,9.179,10.424,0.160
165,292.400,6.431,0.141,6.324,6.445,6.583,6.728,6.874,8.391,11.201,0.156
170,304.800,6.271,0.165,6.000,6.097,6.341,6.548,7.330,10.483,29.743,0.159
175,277.800,6.801,0.198,6.087,6.173,6.345,9.289,10.971,17.161,27.534,0.147
180,302.800,6.325,0.206,6.138,6.354,6.605,6.785,7.616,10.007,23.526,0.158
185,285.600,6.344,0.217,6.213,6.319,6.468,6.623,7.555,9.430,15.741,0.158
190,298.400,6.248,0.168,6.164,6.236,6.328,6.489,6.622,9.239,12.112,0.160
195,300.600,6.385,0.172,6.315,6.412,6.544,6.675,6.826,9.594,10.670,0.157
200,283.200,6.829,0.172,6.102,6.315,6.547,7.446,10.282,23.388,44.860,0.146
205,282.000,6.626,0.141,6.096,6.215,6.375,9.116,10.719,13.331,17.542,0.151
210,307.600,6.263,0.128,6.128,6.262,6.437,6.605,6.815,9.314,10.460,0.160
215,307.200,6.289,0.168,6.110,6.321,6.545,6.693,6.812,9.724,30.793,0.159
220,304.000,6.187,0.192,6.151,6.214,6.320,6.459,6.557,8.009,11.898,0.162
225,295.200,6.315,0.215,6.176,6.275,6.462,6.643,6.808,8.472,10.370,0.158
230,265.200,7.205,0.181,6.251,6.377,6.613,10.266,11.634,22.518,32.602,0.139
235,282.000,6.205,0.134,6.010,6.128,6.277,6.465,7.670,10.494,15.886,0.161
240,297.200,6.121,0.161,6.057,6.148,6.262,6.399,6.503,9.270,13.002,0.163
245,294.800,6.341,0.151,6.185,6.408,6.570,6.750,7.205,13.426,20.252,0.158
250,293.800,6.294,0.203,6.212,6.318,6.428,6.581,6.688,8.225,10.039,0.159
255,295.400,6.183,0.156,6.169,6.245,6.338,6.461,6.548,9.178,10.498,0.162
260,263.000,7.358,0.193,6.184,6.376,6.711,10.642,12.066,24.245,40.989,0.136
265,321.400,6.166,0.151,6.050,6.135,6.246,6.385,7.537,10.146,10.789,0.162
270,302.400,6.174,0.205,6.086,6.197,6.298,6.458,6.522,9.142,11.494,0.162
275,285.600,6.275,0.208,6.164,6.268,6.484,6.667,6.834,9.018,10.545,0.159
280,306.400,6.248,0.161,6.156,6.349,6.540,6.716,6.910,10.147,21.148,0.160
285,291.000,6.314,0.192,6.236,6.331,6.452,6.582,6.708,8.241,10.218,0.158
290,254.600,7.294,0.114,6.264,6.430,6.609,10.164,12.809,20.264,35.513,0.137
295,295.800,6.246,0.162,6.150,6.238,6.430,6.633,7.231,9.474,12.086,0.160
300,306.600,6.120,0.159,6.055,6.161,6.266,6.407,6.501,8.925,10.414,0.163
305,312.600,6.181,0.159,6.103,6.184,6.293,6.446,6.600,9.153,10.825,0.162
310,280.400,6.347,0.169,6.172,6.372,6.595,6.779,6.920,19.105,20.540,0.158
315,305.600,6.198,0.132,6.196,6.291,6.413,6.530,6.628,8.065,10.411,0.161
320,261.000,7.180,0.169,6.229,6.382,6.575,9.890,12.361,18.327,29.241,0.139
325,304.400,6.429,0.169,6.245,6.426,6.583,6.758,7.863,9.953,21.173,0.156
330,304.600,6.107,0.157,6.029,6.114,6.223,6.340,6.465,8.997,11.586,0.164
335,310.400,6.131,0.158,6.062,6.174,6.289,6.460,6.547,8.998,12.089,0.163
340,312.600,6.205,0.161,6.115,6.247,6.405,6.591,6.772,9.148,12.082,0.161
345,293.600,6.336,0.182,6.148,6.407,6.584,6.752,6.895,10.307,27.935,0.158
350,257.800,7.424,0.201,6.299,6.435,6.777,10.837,12.133,18.755,33.915,0.135
355,283.800,6.557,0.162,6.426,6.545,6.654,6.816,7.904,9.975,19.544,0.153
360,308.400,6.225,0.183,6.052,6.167,6.289,6.463,6.831,9.550,13.580,0.161
365,302.200,6.103,0.144,6.058,6.172,6.274,6.402,6.505,7.949,10.173,0.164
370,307.000,6.060,0.132,6.085,6.168,6.251,6.347,6.427,7.867,9.401,0.165
375,287.000,6.284,0.177,6.185,6.357,6.575,6.707,6.883,10.705,20.557,0.159
380,255.400,7.087,0.160,6.203,6.289,6.503,10.637,11.792,17.527,27.136,0.141
385,299.200,6.459,0.164,6.361,6.490,6.628,6.734,6.871,10.474,22.865,0.155
