Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,761.600,4.386,0.333,3.467,3.560,5.465,6.661,6.797,9.984,13.978,0.228
5,941.400,3.465,0.273,3.445,3.512,3.583,3.701,3.773,4.164,7.653,0.289
10,877.400,3.631,0.285,3.503,3.579,3.653,3.803,3.972,5.324,44.438,0.275
15,792.600,4.159,0.301,3.488,3.583,4.038,6.620,6.850,9.728,43.275,0.240
20,931.200,3.526,0.264,3.476,3.542,3.619,3.734,3.837,5.284,11.258,0.284
25,939.000,3.508,0.265,3.478,3.543,3.600,3.681,3.771,4.371,8.972,0.285
30,871.400,3.789,0.258,3.504,3.580,3.708,4.401,6.555,7.138,11.427,0.264
35,575.400,5.712,0.251,3.861,6.263,6.422,6.620,6.842,11.130,37.226,0.175
40,524.600,6.240,0.300,6.188,6.260,6.326,6.423,6.548,9.361,12.184,0.160
45,512.600,6.494,0.367,6.324,6.427,6.590,6.740,7.265,10.027,15.630,0.154
50,532.000,6.342,0.302,6.123,6.209,6.381,6.600,6.791,13.453,25.642,0.158
55,497.200,6.825,0.340,6.022,6.129,6.283,9.355,11.418,17.235,18.425,0.147
60,527.800,6.263,0.260,6.111,6.235,6.399,6.573,7.738,9.513,12.109,0.160
65,520.000,6.368,0.276,6.205,6.410,6.568,6.694,6.861,10.478,28.825,0.157
70,525.600,6.226,0.375,6.182,6.265,6.365,6.500,6.584,8.289,10.436,0.161
75,503.600,6.380,0.376,6.222,6.347,6.491,6.653,6.874,10.101,17.906,0.157
80,508.000,6.474,0.316,6.210,6.403,6.530,6.689,6.864,12.355,24.780,0.154
85,490.000,6.831,0.292,6.042,6.163,6.330,9.727,11.791,14.501,28.356,0.146
90,528.200,6.135,0.328,6.054,6.142,6.263,6.408,7.402,9.318,11.972,0.163
95,519.400,6.296,0.279,6.151,6.354,6.576,6.705,6.834,11.610,20.846,0.159
100,520.400,6.269,0.320,6.194,6.294,6.424,6.583,6.692,9.156,10.690,0.160
105,503.400,6.344,0.349,6.163,6.246,6.367,6.542,7.415,12.143,18.415,0.158
110,521.200,6.571,0.318,6.380,6.486,6.601,6.741,6.896,9.658,43.449,0.152
115,487.200,6.783,0.292,6.027,6.184,6.460,9.277,10.694,16.785,21.029,0.147
120,546.400,6.175,0.287,6.056,6.164,6.274,6.436,6.603,9.411,12.037,0.162
125,532.200,6.277,0.266,6.154,6.290,6.460,6.619,6.823,8.892,10.318,0.159
130,534.200,6.286,0.303,6.122,6.332,6.511,6.679,7.574,10.350,28.511,0.159
135,522.000,6.238,0.312,6.163,6.231,6.325,6.469,6.556,9.263,20.592,0.160
140,509.800,6.548,0.323,6.250,6.432,6.563,6.771,7.231,12.911,31.871,0.153
145,471.200,6.936,0.331,6.092,6.366,6.630,9.323,10.746,17.352,31.063,0.144
150,522.200,6.205,0.372,6.060,6.177,6.293,6.479,7.587,10.229,13.244,0.161
155,543.000,6.159,0.332,6.093,6.174,6.275,6.426,6.550,8.180,10.266,0.162
160,514.000,6.355,0.370,6.147,6.394,6.596,6.774,7.669,11.730,32.260,0.157
165,509.000,6.536,0.291,6.255,6.342,6.478,6.636,8.145,12.155,22.865,0.153
170,496.600,6.464,0.301,6.221,6.299,6.435,6.600,7.667,13.267,29.938,0.155
175,467.200,6.983,0.279,6.159,6.313,6.547,9.985,11.517,15.381,26.444,0.143
180,531.200,6.196,0.279,6.056,6.150,6.285,6.420,7.569,9.388,12.052,0.161
185,536.600,6.168,0.248,6.088,6.184,6.274,6.435,6.553,9.150,10.610,0.162
190,521.600,6.383,0.350,6.206,6.337,6.590,6.770,6.920,9.359,10.362,0.157
195,520.200,6.157,0.273,6.082,6.267,6.436,6.575,6.729,8.353,35.036,0.162
200,531.800,6.259,0.311,6.164,6.232,6.311,6.442,6.576,9.518,19.262,0.160
205,438.400,7.461,0.327,6.454,6.570,6.813,11.036,12.415,18.461,36.249,0.134
210,533.600,6.134,0.280,6.058,6.141,6.269,6.406,6.719,9.034,11.896,0.163
215,523.200,6.122,0.330,6.047,6.166,6.282,6.441,6.521,8.858,17.043,0.163
220,525.400,6.189,0.350,6.110,6.209,6.327,6.504,6.616,9.181,10.393,0.162
225,528.800,6.322,0.331,6.143,6.403,6.587,6.816,7.278,10.065,43.671,0.158
230,473.200,6.749,0.336,6.233,6.342,6.497,6.836,9.865,18.443,38.485,0.148
235,472.000,6.900,0.300,6.382,6.498,6.675,9.414,11.098,12.623,18.028,0.145
240,508.800,6.296,0.347,6.154,6.252,6.487,6.714,6.969,9.438,14.439,0.159
245,535.000,6.075,0.318,6.041,6.125,6.225,6.320,6.410,8.933,10.444,0.165
250,535.000,6.159,0.335,6.082,6.175,6.273,6.437,6.585,9.049,10.262,0.162
255,534.400,6.340,0.325,6.204,6.343,6.545,6.711,6.896,9.063,10.245,0.158
260,470.400,7.032,0.323,5.924,6.244,6.607,9.803,12.312,20.374,41.910,0.142
265,517.200,6.417,0.278,6.219,6.380,6.506,6.685,8.013,10.988,14.417,0.156
270,515.200,6.483,0.284,6.274,6.471,6.600,6.731,7.193,9.765,21.809,0.154
275,547.000,6.053,0.318,6.008,6.086,6.183,6.307,6.384,8.981,10.899,0.165
280,551.800,6.129,0.309,6.066,6.172,6.280,6.430,6.543,9.153,10.205,0.163
285,526.200,6.176,0.292,6.076,6.177,6.298,6.444,6.589,9.197,14.985,0.162
290,446.400,7.175,0.292,6.244,6.456,6.622,9.920,12.087,17.626,41.048,0.139
295,509.600,6.432,0.325,6.165,6.277,6.433,6.849,8.057,11.782,18.588,0.155
300,505.600,6.602,0.300,6.374,6.501,6.630,6.790,8.203,11.752,12.859,0.151
305,534.400,6.177,0.311,6.075,6.178,6.313,6.487,6.700,9.211,12.149,0.162
310,533.200,6.119,0.340,6.025,6.130,6.269,6.424,6.532,8.999,14.349,0.163
315,530.000,6.137,0.332,6.012,6.117,6.199,6.343,7.317,10.409,12.079,0.163
320,467.000,7.070,0.330,6.156,6.267,6.442,10.020,11.988,18.058,46.578,0.141
325,530.400,6.383,0.323,6.179,6.278,6.401,6.579,7.961,10.775,17.639,0.157
330,493.800,6.479,0.272,6.348,6.468,6.597,6.739,6.904,9.630,24.610,0.154
335,543.600,6.297,0.331,6.158,6.304,6.488,6.577,6.639,8.952,13.264,0.159
340,528.000,6.049,0.294,5.987,6.074,6.172,6.292,6.424,7.889,10.259,0.165
345,533.200,6.129,0.255,6.068,6.169,6.276,6.411,6.594,8.855,10.237,0.163
350,464.000,7.016,0.365,6.184,6.338,6.491,9.325,10.893,17.530,44.241,0.143
355,526.600,6.317,0.294,6.170,6.254,6.392,6.592,7.819,10.880,13.606,0.158
360,503.000,6.444,0.313,6.286,6.412,6.531,6.665,6.942,9.653,24.805,0.155
365,508.600,6.459,0.298,6.303,6.517,6.644,6.818,6.970,9.376,15.641,0.155
370,548.800,6.094,0.349,6.028,6.124,6.243,6.369,6.514,7.908,10.131,0.164
375,538.800,6.063,0.336,6.022,6.132,6.232,6.322,6.450,7.902,10.796,0.165
380,465.600,7.149,0.352,5.667,6.413,6.728,11.022,12.732,19.981,30.706,0.140
385,513.800,6.281,0.283,6.184,6.284,6.421,6.573,7.689,9.184,10.281,0.159
390,515.000,6.336,0.335,6.194,6.285,6.461,6.662,7.414,9.988,15.183,0.158
395,512.400,6.500,0.338,6.370,6.478,6.597,6.732,6.880,9.777,12.393,0.154
400,538.400,6.190,0.316,6.094,6.182,6.380,6.549,6.673,9.092,11.438,0.162
405,542.400,6.058,0.307,5.996,6.089,6.232,6.353,6.481,7.771,9.920,0.165
410,453.400,7.160,0.301,6.264,6.450,6.743,10.335,11.993,17.160,32.144,0.140
415,519.600,6.441,0.310,6.272,6.408,6.556,6.711,7.785,10.363,23.914,0.155
