Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,525.200,6.271,0.373,6.195,6.270,6.431,6.561,6.872,9.153,12.235,0.159
5,507.600,6.451,0.346,6.358,6.472,6.598,6.766,6.880,8.480,12.180,0.155
10,513.800,6.257,0.372,6.105,6.236,6.473,6.666,6.810,9.122,10.676,0.160
15,539.200,6.170,0.341,6.006,6.091,6.182,6.332,6.811,12.703,20.419,0.162
20,512.800,6.419,0.336,6.043,6.198,6.532,6.746,7.628,12.120,60.226,0.156
25,787.600,4.174,0.282,3.492,3.600,3.984,6.603,6.916,9.738,65.016,0.240
30,904.400,3.559,0.280,3.519,3.582,3.653,3.812,3.888,4.491,7.822,0.281
35,916.400,3.557,0.247,3.521,3.591,3.665,3.807,3.864,4.248,7.669,0.281
40,853.000,3.764,0.264,3.513,3.595,3.713,4.311,5.732,6.988,11.291,0.266
45,918.000,3.580,0.255,3.489,3.578,3.655,3.805,3.895,5.423,11.506,0.279
50,940.800,3.485,0.265,3.450,3.513,3.584,3.726,3.805,4.633,9.364,0.287
55,877.400,3.742,0.290,3.474,3.546,3.644,4.123,6.290,7.150,11.299,0.267
60,576.000,5.651,0.294,3.657,6.248,6.413,6.586,6.806,9.480,50.125,0.177
65,514.200,6.239,0.350,6.172,6.252,6.348,6.476,6.607,9.255,11.144,0.160
70,510.200,6.344,0.366,6.265,6.388,6.536,6.693,6.844,8.531,12.144,0.158
75,485.800,6.574,0.395,6.324,6.510,6.634,6.801,7.189,10.416,36.369,0.152
80,537.200,6.083,0.362,5.998,6.067,6.159,6.314,6.504,9.083,35.697,0.164
85,470.800,6.817,0.365,6.133,6.259,6.448,9.399,10.713,13.168,17.902,0.147
90,511.400,6.401,0.374,6.147,6.389,6.597,6.838,8.130,11.677,32.428,0.156
95,529.800,6.209,0.263,6.158,6.219,6.340,6.464,6.573,9.276,10.335,0.161
100,526.600,6.269,0.316,6.178,6.271,6.439,6.580,6.730,8.510,10.545,0.160
105,513.400,6.414,0.362,6.331,6.428,6.582,6.729,6.939,9.581,11.866,0.156
110,515.800,6.238,0.268,6.003,6.079,6.176,6.331,6.487,10.045,36.418,0.160
115,489.800,6.743,0.303,6.051,6.153,6.318,9.340,10.826,14.126,30.162,0.148
120,533.000,6.261,0.313,6.169,6.376,6.566,6.758,7.277,8.659,36.588,0.160
125,523.600,6.336,0.340,6.267,6.360,6.482,6.623,6.749,9.086,10.548,0.158
130,526.400,6.256,0.338,6.217,6.292,6.380,6.508,6.617,8.076,10.335,0.160
135,497.600,6.418,0.339,6.321,6.434,6.584,6.730,6.921,9.449,14.047,0.156
140,503.200,6.424,0.284,6.104,6.211,6.385,6.572,7.614,18.711,36.850,0.156
145,484.600,6.911,0.321,6.110,6.209,6.394,10.079,11.666,14.566,21.834,0.145
150,528.600,6.317,0.298,6.188,6.289,6.443,6.653,6.852,9.197,12.511,0.158
155,519.400,6.397,0.359,6.233,6.431,6.593,6.825,7.017,10.046,23.741,0.156
160,520.000,6.312,0.369,6.227,6.319,6.418,6.544,6.643,8.963,11.775,0.158
165,528.000,6.329,0.287,6.248,6.339,6.516,6.660,6.919,9.647,11.183,0.158
170,477.600,6.917,0.349,6.216,6.418,6.583,8.301,10.648,21.416,39.122,0.145
175,501.200,6.499,0.306,6.036,6.155,6.311,7.794,10.280,11.938,20.130,0.154
180,531.800,6.160,0.344,6.097,6.181,6.294,6.430,6.601,9.191,10.320,0.162
185,526.600,6.347,0.294,6.191,6.372,6.589,6.704,6.864,9.711,31.960,0.158
190,522.000,6.283,0.315,6.231,6.335,6.484,6.609,6.744,8.377,10.339,0.159
195,526.800,6.264,0.332,6.179,6.248,6.350,6.512,6.664,9.270,10.486,0.160
200,451.400,7.236,0.326,6.277,6.463,6.739,10.309,11.936,17.768,33.140,0.138
205,527.000,6.174,0.327,6.037,6.107,6.193,6.371,7.552,10.502,14.036,0.162
210,535.800,6.171,0.351,6.093,6.200,6.302,6.449,6.554,9.112,10.301,0.162
215,526.200,6.279,0.316,6.168,6.282,6.437,6.604,6.895,9.338,10.422,0.159
220,528.000,6.282,0.298,6.102,6.326,6.543,6.696,6.872,9.796,20.500,0.159
225,528.200,6.181,0.379,6.119,6.185,6.255,6.412,6.546,9.208,11.021,0.162
230,451.800,7.253,0.329,6.177,6.289,6.587,10.168,12.846,22.867,36.926,0.138
235,522.200,6.240,0.342,6.074,6.171,6.307,6.585,7.647,10.021,17.597,0.160
240,534.400,6.130,0.297,6.050,6.164,6.273,6.414,6.535,9.167,11.988,0.163
245,525.400,6.130,0.355,6.059,6.157,6.273,6.405,6.514,9.193,11.404,0.163
250,528.800,6.363,0.376,6.173,6.366,6.554,6.625,6.715,19.621,33.344,0.157
255,520.200,6.259,0.293,6.178,6.281,6.402,6.546,6.680,9.315,10.302,0.160
260,460.800,7.258,0.328,6.214,6.349,6.564,10.365,12.299,21.583,39.856,0.138
265,524.600,6.435,0.341,6.188,6.407,6.530,6.629,7.891,10.560,12.481,0.155
270,535.000,6.082,0.351,6.038,6.119,6.215,6.360,6.484,9.132,10.793,0.164
275,545.200,6.106,0.350,6.086,6.166,6.244,6.382,6.469,9.199,10.740,0.164
280,519.200,6.244,0.348,6.167,6.277,6.447,6.634,6.807,8.025,10.834,0.160
285,501.400,6.316,0.345,6.085,6.350,6.536,6.652,6.842,9.594,35.011,0.158
290,458.000,7.192,0.307,6.280,6.440,6.684,10.458,12.123,17.967,32.308,0.139
295,494.600,6.595,0.305,6.402,6.508,6.636,6.847,8.211,9.997,18.298,0.152
300,541.200,6.133,0.330,6.059,6.149,6.270,6.406,6.593,9.219,11.946,0.163
305,539.200,6.150,0.344,6.049,6.160,6.278,6.395,6.549,9.268,10.310,0.163
310,535.000,6.193,0.369,6.111,6.202,6.324,6.457,6.536,8.062,10.836,0.161
315,517.400,6.310,0.303,6.115,6.388,6.589,6.721,6.890,10.570,20.973,0.158
320,451.200,7.277,0.324,6.237,6.331,6.540,10.581,12.199,18.311,41.959,0.137
325,494.800,6.486,0.236,6.376,6.517,6.631,6.811,7.240,9.923,14.926,0.154
330,517.000,6.322,0.320,6.157,6.254,6.505,6.658,6.894,9.305,12.805,0.158
335,547.800,6.102,0.309,6.034,6.120,6.236,6.370,6.463,8.936,10.197,0.164
340,520.600,6.154,0.269,6.087,6.187,6.292,6.413,6.549,8.001,14.586,0.162
345,525.600,6.417,0.312,6.145,6.274,6.393,6.578,6.953,12.148,33.602,0.156
350,466.800,6.921,0.331,6.207,6.310,6.481,9.650,11.195,15.288,26.799,0.144
355,508.800,6.448,0.320,6.296,6.421,6.575,6.710,7.057,9.744,19.869,0.155
