Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,627.800,3.243,0.211,0.407,0.596,6.362,6.614,6.720,8.243,13.057,0.308
5,666.200,3.054,0.210,0.424,0.625,6.093,6.271,6.372,7.662,10.034,0.327
10,598.400,3.316,0.198,0.416,0.606,6.161,6.353,6.477,7.698,65.209,0.302
15,729.000,2.812,0.193,0.379,0.578,4.613,6.652,6.936,10.826,63.964,0.356
20,1113.400,1.827,0.196,0.352,0.522,3.498,3.602,3.732,4.093,11.970,0.547
25,1062.800,1.944,0.199,0.352,0.529,3.517,3.707,4.221,6.703,11.010,0.515
30,1147.400,1.829,0.194,0.347,0.522,3.492,3.602,3.701,4.015,7.508,0.547
35,1108.600,1.834,0.194,0.353,0.536,3.515,3.614,3.734,3.990,8.613,0.545
40,559.400,3.563,0.190,0.382,0.527,6.282,6.592,9.982,17.575,33.218,0.281
45,607.200,3.325,0.193,0.392,0.566,6.485,6.633,6.776,9.052,24.045,0.301
50,614.400,3.188,0.210,0.402,0.593,6.117,6.315,6.518,8.787,19.300,0.314
55,643.200,3.176,0.195,0.396,0.601,6.154,6.320,6.458,7.922,10.797,0.315
60,582.200,3.582,0.200,0.381,0.567,6.292,6.733,9.148,14.763,34.348,0.279
65,663.400,3.163,0.199,0.393,0.564,6.243,6.406,6.526,8.043,10.733,0.316
70,623.800,3.288,0.199,0.413,0.618,6.447,6.658,6.769,8.439,12.421,0.304
75,628.600,3.265,0.197,0.432,0.650,6.183,6.560,6.698,8.453,33.411,0.306
80,568.600,3.529,0.198,0.400,0.593,6.265,6.738,9.435,12.320,31.055,0.283
85,642.600,3.260,0.201,0.389,0.573,6.337,6.565,6.698,8.304,22.133,0.307
90,644.600,3.195,0.200,0.394,0.550,6.261,6.388,6.505,8.104,16.847,0.313
95,608.600,3.283,0.201,0.395,0.569,6.390,6.612,6.711,8.048,11.222,0.305
100,555.800,3.651,0.197,0.390,0.560,6.336,7.523,9.973,14.429,41.854,0.274
105,623.600,3.212,0.201,0.392,0.559,6.174,6.445,6.662,7.960,19.342,0.311
110,619.800,3.232,0.203,0.401,0.558,6.324,6.596,6.737,9.212,33.002,0.309
115,645.400,3.196,0.202,0.419,0.617,6.279,6.407,6.559,7.942,11.124,0.313
120,555.800,3.739,0.205,0.431,0.692,6.430,6.843,9.741,16.141,34.730,0.267
125,660.200,3.169,0.201,0.438,0.633,6.149,6.324,6.477,7.963,11.464,0.316
130,638.200,3.192,0.196,0.392,0.586,6.152,6.285,6.356,7.977,10.479,0.313
135,617.400,3.324,0.204,0.401,0.603,6.279,6.610,6.761,10.382,42.371,0.301
140,576.400,3.527,0.197,0.372,0.512,6.287,6.561,9.681,12.993,36.409,0.283
145,598.000,3.371,0.194,0.383,0.571,6.376,6.629,6.789,9.325,11.683,0.297
150,672.000,3.052,0.202,0.384,0.519,6.090,6.275,6.373,7.755,10.698,0.328
