Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
172,1806,1806.000,115,6366,6499,5543,6606,6775,6917,9277,9863
173,1809,1809.000,102,6229,6487,5514,6593,6771,7531,11978,12258
174,1875,1875.000,113,6078,6214,5332,6309,6446,6512,10133,10869
175,1912,1912.000,117,5967,6132,5221,6184,6368,6423,8996,9280
176,1942,1942.000,110,5931,6107,5160,6176,6340,6398,7863,9460
177,1940,1940.000,103,5928,6104,5142,6173,6240,6372,8973,9305
178,1969,1969.000,118,5852,6024,5095,6111,6294,6408,8991,10035
179,1937,1937.000,125,5905,6043,5153,6147,6310,6410,7746,9307
180,1928,1928.000,84,5957,6100,5187,6211,6329,6434,7733,9199
181,1912,1912.000,118,6015,6201,5228,6294,6473,6597,8970,10355
182,1887,1887.000,96,6040,6198,5293,6278,6438,6504,8918,9405
183,1917,1917.000,126,5964,6126,5212,6217,6349,6425,7712,9361
184,1928,1928.000,98,5943,6103,5187,6165,6221,6306,8923,10255
185,1904,1904.000,119,5981,6110,5248,6199,6300,6413,8893,12616
186,1946,1946.000,105,5978,6181,5142,6258,6379,6486,7792,9310
187,1922,1922.000,109,5919,6115,5201,6191,6280,6461,9780,10158
188,1925,1925.000,123,5986,6210,5186,6310,6447,6524,7910,11184
189,1870,1870.000,118,6107,6290,5359,6402,6540,6611,8330,9711
190,1867,1867.000,111,6134,6344,5349,6546,6677,6827,8331,9472
191,1823,1823.000,125,6329,6537,5487,6656,6803,6896,10097,11620
192,1346,1346.000,123,6401,6560,7469,6781,13696,19075,33913,52271
193,1152,1152.000,123,6295,9419,8617,10822,12239,15234,17908,20946
194,1909,1909.000,116,6013,6220,5253,6317,6470,6557,9300,10372
195,1904,1904.000,115,5996,6189,5241,6275,6409,6473,8031,9486
196,1807,1807.000,128,6071,6221,5539,6354,6551,8024,11543,17716
197,1857,1857.000,132,6060,6252,5377,6350,6593,7804,9255,10171
198,1884,1884.000,109,6054,6207,5309,6300,6484,6578,9091,9625
199,1755,1755.000,122,6231,6431,5684,6574,6757,7482,12508,13280
200,1832,1832.000,107,6288,6433,5476,6549,6678,6746,8469,9671
201,1815,1815.000,125,6218,6375,5483,6461,6632,6757,9839,10873
202,1865,1865.000,121,6211,6386,5380,6557,6715,6853,8447,9846
203,1775,1775.000,130,6412,6578,5620,6679,6869,7338,8487,10117
204,1771,1771.000,107,6327,6514,5660,6634,6819,8345,13726,19988
205,1916,1916.000,110,5983,6148,5208,6212,6510,6661,8978,9400
206,1926,1926.000,105,5968,6151,5189,6225,6381,6490,9554,11163
207,1941,1941.000,93,5947,6111,5152,6204,6352,6418,7965,14641
208,1965,1965.000,105,5862,6033,5081,6115,6256,6313,8841,10124
209,1987,1987.000,97,5848,6005,5039,6066,6153,6276,8847,9174
210,1951,1951.000,102,5888,6026,5122,6099,6259,6335,7605,8952
211,1953,1953.000,97,5855,6012,5127,6092,6261,6378,9077,10279
212,1973,1973.000,110,5819,6008,5071,6215,6336,6481,8118,9124
213,1889,1889.000,91,6061,6220,5276,6294,6456,6492,7960,9383
214,1918,1918.000,97,5969,6131,5204,6226,6313,6450,9192,10361
215,1915,1915.000,89,5889,6035,5225,6132,6239,6324,7591,9071
216,1939,1939.000,104,5932,6096,5164,6186,6314,6387,9129,12058
217,1973,1973.000,87,5862,6029,5060,6090,6144,6201,8866,10189
218,1967,1967.000,113,5908,6102,5093,6158,6211,6255,7752,9225
219,1912,1912.000,123,5973,6129,5227,6220,6364,6429,7753,9347
220,1855,1855.000,119,6076,6212,5379,6321,6454,6663,9262,10296
221,1401,1401.000,112,6070,6206,7174,6381,13649,19942,32470,40272
222,1175,1175.000,99,6270,9500,8471,10876,12167,13662,18146,21025
223,1911,1911.000,118,6039,6220,5244,6310,6447,6494,7854,9228
224,1898,1898.000,110,6004,6193,5268,6280,6451,6519,9514,10193
225,1777,1777.000,138,6070,6172,5627,6324,6635,9062,11802,19058
226,1887,1887.000,104,6039,6225,5279,6341,6505,7695,7944,9263
227,1878,1878.000,114,6053,6241,5332,6350,6503,7244,9295,10351
228,1900,1900.000,106,6031,6206,5270,6337,6567,6852,7851,9535
229,1897,1897.000,104,6065,6209,5256,6281,6451,6540,9196,9485
230,1802,1802.000,95,6197,6352,5548,6452,6561,7861,15949,23256
231,1901,1901.000,97,6143,6312,5256,6368,6426,6476,8073,9408
232,1857,1857.000,101,6158,6327,5382,6402,6466,6588,8178,9550
233,1844,1844.000,115,6223,6378,5437,6440,6508,6674,9289,9639
234,1769,1769.000,98,6405,6547,5648,6627,6795,6874,9701,10584
235,1768,1768.000,114,6309,6501,5645,6614,6802,8132,13083,15118
236,1854,1854.000,111,6187,6346,5392,6544,6709,6831,8501,11510
237,1898,1898.000,109,6025,6205,5282,6281,6468,6522,9088,11781
238,1926,1926.000,126,5939,6124,5180,6217,6354,6410,8475,9368
239,1972,1972.000,88,5909,6099,5067,6173,6289,6354,7947,9190
240,1949,1949.000,112,5883,6066,5141,6147,6297,6383,9784,14696
241,1962,1962.000,114,5828,6005,5092,6083,6270,6341,7618,9009
242,1918,1918.000,104,5867,6007,5209,6088,6218,6333,7737,8926
243,1936,1936.000,102,5914,6054,5167,6159,6302,6391,7846,9286
244,1898,1898.000,82,5997,6169,5271,6229,6296,6440,9142,10728
245,1920,1920.000,103,5978,6182,5190,6241,6298,6726,9185,10815
246,1906,1906.000,110,5996,6149,5256,6258,6297,6327,7866,9011
247,1972,1972.000,100,5839,6031,5076,6098,6156,6217,9119,10050
248,1961,1961.000,116,5863,6050,5084,6109,6162,6204,7588,9098
249,1930,1930.000,104,5961,6147,5189,6228,6319,6462,7744,9551
250,1485,1485.000,91,5962,6157,6750,6498,12930,18471,29879,30068
251,1333,1333.000,104,5222,7769,7473,8848,10200,15416,38573,38811
252,1887,1887.000,92,6032,6213,5305,6377,6526,6668,8054,9185
253,1838,1838.000,115,6170,6346,5427,6466,6595,6676,9406,10756
254,1827,1827.000,100,6067,6225,5471,6310,6651,9159,10892,12108
255,1806,1806.000,125,6124,6230,5549,6349,6569,7778,9581,12869
256,1869,1869.000,107,6116,6280,5335,6375,6507,6610,8260,9496
257,1911,1911.000,104,5992,6184,5230,6242,6404,6475,9215,10161
258,1894,1894.000,109,6018,6184,5280,6260,6436,6502,9228,11002
259,1896,1896.000,103,6068,6233,5287,6318,6543,6670,8101,12374
260,1789,1789.000,116,6059,6237,5574,6343,6548,8020,14641,22370
261,1847,1847.000,120,6259,6454,5421,6574,6712,6800,8331,9547
262,1868,1868.000,113,6179,6376,5342,6488,6637,6726,9151,9635
263,1820,1820.000,104,6280,6418,5514,6555,6718,6959,9572,10538
264,1862,1862.000,99,6151,6339,5362,6409,6566,6648,8332,9690
265,1799,1799.000,100,6240,6372,5597,6549,6772,7861,12490,13324
266,1751,1751.000,108,6395,6535,5662,6664,6796,6946,8300,10086
267,1817,1817.000,119,6296,6477,5513,6596,6766,6860,9801,10449
268,1921,1921.000,108,5959,6158,5200,6307,6503,6684,8116,9432
269,1929,1929.000,99,5981,6190,5169,6282,6430,6500,8967,10535
270,1895,1895.000,113,5974,6134,5283,6242,6385,6501,9273,10144
271,1914,1914.000,118,5918,6060,5222,6139,6300,6374,7969,9056
272,1978,1978.000,114,5877,6073,5057,6159,6330,6399,7787,12362
273,1907,1907.000,120,5905,6050,5238,6152,6299,6392,8820,10036
274,1980,1980.000,121,5810,6016,5043,6101,6240,6333,8931,10409
275,1962,1962.000,111,5855,6036,5107,6124,6282,6336,7662,9014
276,1916,1916.000,106,5999,6203,5213,6288,6414,6506,7902,8980
277,1822,1822.000,110,6055,6201,5478,6283,6447,7393,11749,19279
278,1929,1929.000,101,5958,6160,5202,6242,6403,6457,7742,9257
279,1637,1637.000,108,6017,6122,6088,6262,9217,12760,18501,25803
280,1083,1083.000,100,9265,9909,9230,11939,13301,17116,19082,21288
281,1843,1843.000,103,6205,6439,5426,6574,6760,6853,8543,9600
282,1779,1779.000,102,6418,6568,5629,6702,6850,7013,8541,10024
283,1756,1756.000,119,6329,6548,5686,6670,7003,8218,11054,15481
284,1946,1946.000,110,5161,5356,5143,6181,6387,6560,21094,30271
285,1836,1836.000,128,6171,6373,5453,6466,6612,6718,8155,9669
286,1835,1835.000,118,6159,6330,5437,6434,6594,6687,9521,14987
287,1888,1888.000,103,6061,6247,5294,6352,6501,6552,9254,10349
288,1887,1887.000,119,6072,6256,5302,6359,6489,6550,10410,10908
289,1917,1917.000,116,6031,6254,5220,6330,6491,6573,9144,9575
290,1901,1901.000,115,6017,6221,5248,6318,6484,6541,9088,10353
291,1782,1782.000,122,6086,6229,5610,6360,6531,7884,16900,25356
292,1882,1882.000,91,6096,6264,5322,6361,6489,6538,8129,9326
293,1781,1781.000,107,6287,6532,5605,6654,6830,7785,9919,10739
294,1832,1832.000,126,6236,6384,5445,6510,6643,6689,8168,9739
295,1882,1882.000,114,6166,6410,5330,6530,6689,6747,8381,9781
296,1750,1750.000,119,6325,6470,5701,6598,6707,8023,16780,23412
297,1803,1803.000,93,6369,6549,5556,6634,6760,6892,9697,10659
298,1789,1789.000,104,6344,6519,5575,6636,6780,6891,9630,9967
299,1822,1822.000,102,6344,6534,5490,6635,6824,6886,8545,9864
300,1857,1857.000,116,6087,6226,5393,6473,6674,6854,9718,10207
301,1915,1915.000,128,5985,6155,5211,6233,6396,6454,7808,9242
302,1932,1932.000,111,5956,6143,5176,6239,6383,6441,7806,9315
303,1940,1940.000,95,5923,6100,5155,6170,6356,6426,9125,9979
304,1973,1973.000,107,5826,5999,5067,6063,6218,6301,7652,9266
305,2002,2002.000,114,5841,6029,4997,6094,6246,6299,7555,9346
306,1944,1944.000,129,5893,6052,5134,6122,6276,6346,7622,9053
307,1969,1969.000,111,5848,6026,5083,6131,6265,6351,8887,10353
308,1900,1900.000,113,5930,6151,5269,6268,6427,6512,9085,9547
309,1250,1250.000,109,6199,9017,8022,10746,13043,16338,20870,22466
310,1545,1545.000,105,6009,6119,6444,7549,10752,11771,17571,19064
311,1914,1914.000,110,6010,6180,5222,6261,6417,6480,7821,8241
312,1928,1928.000,105,6056,6239,5189,6325,6386,6542,7885,9266
313,1714,1714.000,109,6244,6379,5832,6624,7926,10560,15261,19209
314,1800,1800.000,101,6384,6551,5557,6643,6831,7738,8689,9896
315,1970,1970.000,104,5208,5531,5067,6522,6681,6791,8107,9784
316,1823,1823.000,118,5306,6198,5481,6338,6514,6618,20531,33711
317,1778,1778.000,113,6259,6369,5620,6491,6624,7992,12473,12897
318,1863,1863.000,114,6169,6328,5378,6442,6565,6643,9228,9589
319,1855,1855.000,132,6179,6331,5389,6396,6470,6616,9339,9809
320,1855,1855.000,117,6137,6275,5391,6385,6554,6675,9356,10310
321,1888,1888.000,110,6061,6235,5288,6335,6500,6560,8030,9497
322,1779,1779.000,108,6103,6273,5617,6372,6544,7871,16726,27060
323,1857,1857.000,110,6113,6276,5388,6345,6413,6575,10204,10984
324,1864,1864.000,124,6138,6278,5363,6446,6578,6694,8101,9618
325,1757,1757.000,127,6421,6572,5697,6691,6869,6965,8451,9932
326,1822,1822.000,89,6263,6419,5473,6501,6690,6789,8205,9663
327,1786,1786.000,95,6221,6394,5600,6461,6613,7936,16190,19176
328,1832,1832.000,116,6289,6464,5464,6569,6632,6709,9273,10867
329,1788,1788.000,95,6417,6572,5582,6666,6817,6893,8589,9917
330,1794,1794.000,111,6380,6523,5587,6592,6673,6829,9806,10560
331,1812,1812.000,96,6319,6490,5508,6577,6730,6802,8627,9967
332,1894,1894.000,93,6065,6215,5284,6332,6492,6618,7814,9208
333,1885,1885.000,119,6051,6214,5294,6280,6448,6509,9233,10441
334,1933,1933.000,120,5947,6129,5180,6226,6386,6430,8711,9389
335,1934,1934.000,114,5953,6107,5154,6193,6332,6395,7669,9204
336,1932,1932.000,101,5948,6122,5199,6218,6363,6411,7721,9297
337,1935,1935.000,118,5860,6031,5151,6116,6273,6336,8970,10249
338,1567,1567.000,94,5913,6036,6409,6387,11146,14812,18960,22700
339,1315,1315.000,121,6089,9086,7559,10505,11733,13064,17434,17645
340,1962,1962.000,114,5876,6063,5096,6148,6243,6348,8719,10005
341,1967,1967.000,118,5938,6127,5095,6202,6287,6353,7794,9363
342,1809,1809.000,111,6031,6174,5512,6292,6492,8113,11757,13592
343,1883,1883.000,125,6067,6266,5320,6389,6586,7803,9338,10207
344,1866,1866.000,106,6118,6292,5351,6348,6407,6483,8139,9507
345,1813,1813.000,121,6245,6420,5528,6643,6791,6962,8578,9445
346,1753,1753.000,105,6471,6619,5690,6731,6873,7040,10030,10259
347,1989,1989.000,102,5121,5430,5027,6459,6712,6875,12557,32744
348,1864,1864.000,118,6170,6353,5376,6505,6670,6737,8160,9685
349,1819,1819.000,119,6273,6411,5482,6531,6656,6727,9196,9613
350,1868,1868.000,100,6142,6310,5355,6427,6583,6688,9438,10295
351,1849,1849.000,96,6154,6292,5398,6400,6539,6628,8214,9658
352,1854,1854.000,105,6154,6285,5400,6375,6507,6622,9233,9728
353,1780,1780.000,113,6100,6279,5619,6366,6595,8021,17100,29955
354,1853,1853.000,126,6127,6276,5401,6387,6503,6572,9047,9702
355,1893,1893.000,133,6091,6285,5271,6400,6538,6625,8138,9641
356,1873,1873.000,114,6172,6399,5348,6619,6783,7020,8678,9871
357,1812,1812.000,121,6286,6457,5498,6626,6753,7074,9697,10556
358,1770,1770.000,119,6179,6355,5658,6460,6632,7659,16201,27949
359,1829,1829.000,113,6255,6434,5464,6521,6668,6741,8210,9695
360,1795,1795.000,99,6373,6559,5594,6668,6848,6918,9830,10812
361,1816,1816.000,117,6344,6522,5500,6630,6758,6816,8234,11746
362,1805,1805.000,96,6344,6538,5520,6651,6784,6923,9283,12284
363,1813,1813.000,112,6233,6508,5514,6624,6815,6966,8440,9751
364,1889,1889.000,112,6016,6180,5295,6258,6415,6504,9132,11803
365,1938,1938.000,108,5957,6166,5169,6242,6439,6528,7797,9259
366,1884,1884.000,122,5999,6177,5296,6263,6439,6468,9099,15298
367,1907,1907.000,116,5924,6089,5249,6190,6343,6400,9237,10462
368,1147,1147.000,105,6245,9458,8734,11761,13994,17050,17887,18024
369,1697,1697.000,128,6110,6267,5885,6470,9382,10950,14949,17836
370,1911,1911.000,111,5923,6108,5221,6260,6370,6513,8460,10654
371,1844,1844.000,127,5917,6085,5419,6174,6373,8780,10645,13054
372,1903,1903.000,104,5951,6141,5268,6256,6420,7439,7816,9284
373,1864,1864.000,110,6064,6209,5347,6332,6511,7596,9331,10228
374,1867,1867.000,112,6004,6130,5348,6254,6402,6466,9158,9370
375,1911,1911.000,110,6063,6253,5244,6353,6483,6556,7977,9256
376,1848,1848.000,123,6164,6339,5398,6465,6586,6659,9569,10318
377,1826,1826.000,84,6291,6527,5482,6637,6800,6869,9547,10266
378,1883,1883.000,101,5180,5850,5303,6585,6780,6897,12847,20068
379,1875,1875.000,135,5257,5825,5350,6249,6427,6524,20487,27399
