Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
69,1946,1946.000,89,5874,6049,5129,6120,6235,6344,7687,9153
70,2005,2005.000,107,5779,6001,4982,6087,6165,6232,7825,9970
71,1885,1885.000,118,6044,6202,5302,6288,6441,6490,7950,9307
72,1878,1878.000,131,6080,6246,5319,6313,6443,6530,7965,9513
73,1896,1896.000,100,5947,6097,5264,6246,6306,6375,9299,10955
74,1919,1919.000,112,5902,6055,5215,6145,6280,6340,8924,9305
75,1934,1934.000,99,5916,6064,5169,6129,6183,6230,7696,10948
76,1794,1794.000,110,6051,6224,5568,6312,6521,9109,13278,16151
77,1890,1890.000,116,6070,6220,5302,6313,6444,6503,7985,9592
78,1862,1862.000,122,6107,6256,5361,6327,6421,6546,8090,9310
79,1777,1777.000,109,6324,6558,5618,6672,6858,6920,8475,9872
80,1805,1805.000,113,6363,6545,5551,6648,6816,6943,9660,10562
81,1642,1642.000,101,6118,6274,6094,6476,6824,12317,23437,32604
82,1903,1903.000,110,6070,6250,5259,6361,6481,6539,7867,9752
83,1495,1495.000,100,6167,6290,6708,6572,11057,13718,24129,30279
84,1289,1289.000,111,6156,9288,7708,10721,12035,12317,17570,17811
85,1914,1914.000,110,6043,6208,5223,6316,6476,6542,7958,9407
86,1897,1897.000,83,6089,6250,5270,6325,6488,6563,9240,12779
87,1805,1805.000,107,6061,6215,5530,6357,6651,9266,11216,17711
88,1810,1810.000,97,6233,6488,5532,6650,6791,7921,9291,9803
89,1828,1828.000,80,6267,6432,5469,6543,6691,6791,8283,10034
90,1810,1810.000,98,6294,6415,5524,6498,6640,6739,9338,10436
91,1853,1853.000,97,6205,6374,5389,6449,6609,6719,9465,9707
92,1821,1821.000,101,6293,6440,5495,6634,6765,6864,9310,9853
93,1770,1770.000,103,6398,6528,5650,6628,6800,6888,9824,10618
94,1813,1813.000,109,6335,6494,5514,6569,6645,6733,8478,9801
95,1754,1754.000,101,6294,6503,5697,6628,6845,8148,11394,12899
96,1861,1861.000,125,6088,6230,5363,6308,6478,6552,7966,9337
97,1892,1892.000,112,6007,6166,5282,6228,6274,6333,9170,10092
98,1951,1951.000,95,5902,6084,5125,6150,6196,6241,7650,9038
99,1934,1934.000,132,5943,6121,5178,6181,6230,6282,8570,9244
100,1934,1934.000,96,5898,6060,5156,6147,6240,6358,9126,10398
101,1941,1941.000,96,5891,6029,5159,6115,6272,6348,7579,9119
102,1937,1937.000,102,5923,6082,5159,6174,6323,6373,7622,9264
103,1937,1937.000,80,5938,6102,5169,6234,6350,6445,8838,10322
104,1859,1859.000,107,6061,6187,5364,6262,6436,6492,7923,9307
105,1855,1855.000,91,6085,6245,5391,6425,6673,7176,8937,9918
106,1942,1942.000,112,5904,6058,5144,6159,6301,6377,9025,10187
107,1881,1881.000,99,5924,6103,5325,6197,6342,7779,13602,16972
108,1921,1921.000,103,5957,6093,5198,6189,6319,6415,8976,9367
109,1866,1866.000,87,6094,6265,5368,6339,6511,6597,8085,9558
110,1892,1892.000,101,6040,6247,5277,6350,6513,6610,9622,11120
111,1867,1867.000,105,6101,6258,5356,6374,6543,6678,8095,10104
112,1537,1537.000,118,6267,6451,6538,6629,8575,13342,31596,39705
113,1031,1031.000,112,9365,10692,9631,11998,13849,17674,20214,25555
114,1941,1941.000,91,6021,6245,5156,6329,6382,6414,9064,11621
115,1897,1897.000,100,6039,6217,5271,6283,6337,6409,8115,9416
116,1774,1774.000,105,6122,6272,5643,6368,6519,8096,17055,20257
117,1827,1827.000,125,6123,6295,5461,6427,6608,7870,9639,12784
118,1873,1873.000,120,6098,6271,5350,6432,6561,6761,9137,14265
119,1851,1851.000,118,6183,6331,5395,6439,6599,6709,9401,9905
120,1852,1852.000,115,6177,6336,5387,6531,6663,6832,9465,10266
121,1818,1818.000,118,6309,6484,5507,6636,6804,6933,9449,10198
122,1820,1820.000,113,6277,6416,5500,6487,6550,6594,9483,9808
123,1818,1818.000,115,6271,6441,5487,6530,6654,6829,9831,10450
124,1863,1863.000,117,6210,6383,5379,6489,6672,6782,8281,9491
125,1794,1794.000,107,6318,6504,5562,6576,6637,6696,8530,9715
126,1827,1827.000,98,6328,6538,5472,6613,6680,6812,9644,9954
127,1803,1803.000,104,6339,6499,5552,6560,6624,6706,9610,10500
128,1802,1802.000,121,6147,6326,5538,6526,6721,6839,9185,11200
129,1918,1918.000,103,6014,6187,5220,6244,6329,6490,7761,9268
130,1904,1904.000,112,5985,6145,5233,6201,6254,6304,9057,10118
131,1911,1911.000,102,5941,6088,5240,6152,6200,6314,7682,9043
132,1896,1896.000,113,6001,6124,5268,6255,6405,6484,8876,9423
133,1929,1929.000,85,5920,6079,5182,6195,6336,6425,9175,10488
134,1953,1953.000,122,5854,6016,5122,6096,6234,6328,7721,8892
135,1938,1938.000,110,5901,6088,5159,6172,6306,6376,7650,9172
136,1968,1968.000,93,5870,6107,5070,6239,6314,6445,9878,10184
137,1966,1966.000,105,5965,6190,5102,6246,6421,6491,7890,9491
138,1824,1824.000,86,5933,6098,5474,6177,6412,8653,14066,15278
139,1897,1897.000,130,5997,6149,5281,6241,6349,6399,7797,9495
140,1916,1916.000,128,5961,6135,5211,6221,6309,6379,8706,10093
141,1960,1960.000,118,5901,6105,5097,6205,6329,6404,7756,9322
142,1200,1200.000,134,6142,6473,8379,10768,13995,18599,34148,49276
143,1401,1401.000,124,6316,6525,7095,9851,11899,12878,14298,18310
144,1846,1846.000,131,6186,6359,5405,6467,6650,6752,8327,9649
145,1855,1855.000,115,6181,6330,5410,6449,6616,6682,8148,9635
146,1794,1794.000,114,6146,6330,5572,6502,6992,9116,11001,11257
147,1832,1832.000,102,6115,6287,5453,6411,6608,7861,10368,10991
148,1836,1836.000,111,6131,6277,5449,6409,6563,7409,9381,12221
149,1832,1832.000,104,6179,6322,5445,6458,6577,6652,10740,11283
150,1884,1884.000,108,6089,6284,5308,6395,6535,6601,9457,10507
151,1828,1828.000,104,6181,6290,5475,6398,6513,6573,8007,9580
152,1832,1832.000,85,6188,6332,5450,6453,6597,6744,8034,9687
153,1760,1760.000,115,6307,6521,5684,6607,6662,6788,9770,10694
154,1790,1790.000,90,6288,6398,5587,6517,6629,6684,9429,9692
155,1839,1839.000,111,6246,6412,5437,6497,6606,6692,8230,9658
156,1825,1825.000,97,6286,6443,5484,6533,6688,6753,8449,9526
157,1818,1818.000,139,6238,6387,5481,6465,6610,6862,9588,10554
158,1820,1820.000,124,6351,6555,5491,6657,6819,7017,8610,10352
159,1787,1787.000,112,6391,6559,5594,6678,6807,6909,9845,11221
160,1781,1781.000,118,6394,6540,5622,6652,6817,7064,9715,10743
161,1870,1870.000,122,6101,6276,5347,6499,6626,6742,8382,9269
162,1898,1898.000,101,6021,6215,5269,6297,6453,6505,7699,10346
163,1936,1936.000,111,5984,6186,5173,6265,6422,6493,9077,10087
164,1901,1901.000,93,5955,6108,5252,6186,6335,6418,8744,9543
165,1939,1939.000,132,5883,6075,5147,6185,6301,6409,7660,9221
166,1954,1954.000,103,5910,6103,5129,6203,6341,6399,7739,10933
167,1949,1949.000,120,5838,6025,5113,6116,6264,6329,9018,10271
168,1804,1804.000,101,5946,6090,5543,6232,6427,7564,23572,24170
169,1898,1898.000,96,6040,6235,5281,6313,6508,6604,8807,9529
170,1935,1935.000,101,5883,6076,5165,6160,6303,6385,8790,10096
171,1689,1689.000,124,5938,6102,5926,6232,7910,11669,32834,40187
172,984,984.000,130,9521,10433,10186,11842,14583,18524,29464,30452
173,1764,1764.000,127,6401,6601,5651,6745,6934,7576,12328,14070
174,1811,1811.000,123,6327,6517,5496,6620,6797,6865,8281,9782
175,2012,2012.000,102,5110,5343,4988,5480,6361,6835,15357,36200
176,1853,1853.000,102,6150,6327,5399,6495,6670,7839,8220,9776
177,1836,1836.000,119,6181,6341,5437,6464,6662,7105,9449,12234
178,1863,1863.000,111,6096,6283,5362,6376,6549,6619,9431,9552
179,1789,1789.000,134,6221,6336,5580,6424,6632,7158,12423,12672
180,1856,1856.000,113,6141,6243,5403,6328,6483,6563,9291,10239
181,1869,1869.000,102,6063,6250,5339,6328,6440,6562,9160,9371
182,1847,1847.000,144,6138,6287,5401,6402,6596,6682,7964,9644
183,1905,1905.000,106,6022,6229,5243,6325,6482,6561,9031,10181
184,1885,1885.000,99,6038,6216,5307,6336,6487,6546,8994,9343
185,1899,1899.000,108,6067,6237,5268,6357,6512,6662,9413,10251
186,1779,1779.000,126,6352,6512,5636,6607,6723,6857,8479,10052
187,1818,1818.000,96,6217,6372,5481,6461,6637,6974,9749,10359
188,1797,1797.000,97,6278,6415,5573,6514,6668,6803,9734,12151
189,1820,1820.000,103,6264,6429,5482,6506,6643,6710,8349,9538
190,1807,1807.000,126,6284,6425,5565,6563,6738,7027,9775,10504
191,1816,1816.000,112,6292,6467,5490,6574,6715,6803,8316,9735
192,1799,1799.000,124,6335,6500,5550,6607,6752,6887,8422,9858
193,1812,1812.000,110,6300,6519,5501,6649,6794,6874,10013,11555
194,1867,1867.000,117,6005,6173,5374,6391,6576,7675,10728,12285
195,1889,1889.000,123,5999,6173,5275,6285,6427,6493,7926,9375
196,1897,1897.000,114,5998,6184,5277,6279,6438,6732,9376,11017
197,1963,1963.000,93,5867,6092,5097,6198,6340,6412,9078,10179
198,1934,1934.000,102,5908,6084,5175,6194,6343,6413,7861,9172
199,1855,1855.000,111,5878,6064,5384,6216,6446,7636,15005,16802
200,1897,1897.000,113,5993,6183,5257,6282,6446,6538,9257,10194
201,1272,1272.000,98,5953,6329,7918,10724,13333,16699,26579,41760
202,1501,1501.000,108,6080,6218,6613,9130,10919,12171,17575,20677
203,1887,1887.000,119,6059,6260,5296,6368,6490,6598,9498,10299
204,1858,1858.000,117,6054,6265,5394,6376,6519,7839,10959,12689
205,1690,1690.000,117,6248,6564,5928,6722,7020,9081,12826,17978
206,1718,1718.000,119,6466,6625,5812,6737,6892,8434,10122,18421
207,1942,1942.000,125,5100,5319,5142,6438,6674,6912,20760,21033
208,1898,1898.000,106,5573,6228,5273,6337,6495,6557,8336,9351
209,1821,1821.000,122,6225,6438,5480,6566,6712,6799,9554,17875
210,1886,1886.000,134,6105,6319,5307,6392,6513,6643,9259,10272
211,1865,1865.000,110,6108,6298,5342,6400,6570,6683,9202,10718
212,1879,1879.000,115,6122,6297,5344,6420,6566,6715,9360,9660
213,1830,1830.000,120,6182,6323,5455,6439,6583,6641,9021,10288
214,1874,1874.000,103,6104,6264,5333,6375,6498,6583,8225,9594
215,1900,1900.000,107,6062,6275,5261,6366,6515,6561,8039,11169
216,1849,1849.000,105,6154,6319,5397,6457,6580,6716,9103,9655
217,1864,1864.000,124,6100,6256,5358,6369,6517,6585,9454,10211
218,1813,1813.000,115,6207,6368,5537,6529,6600,6674,9662,10410
219,1798,1798.000,119,6325,6487,5551,6650,6811,6949,8447,9598
220,1839,1839.000,94,6208,6399,5433,6488,6659,6776,8296,14168
221,1827,1827.000,111,6242,6402,5467,6500,6663,6752,9376,9877
222,1848,1848.000,103,6239,6416,5416,6481,6560,6687,8334,9668
223,1794,1794.000,109,6359,6523,5593,6633,6804,7031,9704,10483
224,1810,1810.000,110,6325,6513,5506,6630,6781,6945,8658,10490
225,1807,1807.000,116,6362,6516,5539,6632,6766,6903,8431,9956
226,1803,1803.000,115,6352,6563,5536,6647,6822,6928,9651,10214
227,1850,1850.000,100,6079,6202,5410,6368,6553,6742,9982,16625
228,1949,1949.000,96,5987,6161,5117,6220,6379,6428,7698,9490
229,1930,1930.000,96,6011,6168,5192,6235,6388,6453,7654,9355
230,1808,1808.000,115,5904,6074,5522,6185,6404,9220,18157,24040
231,1143,1143.000,119,5996,9110,8770,11448,13872,17478,29818,39483
232,1714,1714.000,120,5988,6159,5814,6351,10108,10657,11712,11800
233,1941,1941.000,100,5960,6118,5157,6196,6327,6390,7729,9146
234,1904,1904.000,101,5996,6163,5243,6250,6391,6459,7745,10149
235,1788,1788.000,113,6034,6197,5599,6374,7822,10303,12135,13257
236,1863,1863.000,92,6153,6318,5363,6440,6601,6764,8232,9554
237,1829,1829.000,126,6193,6332,5475,6491,6650,6799,9241,10276
238,1762,1762.000,97,6452,6572,5663,6686,6812,6948,9572,10149
239,1825,1825.000,104,5461,6543,5477,6653,6846,7092,8611,9754
240,1885,1885.000,133,5255,5546,5311,6360,6583,7755,12369,34050
241,1824,1824.000,122,6251,6403,5477,6520,6646,6703,9588,9872
242,1868,1868.000,111,6175,6359,5357,6447,6620,6686,8239,9595
243,1843,1843.000,108,6194,6346,5432,6431,6614,6679,8054,9594
244,1837,1837.000,137,6170,6303,5426,6425,6576,6657,9371,10465
245,1866,1866.000,122,6101,6241,5364,6356,6498,6636,9456,9729
246,1888,1888.000,92,6142,6289,5291,6388,6518,6571,7957,9681
247,1851,1851.000,96,6150,6279,5396,6359,6511,6566,9000,10265
248,1893,1893.000,121,6078,6235,5291,6322,6467,6553,7953,9548
249,1892,1892.000,97,6112,6290,5274,6408,6533,6602,8065,9731
250,1851,1851.000,112,6141,6302,5410,6417,6565,6699,9740,10735
251,1806,1806.000,107,6261,6495,5530,6627,6751,6828,8188,9453
252,1821,1821.000,111,6289,6418,5501,6507,6665,6813,8397,10022
253,1828,1828.000,116,6270,6447,5462,6530,6672,6771,8308,9615
254,1816,1816.000,122,6254,6415,5511,6532,6697,6786,9681,10714
255,1814,1814.000,95,6234,6369,5505,6491,6631,6997,9435,9760
256,1793,1793.000,111,6353,6551,5569,6639,6795,6871,8481,9548
257,1790,1790.000,122,6387,6526,5592,6668,6816,6908,9691,10563
258,1807,1807.000,106,6380,6516,5540,6598,6737,6782,8596,9847
259,1772,1772.000,115,6397,6515,5637,6616,6758,6829,8598,9795
260,1782,1782.000,112,6103,6232,5643,6394,6520,7511,14436,33601
261,994,994.000,112,9173,10470,10004,11968,17592,19451,32950,37124
262,1730,1730.000,131,6099,6224,5769,6386,9179,10649,12227,13375
263,1892,1892.000,115,6080,6251,5290,6311,6494,6530,7935,9470
264,1874,1874.000,98,5921,6084,5335,6247,6485,9065,11707,13079
265,1917,1917.000,114,5970,6115,5216,6219,6393,7401,7705,9200
266,1849,1849.000,102,6035,6192,5405,6283,6458,6741,11688,19135
267,1873,1873.000,97,6035,6172,5340,6280,6493,7822,10300,10826
268,1901,1901.000,101,6079,6242,5249,6330,6468,6522,8099,9263
269,1883,1883.000,107,6157,6325,5322,6394,6554,6732,9274,9646
270,1788,1788.000,115,6349,6605,5581,6681,6833,6886,8623,10191
271,1923,1923.000,103,5197,5514,5199,6585,6790,6863,10713,23826
272,1879,1879.000,102,5227,6004,5327,6264,6412,7596,20228,20937
273,1822,1822.000,112,6246,6407,5488,6541,6699,6834,9393,9849
274,1819,1819.000,117,6216,6347,5491,6475,6622,6709,9491,10252
275,1904,1904.000,94,6109,6282,5247,6370,6518,6592,8066,9466
276,1841,1841.000,113,6203,6340,5435,6450,6598,6680,8104,9534
277,1870,1870.000,116,6122,6271,5351,6388,6527,6635,9275,10141
278,1889,1889.000,112,6070,6217,5279,6304,6476,6549,7977,9505
279,1843,1843.000,125,6124,6279,5428,6387,6517,6583,9327,19626
280,1881,1881.000,115,6127,6290,5322,6382,6543,6617,8951,10276
281,1859,1859.000,118,6099,6239,5377,6338,6494,6591,8077,9501
282,1886,1886.000,97,6089,6259,5310,6394,6523,6606,9417,11098
283,1836,1836.000,105,6172,6333,5441,6478,6639,6746,8318,9711
284,1780,1780.000,100,6346,6541,5618,6647,6821,6898,9795,10580
285,1808,1808.000,131,6261,6372,5523,6515,6633,6723,8306,9536
286,1865,1865.000,95,6228,6419,5356,6517,6658,6825,8289,9929
287,1831,1831.000,91,6255,6418,5455,6504,6594,6697,9535,10579
288,1848,1848.000,108,6208,6364,5417,6466,6624,6704,8092,9581
289,1800,1800.000,99,6353,6561,5553,6663,6814,6931,8412,10057
290,1255,1255.000,107,6509,6649,8008,9515,14654,20401,30091,36353
291,1399,1399.000,112,5905,6256,7111,10205,11657,11979,17397,18863
292,2004,2004.000,105,5777,5981,4995,6069,6185,6251,7577,9294
293,1921,1921.000,114,5962,6104,5194,6198,6338,6401,7872,9297
294,1830,1830.000,104,5982,6153,5468,6298,6624,8662,11180,11599
295,1887,1887.000,117,6057,6238,5301,6308,6502,7189,8934,9398
296,1896,1896.000,112,6013,6175,5263,6298,6445,6523,8049,9550
297,1863,1863.000,119,5986,6146,5378,6250,6402,7725,11767,12211
298,1932,1932.000,121,5976,6164,5161,6274,6379,6425,7759,9422
299,1929,1929.000,120,5949,6130,5187,6187,6291,6396,8863,9312
300,1876,1876.000,92,6094,6255,5327,6355,6517,6606,9084,9492
301,1868,1868.000,92,6136,6297,5353,6395,6547,6617,9470,10216
302,1779,1779.000,102,6287,6525,5617,6625,6719,8166,14291,17941
303,1810,1810.000,116,6391,6582,5536,6672,6833,6896,8596,9839
304,1944,1944.000,116,5160,5333,5132,5517,6310,6781,19896,31160
305,1887,1887.000,118,6068,6257,5313,6420,6577,6677,9170,9540
306,1834,1834.000,120,6227,6362,5431,6485,6631,6707,8436,9396
307,1884,1884.000,98,6096,6275,5316,6392,6560,6709,9668,10375
308,1908,1908.000,104,6031,6184,5240,6273,6426,6473,10225,11092
309,1888,1888.000,114,6084,6231,5300,6308,6384,6465,8163,9485
310,1918,1918.000,108,6000,6206,5219,6320,6464,6518,8998,10129
311,1911,1911.000,103,6014,6194,5222,6285,6432,6510,7866,9236
312,1872,1872.000,120,6065,6225,5341,6295,6418,6515,9153,9571
313,1875,1875.000,111,6082,6247,5331,6319,6524,6671,9137,9688
314,1892,1892.000,128,6040,6236,5277,6323,6477,6573,9274,10196
315,1882,1882.000,105,6064,6193,5317,6277,6413,6507,7992,9357
316,1877,1877.000,111,6084,6254,5322,6430,6598,6740,8421,11644
317,1800,1800.000,84,6323,6472,5567,6600,6750,6900,9494,10657
318,1838,1838.000,111,6201,6353,5430,6456,6591,6692,9196,9735
319,1401,1401.000,102,6234,6425,7160,6677,13816,20310,27194,33527
320,1205,1205.000,121,6176,9302,8261,10788,12277,13683,17988,18341
321,1942,1942.000,116,5910,6096,5160,6180,6309,6390,8979,10346
322,1948,1948.000,129,5883,6056,5128,6177,6318,6401,8920,11852
323,1841,1841.000,103,5946,6112,5426,6201,6446,7821,10894,11613
324,1946,1946.000,94,5854,6035,5131,6110,6271,7237,9118,10156
325,1968,1968.000,102,5854,6044,5076,6097,6182,6307,8726,9107
326,1920,1920.000,85,5982,6205,5218,6299,6441,6517,7996,9097
327,1793,1793.000,114,6025,6220,5568,6307,6484,7838,12374,14663
328,1932,1932.000,114,5920,6052,5183,6137,6272,6358,8887,10434
329,1953,1953.000,115,5913,6103,5118,6201,6335,6425,7775,9320
330,1951,1951.000,114,5962,6176,5119,6273,6439,6528,9648,10935
331,1930,1930.000,120,5942,6124,5178,6210,6355,6416,7845,9096
332,1823,1823.000,120,6070,6229,5497,6312,6499,7756,14623,17189
333,1784,1784.000,107,6284,6408,5597,6606,6752,6860,9299,11970
334,1806,1806.000,122,6357,6533,5524,6605,6700,6854,8452,14001
335,1973,1973.000,95,5137,6298,5067,6532,6650,6778,8608,9741
336,1940,1940.000,112,5261,5404,5161,6234,6324,6466,20011,34341
337,1849,1849.000,93,6157,6331,5410,6468,6636,6720,9351,10395
338,1810,1810.000,123,6229,6358,5529,6472,6629,6748,9114,10633
339,1873,1873.000,127,6157,6341,5340,6430,6571,6649,8168,9441
340,1879,1879.000,110,6117,6309,5323,6444,6610,6673,9501,10347
341,1885,1885.000,112,6102,6277,5300,6383,6530,6606,9076,9356
342,1880,1880.000,113,6103,6257,5301,6354,6495,6556,8009,9498
343,1888,1888.000,125,6087,6270,5303,6344,6499,6747,9142,9448
344,1889,1889.000,117,6052,6244,5295,6317,6464,6836,9333,10419
345,1855,1855.000,118,6079,6228,5395,6314,6439,6533,8002,9465
346,1899,1899.000,123,6088,6267,5255,6336,6400,6555,7987,9437
347,1865,1865.000,100,6116,6267,5366,6373,6488,6566,9495,10898
348,1386,1386.000,121,6121,6296,7207,6579,12485,19273,39531,49246
349,1151,1151.000,97,6627,9927,8700,11524,12713,13429,18749,19738
350,1791,1791.000,119,6391,6544,5601,6659,6797,6897,9754,12173
351,1834,1834.000,108,6103,6235,5429,6480,6628,6779,8302,11025
352,1811,1811.000,127,6066,6205,5526,6357,6557,8730,11545,11764
353,1851,1851.000,115,6043,6210,5396,6333,6556,7712,9422,13998
354,1918,1918.000,116,5937,6118,5213,6225,6394,7478,9317,10312
355,1993,1993.000,114,5849,6077,5017,6178,6308,6379,7760,9116
356,1939,1939.000,93,5925,6081,5149,6130,6190,6300,8653,9190
357,1933,1933.000,114,5914,6077,5176,6182,6331,6423,9212,10740
358,1860,1860.000,107,6015,6199,5381,6312,6495,7874,12187,16095
359,1895,1895.000,123,5986,6127,5273,6212,6393,6460,8959,9204
360,1883,1883.000,103,6010,6136,5317,6243,6414,6594,9155,10145
361,1920,1920.000,103,5958,6139,5198,6246,6393,6484,7838,9350
362,1917,1917.000,114,5986,6168,5217,6247,6419,6485,9081,9322
363,1858,1858.000,99,6002,6167,5372,6297,6394,7731,12197,12593
364,1893,1893.000,111,6092,6267,5285,6322,6378,6473,9302,10255
365,1800,1800.000,114,6308,6546,5560,6667,6818,6916,8482,10060
366,1778,1778.000,115,6415,6589,5616,6699,6858,6965,8731,9863
367,1902,1902.000,114,5159,5458,5271,6528,6737,6936,19814,20536
368,1886,1886.000,106,5204,6048,5288,6185,6372,6537,19759,19954
369,1833,1833.000,99,6236,6383,5442,6490,6656,6730,8068,9744
370,1857,1857.000,105,6153,6298,5384,6438,6593,6712,9445,10166
371,1868,1868.000,107,6092,6227,5358,6341,6494,6559,8175,9571
372,1892,1892.000,100,6056,6237,5306,6353,6524,6849,9221,10723
373,1886,1886.000,98,6043,6243,5293,6318,6471,6637,9820,14630
374,1918,1918.000,118,5966,6155,5208,6228,6379,6470,8074,9457
375,1876,1876.000,115,6039,6177,5316,6272,6402,6454,7883,9349
376,1920,1920.000,95,6028,6204,5216,6263,6322,6352,7853,9351
377,1469,1469.000,112,6053,6194,6866,6304,12286,17413,27837,34875
378,1170,1170.000,109,6383,9659,8483,11191,12582,14403,18369,18415
379,1835,1835.000,104,6227,6379,5446,6488,6625,6679,8177,9852
