Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,490.400,6.599,4.714,6.375,6.478,6.575,6.740,7.956,11.063,12.457,0.152
5,537.200,6.264,5.065,6.089,6.168,6.276,6.456,6.782,9.116,11.518,0.160
10,531.600,6.324,5.121,6.052,6.155,6.270,6.456,7.584,10.544,13.965,0.158
15,510.400,6.607,4.960,6.161,6.322,6.561,6.809,7.750,12.672,28.961,0.151
20,841.000,3.938,2.650,3.422,3.489,3.703,5.483,6.501,8.006,10.993,0.254
25,883.600,3.818,2.613,3.479,3.545,3.693,4.327,6.543,7.056,11.233,0.262
30,936.600,3.532,2.507,3.452,3.516,3.581,3.696,3.770,4.250,7.947,0.283
35,936.000,3.576,2.366,3.454,3.521,3.602,3.722,3.780,5.375,10.611,0.280
40,858.000,3.856,2.426,3.519,3.588,3.699,4.406,5.759,7.236,11.621,0.259
45,932.200,3.580,2.499,3.463,3.530,3.620,3.758,3.862,5.248,14.407,0.279
50,959.600,3.542,2.504,3.460,3.526,3.593,3.679,3.793,5.084,7.480,0.282
55,690.400,4.869,2.677,3.553,3.630,6.101,6.514,10.517,17.536,34.845,0.205
60,522.800,6.365,5.003,6.152,6.229,6.342,6.503,7.660,10.612,12.090,0.157
65,533.200,6.464,5.443,6.272,6.395,6.526,6.669,6.813,9.203,12.097,0.155
70,516.800,6.527,5.357,6.354,6.486,6.572,6.703,6.823,9.141,10.669,0.153
75,527.800,6.379,5.152,6.096,6.196,6.291,6.453,7.442,14.083,19.105,0.157
80,542.600,6.237,4.840,6.047,6.145,6.230,6.339,6.444,9.423,20.518,0.160
85,475.200,7.015,5.080,6.264,6.376,6.576,9.255,10.761,14.803,38.786,0.143
90,493.000,6.509,5.450,6.251,6.327,6.483,6.618,7.901,10.867,15.556,0.154
95,523.600,6.429,3.920,6.246,6.320,6.484,6.636,6.730,9.338,11.719,0.156
100,500.400,6.563,5.594,6.390,6.468,6.598,6.727,6.873,9.374,11.707,0.152
105,504.800,6.547,5.386,6.152,6.252,6.518,6.665,7.580,12.257,33.051,0.153
110,534.600,6.281,5.320,6.079,6.166,6.244,6.338,6.481,9.989,23.011,0.159
115,470.400,6.965,4.539,6.099,6.445,6.683,9.937,11.561,13.167,18.837,0.144
120,493.200,6.535,4.796,6.235,6.328,6.426,6.590,7.849,12.263,28.056,0.153
125,517.000,6.398,5.454,6.245,6.316,6.436,6.549,6.660,8.139,13.381,0.156
130,520.600,6.522,5.334,6.355,6.441,6.563,6.680,6.767,9.521,11.370,0.153
135,501.800,6.547,5.544,6.356,6.502,6.616,6.744,6.840,8.561,15.312,0.153
140,511.200,6.346,5.388,6.025,6.166,6.262,6.425,6.541,13.205,24.812,0.158
145,468.600,7.090,3.624,6.168,6.290,6.528,10.338,11.195,16.100,33.730,0.141
150,512.200,6.439,4.655,6.175,6.373,6.566,6.739,7.001,10.424,28.756,0.155
155,536.200,6.311,5.326,6.161,6.230,6.364,6.483,6.558,8.172,10.353,0.158
160,535.800,6.370,5.371,6.188,6.277,6.426,6.557,6.811,8.942,10.424,0.157
165,510.200,6.548,5.276,6.351,6.479,6.598,6.738,6.867,9.291,11.203,0.153
170,507.600,6.379,5.110,6.013,6.102,6.348,6.542,6.784,12.596,29.747,0.157
175,483.200,7.021,5.156,6.089,6.178,6.376,10.272,11.683,17.513,27.541,0.142
180,528.400,6.435,4.651,6.182,6.395,6.602,6.801,7.670,10.031,23.530,0.155
185,518.200,6.416,5.186,6.219,6.319,6.455,6.603,6.719,9.448,15.715,0.156
190,537.000,6.318,5.350,6.168,6.238,6.329,6.489,6.595,9.215,12.079,0.158
195,514.800,6.481,5.539,6.306,6.401,6.545,6.677,6.844,8.409,10.803,0.154
200,486.800,6.831,5.409,6.097,6.312,6.547,7.401,9.883,17.042,44.848,0.146
205,492.400,6.675,5.229,6.098,6.213,6.373,8.047,10.420,13.146,19.111,0.150
210,527.600,6.336,5.295,6.133,6.251,6.415,6.585,6.775,8.502,10.466,0.158
215,517.200,6.375,3.538,6.147,6.333,6.560,6.738,6.959,9.642,30.788,0.157
220,539.800,6.295,5.410,6.152,6.219,6.333,6.466,6.582,8.145,11.893,0.159
225,526.800,6.385,5.213,6.179,6.270,6.466,6.628,6.839,9.176,11.350,0.157
230,459.600,7.249,5.430,6.268,6.387,6.616,10.295,11.700,17.367,34.079,0.138
235,539.400,6.291,5.151,6.010,6.126,6.281,6.457,7.571,10.437,17.315,0.159
240,525.000,6.234,5.193,6.069,6.160,6.275,6.406,6.507,8.095,13.681,0.160
245,529.600,6.457,4.610,6.208,6.405,6.567,6.740,6.907,13.433,20.401,0.155
250,519.200,6.399,5.336,6.217,6.323,6.449,6.606,6.795,8.250,10.051,0.156
255,538.000,6.320,5.024,6.177,6.252,6.354,6.487,6.579,8.156,10.497,0.158
260,468.800,7.294,5.274,6.192,6.366,6.657,9.910,11.880,22.155,40.992,0.137
265,532.800,6.256,5.318,6.048,6.134,6.250,6.400,7.525,10.097,11.826,0.160
270,535.800,6.240,5.088,6.091,6.202,6.297,6.445,6.513,7.874,11.458,0.160
275,527.000,6.385,5.074,6.171,6.277,6.477,6.670,6.856,9.178,10.532,0.157
280,512.400,6.435,3.986,6.149,6.364,6.549,6.721,6.974,19.874,21.395,0.155
285,512.000,6.421,3.369,6.255,6.340,6.475,6.595,6.718,9.523,10.798,0.156
290,440.400,7.604,5.543,6.270,6.451,6.644,11.305,12.822,24.899,34.214,0.132
295,504.000,6.434,4.174,6.156,6.247,6.437,6.671,7.676,10.808,15.231,0.155
300,523.600,6.251,5.284,6.069,6.172,6.284,6.434,6.554,9.223,10.404,0.160
305,526.600,6.251,5.218,6.095,6.180,6.276,6.428,6.549,8.497,11.044,0.160
310,522.800,6.498,4.558,6.183,6.398,6.621,6.810,7.774,19.150,20.328,0.154
315,503.000,6.344,4.532,6.207,6.286,6.422,6.533,6.639,8.983,10.422,0.158
320,464.600,7.273,5.274,6.242,6.384,6.571,9.862,11.982,18.753,39.819,0.137
325,506.000,6.588,5.374,6.257,6.455,6.593,6.763,7.824,10.519,22.114,0.152
330,540.000,6.225,5.082,6.032,6.113,6.233,6.361,7.408,9.331,13.266,0.161
335,547.400,6.232,5.279,6.060,6.172,6.281,6.450,6.528,7.942,11.987,0.160
340,517.600,6.335,5.395,6.119,6.240,6.375,6.589,6.768,9.492,12.191,0.158
345,525.200,6.439,4.125,6.164,6.413,6.573,6.724,6.836,19.001,27.943,0.155
350,460.400,7.437,5.351,6.297,6.451,6.782,10.713,12.132,18.590,33.948,0.134
355,503.800,6.700,5.548,6.438,6.556,6.666,6.833,8.114,10.154,19.549,0.149
360,524.600,6.279,5.357,6.072,6.179,6.308,6.467,6.835,9.048,13.947,0.159
365,532.200,6.254,5.202,6.075,6.181,6.280,6.424,6.520,9.168,10.204,0.160
370,526.400,6.223,5.160,6.090,6.170,6.258,6.356,6.438,8.003,10.316,0.161
375,524.200,6.430,4.461,6.208,6.378,6.580,6.734,6.905,10.180,28.064,0.156
380,462.400,7.188,4.905,6.204,6.283,6.483,10.591,11.886,17.528,30.804,0.139
385,505.600,6.628,5.489,6.381,6.508,6.630,6.766,6.914,10.824,22.867,0.151
390,524.400,6.349,5.237,6.112,6.246,6.492,6.578,6.649,8.674,13.110,0.158
395,538.000,6.190,5.196,6.031,6.114,6.246,6.328,6.469,8.038,10.180,0.162
400,543.000,6.204,5.061,6.058,6.137,6.208,6.321,6.466,7.944,16.097,0.161
405,475.400,6.806,5.080,6.167,6.274,6.423,7.071,9.716,18.824,37.824,0.147
410,496.800,6.685,5.301,6.216,6.291,6.437,7.853,9.616,12.145,18.002,0.150
415,492.200,6.595,5.510,6.295,6.409,6.534,6.668,7.014,9.850,29.289,0.152
420,521.800,6.502,5.418,6.197,6.456,6.603,6.776,6.968,9.413,12.576,0.154
425,539.800,6.174,5.268,6.012,6.096,6.198,6.352,6.573,8.931,10.042,0.162
430,553.600,6.234,5.039,6.073,6.184,6.266,6.455,6.641,7.862,11.531,0.160
435,480.600,7.262,5.293,6.114,6.236,6.450,10.069,12.405,18.817,49.307,0.138
440,496.000,6.531,5.267,6.254,6.340,6.468,6.622,7.894,11.031,13.670,0.153
445,507.600,6.519,5.424,6.259,6.372,6.494,6.637,6.790,10.138,34.188,0.153
450,523.000,6.594,5.432,6.369,6.490,6.626,6.772,6.996,9.981,13.356,0.152
455,540.600,6.214,5.069,6.064,6.151,6.244,6.361,6.453,8.023,10.198,0.161
460,548.400,6.219,5.271,6.049,6.155,6.243,6.399,6.798,8.048,9.825,0.161
465,463.200,7.086,4.661,6.033,6.143,6.497,10.226,12.494,18.651,36.641,0.141
470,499.600,6.484,4.575,6.212,6.343,6.499,6.690,7.931,11.255,36.733,0.154
475,528.400,6.529,5.355,6.254,6.338,6.491,6.665,7.009,11.683,31.201,0.153
480,500.800,6.608,5.282,6.379,6.478,6.601,6.730,7.793,10.248,12.719,0.151
485,541.400,6.340,4.918,6.128,6.222,6.421,6.628,6.816,9.169,10.329,0.158
490,549.400,6.194,5.056,6.027,6.106,6.240,6.357,6.492,9.017,10.025,0.161
495,460.000,7.026,5.298,6.189,6.287,6.522,9.543,11.065,15.771,28.522,0.142
500,501.400,6.478,4.437,6.199,6.416,6.596,6.776,8.000,11.092,36.682,0.154
505,531.400,6.436,5.290,6.188,6.265,6.394,6.497,6.610,11.645,21.554,0.155
510,512.600,6.540,5.303,6.310,6.425,6.577,6.700,6.981,9.422,24.942,0.153
515,522.800,6.477,5.189,6.216,6.436,6.577,6.749,6.869,9.210,10.950,0.154
520,549.800,6.175,5.092,6.008,6.103,6.204,6.379,6.501,7.852,10.118,0.162
525,470.400,6.995,5.003,6.076,6.190,6.379,10.152,11.656,16.094,27.536,0.143
530,517.600,6.536,4.489,6.169,6.381,6.621,6.887,8.009,12.841,25.394,0.153
535,517.400,6.390,5.452,6.228,6.320,6.446,6.571,6.665,8.341,11.061,0.156
540,492.200,6.594,5.061,6.255,6.375,6.512,6.715,7.820,10.104,30.886,0.152
545,505.200,6.627,5.349,6.406,6.503,6.599,6.757,7.112,10.417,18.797,0.151
550,542.400,6.224,5.345,6.056,6.153,6.248,6.393,6.486,8.792,16.854,0.161
555,481.800,6.944,5.385,6.069,6.156,6.345,10.293,11.350,14.787,32.858,0.144
560,510.600,6.459,5.300,6.229,6.358,6.554,6.679,6.896,9.279,10.715,0.155
565,535.800,6.356,4.788,6.192,6.344,6.511,6.679,6.823,9.385,36.147,0.157
570,504.200,6.484,5.362,6.211,6.295,6.446,6.669,7.468,10.222,41.387,0.154
575,511.200,6.692,5.471,6.375,6.477,6.596,6.797,8.048,10.857,31.645,0.149
580,511.800,6.377,5.380,6.143,6.266,6.476,6.629,6.787,9.129,10.991,0.157
585,468.000,7.031,5.377,6.132,6.234,6.459,10.200,11.537,14.841,18.317,0.142
590,520.800,6.305,5.141,6.127,6.239,6.354,6.497,6.669,9.186,10.176,0.159
595,516.000,6.480,4.633,6.237,6.438,6.615,6.764,6.909,10.719,21.136,0.154
