Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,536.800,2.737,0.111,0.223,0.305,6.121,6.289,6.399,7.757,10.455,0.365
5,534.200,2.762,0.087,0.188,0.233,6.222,6.389,6.540,7.787,10.605,0.362
10,746.200,2.007,0.096,0.180,0.226,3.543,6.431,6.613,6.913,11.060,0.498
15,918.000,1.677,0.088,0.201,0.249,3.540,3.689,3.853,5.614,7.700,0.596
20,810.600,1.903,0.090,0.191,0.250,3.545,3.773,5.319,7.122,47.732,0.526
25,943.400,1.574,0.088,0.162,0.209,3.468,3.553,3.641,3.790,7.864,0.635
30,954.200,1.547,0.084,0.163,0.209,3.466,3.556,3.637,3.802,7.463,0.647
35,884.800,1.740,0.088,0.162,0.210,3.496,3.712,4.280,6.986,11.952,0.575
40,947.800,1.691,0.084,0.181,0.243,3.527,3.625,3.715,3.964,7.664,0.591
45,939.600,1.639,0.087,0.174,0.229,3.513,3.616,3.720,4.015,7.466,0.610
50,482.800,3.022,0.098,0.202,0.246,6.203,6.424,8.902,13.696,32.837,0.331
55,494.200,2.954,0.101,0.198,0.243,6.401,6.608,6.763,10.633,13.294,0.339
60,520.200,2.970,0.092,0.206,0.248,6.455,6.641,6.767,8.305,14.017,0.337
65,545.000,2.701,0.084,0.190,0.238,6.081,6.250,6.341,7.637,11.787,0.370
70,531.600,2.802,0.100,0.202,0.243,6.120,6.287,6.398,7.902,10.955,0.357
75,512.800,2.886,0.099,0.198,0.244,6.235,6.460,6.616,8.029,11.839,0.346
80,450.600,3.202,0.100,0.184,0.234,6.333,6.665,9.444,13.945,31.807,0.312
85,524.400,2.809,0.080,0.181,0.224,6.278,6.511,6.675,9.244,17.515,0.356
90,514.200,2.991,0.097,0.184,0.236,6.461,6.614,6.704,8.215,10.593,0.334
95,518.600,2.900,0.095,0.202,0.247,6.171,6.336,6.544,7.962,11.490,0.345
100,529.600,2.760,0.080,0.193,0.244,6.093,6.246,6.362,7.628,10.230,0.362
105,529.200,2.768,0.087,0.172,0.220,6.149,6.312,6.459,9.232,16.934,0.361
110,464.800,2.991,0.091,0.201,0.240,6.284,6.538,9.476,13.690,39.684,0.334
115,525.600,2.919,0.100,0.201,0.247,6.285,6.457,6.560,8.091,19.903,0.343
120,518.000,2.866,0.113,0.198,0.243,6.421,6.569,6.683,8.345,10.266,0.349
125,508.200,2.944,0.098,0.189,0.245,6.461,6.589,6.679,8.281,9.758,0.340
130,529.000,2.779,0.085,0.201,0.245,6.097,6.208,6.312,7.652,10.450,0.360
135,526.800,2.645,0.086,0.198,0.240,6.127,6.249,6.367,8.924,14.375,0.378
140,475.400,3.207,0.118,0.204,0.244,6.244,6.601,9.576,14.074,36.866,0.312
145,502.400,2.878,0.102,0.204,0.246,6.319,6.500,6.612,9.113,12.221,0.347
150,480.000,2.947,0.085,0.204,0.250,6.363,6.552,6.636,8.259,10.432,0.339
155,499.000,2.818,0.097,0.200,0.241,6.456,6.631,6.730,8.431,10.554,0.355
160,536.600,2.854,0.093,0.206,0.247,6.226,6.487,6.620,7.625,9.744,0.350
165,534.400,2.772,0.096,0.211,0.251,6.096,6.269,6.382,7.782,24.167,0.361
170,468.600,3.318,0.101,0.216,0.253,6.327,6.835,9.927,14.057,39.993,0.301
175,515.400,2.874,0.102,0.214,0.251,6.287,6.483,6.638,9.521,36.151,0.348
180,525.400,2.916,0.099,0.214,0.255,6.256,6.428,6.525,7.894,10.234,0.343
185,497.800,2.948,0.096,0.204,0.251,6.405,6.556,6.651,8.239,10.258,0.339
190,514.200,2.926,0.110,0.214,0.252,6.459,6.612,6.722,8.283,12.240,0.342
195,537.800,2.748,0.093,0.210,0.249,6.131,6.297,6.423,7.933,16.802,0.364
200,471.200,3.107,0.098,0.215,0.252,6.235,6.462,9.419,12.972,41.745,0.322
205,497.000,2.889,0.106,0.212,0.251,6.354,6.667,6.838,10.633,20.981,0.346
210,514.200,2.777,0.103,0.217,0.252,6.310,6.461,6.574,8.072,10.710,0.360
215,518.800,2.915,0.105,0.208,0.253,6.341,6.545,6.639,8.010,10.860,0.343
220,508.400,2.874,0.094,0.202,0.243,6.449,6.615,6.732,8.315,10.490,0.348
225,524.600,2.755,0.096,0.193,0.237,6.239,6.566,6.671,6.958,10.179,0.363
230,466.200,3.081,0.100,0.191,0.222,6.147,6.392,9.266,16.144,39.483,0.325
235,506.200,2.950,0.092,0.188,0.226,6.384,6.633,6.815,9.385,13.247,0.339
240,508.400,2.888,0.108,0.192,0.228,6.344,6.491,6.624,8.182,34.050,0.346
245,520.200,2.756,0.092,0.180,0.215,6.281,6.432,6.529,7.957,10.264,0.363
