Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1898.000,5.266,0.111,5.944,6.123,6.244,6.448,6.586,9.077,11.188,0.190
5,1931.600,5.169,0.106,5.912,6.079,6.234,6.331,6.474,9.017,12.230,0.193
10,1894.200,5.275,0.092,5.971,6.148,6.294,6.427,6.566,9.078,13.308,0.190
15,2218.400,4.504,0.092,3.410,5.258,6.510,6.654,6.783,9.077,11.392,0.222
20,2843.000,3.514,0.095,3.359,3.489,3.688,6.351,6.834,9.792,53.392,0.285
25,3360.400,2.972,0.086,3.322,3.464,3.522,3.579,3.685,5.223,14.218,0.336
30,3343.400,2.987,0.092,3.336,3.515,3.585,3.688,3.788,4.093,7.651,0.335
35,3140.800,3.179,0.083,3.351,3.524,3.627,4.100,5.519,7.037,14.491,0.315
40,3319.800,3.006,0.091,3.348,3.524,3.592,3.700,3.802,5.372,11.176,0.333
45,3380.600,2.956,0.091,3.330,3.482,3.547,3.646,3.755,4.198,7.717,0.338
50,2434.000,4.106,0.097,3.445,3.597,6.203,6.397,6.485,8.063,31.223,0.244
55,1689.800,5.917,0.117,6.056,6.216,6.355,9.403,11.635,16.883,21.526,0.169
60,1805.400,5.536,0.098,6.261,6.438,6.561,6.739,7.921,9.565,21.274,0.181
65,1851.600,5.399,0.096,6.092,6.269,6.552,6.729,6.848,8.710,11.734,0.185
70,1945.800,5.137,0.096,5.877,6.065,6.155,6.297,6.394,7.903,15.021,0.195
75,1893.200,5.278,0.095,5.965,6.116,6.261,6.382,6.550,9.402,18.448,0.189
80,1861.000,5.372,0.092,5.276,6.163,6.459,6.682,6.839,10.722,37.847,0.186
85,1698.200,5.888,0.101,6.110,6.267,6.424,9.361,10.891,16.313,27.378,0.170
90,1824.000,5.480,0.091,6.193,6.378,6.542,6.715,7.707,9.784,12.314,0.182
95,1800.400,5.553,0.101,6.298,6.508,6.620,6.782,6.884,8.749,10.668,0.180
100,1908.800,5.239,0.102,5.978,6.137,6.239,6.393,6.477,9.158,17.690,0.191
105,1916.200,5.217,0.093,5.944,6.096,6.208,6.367,6.542,9.214,16.703,0.192
110,1811.800,5.519,0.109,6.069,6.300,6.557,6.751,6.899,10.071,29.850,0.181
115,1677.600,5.957,0.107,5.980,6.281,6.482,9.528,11.098,14.629,33.249,0.168
120,1836.200,5.444,0.080,6.167,6.307,6.492,6.653,6.854,8.622,10.372,0.184
125,1818.000,5.503,0.104,6.297,6.453,6.610,6.736,6.880,9.543,17.931,0.182
130,1858.600,5.378,0.098,6.099,6.256,6.519,6.683,6.814,8.547,10.619,0.186
135,1906.200,5.244,0.103,5.965,6.137,6.258,6.376,6.481,10.038,13.828,0.191
140,1862.200,5.379,0.103,5.982,6.160,6.300,6.462,6.644,12.475,27.773,0.186
145,1657.200,6.022,0.082,6.176,6.318,6.486,9.411,10.895,14.993,32.725,0.166
150,1878.000,5.323,0.096,6.081,6.245,6.337,6.486,6.593,9.167,10.318,0.188
155,1824.600,5.480,0.100,6.216,6.407,6.530,6.694,6.810,8.787,12.015,0.182
160,1838.400,5.440,0.097,6.156,6.432,6.540,6.702,6.796,8.364,10.702,0.184
165,1892.000,5.284,0.100,5.965,6.120,6.221,6.371,6.470,9.453,18.443,0.189
170,1766.200,5.672,0.098,5.981,6.159,6.300,6.623,9.934,16.760,29.295,0.176
175,1721.000,5.799,0.103,5.410,6.361,6.624,8.011,10.369,17.972,21.072,0.172
180,1887.800,5.295,0.111,6.049,6.216,6.304,6.479,6.591,9.199,13.798,0.189
185,1863.800,5.366,0.093,6.096,6.250,6.425,6.596,6.789,9.492,25.050,0.186
190,1832.800,5.455,0.091,6.252,6.417,6.572,6.715,6.839,8.501,10.476,0.183
195,1860.800,5.373,0.093,6.009,6.207,6.464,6.681,6.854,10.183,16.335,0.186
200,1730.000,5.782,0.091,5.913,6.052,6.208,9.170,10.815,16.750,32.009,0.173
205,1828.800,5.462,0.088,6.097,6.292,6.562,6.766,7.660,10.348,13.642,0.183
210,1851.000,5.403,0.106,6.037,6.312,6.457,6.618,6.740,9.436,35.283,0.185
215,1874.600,5.334,0.108,6.102,6.258,6.353,6.505,6.585,8.095,10.454,0.187
220,1842.600,5.426,0.097,6.190,6.388,6.550,6.698,6.840,8.518,10.632,0.184
225,1807.800,5.532,0.109,6.323,6.501,6.611,6.762,6.891,8.665,11.500,0.181
230,1691.800,5.909,0.110,5.955,6.113,6.266,9.184,11.083,16.946,38.943,0.169
235,1868.800,5.351,0.104,6.041,6.189,6.347,6.511,7.485,10.440,13.144,0.187
240,1870.000,5.346,0.097,5.361,6.321,6.519,6.659,6.848,9.764,29.788,0.187
245,1861.200,5.372,0.099,6.100,6.229,6.325,6.474,6.579,8.127,10.128,0.186
250,1878.000,5.324,0.095,6.084,6.254,6.443,6.574,6.746,8.276,10.527,0.188
255,1834.800,5.450,0.101,6.234,6.411,6.553,6.698,6.876,9.547,12.563,0.183
260,1652.800,6.045,0.104,6.095,6.244,6.534,9.449,11.470,17.078,26.315,0.165
265,1879.000,5.324,0.100,5.994,6.153,6.266,6.431,7.421,9.965,11.994,0.188
270,1857.800,5.382,0.111,5.314,6.286,6.555,6.720,6.888,10.603,20.861,0.186
275,1879.000,5.322,0.097,6.087,6.239,6.347,6.477,6.572,8.359,10.393,0.188
280,1891.000,5.287,0.102,6.032,6.191,6.287,6.442,6.513,8.036,10.148,0.189
285,1848.800,5.405,0.102,6.152,6.344,6.469,6.640,6.754,8.394,15.970,0.185
290,1661.800,6.016,0.103,5.951,6.251,6.586,9.348,11.342,17.864,39.348,0.166
295,1884.600,5.307,0.101,5.958,6.123,6.242,6.402,7.475,10.254,16.879,0.188
300,1858.000,5.381,0.104,6.072,6.252,6.424,6.612,6.739,9.079,15.630,0.186
305,1893.400,5.282,0.089,5.223,6.227,6.452,6.632,6.823,10.451,21.043,0.189
310,1892.800,5.280,0.091,6.031,6.189,6.293,6.438,6.520,8.028,11.393,0.189
315,1876.200,5.329,0.102,6.052,6.223,6.371,6.527,6.663,8.303,10.512,0.188
320,1671.400,5.983,0.102,5.988,6.153,6.356,9.297,11.368,19.672,38.357,0.167
325,1892.600,5.285,0.082,5.964,6.144,6.269,6.429,7.333,10.389,18.049,0.189
330,1911.400,5.228,0.096,5.949,6.132,6.256,6.377,6.468,8.991,18.961,0.191
335,1881.600,5.311,0.096,5.271,6.272,6.501,6.610,6.686,9.308,33.089,0.188
340,1869.400,5.347,0.101,6.083,6.246,6.373,6.530,6.639,9.384,19.274,0.187
345,1890.200,5.292,0.101,6.032,6.190,6.268,6.399,6.518,9.187,12.489,0.189
350,1598.400,6.251,0.104,6.132,6.394,6.629,10.185,11.841,18.064,44.317,0.160
355,1903.200,5.254,0.093,5.934,6.085,6.198,6.325,6.455,9.220,18.000,0.190
360,1914.000,5.226,0.108,5.975,6.156,6.280,6.434,6.532,9.190,12.160,0.191
365,1833.200,5.454,0.094,6.112,6.311,6.536,6.703,6.824,8.488,11.016,0.183
370,1895.400,5.275,0.112,5.349,6.249,6.397,6.567,6.684,9.558,29.779,0.190
375,1840.200,5.437,0.100,6.024,6.211,6.311,6.466,7.680,14.368,34.554,0.184
380,1662.600,6.011,0.096,6.241,6.434,6.625,9.572,11.252,14.988,33.467,0.166
385,1886.000,5.299,0.093,5.972,6.145,6.280,6.535,6.798,10.096,16.003,0.189
390,1920.200,5.207,0.093,5.955,6.126,6.230,6.362,6.442,9.074,16.899,0.192
395,1901.800,5.257,0.096,6.015,6.186,6.300,6.423,6.522,8.222,10.321,0.190
400,1866.600,5.357,0.107,5.284,6.323,6.577,6.776,6.967,9.363,26.845,0.187
405,1698.400,5.890,0.087,6.106,6.241,6.411,9.221,10.785,17.735,36.365,0.170
410,1799.600,5.549,0.109,6.208,6.399,6.556,6.757,8.013,11.277,13.455,0.180
415,1831.800,5.461,0.097,6.124,6.357,6.554,6.712,6.839,9.767,19.966,0.183
420,1919.000,5.210,0.093,5.922,6.072,6.226,6.336,6.499,8.858,24.496,0.192
425,1932.200,5.174,0.102,5.928,6.096,6.209,6.353,6.461,7.900,13.035,0.193
430,1841.000,5.430,0.096,6.158,6.351,6.571,6.706,6.850,8.525,10.747,0.184
435,1690.000,5.917,0.110,5.243,6.232,6.490,9.527,11.843,18.948,41.283,0.169
440,1825.800,5.475,0.098,6.145,6.323,6.502,6.673,7.623,9.971,17.774,0.183
445,1808.200,5.529,0.108,6.264,6.479,6.608,6.771,6.891,9.713,15.156,0.181
450,1918.200,5.213,0.095,5.923,6.094,6.209,6.340,6.476,9.072,20.960,0.192
455,1922.600,5.202,0.104,5.930,6.117,6.235,6.371,6.468,9.311,16.607,0.192
460,1889.400,5.292,0.103,6.049,6.213,6.334,6.485,6.589,8.055,10.293,0.189
465,1623.600,6.156,0.105,6.202,6.461,6.653,9.708,11.194,16.386,34.138,0.162
470,1846.000,5.419,0.097,6.147,6.308,6.452,6.627,7.622,9.662,19.288,0.185
475,1807.000,5.529,0.100,6.319,6.486,6.622,6.753,6.922,9.622,13.228,0.181
480,1862.200,5.371,0.101,6.002,6.156,6.407,6.619,6.800,9.104,26.367,0.186
485,1889.400,5.290,0.108,5.970,6.119,6.266,6.427,6.525,9.237,25.848,0.189
490,1890.600,5.288,0.086,6.032,6.172,6.302,6.435,6.528,8.025,11.957,0.189
495,1643.600,6.086,0.107,6.177,6.320,6.492,9.666,11.233,17.963,43.117,0.164
500,1836.400,5.443,0.105,6.150,6.306,6.438,6.590,7.681,9.776,13.479,0.184
505,1816.400,5.505,0.107,6.229,6.405,6.557,6.705,6.825,9.624,14.333,0.182
510,1837.200,5.443,0.097,6.063,6.226,6.560,6.769,6.927,9.546,25.621,0.184
515,1889.400,5.290,0.110,5.984,6.124,6.256,6.420,6.529,8.996,19.968,0.189
520,1903.200,5.254,0.101,5.988,6.140,6.258,6.402,6.477,7.911,11.926,0.190
525,1683.600,5.937,0.113,5.987,6.286,6.482,8.354,9.946,20.398,38.986,0.168
530,1891.400,5.290,0.093,6.064,6.265,6.385,6.530,6.672,8.239,10.257,0.189
535,1846.600,5.412,0.098,6.147,6.324,6.490,6.648,6.813,9.608,14.615,0.185
540,1801.200,5.552,0.100,6.165,6.372,6.534,6.718,6.880,9.674,25.257,0.180
