Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,627.400,2.505,0.122,0.306,0.434,5.520,6.607,6.736,8.288,12.481,0.399
5,938.000,1.603,0.126,0.274,0.367,3.478,3.584,3.678,3.845,7.961,0.624
10,942.200,1.708,0.120,0.236,0.327,3.469,3.572,3.663,3.891,45.153,0.586
15,783.800,1.973,0.134,0.238,0.317,3.542,3.938,5.807,8.194,43.475,0.507
20,933.000,1.703,0.122,0.267,0.394,3.521,3.633,3.738,4.075,12.379,0.587
25,937.000,1.720,0.115,0.283,0.401,3.509,3.627,3.716,3.906,10.656,0.581
30,851.000,1.743,0.120,0.252,0.354,3.509,3.699,4.215,6.900,11.423,0.574
35,930.400,1.638,0.117,0.227,0.297,3.489,3.581,3.678,3.912,12.874,0.611
40,947.000,1.638,0.120,0.223,0.292,3.471,3.569,3.684,4.543,13.326,0.610
45,777.800,2.020,0.117,0.312,0.452,3.559,3.739,4.149,11.944,31.613,0.495
50,522.400,2.847,0.118,0.337,0.447,6.196,6.352,6.493,7.927,12.814,0.351
55,541.800,2.881,0.127,0.333,0.439,6.313,6.526,6.642,7.943,11.867,0.347
60,515.400,3.000,0.134,0.352,0.473,6.451,6.635,6.781,8.358,10.459,0.333
65,534.200,2.857,0.119,0.348,0.458,6.108,6.257,6.382,7.626,10.090,0.350
70,521.800,2.821,0.127,0.342,0.457,6.059,6.222,6.309,7.251,35.648,0.354
75,462.600,3.214,0.115,0.344,0.456,6.208,6.543,9.875,13.988,39.523,0.311
80,520.400,2.991,0.133,0.337,0.465,6.321,6.499,6.635,9.345,12.304,0.334
85,514.800,2.990,0.136,0.345,0.459,6.376,6.592,6.700,8.185,12.771,0.334
90,494.800,3.108,0.135,0.349,0.481,6.493,6.663,6.762,8.462,10.987,0.322
95,536.400,2.864,0.135,0.302,0.389,6.202,6.441,6.574,7.763,10.120,0.349
100,531.800,2.852,0.126,0.344,0.455,6.104,6.255,6.363,7.862,19.618,0.351
105,480.400,3.215,0.135,0.326,0.458,6.131,6.442,10.752,14.194,37.736,0.311
110,507.600,2.885,0.125,0.340,0.444,6.306,6.488,6.586,8.206,18.549,0.347
115,522.400,2.962,0.110,0.348,0.477,6.298,6.466,6.563,7.899,10.491,0.338
120,516.600,2.928,0.140,0.347,0.448,6.456,6.641,6.746,8.532,11.099,0.342
125,510.800,2.933,0.135,0.341,0.447,6.356,6.605,6.732,7.939,10.713,0.341
130,532.400,2.861,0.122,0.277,0.348,6.096,6.250,6.338,7.784,13.941,0.350
