Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1814.600,5.506,0.095,6.180,6.446,6.618,6.788,6.881,9.510,12.692,0.182
5,1913.200,5.223,0.124,5.918,6.089,6.210,6.328,6.443,9.049,13.552,0.191
10,1910.200,5.229,0.091,5.936,6.108,6.252,6.417,6.525,8.850,13.413,0.191
15,1933.000,5.169,0.095,4.975,6.118,6.438,6.682,6.902,10.944,30.124,0.193
20,2639.200,3.785,0.096,3.399,3.514,3.891,6.794,7.007,11.159,58.595,0.264
25,3325.400,3.003,0.080,3.354,3.511,3.578,3.713,3.787,5.327,7.758,0.333
30,3342.000,2.990,0.087,3.330,3.482,3.552,3.684,3.759,5.254,11.266,0.334
35,3226.200,3.095,0.086,3.335,3.502,3.595,3.810,4.495,7.010,10.991,0.323
40,3191.200,3.129,0.088,3.377,3.555,3.638,3.816,4.028,6.991,15.977,0.320
45,3302.400,3.022,0.085,3.380,3.553,3.626,3.755,3.841,4.466,7.730,0.331
50,3275.800,3.048,0.089,3.395,3.575,3.644,3.785,3.856,4.547,8.069,0.328
55,1884.600,5.306,0.098,3.536,6.114,6.369,9.414,11.228,18.202,31.382,0.188
60,1823.800,5.478,0.098,6.167,6.355,6.529,6.701,7.779,9.986,12.128,0.183
65,1803.000,5.541,0.093,6.312,6.472,6.589,6.741,6.850,8.543,11.329,0.180
70,1851.800,5.396,0.105,6.030,6.206,6.441,6.650,6.838,9.615,14.581,0.185
75,1887.600,5.292,0.098,5.924,6.113,6.231,6.345,6.468,9.417,34.342,0.189
80,1861.600,5.369,0.099,6.030,6.228,6.375,6.590,6.761,9.763,27.427,0.186
85,1696.200,5.893,0.090,5.987,6.247,6.475,9.563,10.933,13.554,32.504,0.170
90,1877.800,5.321,0.103,6.057,6.230,6.326,6.488,6.586,9.028,10.476,0.188
95,1843.200,5.427,0.103,6.191,6.389,6.524,6.668,6.757,8.340,11.138,0.184
100,1827.200,5.470,0.086,6.178,6.420,6.554,6.701,6.847,8.600,11.011,0.183
105,1922.600,5.199,0.104,5.887,6.032,6.123,6.291,6.430,8.900,18.041,0.192
110,1817.600,5.498,0.098,5.966,6.134,6.246,6.421,7.751,13.699,41.269,0.182
115,1732.800,5.772,0.109,5.306,6.269,6.465,9.341,11.267,14.158,29.493,0.173
120,1876.400,5.328,0.110,6.088,6.243,6.337,6.484,6.580,9.202,10.917,0.188
125,1860.800,5.372,0.099,6.144,6.308,6.438,6.570,6.712,8.276,11.528,0.186
130,1794.400,5.569,0.093,6.314,6.480,6.620,6.774,6.918,9.672,17.395,0.180
135,1900.600,5.261,0.093,5.946,6.099,6.239,6.483,6.713,9.074,19.819,0.190
140,1704.400,5.866,0.100,5.903,6.071,6.194,9.473,11.065,17.883,26.488,0.170
145,1835.600,5.447,0.100,5.349,6.311,6.563,6.751,7.229,11.732,20.797,0.184
150,1866.400,5.356,0.102,6.141,6.307,6.418,6.582,6.688,8.410,10.374,0.187
155,1875.400,5.334,0.103,6.113,6.268,6.344,6.498,6.608,8.392,11.383,0.187
