Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,483.800,2.915,0.105,0.232,0.322,6.477,6.612,6.707,8.296,13.586,0.343
5,547.200,2.786,0.100,0.207,0.254,6.144,6.270,6.417,7.813,11.264,0.359
10,534.400,2.932,0.109,0.201,0.250,6.112,6.291,6.414,7.906,12.074,0.341
15,513.000,2.907,0.101,0.194,0.236,6.228,6.571,6.662,8.610,26.858,0.344
20,728.000,2.158,0.095,0.181,0.233,3.548,5.423,6.610,9.569,43.372,0.463
25,897.800,1.632,0.088,0.170,0.225,3.508,3.586,3.651,5.730,12.712,0.613
30,931.200,1.635,0.090,0.184,0.239,3.520,3.612,3.710,3.898,10.618,0.612
35,932.600,1.648,0.073,0.201,0.246,3.543,3.646,3.768,4.320,7.527,0.607
40,851.600,1.762,0.095,0.203,0.247,3.563,3.679,4.125,6.875,11.311,0.568
45,944.400,1.620,0.083,0.201,0.249,3.544,3.636,3.713,4.114,7.532,0.617
50,921.800,1.701,0.091,0.208,0.254,3.573,3.655,3.756,4.000,7.538,0.588
55,856.400,1.757,0.080,0.199,0.247,3.561,3.670,3.971,6.837,11.178,0.569
60,910.000,1.654,0.087,0.202,0.250,3.552,3.645,3.704,4.006,7.563,0.604
65,919.200,1.611,0.091,0.161,0.209,3.511,3.589,3.660,3.808,7.506,0.621
70,609.000,2.450,0.092,0.185,0.231,3.578,6.390,6.632,15.390,37.047,0.408
75,479.800,3.105,0.104,0.193,0.239,6.430,6.663,6.944,11.333,15.063,0.322
80,515.600,2.958,0.105,0.198,0.238,6.447,6.680,6.817,9.790,13.145,0.338
85,541.800,2.695,0.095,0.192,0.232,6.071,6.194,6.306,7.538,9.358,0.371
90,520.000,2.793,0.102,0.194,0.235,6.168,6.312,6.399,7.720,13.536,0.358
95,536.600,2.922,0.091,0.192,0.241,6.236,6.423,6.544,7.833,10.412,0.342
100,451.200,3.404,0.100,0.206,0.251,6.493,6.922,10.435,18.761,27.287,0.294
105,513.200,2.751,0.105,0.208,0.248,6.282,6.505,6.615,8.274,11.271,0.364
110,518.600,3.003,0.107,0.216,0.255,6.508,6.679,6.800,8.940,19.919,0.333
115,533.200,2.770,0.090,0.214,0.251,6.140,6.281,6.430,8.016,13.520,0.361
120,541.800,2.761,0.096,0.200,0.242,6.137,6.292,6.421,7.785,10.816,0.362
125,523.200,2.838,0.103,0.190,0.229,6.133,6.301,6.390,7.626,10.136,0.352
