Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,635.200,4.965,0.108,5.418,6.127,6.397,6.629,6.856,8.915,11.472,0.201
5,656.000,4.812,0.098,5.246,6.042,6.239,6.361,6.477,8.825,59.178,0.208
10,605.200,5.378,0.089,5.337,6.147,6.337,6.583,6.766,11.696,58.474,0.186
15,746.200,4.310,0.096,3.087,3.711,6.185,6.836,7.098,11.093,69.119,0.232
20,1122.400,2.752,0.099,2.809,3.461,3.569,3.683,3.793,4.654,7.721,0.363
25,1088.200,2.914,0.090,2.835,3.489,3.590,3.863,5.241,6.915,9.897,0.343
30,1116.200,2.763,0.095,2.762,3.472,3.572,3.653,3.781,5.403,10.346,0.362
35,1140.800,2.735,0.090,2.767,3.470,3.575,3.680,3.789,4.625,7.724,0.366
40,1034.000,2.974,0.092,2.805,3.508,3.627,4.090,5.556,7.119,11.299,0.336
45,908.200,3.451,0.087,2.747,3.531,4.745,6.221,6.293,8.820,34.657,0.290
50,626.800,5.102,0.089,5.590,6.193,6.350,6.553,6.895,10.282,28.173,0.196
55,573.200,5.499,0.099,5.443,6.173,6.451,9.374,11.371,13.967,22.587,0.182
60,660.200,4.798,0.085,5.317,6.031,6.200,6.324,6.409,8.723,16.388,0.208
65,667.000,4.800,0.095,5.304,6.055,6.226,6.400,6.523,8.063,13.338,0.208
70,623.600,5.059,0.087,5.067,6.239,6.530,6.710,6.955,9.855,23.714,0.198
75,540.000,5.911,0.096,5.650,6.357,6.571,10.023,12.198,19.603,37.176,0.169
80,646.800,5.043,0.093,5.521,6.225,6.536,6.735,6.887,9.264,12.781,0.198
85,651.800,4.892,0.096,5.425,6.053,6.251,6.379,6.512,7.944,11.378,0.204
90,641.600,4.969,0.096,5.473,6.126,6.298,6.463,6.617,8.739,10.503,0.201
95,568.000,5.778,0.094,5.673,6.283,6.640,9.309,10.880,17.475,45.525,0.173
100,643.000,5.042,0.095,5.587,6.268,6.475,6.634,6.851,9.688,12.777,0.198
105,623.200,5.120,0.102,5.674,6.284,6.562,6.752,6.897,9.284,10.577,0.195
110,616.400,4.927,0.090,5.370,6.059,6.252,6.387,6.582,9.568,26.469,0.203
115,576.200,5.568,0.094,5.604,6.189,6.404,8.027,9.300,18.939,59.764,0.180
120,632.400,5.002,0.092,5.547,6.211,6.357,6.517,6.690,9.543,12.432,0.200
125,641.400,4.992,0.101,5.545,6.216,6.377,6.549,6.721,9.323,10.857,0.200
130,612.200,5.053,0.104,5.632,6.377,6.562,6.719,6.826,9.296,11.468,0.198
135,615.200,5.089,0.090,5.268,6.059,6.214,6.435,8.497,15.623,31.292,0.196
140,615.000,5.297,0.105,5.083,6.204,6.590,7.866,9.940,13.286,21.828,0.189
145,643.800,5.007,0.089,5.366,6.247,6.418,6.588,6.721,9.541,13.262,0.200
150,611.800,4.997,0.093,5.484,6.296,6.509,6.661,6.763,8.461,10.881,0.200
155,615.600,5.053,0.092,5.520,6.377,6.585,6.732,6.903,9.483,10.624,0.198
160,566.800,5.569,0.100,5.406,6.180,6.413,9.299,11.275,15.456,32.861,0.180
165,636.600,4.916,0.094,5.362,6.163,6.392,6.605,6.721,8.847,11.714,0.203
170,626.600,4.988,0.091,5.056,6.121,6.368,6.624,6.791,10.851,35.371,0.200
175,627.800,5.074,0.093,5.548,6.233,6.453,6.635,6.803,9.562,24.919,0.197
180,573.200,5.542,0.095,5.452,6.191,6.576,8.952,10.820,17.015,22.996,0.180
185,648.800,4.843,0.092,5.300,6.061,6.250,6.397,6.577,9.403,19.231,0.206
190,649.600,4.939,0.089,5.479,6.120,6.287,6.448,6.579,8.111,10.105,0.202
195,633.200,4.882,0.094,4.779,6.177,6.504,6.655,6.805,9.680,21.077,0.205
200,562.000,5.672,0.084,5.489,6.226,6.439,9.675,11.575,20.588,27.787,0.176
205,629.000,5.067,0.091,5.509,6.243,6.520,6.717,7.827,11.256,19.833,0.197
210,660.400,4.745,0.089,5.173,6.034,6.206,6.361,6.475,8.158,10.983,0.211
215,646.000,4.867,0.102,5.325,6.094,6.262,6.414,6.587,8.358,10.554,0.205
220,603.800,5.123,0.100,4.983,6.193,6.511,6.719,7.807,15.533,36.831,0.195
225,566.600,5.489,0.098,5.582,6.312,6.619,9.132,10.798,13.403,23.833,0.182
230,610.200,5.184,0.095,5.685,6.407,6.605,6.766,6.984,9.790,17.557,0.193
235,661.000,4.778,0.091,5.130,6.050,6.225,6.360,6.533,9.030,18.341,0.209
240,630.400,4.949,0.097,5.435,6.133,6.300,6.482,6.598,9.188,25.224,0.202
245,567.600,5.676,0.095,5.591,6.340,6.631,9.494,11.227,15.317,34.928,0.176
250,622.600,5.034,0.099,5.555,6.268,6.486,6.668,6.845,9.286,10.909,0.199
255,620.000,5.089,0.086,5.623,6.416,6.605,6.749,6.859,9.421,11.568,0.197
260,635.800,4.924,0.102,5.422,6.130,6.320,6.535,6.655,9.101,10.130,0.203
265,553.600,5.663,0.097,5.495,6.139,6.469,9.476,11.283,17.988,24.151,0.177
270,621.000,5.064,0.097,4.951,6.219,6.528,6.716,7.644,11.436,30.793,0.197
275,629.000,5.058,0.097,5.652,6.259,6.403,6.560,6.692,9.380,10.634,0.198
280,634.600,5.152,0.095,5.753,6.368,6.544,6.696,6.823,9.426,18.043,0.194
285,625.400,5.049,0.093,5.508,6.201,6.525,6.731,6.965,9.717,15.574,0.198
290,579.000,5.596,0.098,5.481,6.143,6.375,9.279,10.831,16.795,34.817,0.179
295,627.200,4.925,0.090,4.936,6.164,6.417,6.597,6.716,11.330,21.605,0.203
300,629.800,4.967,0.095,5.473,6.215,6.350,6.501,6.656,9.497,27.607,0.201
305,629.400,5.082,0.100,5.674,6.361,6.550,6.731,7.133,8.671,11.023,0.197
310,590.800,5.644,0.095,5.499,6.156,6.592,9.160,11.002,16.784,37.387,0.177
315,638.600,4.813,0.089,5.231,6.096,6.267,6.415,6.547,8.891,11.208,0.208
320,622.600,4.960,0.096,5.044,6.164,6.460,6.658,6.757,9.674,21.050,0.202
325,635.000,4.904,0.100,5.146,6.205,6.408,6.544,6.665,10.208,29.599,0.204
330,560.600,5.852,0.103,5.763,6.314,6.588,9.893,11.811,16.119,43.273,0.171
335,649.200,4.862,0.097,5.247,6.092,6.255,6.550,6.779,9.367,13.804,0.206
340,668.400,4.814,0.089,5.266,6.083,6.248,6.397,6.548,8.471,10.517,0.208
345,657.600,4.813,0.095,5.216,6.129,6.316,6.498,6.710,8.189,11.799,0.208
350,627.800,5.052,0.096,5.043,6.180,6.509,6.671,6.802,10.407,21.418,0.198
355,540.000,5.873,0.091,5.752,6.417,6.632,9.663,11.341,17.640,38.118,0.170
360,632.600,5.021,0.096,5.445,6.213,6.539,6.738,6.900,9.276,18.114,0.199
365,644.600,4.886,0.091,5.414,6.043,6.222,6.374,6.547,8.909,12.036,0.205
370,645.400,4.838,0.090,5.330,6.096,6.260,6.427,6.576,8.071,10.263,0.207
375,566.600,5.705,0.094,5.614,6.261,6.619,9.221,11.065,17.145,41.348,0.175
380,621.200,5.110,0.088,5.583,6.281,6.488,6.710,7.457,10.311,14.855,0.196
385,614.600,5.179,0.099,5.577,6.355,6.603,6.763,6.901,10.749,28.155,0.193
390,648.800,4.869,0.088,5.303,6.040,6.176,6.324,6.504,9.896,26.244,0.205
395,607.400,5.237,0.096,5.360,6.118,6.313,7.374,8.994,15.150,41.079,0.191
400,604.000,5.133,0.094,5.536,6.274,6.430,6.614,7.874,10.277,31.621,0.195
405,631.400,4.901,0.093,5.401,6.227,6.377,6.585,6.734,8.922,10.315,0.204
410,619.000,5.089,0.081,5.607,6.392,6.573,6.761,7.019,9.303,11.848,0.197
415,647.600,4.988,0.096,5.437,6.136,6.349,6.628,6.803,9.089,10.628,0.201
420,556.200,5.652,0.096,5.468,6.200,6.446,9.443,11.275,17.646,29.165,0.177
425,623.600,4.969,0.094,4.951,6.227,6.526,6.715,6.884,9.540,39.740,0.201
430,651.000,4.918,0.090,5.411,6.238,6.382,6.535,6.662,9.018,11.769,0.203
435,629.200,5.072,0.089,5.611,6.330,6.513,6.656,6.766,9.431,17.068,0.197
440,543.800,5.801,0.092,5.842,6.470,6.700,9.305,10.822,16.984,27.712,0.172
445,642.600,4.898,0.095,5.343,6.108,6.262,6.409,6.640,9.663,15.694,0.204
450,644.800,5.011,0.094,4.913,6.196,6.493,6.704,6.875,12.117,23.339,0.200
455,644.600,4.957,0.093,5.428,6.186,6.315,6.458,6.558,9.313,29.156,0.202
460,633.400,5.097,0.095,5.654,6.302,6.479,6.682,6.846,8.646,10.515,0.196
