Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,295.000,6.507,0.412,6.345,6.467,6.603,6.784,7.298,9.530,12.983,0.154
5,305.000,6.231,0.254,6.091,6.207,6.389,6.552,6.791,9.205,12.519,0.161
10,296.600,6.226,0.457,5.997,6.099,6.242,6.345,6.532,9.498,30.169,0.161
15,296.800,6.396,0.326,6.119,6.208,6.308,6.443,7.220,15.917,72.287,0.156
20,435.000,4.427,0.403,3.504,3.565,3.936,6.713,6.917,11.223,66.994,0.226
25,521.200,3.543,0.165,3.470,3.533,3.607,3.752,3.816,6.655,8.382,0.282
30,528.200,3.562,0.168,3.472,3.542,3.620,3.751,3.837,5.485,12.040,0.281
35,515.800,3.559,0.120,3.477,3.537,3.597,3.728,4.125,5.490,9.917,0.281
40,510.600,3.721,0.128,3.462,3.525,3.627,3.837,6.572,6.997,13.847,0.269
45,538.000,3.489,0.140,3.442,3.501,3.563,3.671,3.761,5.204,7.521,0.287
50,537.000,3.499,0.169,3.448,3.514,3.578,3.643,3.739,5.178,7.652,0.286
55,316.800,6.100,0.333,3.566,6.185,6.373,9.504,11.391,17.746,34.978,0.164
60,297.000,6.347,0.162,6.217,6.314,6.485,6.629,7.656,9.320,10.939,0.158
65,294.200,6.465,0.157,6.359,6.469,6.595,6.734,6.915,9.185,10.786,0.155
70,299.400,6.257,0.221,6.086,6.198,6.403,6.576,6.821,9.428,12.972,0.160
75,307.400,6.164,0.150,6.032,6.120,6.211,6.369,6.570,9.997,25.072,0.162
80,299.000,6.356,0.205,6.172,6.282,6.491,6.676,6.890,10.477,18.856,0.157
85,274.200,7.005,0.194,6.179,6.270,6.592,9.850,11.612,16.326,28.208,0.143
90,304.200,6.196,0.220,6.142,6.223,6.344,6.466,6.541,9.273,11.651,0.161
95,294.200,6.387,0.174,6.305,6.410,6.560,6.708,6.861,8.423,10.648,0.157
100,312.200,6.407,0.206,6.139,6.290,6.530,6.751,7.567,11.161,17.503,0.156
105,305.200,6.257,0.176,6.042,6.159,6.269,6.440,6.578,11.006,38.140,0.160
110,291.600,6.394,0.183,6.052,6.161,6.280,6.497,7.766,13.666,34.380,0.156
115,282.400,6.788,0.171,6.157,6.351,6.555,9.200,11.303,17.965,29.625,0.147
120,290.600,6.307,0.164,6.239,6.315,6.439,6.574,6.710,9.294,12.421,0.159
125,302.200,6.394,0.137,6.268,6.412,6.555,6.706,6.884,9.346,10.552,0.156
130,277.000,6.494,0.114,6.342,6.474,6.595,6.746,7.778,10.525,13.142,0.154
135,314.200,6.218,0.150,6.080,6.172,6.266,6.394,7.169,10.319,18.525,0.161
140,281.200,6.622,0.161,6.077,6.193,6.318,9.270,10.970,13.678,19.684,0.151
145,287.400,6.542,0.155,6.265,6.471,6.588,6.993,8.936,11.340,35.157,0.153
150,296.000,6.349,0.150,6.238,6.330,6.453,6.592,6.831,9.347,10.904,0.157
155,304.000,6.335,0.124,6.212,6.300,6.495,6.624,6.824,8.478,10.842,0.158
160,280.200,6.480,0.157,6.345,6.442,6.591,6.719,6.980,9.579,21.126,0.154
165,288.400,6.288,0.132,6.106,6.209,6.449,6.616,6.848,10.523,27.690,0.159
170,265.400,6.808,0.205,6.077,6.219,6.378,9.250,10.713,17.260,29.164,0.147
175,306.200,6.474,0.162,6.229,6.398,6.592,6.806,7.934,10.829,12.065,0.154
180,300.200,6.286,0.172,6.138,6.279,6.417,6.575,6.706,12.964,20.826,0.159
185,316.600,6.242,0.178,6.172,6.246,6.367,6.499,6.617,8.306,13.440,0.160
190,289.400,6.424,0.162,6.250,6.383,6.537,6.634,6.851,11.091,18.311,0.156
195,281.400,6.565,0.178,6.241,6.456,6.560,6.750,7.727,11.803,27.139,0.152
200,274.400,6.745,0.173,6.032,6.139,6.325,9.930,10.849,13.812,22.918,0.148
205,285.400,6.316,0.197,6.128,6.231,6.356,6.629,8.374,10.219,11.094,0.158
210,290.200,6.395,0.197,6.196,6.431,6.610,6.719,6.935,10.933,20.626,0.156
215,299.800,6.341,0.170,6.219,6.320,6.443,6.581,7.795,9.630,15.333,0.158
220,303.200,6.300,0.155,6.214,6.298,6.466,6.620,7.584,9.624,13.096,0.159
225,274.600,6.570,0.152,6.380,6.488,6.630,6.795,6.943,10.788,28.288,0.152
230,265.400,6.934,0.176,6.108,6.225,6.490,9.324,10.703,19.109,30.795,0.144
235,299.800,6.201,0.165,6.089,6.187,6.286,6.465,7.586,10.504,12.979,0.161
240,291.000,6.265,0.119,6.226,6.386,6.562,6.719,6.832,8.525,10.793,0.160
245,282.000,6.404,0.149,6.228,6.329,6.416,6.604,7.759,19.632,21.017,0.156
250,312.400,6.237,0.204,6.198,6.276,6.390,6.516,6.616,8.248,12.405,0.160
255,281.400,6.443,0.203,6.294,6.397,6.505,6.626,6.769,9.822,17.342,0.155
260,261.000,6.947,0.107,6.052,6.331,6.620,9.937,11.621,15.603,29.347,0.144
265,294.600,6.200,0.187,6.068,6.173,6.276,6.448,7.624,9.600,13.662,0.161
270,297.600,6.243,0.185,6.139,6.245,6.375,6.545,6.774,8.854,14.816,0.160
275,297.400,6.395,0.124,6.221,6.449,6.616,6.783,6.909,11.588,21.518,0.156
280,302.800,6.292,0.131,6.227,6.322,6.424,6.577,6.656,8.276,10.286,0.159
285,289.200,6.401,0.153,6.247,6.344,6.516,6.627,6.849,11.710,25.841,0.156
