Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,UpdatePosition,1722222682.998943,698,0,1
1,InsertPosition,1722222682.999643,626,0,1
3,UpdateEmployee,1722222683.000272,624,0,1
4,DeleteEmployee,1722222683.000899,1457,0,1
3,UpdateEmployee,1722222683.002358,633,0,1
3,UpdateEmployee,1722222683.002996,643,0,1
1,InsertPosition,1722222683.003642,600,0,1
4,DeleteEmployee,1722222683.004245,1458,0,1
1,InsertPosition,1722222683.005706,588,0,1
4,DeleteEmployee,1722222683.006296,1410,0,1
4,DeleteEmployee,1722222683.007708,1384,0,1
2,UpdatePosition,1722222683.009095,739,0,1
3,UpdateEmployee,1722222683.009836,673,0,1
3,UpdateEmployee,1722222683.010512,720,0,1
1,InsertPosition,1722222683.011235,623,0,1
4,DeleteEmployee,1722222683.011861,1483,0,1
1,InsertPosition,1722222683.013347,651,0,1
2,UpdatePosition,1722222683.014001,623,0,1
1,InsertPosition,1722222683.014627,614,0,1
3,UpdateEmployee,1722222683.015244,669,0,1
4,DeleteEmployee,1722222683.015916,1417,0,1
1,InsertPosition,1722222683.017337,664,0,1
1,InsertPosition,1722222683.018008,723,0,1
1,InsertPosition,1722222683.018735,773,0,1
1,InsertPosition,1722222683.019514,723,0,1
3,UpdateEmployee,1722222683.020241,788,0,1
2,UpdatePosition,1722222683.021034,884,0,1
1,InsertPosition,1722222683.021922,700,0,1
1,InsertPosition,1722222683.022626,674,0,1
1,InsertPosition,1722222683.023303,655,0,1
2,UpdatePosition,1722222683.023963,797,0,1
4,DeleteEmployee,1722222683.024762,1761,0,1
1,InsertPosition,1722222683.026528,798,0,1
3,UpdateEmployee,1722222683.027330,696,0,1
3,UpdateEmployee,1722222683.028036,708,0,1
3,UpdateEmployee,1722222683.028750,670,0,1
2,UpdatePosition,1722222683.029424,719,0,1
3,UpdateEmployee,1722222683.030146,645,0,1
2,UpdatePosition,1722222683.030793,716,0,1
2,UpdatePosition,1722222683.031514,847,0,1
3,UpdateEmployee,1722222683.032365,673,0,1
3,UpdateEmployee,1722222683.033041,710,0,1
3,UpdateEmployee,1722222683.033753,657,0,1
2,UpdatePosition,1722222683.034413,772,0,1
1,InsertPosition,1722222683.035188,635,0,1
4,DeleteEmployee,1722222683.035826,1508,0,1
3,UpdateEmployee,1722222683.037336,675,0,1
2,UpdatePosition,1722222683.038014,811,0,1
1,InsertPosition,1722222683.038828,628,0,1
1,InsertPosition,1722222683.039459,618,0,1
2,UpdatePosition,1722222683.040080,628,0,1
3,UpdateEmployee,1722222683.040710,658,0,1
3,UpdateEmployee,1722222683.041370,670,0,1
3,UpdateEmployee,1722222683.042042,735,0,1
3,UpdateEmployee,1722222683.042780,696,0,1
2,UpdatePosition,1722222683.043478,657,0,1
4,DeleteEmployee,1722222683.044138,1423,0,1
1,InsertPosition,1722222683.045564,620,0,1
1,InsertPosition,1722222683.046186,613,0,1
1,InsertPosition,1722222683.046802,611,0,1
1,InsertPosition,1722222683.047416,596,0,1
1,InsertPosition,1722222683.048014,595,0,1
3,UpdateEmployee,1722222683.048611,671,0,1
3,UpdateEmployee,1722222683.049285,656,0,1
1,InsertPosition,1722222683.049943,630,0,1
2,UpdatePosition,1722222683.050575,731,0,1
1,InsertPosition,1722222683.051308,614,0,1
2,UpdatePosition,1722222683.051924,771,0,1
1,InsertPosition,1722222683.052698,645,0,1
1,InsertPosition,1722222683.053346,598,0,1
3,UpdateEmployee,1722222683.053946,663,0,1
4,DeleteEmployee,1722222683.054611,1433,0,1
3,UpdateEmployee,1722222683.056047,678,0,1
1,InsertPosition,1722222683.056727,621,0,1
3,UpdateEmployee,1722222683.057350,667,0,1
4,DeleteEmployee,1722222683.058020,1435,0,1
3,UpdateEmployee,1722222683.059457,675,0,1
4,DeleteEmployee,1722222683.060134,1445,0,1
2,UpdatePosition,1722222683.061582,776,0,1
4,DeleteEmployee,1722222683.062360,1455,0,1
3,UpdateEmployee,1722222683.063818,636,0,1
4,DeleteEmployee,1722222683.064456,1384,0,1
4,DeleteEmployee,1722222683.065842,1434,0,1
2,UpdatePosition,1722222683.067279,729,0,1
4,DeleteEmployee,1722222683.068010,1571,0,1
3,UpdateEmployee,1722222683.069583,858,0,1
2,UpdatePosition,1722222683.070443,711,0,1
2,UpdatePosition,1722222683.071157,797,0,1
2,UpdatePosition,1722222683.071958,815,0,1
1,InsertPosition,1722222683.072777,646,0,1
2,UpdatePosition,1722222683.073426,645,0,1
2,UpdatePosition,1722222683.074075,738,0,1
4,DeleteEmployee,1722222683.074815,1481,0,1
3,UpdateEmployee,1722222683.076299,655,0,1
3,UpdateEmployee,1722222683.076958,631,0,1
3,UpdateEmployee,1722222683.077591,698,0,1
2,UpdatePosition,1722222683.078291,758,0,1
2,UpdatePosition,1722222683.079052,690,0,1
2,UpdatePosition,1722222683.079744,736,0,1
4,DeleteEmployee,1722222683.080483,1511,0,1
3,UpdateEmployee,1722222683.081997,658,0,1
2,UpdatePosition,1722222683.082658,611,0,1
3,UpdateEmployee,1722222683.083272,673,0,1
1,InsertPosition,1722222683.083947,642,0,1
3,UpdateEmployee,1722222683.084591,676,0,1
4,DeleteEmployee,1722222683.085270,1507,0,1
2,UpdatePosition,1722222683.086780,811,0,1
2,UpdatePosition,1722222683.087593,649,0,1
4,DeleteEmployee,1722222683.088244,1437,0,1
3,UpdateEmployee,1722222683.089683,665,0,1
4,DeleteEmployee,1722222683.090351,1416,0,1
1,InsertPosition,1722222683.091769,598,0,1
2,UpdatePosition,1722222683.092370,731,0,1
2,UpdatePosition,1722222683.093103,735,0,1
3,UpdateEmployee,1722222683.093840,747,0,1
2,UpdatePosition,1722222683.094590,727,0,1
2,UpdatePosition,1722222683.095319,632,0,1
2,UpdatePosition,1722222683.095954,726,0,1
4,DeleteEmployee,1722222683.096683,1540,0,1
2,UpdatePosition,1722222683.098225,717,0,1
2,UpdatePosition,1722222683.098945,826,0,1
2,UpdatePosition,1722222683.099774,666,0,1
4,DeleteEmployee,1722222683.100442,1465,0,1
2,UpdatePosition,1722222683.101910,604,0,1
1,InsertPosition,1722222683.102517,628,0,1
3,UpdateEmployee,1722222683.103148,690,0,1
2,UpdatePosition,1722222683.103840,767,0,1
1,InsertPosition,1722222683.104609,598,0,1
3,UpdateEmployee,1722222683.105210,665,0,1
1,InsertPosition,1722222683.105878,616,0,1
2,UpdatePosition,1722222683.106496,802,0,1
1,InsertPosition,1722222683.107301,606,0,1
2,UpdatePosition,1722222683.107910,710,0,1
2,UpdatePosition,1722222683.108622,646,0,1
4,DeleteEmployee,1722222683.109271,1426,0,1
2,UpdatePosition,1722222683.110699,721,0,1
4,DeleteEmployee,1722222683.111423,1418,0,1
3,UpdateEmployee,1722222683.112844,666,0,1
3,UpdateEmployee,1722222683.113512,682,0,1
1,InsertPosition,1722222683.114196,602,0,1
2,UpdatePosition,1722222683.114801,768,0,1
1,InsertPosition,1722222683.115572,613,0,1
4,DeleteEmployee,1722222683.116187,1614,0,1
1,InsertPosition,1722222683.117804,663,0,1
2,UpdatePosition,1722222683.118469,750,0,1
2,UpdatePosition,1722222683.119224,699,0,1
1,InsertPosition,1722222683.119930,637,0,1
1,InsertPosition,1722222683.120570,609,0,1
1,InsertPosition,1722222683.121181,586,0,1
2,UpdatePosition,1722222683.121769,742,0,1
4,DeleteEmployee,1722222683.122513,1442,0,1
4,DeleteEmployee,1722222683.123958,1479,0,1
1,InsertPosition,1722222683.125439,618,0,1
1,InsertPosition,1722222683.126060,626,0,1
2,UpdatePosition,1722222683.126689,699,0,1
3,UpdateEmployee,1722222683.127390,690,0,1
1,InsertPosition,1722222683.128083,622,0,1
1,InsertPosition,1722222683.128707,619,0,1
1,InsertPosition,1722222683.129334,648,0,1
4,DeleteEmployee,1722222683.129989,1413,0,1
2,UpdatePosition,1722222683.131405,762,0,1
1,InsertPosition,1722222683.132169,627,0,1
3,UpdateEmployee,1722222683.132807,742,0,1
1,InsertPosition,1722222683.133556,657,0,1
2,UpdatePosition,1722222683.134223,666,0,1
1,InsertPosition,1722222683.134892,610,0,1
2,UpdatePosition,1722222683.135506,788,0,1
4,DeleteEmployee,1722222683.136297,1474,0,1
3,UpdateEmployee,1722222683.137773,641,0,1
1,InsertPosition,1722222683.138417,608,0,1
3,UpdateEmployee,1722222683.139027,683,0,1
2,UpdatePosition,1722222683.139712,677,0,1
2,UpdatePosition,1722222683.140391,768,0,1
3,UpdateEmployee,1722222683.141161,657,0,1
1,InsertPosition,1722222683.141820,624,0,1
2,UpdatePosition,1722222683.142447,717,0,1
1,InsertPosition,1722222683.143166,588,0,1
1,InsertPosition,1722222683.143756,586,0,1
3,UpdateEmployee,1722222683.144345,649,0,1
2,UpdatePosition,1722222683.144996,681,0,1
4,DeleteEmployee,1722222683.145679,1420,0,1
3,UpdateEmployee,1722222683.147102,642,0,1
3,UpdateEmployee,1722222683.147746,625,0,1
4,DeleteEmployee,1722222683.148373,1562,0,1
2,UpdatePosition,1722222683.149937,733,0,1
1,InsertPosition,1722222683.150672,591,0,1
2,UpdatePosition,1722222683.151265,597,0,1
3,UpdateEmployee,1722222683.151864,605,0,1
2,UpdatePosition,1722222683.152472,678,0,1
2,UpdatePosition,1722222683.153153,599,0,1
3,UpdateEmployee,1722222683.153753,656,0,1
3,UpdateEmployee,1722222683.154412,658,0,1
3,UpdateEmployee,1722222683.155072,613,0,1
2,UpdatePosition,1722222683.155687,664,0,1
2,UpdatePosition,1722222683.156353,711,0,1
4,DeleteEmployee,1722222683.157065,1460,0,1
2,UpdatePosition,1722222683.158527,729,0,1
3,UpdateEmployee,1722222683.159258,643,0,1
2,UpdatePosition,1722222683.159903,560,0,1
3,UpdateEmployee,1722222683.160464,601,0,1
3,UpdateEmployee,1722222683.161067,566,0,1
3,UpdateEmployee,1722222683.161636,590,0,1
2,UpdatePosition,1722222683.162228,603,0,1
4,DeleteEmployee,1722222683.162833,1417,0,1
1,InsertPosition,1722222683.164252,605,0,1
1,InsertPosition,1722222683.164858,630,0,1
3,UpdateEmployee,1722222683.165493,671,0,1
1,InsertPosition,1722222683.166166,566,0,1
1,InsertPosition,1722222683.166734,647,0,1
3,UpdateEmployee,1722222683.167383,608,0,1
1,InsertPosition,1722222683.167995,575,0,1
2,UpdatePosition,1722222683.168572,646,0,1
1,InsertPosition,1722222683.169220,565,0,1
2,UpdatePosition,1722222683.169786,708,0,1
1,InsertPosition,1722222683.170497,567,0,1
1,InsertPosition,1722222683.171065,575,0,1
4,DeleteEmployee,1722222683.171642,1355,0,1
2,UpdatePosition,1722222683.172999,706,0,1
1,InsertPosition,1722222683.173708,574,0,1
3,UpdateEmployee,1722222683.174284,611,0,1
2,UpdatePosition,1722222683.174897,616,0,1
1,InsertPosition,1722222683.175515,559,0,1
2,UpdatePosition,1722222683.176076,569,0,1
2,UpdatePosition,1722222683.176647,632,0,1
2,UpdatePosition,1722222683.177282,719,0,1
2,UpdatePosition,1722222683.178002,656,0,1
4,DeleteEmployee,1722222683.178660,1396,0,1
3,UpdateEmployee,1722222683.180058,624,0,1
3,UpdateEmployee,1722222683.180684,662,0,1
2,UpdatePosition,1722222683.181347,609,0,1
4,DeleteEmployee,1722222683.181958,1356,0,1
2,UpdatePosition,1722222683.183317,748,0,1
4,DeleteEmployee,1722222683.184067,1312,0,1
4,DeleteEmployee,1722222683.185381,1443,0,1
4,DeleteEmployee,1722222683.186827,1395,0,1
2,UpdatePosition,1722222683.188224,733,0,1
3,UpdateEmployee,1722222683.188959,629,0,1
3,UpdateEmployee,1722222683.189591,622,0,1
2,UpdatePosition,1722222683.190215,685,0,1
2,UpdatePosition,1722222683.190902,549,0,1
1,InsertPosition,1722222683.191453,572,0,1
2,UpdatePosition,1722222683.192027,721,0,1
1,InsertPosition,1722222683.192750,585,0,1
2,UpdatePosition,1722222683.193337,686,0,1
3,UpdateEmployee,1722222683.194025,636,0,1
1,InsertPosition,1722222683.194664,571,0,1
4,DeleteEmployee,1722222683.195237,1428,0,1
1,InsertPosition,1722222683.196667,571,0,1
3,UpdateEmployee,1722222683.197240,599,0,1
3,UpdateEmployee,1722222683.197842,594,0,1
1,InsertPosition,1722222683.198439,566,0,1
2,UpdatePosition,1722222683.199007,721,0,1
2,UpdatePosition,1722222683.199731,648,0,1
4,DeleteEmployee,1722222683.200381,1437,0,1
1,InsertPosition,1722222683.201820,611,0,1
2,UpdatePosition,1722222683.202434,684,0,1
1,InsertPosition,1722222683.203121,654,0,1
2,UpdatePosition,1722222683.203777,761,0,1
2,UpdatePosition,1722222683.204540,720,0,1
1,InsertPosition,1722222683.205262,606,0,1
2,UpdatePosition,1722222683.205871,747,0,1
2,UpdatePosition,1722222683.206619,800,0,1
1,InsertPosition,1722222683.207422,601,0,1
2,UpdatePosition,1722222683.208025,681,0,1
2,UpdatePosition,1722222683.208709,632,0,1
3,UpdateEmployee,1722222683.209342,626,0,1
4,DeleteEmployee,1722222683.209970,1425,0,1
1,InsertPosition,1722222683.211398,603,0,1
1,InsertPosition,1722222683.212003,622,0,1
3,UpdateEmployee,1722222683.212627,692,0,1
2,UpdatePosition,1722222683.213321,681,0,1
3,UpdateEmployee,1722222683.214004,667,0,1
3,UpdateEmployee,1722222683.214673,683,0,1
2,UpdatePosition,1722222683.215358,635,0,1
4,DeleteEmployee,1722222683.215995,1483,0,1
4,DeleteEmployee,1722222683.217480,1400,0,1
3,UpdateEmployee,1722222683.218883,687,0,1
1,InsertPosition,1722222683.219571,592,0,1
4,DeleteEmployee,1722222683.220166,1399,0,1
4,DeleteEmployee,1722222683.221566,1503,0,1
4,DeleteEmployee,1722222683.223071,1419,0,1
3,UpdateEmployee,1722222683.224492,641,0,1
1,InsertPosition,1722222683.225135,615,0,1
3,UpdateEmployee,1722222683.225752,697,0,1
2,UpdatePosition,1722222683.226452,619,0,1
3,UpdateEmployee,1722222683.227072,639,0,1
4,DeleteEmployee,1722222683.227713,1439,0,1
1,InsertPosition,1722222683.229155,648,0,1
3,UpdateEmployee,1722222683.229805,680,0,1
1,InsertPosition,1722222683.230487,829,0,1
1,InsertPosition,1722222683.231323,638,0,1
2,UpdatePosition,1722222683.231975,741,0,1
4,DeleteEmployee,1722222683.232719,1538,0,1
2,UpdatePosition,1722222683.234259,682,0,1
1,InsertPosition,1722222683.234944,681,0,1
1,InsertPosition,1722222683.235627,663,0,1
2,UpdatePosition,1722222683.236292,741,0,1
1,InsertPosition,1722222683.237035,636,0,1
3,UpdateEmployee,1722222683.237673,676,0,1
3,UpdateEmployee,1722222683.238352,675,0,1
1,InsertPosition,1722222683.239029,638,0,1
4,DeleteEmployee,1722222683.239669,1526,0,1
2,UpdatePosition,1722222683.241200,748,0,1
3,UpdateEmployee,1722222683.241950,679,0,1
1,InsertPosition,1722222683.242631,598,0,1
2,UpdatePosition,1722222683.243231,671,0,1
3,UpdateEmployee,1722222683.243904,648,0,1
2,UpdatePosition,1722222683.244553,796,0,1
4,DeleteEmployee,1722222683.245352,1661,0,1
1,InsertPosition,1722222683.247015,27965,0,1
3,UpdateEmployee,1722222683.274984,1075,0,1
2,UpdatePosition,1722222683.276063,827,0,1
4,DeleteEmployee,1722222683.276893,1648,0,1
4,DeleteEmployee,1722222683.278545,1501,0,1
1,InsertPosition,1722222683.280050,655,0,1
2,UpdatePosition,1722222683.280706,819,0,1
4,DeleteEmployee,1722222683.281528,1445,0,1
1,InsertPosition,1722222683.282975,643,0,1
3,UpdateEmployee,1722222683.283620,700,0,1
2,UpdatePosition,1722222683.284322,897,0,1
4,DeleteEmployee,1722222683.285221,1579,0,1
2,UpdatePosition,1722222683.286802,733,0,1
1,InsertPosition,1722222683.287537,737,0,1
4,DeleteEmployee,1722222683.288276,1529,0,1
3,UpdateEmployee,1722222683.289807,755,0,1
3,UpdateEmployee,1722222683.290564,646,0,1
1,InsertPosition,1722222683.291212,603,0,1
2,UpdatePosition,1722222683.291817,789,0,1
3,UpdateEmployee,1722222683.292608,693,0,1
1,InsertPosition,1722222683.293305,635,0,1
3,UpdateEmployee,1722222683.293941,677,0,1
1,InsertPosition,1722222683.294620,601,0,1
1,InsertPosition,1722222683.295223,615,0,1
3,UpdateEmployee,1722222683.295840,677,0,1
2,UpdatePosition,1722222683.296518,709,0,1
1,InsertPosition,1722222683.297229,587,0,1
2,UpdatePosition,1722222683.297818,700,0,1
3,UpdateEmployee,1722222683.298519,682,0,1
2,UpdatePosition,1722222683.299203,650,0,1
1,InsertPosition,1722222683.299854,619,0,1
3,UpdateEmployee,1722222683.300475,624,0,1
2,UpdatePosition,1722222683.301101,758,0,1
3,UpdateEmployee,1722222683.301861,645,0,1
3,UpdateEmployee,1722222683.302510,732,0,1
2,UpdatePosition,1722222683.303245,725,0,1
3,UpdateEmployee,1722222683.303973,651,0,1
3,UpdateEmployee,1722222683.304626,662,0,1
2,UpdatePosition,1722222683.305291,703,0,1
1,InsertPosition,1722222683.305996,605,0,1
2,UpdatePosition,1722222683.306603,705,0,1
1,InsertPosition,1722222683.307310,583,0,1
2,UpdatePosition,1722222683.307895,601,0,1
2,UpdatePosition,1722222683.308498,698,0,1
4,DeleteEmployee,1722222683.309198,1505,0,1
2,UpdatePosition,1722222683.310705,702,0,1
4,DeleteEmployee,1722222683.311409,1347,0,1
1,InsertPosition,1722222683.312758,589,0,1
4,DeleteEmployee,1722222683.313349,1423,0,1
4,DeleteEmployee,1722222683.314774,1353,0,1
3,UpdateEmployee,1722222683.316129,640,0,1
1,InsertPosition,1722222683.316771,587,0,1
4,DeleteEmployee,1722222683.317359,1446,0,1
3,UpdateEmployee,1722222683.318808,631,0,1
1,InsertPosition,1722222683.319441,613,0,1
4,DeleteEmployee,1722222683.320056,1366,0,1
3,UpdateEmployee,1722222683.321424,651,0,1
2,UpdatePosition,1722222683.322076,729,0,1
2,UpdatePosition,1722222683.322807,616,0,1
3,UpdateEmployee,1722222683.323425,614,0,1
3,UpdateEmployee,1722222683.324041,651,0,1
1,InsertPosition,1722222683.324693,597,0,1
1,InsertPosition,1722222683.325293,597,0,1
3,UpdateEmployee,1722222683.325892,658,0,1
2,UpdatePosition,1722222683.326551,675,0,1
1,InsertPosition,1722222683.327228,622,0,1
3,UpdateEmployee,1722222683.327852,641,0,1
3,UpdateEmployee,1722222683.328495,648,0,1
3,UpdateEmployee,1722222683.329144,640,0,1
3,UpdateEmployee,1722222683.329787,661,0,1
2,UpdatePosition,1722222683.330449,724,0,1
2,UpdatePosition,1722222683.331174,710,0,1
3,UpdateEmployee,1722222683.331886,615,0,1
1,InsertPosition,1722222683.332503,607,0,1
3,UpdateEmployee,1722222683.333112,690,0,1
4,DeleteEmployee,1722222683.333804,1534,0,1
2,UpdatePosition,1722222683.335340,786,0,1
2,UpdatePosition,1722222683.336128,669,0,1
3,UpdateEmployee,1722222683.336800,664,0,1
2,UpdatePosition,1722222683.337466,685,0,1
3,UpdateEmployee,1722222683.338153,617,0,1
2,UpdatePosition,1722222683.338772,663,0,1
2,UpdatePosition,1722222683.339437,666,0,1
1,InsertPosition,1722222683.340105,620,0,1
4,DeleteEmployee,1722222683.340728,1542,0,1
4,DeleteEmployee,1722222683.342271,1467,0,1
1,InsertPosition,1722222683.343741,599,0,1
2,UpdatePosition,1722222683.344342,604,0,1
2,UpdatePosition,1722222683.344948,599,0,1
2,UpdatePosition,1722222683.345549,575,0,1
3,UpdateEmployee,1722222683.346125,615,0,1
1,InsertPosition,1722222683.346742,596,0,1
2,UpdatePosition,1722222683.347340,605,0,1
1,InsertPosition,1722222683.347946,603,0,1
1,InsertPosition,1722222683.348551,588,0,1
3,UpdateEmployee,1722222683.349140,631,0,1
2,UpdatePosition,1722222683.349773,565,0,1
2,UpdatePosition,1722222683.350340,676,0,1
3,UpdateEmployee,1722222683.351017,614,0,1
1,InsertPosition,1722222683.351633,563,0,1
3,UpdateEmployee,1722222683.352198,596,0,1
2,UpdatePosition,1722222683.352796,736,0,1
3,UpdateEmployee,1722222683.353534,617,0,1
4,DeleteEmployee,1722222683.354153,1418,0,1
3,UpdateEmployee,1722222683.355573,589,0,1
3,UpdateEmployee,1722222683.356164,666,0,1
1,InsertPosition,1722222683.356832,575,0,1
3,UpdateEmployee,1722222683.357408,584,0,1
2,UpdatePosition,1722222683.357994,767,0,1
2,UpdatePosition,1722222683.358763,738,0,1
4,DeleteEmployee,1722222683.359514,1531,0,1
2,UpdatePosition,1722222683.361047,774,0,1
2,UpdatePosition,1722222683.361825,770,0,1
1,InsertPosition,1722222683.362597,627,0,1
2,UpdatePosition,1722222683.363226,714,0,1
4,DeleteEmployee,1722222683.363942,1448,0,1
2,UpdatePosition,1722222683.365391,646,0,1
2,UpdatePosition,1722222683.366038,711,0,1
1,InsertPosition,1722222683.366751,626,0,1
1,InsertPosition,1722222683.367378,616,0,1
3,UpdateEmployee,1722222683.367996,649,0,1
3,UpdateEmployee,1722222683.368646,589,0,1
3,UpdateEmployee,1722222683.369237,602,0,1
4,DeleteEmployee,1722222683.369841,1496,0,1
2,UpdatePosition,1722222683.371338,663,0,1
3,UpdateEmployee,1722222683.372003,619,0,1
3,UpdateEmployee,1722222683.372623,621,0,1
1,InsertPosition,1722222683.373246,573,0,1
1,InsertPosition,1722222683.373820,578,0,1
1,InsertPosition,1722222683.374400,571,0,1
1,InsertPosition,1722222683.374973,566,0,1
3,UpdateEmployee,1722222683.375540,616,0,1
1,InsertPosition,1722222683.376158,576,0,1
2,UpdatePosition,1722222683.376735,647,0,1
3,UpdateEmployee,1722222683.377384,610,0,1
4,DeleteEmployee,1722222683.377996,1416,0,1
2,UpdatePosition,1722222683.379413,570,0,1
3,UpdateEmployee,1722222683.379984,584,0,1
4,DeleteEmployee,1722222683.380570,1338,0,1
1,InsertPosition,1722222683.381909,563,0,1
1,InsertPosition,1722222683.382474,569,0,1
4,DeleteEmployee,1722222683.383044,1386,0,1
2,UpdatePosition,1722222683.384433,650,0,1
1,InsertPosition,1722222683.385085,569,0,1
1,InsertPosition,1722222683.385656,579,0,1
3,UpdateEmployee,1722222683.386236,619,0,1
2,UpdatePosition,1722222683.386857,735,0,1
3,UpdateEmployee,1722222683.387593,609,0,1
3,UpdateEmployee,1722222683.388204,665,0,1
4,DeleteEmployee,1722222683.388870,1389,0,1
2,UpdatePosition,1722222683.390261,575,0,1
2,UpdatePosition,1722222683.390838,729,0,1
1,InsertPosition,1722222683.391568,577,0,1
2,UpdatePosition,1722222683.392147,669,0,1
3,UpdateEmployee,1722222683.392818,630,0,1
2,UpdatePosition,1722222683.393449,758,0,1
2,UpdatePosition,1722222683.394209,694,0,1
4,DeleteEmployee,1722222683.394905,1349,0,1
1,InsertPosition,1722222683.396256,587,0,1
1,InsertPosition,1722222683.396845,716,0,1
4,DeleteEmployee,1722222683.397563,1410,0,1
1,InsertPosition,1722222683.398974,591,0,1
1,InsertPosition,1722222683.399567,589,0,1
4,DeleteEmployee,1722222683.400157,1447,0,1
1,InsertPosition,1722222683.401605,577,0,1
3,UpdateEmployee,1722222683.402185,640,0,1
3,UpdateEmployee,1722222683.402826,567,0,1
4,DeleteEmployee,1722222683.403394,1483,0,1
