Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,498.400,6.560,4.584,6.340,6.460,6.596,6.789,7.560,9.724,12.922,0.152
5,533.800,6.304,5.201,6.100,6.211,6.387,6.558,6.772,9.009,12.069,0.159
10,517.600,6.336,5.141,6.009,6.113,6.236,6.339,6.524,10.792,34.609,0.158
15,525.600,6.342,3.100,6.115,6.203,6.311,6.446,6.576,10.377,72.479,0.158
20,752.600,4.384,2.598,3.507,3.567,4.052,6.693,6.876,10.302,66.991,0.228
25,936.000,3.596,2.606,3.470,3.530,3.602,3.750,3.825,5.657,8.366,0.278
30,889.200,3.594,2.219,3.482,3.544,3.617,3.749,3.833,5.389,11.004,0.278
35,933.800,3.601,2.684,3.482,3.537,3.598,3.726,4.173,5.598,9.898,0.278
40,884.600,3.781,2.661,3.464,3.528,3.631,3.859,6.085,8.355,14.094,0.264
45,937.400,3.520,2.467,3.445,3.505,3.566,3.666,3.759,4.487,7.529,0.284
50,934.400,3.527,2.599,3.455,3.518,3.575,3.640,3.718,4.435,7.654,0.283
55,551.400,6.074,2.844,3.551,6.183,6.372,9.598,11.537,16.494,34.975,0.165
60,527.000,6.420,5.494,6.229,6.307,6.469,6.615,7.593,9.203,10.943,0.156
65,504.000,6.567,5.205,6.371,6.484,6.602,6.756,6.946,9.431,11.174,0.152
70,528.000,6.359,5.139,6.088,6.204,6.419,6.624,7.030,9.854,14.864,0.157
75,554.400,6.300,5.157,6.040,6.123,6.219,6.378,6.997,10.057,27.327,0.159
80,535.600,6.455,5.223,6.191,6.292,6.516,6.719,7.089,10.484,19.891,0.155
85,466.400,7.089,5.390,6.180,6.269,6.579,10.308,11.419,15.168,28.202,0.141
90,551.600,6.324,4.987,6.152,6.227,6.359,6.481,6.614,9.214,11.660,0.158
