Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1800.600,5.552,0.110,6.247,6.435,6.551,6.717,7.708,10.812,13.899,0.180
5,1899.400,5.258,0.104,5.962,6.140,6.233,6.419,6.686,9.047,11.520,0.190
10,1880.000,5.315,0.095,5.951,6.121,6.249,6.430,7.383,10.533,13.986,0.188
15,1818.200,5.495,0.095,6.034,6.262,6.527,6.730,7.109,11.770,28.961,0.182
20,3024.400,3.302,0.085,3.324,3.461,3.616,5.419,6.449,6.867,11.011,0.303
25,3114.800,3.207,0.089,3.370,3.517,3.635,4.039,5.620,7.031,11.244,0.312
30,3372.400,2.961,0.098,3.324,3.494,3.566,3.673,3.753,4.022,7.947,0.338
35,3322.400,3.006,0.085,3.342,3.497,3.579,3.700,3.769,5.238,11.008,0.333
40,3057.800,3.265,0.089,3.412,3.562,3.656,4.236,5.572,7.161,11.686,0.306
45,3300.400,3.025,0.075,3.365,3.510,3.599,3.741,3.826,5.187,14.425,0.331
50,3361.000,2.972,0.086,3.329,3.503,3.578,3.658,3.754,4.293,7.530,0.336
55,2463.000,4.060,0.087,3.444,3.597,3.947,6.442,9.573,13.042,34.845,0.246
60,1872.000,5.336,0.100,6.030,6.198,6.303,6.477,7.402,10.369,13.381,0.187
65,1846.600,5.413,0.100,6.161,6.353,6.503,6.657,6.793,8.541,12.115,0.185
70,1828.600,5.470,0.086,6.195,6.446,6.551,6.674,6.793,8.727,10.669,0.183
75,1867.000,5.353,0.101,5.991,6.163,6.268,6.433,6.583,11.775,19.110,0.187
80,1909.600,5.233,0.102,5.938,6.110,6.213,6.312,6.435,9.414,20.518,0.191
85,1701.000,5.877,0.085,6.150,6.330,6.515,8.775,10.598,13.140,38.795,0.170
90,1839.400,5.436,0.105,6.141,6.301,6.435,6.582,7.729,10.158,15.589,0.184
95,1860.000,5.377,0.091,6.142,6.292,6.445,6.620,6.695,8.493,11.938,0.186
100,1824.200,5.480,0.096,6.287,6.437,6.572,6.712,6.829,8.491,13.093,0.182
105,1816.400,5.505,0.099,6.050,6.210,6.474,6.618,6.828,12.089,35.653,0.182
110,1883.600,5.307,0.108,5.998,6.136,6.227,6.309,6.454,9.311,23.167,0.188
115,1716.400,5.824,0.102,5.468,6.258,6.616,9.606,11.403,13.284,18.843,0.172
120,1821.200,5.491,0.107,6.104,6.300,6.407,6.556,7.744,9.877,28.056,0.182
125,1858.400,5.379,0.098,6.149,6.284,6.400,6.542,6.617,8.088,13.391,0.186
130,1826.800,5.474,0.092,6.235,6.412,6.538,6.664,6.749,8.577,11.370,0.183
135,1830.000,5.462,0.102,6.208,6.463,6.595,6.726,6.831,8.610,15.357,0.183
140,1876.400,5.329,0.093,5.941,6.117,6.243,6.408,6.514,12.430,24.812,0.188
145,1702.400,5.873,0.096,6.032,6.240,6.444,9.305,10.846,13.625,33.732,0.170
150,1868.200,5.350,0.095,5.328,6.289,6.539,6.709,6.870,10.374,28.760,0.187
155,1889.400,5.294,0.091,6.058,6.207,6.317,6.463,6.534,8.048,10.383,0.189
160,1897.000,5.270,0.087,6.067,6.229,6.404,6.534,6.681,8.474,10.425,0.190
165,1825.400,5.476,0.087,6.246,6.419,6.562,6.712,6.838,8.391,11.203,0.183
170,1865.200,5.363,0.105,5.911,6.066,6.293,6.523,6.702,11.625,29.750,0.186
175,1722.000,5.804,0.103,5.972,6.143,6.308,9.171,10.712,17.161,27.541,0.172
180,1848.600,5.406,0.101,5.335,6.307,6.566,6.752,6.935,9.981,23.530,0.185
185,1850.400,5.406,0.104,6.125,6.279,6.436,6.585,6.708,9.203,15.742,0.185
190,1877.000,5.327,0.107,6.056,6.215,6.297,6.456,6.555,8.424,12.112,0.188
195,1845.400,5.416,0.107,6.159,6.376,6.504,6.650,6.783,8.417,10.813,0.185
200,1739.400,5.753,0.098,6.004,6.207,6.500,6.791,9.127,17.042,44.864,0.174
205,1790.000,5.581,0.100,5.982,6.174,6.315,7.599,9.579,12.143,19.111,0.179
210,1879.000,5.319,0.101,6.046,6.214,6.366,6.569,6.759,8.538,10.476,0.188
215,1892.400,5.285,0.081,5.331,6.271,6.508,6.668,6.815,9.422,30.820,0.189
220,1884.600,5.305,0.096,6.042,6.198,6.297,6.443,6.536,8.021,11.898,0.189
225,1865.800,5.359,0.100,6.083,6.235,6.424,6.607,6.784,8.478,11.380,0.187
230,1653.800,6.046,0.088,6.103,6.345,6.538,9.236,10.767,17.837,34.079,0.165
235,1903.400,5.252,0.098,5.926,6.071,6.260,6.417,7.446,10.320,17.324,0.190
240,1910.200,5.232,0.096,5.970,6.119,6.242,6.383,6.482,9.009,13.704,0.191
245,1851.000,5.402,0.103,5.342,6.332,6.550,6.694,6.866,11.116,20.401,0.185
250,1850.400,5.406,0.097,6.126,6.283,6.408,6.559,6.677,8.209,10.051,0.185
255,1897.000,5.268,0.095,6.043,6.224,6.325,6.456,6.552,8.048,10.508,0.190
260,1627.000,6.148,0.099,6.093,6.278,6.590,9.489,11.540,18.332,40.992,0.163
265,1891.400,5.283,0.108,5.946,6.106,6.220,6.382,7.384,9.965,11.833,0.189
270,1903.000,5.254,0.101,5.987,6.162,6.277,6.430,6.503,7.868,11.494,0.190
275,1860.800,5.374,0.101,6.068,6.235,6.429,6.635,6.803,8.621,12.098,0.186
280,1867.000,5.352,0.092,5.340,6.299,6.504,6.681,6.883,9.913,21.395,0.187
285,1873.600,5.341,0.091,6.120,6.301,6.428,6.570,6.652,8.251,10.885,0.187
290,1585.000,6.306,0.105,6.186,6.360,6.582,10.068,12.556,20.277,35.513,0.159
295,1858.400,5.377,0.112,6.045,6.212,6.396,6.579,6.951,10.548,15.381,0.186
300,1898.600,5.266,0.097,5.975,6.126,6.262,6.402,6.499,8.932,10.414,0.190
305,1904.800,5.252,0.096,5.980,6.156,6.258,6.410,6.525,8.119,11.059,0.190
310,1836.600,5.443,0.087,5.377,6.314,6.578,6.763,6.905,10.509,20.540,0.184
315,1868.800,5.347,0.109,6.079,6.258,6.396,6.516,6.616,8.076,10.451,0.187
320,1632.400,6.129,0.101,6.117,6.345,6.507,9.697,11.559,18.321,39.821,0.163
325,1822.800,5.482,0.097,6.149,6.363,6.562,6.727,7.441,9.976,22.116,0.182
330,1922.400,5.202,0.091,5.912,6.074,6.196,6.327,6.442,9.142,13.266,0.192
335,1917.200,5.218,0.086,5.958,6.132,6.264,6.425,6.509,7.987,12.092,0.192
340,1889.600,5.290,0.096,6.016,6.196,6.338,6.563,6.747,9.478,12.217,0.189
345,1844.200,5.420,0.089,5.238,6.328,6.543,6.706,6.813,10.065,27.968,0.184
350,1607.600,6.222,0.107,6.183,6.368,6.637,9.738,11.834,18.023,33.948,0.161
355,1778.000,5.618,0.108,6.324,6.516,6.641,6.814,7.889,9.987,19.549,0.178
360,1898.600,5.268,0.106,5.974,6.134,6.261,6.445,6.628,9.206,13.947,0.190
365,1897.200,5.270,0.091,5.989,6.136,6.259,6.374,6.490,8.079,10.204,0.190
370,1902.000,5.257,0.092,5.990,6.138,6.236,6.338,6.425,7.906,10.322,0.190
375,1869.200,5.348,0.089,5.311,6.307,6.549,6.685,6.844,9.779,28.268,0.187
380,1662.800,6.017,0.102,6.084,6.253,6.446,9.502,11.172,17.527,30.836,0.166
385,1798.800,5.556,0.105,6.271,6.443,6.604,6.739,6.891,10.486,22.867,0.180
390,1868.800,5.350,0.109,6.012,6.192,6.458,6.566,6.636,9.190,13.654,0.187
395,1915.600,5.218,0.101,5.961,6.082,6.225,6.311,6.390,7.934,10.186,0.192
400,1928.200,5.185,0.116,5.941,6.106,6.193,6.277,6.429,7.930,16.127,0.193
405,1737.400,5.760,0.093,6.068,6.236,6.368,6.773,9.576,19.205,37.841,0.174
410,1791.600,5.576,0.092,6.085,6.258,6.387,6.673,9.543,12.145,18.002,0.179
415,1827.000,5.474,0.085,6.183,6.362,6.504,6.649,6.784,9.554,29.289,0.183
420,1826.200,5.474,0.111,6.120,6.352,6.583,6.751,6.913,9.328,12.614,0.183
425,1931.000,5.176,0.105,5.911,6.067,6.173,6.321,6.431,7.964,10.047,0.193
430,1905.200,5.251,0.105,5.978,6.143,6.249,6.359,6.574,8.006,11.531,0.190
435,1656.200,6.032,0.100,5.998,6.185,6.375,9.728,11.506,18.422,49.312,0.166
440,1812.200,5.521,0.089,6.174,6.312,6.439,6.598,7.807,11.031,13.976,0.181
445,1823.000,5.484,0.094,6.167,6.327,6.464,6.615,6.735,9.783,34.189,0.182
450,1801.200,5.551,0.092,6.214,6.449,6.607,6.748,6.902,9.754,13.360,0.180
455,1934.200,5.170,0.105,5.947,6.116,6.219,6.333,6.427,8.012,10.225,0.193
460,1913.400,5.225,0.087,5.956,6.113,6.222,6.365,6.525,7.957,10.145,0.191
465,1691.800,5.907,0.091,5.522,6.107,6.361,9.941,11.731,18.426,40.507,0.169
470,1865.400,5.363,0.099,5.439,6.297,6.457,6.644,7.374,9.718,36.784,0.186
475,1840.200,5.434,0.100,6.126,6.305,6.458,6.624,6.822,10.112,31.210,0.184
480,1817.400,5.498,0.090,6.264,6.434,6.567,6.706,6.854,9.717,12.719,0.182
485,1895.200,5.278,0.093,6.018,6.193,6.362,6.585,6.765,8.499,10.329,0.189
490,1933.000,5.173,0.088,5.933,6.074,6.206,6.327,6.438,7.823,10.025,0.193
495,1679.800,5.949,0.071,6.062,6.251,6.437,9.414,10.869,15.434,30.890,0.168
500,1851.000,5.402,0.092,5.448,6.338,6.558,6.726,7.026,11.053,36.682,0.185
505,1843.400,5.427,0.105,6.087,6.239,6.357,6.482,6.590,10.165,25.079,0.184
510,1829.000,5.464,0.111,6.172,6.380,6.542,6.681,6.802,9.365,24.942,0.183
515,1848.200,5.407,0.099,6.127,6.355,6.554,6.726,6.846,8.488,10.950,0.185
520,1941.800,5.151,0.098,5.891,6.066,6.176,6.344,6.436,7.810,10.327,0.194
525,1727.000,5.791,0.097,5.961,6.147,6.304,9.306,10.995,14.941,27.565,0.173
530,1842.000,5.426,0.113,5.317,6.295,6.579,6.822,7.888,12.327,25.394,0.184
535,1863.200,5.366,0.097,6.123,6.283,6.416,6.549,6.653,8.275,11.061,0.186
540,1813.000,5.515,0.098,6.155,6.322,6.482,6.663,7.399,9.670,34.811,0.181
545,1809.800,5.524,0.096,6.223,6.473,6.573,6.717,6.835,9.859,18.797,0.181
550,1930.800,5.181,0.101,5.948,6.119,6.225,6.370,6.447,7.849,16.854,0.193
555,1705.200,5.863,0.102,5.961,6.125,6.293,9.360,10.901,14.496,38.206,0.171
560,1853.600,5.390,0.097,6.094,6.315,6.528,6.661,6.859,9.170,10.801,0.186
565,1895.600,5.275,0.095,5.401,6.288,6.462,6.651,6.783,9.220,36.155,0.190
570,1840.800,5.433,0.112,6.075,6.264,6.407,6.616,7.176,9.928,43.265,0.184
575,1795.000,5.567,0.097,6.270,6.439,6.564,6.737,6.956,10.098,31.645,0.180
580,1868.400,5.353,0.098,6.050,6.211,6.445,6.618,6.771,8.462,11.008,0.187
585,1704.200,5.868,0.096,6.021,6.194,6.363,9.242,10.939,14.430,18.331,0.170
590,1903.400,5.251,0.101,6.010,6.190,6.319,6.471,6.594,8.013,10.176,0.190
595,1860.000,5.371,0.091,5.335,6.359,6.575,6.732,6.848,10.713,21.534,0.186
