Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,511.200,3.019,0.110,0.228,0.321,6.456,6.599,6.741,9.500,12.187,0.331
5,526.800,2.779,0.104,0.207,0.253,6.149,6.278,6.397,7.791,11.144,0.360
10,523.000,2.838,0.095,0.214,0.256,6.134,6.303,6.435,10.183,13.975,0.352
15,516.400,2.924,0.095,0.192,0.233,6.268,6.585,6.747,9.539,28.708,0.342
20,851.400,1.769,0.085,0.168,0.219,3.470,3.842,5.483,6.578,10.643,0.565
25,859.600,1.723,0.089,0.192,0.244,3.524,3.728,4.148,6.868,10.543,0.580
30,953.200,1.597,0.098,0.186,0.237,3.499,3.596,3.687,3.835,7.720,0.626
35,930.600,1.638,0.085,0.191,0.242,3.506,3.618,3.722,3.946,10.590,0.611
40,848.600,1.811,0.089,0.203,0.250,3.571,3.722,4.323,6.949,11.686,0.552
45,921.200,1.654,0.075,0.192,0.243,3.517,3.634,3.742,4.275,14.383,0.604
50,941.800,1.599,0.086,0.195,0.244,3.509,3.599,3.664,3.931,7.479,0.626
55,706.000,2.266,0.087,0.202,0.254,3.607,6.206,6.557,11.888,29.996,0.441
60,521.800,2.809,0.100,0.208,0.249,6.201,6.358,6.485,9.124,12.064,0.356
65,510.800,2.784,0.100,0.204,0.243,6.350,6.554,6.653,8.130,12.092,0.359
70,506.000,2.928,0.086,0.201,0.245,6.455,6.584,6.687,8.074,10.293,0.341
75,527.400,2.864,0.101,0.197,0.242,6.180,6.314,6.458,9.311,16.761,0.349
80,523.000,2.736,0.102,0.199,0.239,6.115,6.237,6.326,7.797,20.507,0.365
85,479.200,3.123,0.085,0.190,0.228,6.351,6.587,8.728,11.963,27.625,0.320
90,510.600,2.853,0.105,0.189,0.226,6.310,6.492,6.606,8.219,11.939,0.351
95,524.200,2.871,0.091,0.187,0.225,6.306,6.513,6.636,8.079,11.929,0.348
100,517.000,2.910,0.096,0.189,0.223,6.452,6.613,6.724,8.289,11.703,0.344
105,511.800,3.030,0.099,0.187,0.224,6.222,6.540,6.622,9.280,35.639,0.330
110,508.600,2.841,0.108,0.189,0.224,6.144,6.250,6.314,7.869,23.167,0.352
115,498.400,3.256,0.102,0.188,0.227,6.321,6.772,9.792,13.692,18.830,0.307
120,505.200,2.935,0.107,0.186,0.222,6.322,6.452,6.579,8.933,27.987,0.341
