Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,285.400,6.330,0.414,6.192,6.268,6.450,6.632,7.561,9.195,12.234,0.158
5,299.000,6.494,0.506,6.351,6.457,6.605,6.784,7.255,9.677,12.253,0.154
10,301.800,6.301,0.352,6.109,6.242,6.474,6.662,7.189,9.084,10.436,0.159
15,310.600,6.231,0.381,6.001,6.086,6.174,6.340,7.410,13.455,22.279,0.160
20,299.200,6.294,0.199,6.037,6.195,6.524,6.727,7.185,10.821,77.697,0.159
25,451.400,4.149,0.133,3.484,3.587,3.915,6.591,6.851,8.542,60.827,0.241
30,526.200,3.566,0.202,3.516,3.583,3.658,3.803,3.878,4.141,7.827,0.280
35,510.000,3.576,0.297,3.530,3.598,3.676,3.821,3.881,4.267,7.580,0.280
40,486.200,3.827,0.187,3.513,3.589,3.723,4.400,6.597,7.105,11.308,0.261
45,513.600,3.587,0.159,3.503,3.584,3.657,3.805,3.907,5.385,11.511,0.279
50,536.600,3.493,0.145,3.441,3.513,3.589,3.732,3.830,4.855,9.357,0.286
55,502.400,3.737,0.207,3.471,3.544,3.647,4.114,5.757,7.104,11.301,0.268
60,323.200,5.694,0.138,3.695,6.262,6.421,6.599,7.644,9.242,50.138,0.176
65,303.600,6.231,0.156,6.159,6.248,6.334,6.456,6.606,9.372,10.962,0.160
70,287.200,6.423,0.159,6.259,6.391,6.533,6.682,6.863,9.510,12.142,0.156
75,293.800,6.600,0.156,6.359,6.523,6.642,6.819,7.638,10.368,36.376,0.152
80,303.800,6.123,0.159,5.986,6.061,6.138,6.305,6.496,9.220,31.434,0.163
85,280.600,6.844,0.151,6.141,6.261,6.446,9.307,10.683,14.552,17.893,0.146
90,293.800,6.466,0.202,6.180,6.397,6.601,6.826,8.075,11.849,32.430,0.155
95,308.800,6.244,0.199,6.162,6.221,6.348,6.456,6.580,9.256,10.151,0.160
100,293.000,6.287,0.196,6.174,6.276,6.447,6.609,6.761,9.258,10.296,0.159
105,292.400,6.459,0.170,6.328,6.418,6.566,6.704,6.868,9.554,11.834,0.155
110,310.400,6.221,0.187,5.998,6.079,6.181,6.337,6.552,9.326,36.417,0.161
115,276.600,6.852,0.172,6.060,6.170,6.337,10.026,11.354,15.128,30.168,0.146
120,301.400,6.288,0.220,6.164,6.375,6.555,6.743,7.268,9.287,36.346,0.159
125,298.200,6.347,0.183,6.264,6.351,6.463,6.618,6.833,9.310,10.517,0.158
130,290.000,6.274,0.185,6.207,6.290,6.387,6.517,6.619,9.197,10.327,0.159
135,290.600,6.393,0.190,6.325,6.442,6.582,6.715,6.838,8.562,14.066,0.156
140,297.200,6.445,0.181,6.120,6.223,6.406,6.611,7.512,12.252,31.037,0.155
145,275.800,6.817,0.230,6.102,6.196,6.365,9.415,11.151,14.570,22.217,0.147
150,301.200,6.276,0.199,6.184,6.280,6.430,6.634,6.839,8.154,12.721,0.159
155,286.800,6.306,0.156,6.174,6.406,6.567,6.755,6.984,9.217,23.725,0.159
160,297.800,6.296,0.214,6.217,6.301,6.405,6.543,6.957,9.364,11.769,0.159
165,298.600,6.301,0.237,6.234,6.333,6.497,6.612,6.705,8.255,11.181,0.159
170,269.400,6.866,0.141,6.217,6.413,6.573,7.863,10.607,15.352,39.123,0.146
175,285.600,6.452,0.165,6.034,6.159,6.316,7.702,9.315,11.805,18.793,0.155
180,309.000,6.169,0.216,6.101,6.188,6.307,6.439,6.615,8.864,10.070,0.162
185,299.600,6.267,0.195,6.140,6.351,6.596,6.740,6.988,9.317,25.179,0.160
190,284.600,6.342,0.161,6.235,6.337,6.486,6.620,6.768,9.470,10.333,0.158
195,306.200,6.242,0.124,6.175,6.246,6.340,6.502,6.707,8.194,10.472,0.160
200,255.600,7.277,0.122,6.281,6.475,6.742,10.490,11.927,17.905,32.310,0.137
205,305.000,6.149,0.189,6.027,6.104,6.184,6.380,7.670,10.552,12.321,0.163
210,300.400,6.184,0.193,6.078,6.184,6.302,6.455,6.570,9.179,10.306,0.162
215,294.800,6.311,0.156,6.158,6.273,6.436,6.629,7.245,9.224,11.790,0.158
220,304.200,6.258,0.136,6.118,6.310,6.537,6.693,6.860,9.797,24.585,0.160
225,305.000,6.184,0.197,6.118,6.189,6.254,6.395,6.537,9.171,10.193,0.162
230,257.400,7.254,0.175,6.184,6.306,6.613,10.078,12.582,20.602,33.273,0.138
235,312.000,6.199,0.200,6.078,6.166,6.293,6.525,6.784,9.260,17.578,0.161
240,301.600,6.157,0.192,6.042,6.161,6.274,6.430,6.514,9.223,11.967,0.162
245,298.000,6.086,0.200,6.057,6.163,6.274,6.388,6.487,8.038,11.348,0.164
250,306.000,6.246,0.164,6.166,6.361,6.544,6.620,6.684,9.534,20.337,0.160
255,308.800,6.210,0.158,6.171,6.277,6.400,6.535,6.687,8.027,10.242,0.161
260,248.400,7.340,0.188,6.225,6.360,6.568,10.842,12.486,22.478,39.847,0.136
265,292.800,6.362,0.147,6.183,6.420,6.536,6.638,8.077,11.169,12.480,0.157
270,305.000,6.123,0.155,6.041,6.120,6.216,6.336,6.442,9.230,10.813,0.163
275,313.200,6.096,0.163,6.084,6.167,6.250,6.393,6.482,7.971,10.951,0.164
280,296.600,6.261,0.151,6.164,6.273,6.432,6.639,6.800,9.152,10.984,0.160
285,303.800,6.247,0.126,6.094,6.346,6.537,6.660,6.878,10.083,35.413,0.160
290,248.800,7.187,0.176,6.262,6.424,6.676,9.528,12.129,18.051,32.286,0.139
295,287.200,6.633,0.169,6.397,6.510,6.640,6.841,8.228,10.061,16.618,0.151
300,292.400,6.117,0.169,6.060,6.149,6.270,6.397,6.498,9.280,12.018,0.163
305,305.400,6.102,0.135,6.041,6.148,6.268,6.383,6.546,8.037,13.347,0.164
310,307.600,6.184,0.176,6.120,6.204,6.317,6.464,6.549,9.239,10.772,0.162
315,295.200,6.261,0.165,6.041,6.380,6.586,6.733,6.929,10.560,20.975,0.160
320,265.200,7.287,0.183,6.232,6.327,6.509,10.221,11.653,20.263,41.969,0.137
325,293.000,6.557,0.134,6.389,6.516,6.638,6.827,7.880,11.415,13.327,0.153
330,294.600,6.290,0.182,6.149,6.243,6.515,6.638,6.849,8.728,12.802,0.159
335,312.000,6.106,0.147,6.031,6.127,6.251,6.379,6.495,8.799,10.032,0.164
340,310.800,6.123,0.191,6.088,6.189,6.288,6.410,6.526,8.092,10.518,0.163
345,280.200,6.520,0.156,6.149,6.274,6.396,6.637,7.865,17.771,33.608,0.153
350,275.400,6.925,0.185,6.209,6.309,6.466,9.688,11.194,15.114,28.501,0.144
