Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2185.800,4.572,0.122,3.466,5.431,6.526,6.717,6.840,9.847,12.639,0.219
5,3377.000,2.957,0.126,3.218,3.477,3.561,3.685,3.752,4.162,8.005,0.338
10,3299.800,3.027,0.120,3.252,3.465,3.545,3.662,3.734,4.268,45.162,0.330
15,2802.600,3.563,0.134,3.378,3.529,3.790,5.615,6.890,10.913,43.858,0.281
20,3314.800,3.014,0.122,3.281,3.514,3.605,3.733,3.819,4.616,12.444,0.332
25,3316.400,3.012,0.115,3.247,3.497,3.581,3.694,3.775,5.243,11.298,0.332
30,3106.000,3.217,0.120,3.299,3.506,3.631,4.148,5.753,7.067,14.112,0.311
35,3343.800,2.988,0.117,3.277,3.480,3.549,3.676,3.750,5.174,12.881,0.335
40,3369.800,2.966,0.120,3.253,3.460,3.532,3.667,3.749,5.242,13.408,0.337
45,2736.000,3.652,0.117,3.317,3.549,3.674,4.236,9.807,13.247,31.665,0.274
50,1882.600,5.312,0.118,5.890,6.182,6.294,6.461,6.989,10.179,12.817,0.188
55,1871.800,5.342,0.127,6.004,6.310,6.483,6.636,6.752,8.445,11.916,0.187
60,1822.200,5.484,0.134,6.100,6.445,6.582,6.751,6.884,9.001,10.557,0.182
65,1919.800,5.210,0.119,5.825,6.104,6.221,6.368,6.466,7.933,10.183,0.192
70,1896.400,5.268,0.127,5.790,6.053,6.180,6.319,6.462,9.144,35.662,0.190
75,1655.200,6.040,0.115,5.930,6.198,6.432,9.772,11.602,17.990,39.593,0.166
80,1838.000,5.440,0.133,6.036,6.305,6.440,6.620,7.408,10.211,12.696,0.184
85,1833.400,5.452,0.136,6.071,6.349,6.529,6.682,6.812,8.654,19.157,0.183
90,1795.800,5.566,0.135,6.209,6.477,6.613,6.734,6.877,9.024,11.038,0.180
95,1888.600,5.295,0.135,5.951,6.194,6.379,6.572,6.725,8.474,12.527,0.189
100,1899.600,5.264,0.126,5.797,6.089,6.210,6.354,6.463,9.278,23.195,0.190
105,1685.600,5.928,0.135,5.331,6.111,6.298,9.937,12.138,20.128,37.847,0.169
110,1842.000,5.429,0.125,6.023,6.307,6.445,6.600,6.813,10.200,18.549,0.184
115,1858.600,5.377,0.110,6.001,6.283,6.419,6.554,6.648,8.438,11.840,0.186
120,1824.200,5.483,0.140,6.127,6.443,6.590,6.737,6.915,9.639,11.681,0.182
125,1844.000,5.419,0.135,6.050,6.328,6.557,6.729,6.836,8.450,12.986,0.185
130,1897.600,5.270,0.122,5.859,6.079,6.185,6.324,6.434,9.259,26.886,0.190
135,1660.000,6.024,0.121,6.035,6.288,6.604,9.515,11.116,17.776,34.796,0.166
140,1841.600,5.429,0.125,5.470,6.312,6.506,6.680,7.517,9.782,34.385,0.184
145,1866.800,5.356,0.112,6.019,6.263,6.364,6.508,6.616,9.383,19.394,0.187
150,1829.000,5.467,0.131,6.167,6.387,6.533,6.685,6.814,8.650,10.366,0.183
155,1794.200,5.571,0.128,6.263,6.499,6.619,6.772,6.919,8.575,11.472,0.180
160,1929.000,5.184,0.128,5.865,6.129,6.232,6.387,6.471,7.950,10.639,0.193
165,1662.600,6.012,0.138,5.993,6.225,6.405,9.521,11.620,17.142,32.543,0.166
170,1814.400,5.511,0.120,5.420,6.334,6.551,6.769,8.061,11.698,20.813,0.181
175,1884.600,5.307,0.123,5.980,6.209,6.314,6.468,6.603,9.056,13.449,0.188
180,1866.600,5.354,0.125,5.989,6.246,6.431,6.613,6.735,9.224,18.954,0.187
185,1809.200,5.529,0.131,6.182,6.443,6.595,6.760,6.899,8.534,11.009,0.181
190,1869.200,5.349,0.120,5.957,6.188,6.452,6.664,6.859,8.811,15.175,0.187
195,1675.600,5.970,0.133,5.915,6.093,6.271,9.349,10.754,19.321,39.234,0.168
200,1832.400,5.452,0.128,5.378,6.254,6.564,6.773,7.193,10.634,31.884,0.183
205,1874.200,5.335,0.133,5.995,6.247,6.368,6.500,6.620,9.204,12.317,0.187
210,1902.000,5.259,0.122,5.946,6.202,6.306,6.459,6.539,8.211,10.675,0.190
215,1816.000,5.504,0.132,6.189,6.382,6.526,6.657,6.770,8.555,12.020,0.182
220,1843.800,5.423,0.132,6.091,6.411,6.538,6.631,6.755,8.396,11.547,0.184
225,1651.800,6.052,0.119,5.929,6.137,6.316,9.739,11.618,18.055,34.744,0.165
230,1843.800,5.422,0.133,6.041,6.279,6.534,6.748,7.058,9.442,15.779,0.184
235,1869.800,5.347,0.120,5.322,6.225,6.421,6.592,6.776,9.715,26.853,0.187
240,1876.400,5.330,0.124,5.975,6.226,6.331,6.466,6.566,8.075,13.542,0.188
245,1856.800,5.386,0.135,6.071,6.311,6.453,6.563,6.640,8.492,12.662,0.186
250,1797.000,5.566,0.135,6.168,6.453,6.591,6.754,6.891,9.889,35.074,0.180
255,1672.800,5.976,0.112,5.912,6.172,6.374,9.278,10.817,17.525,38.061,0.167
260,1881.600,5.312,0.125,5.901,6.172,6.315,6.415,6.534,9.445,13.125,0.188
265,1827.200,5.473,0.137,5.898,6.393,6.575,6.693,6.845,9.504,31.059,0.183
270,1863.400,5.362,0.132,6.009,6.254,6.366,6.526,6.658,8.941,17.843,0.186
