Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1801,1801.000,127,6206,6593,5556,6717,6861,6942,11371,14979
1,1873,1873.000,128,5214,6366,5331,6600,6785,6917,8973,9991
2,3090,3090.000,105,3289,3462,3231,3542,5259,5485,10542,11609
3,3209,3209.000,105,3380,3509,3112,3591,3734,3812,7273,10046
4,3345,3345.000,93,3321,3475,2980,3551,3684,3756,3926,5552
5,3327,3327.000,101,3323,3513,3003,3592,3726,3774,5235,9081
6,3319,3319.000,106,3370,3482,3008,3565,3704,3781,4027,5555
7,3343,3343.000,86,3349,3487,2987,3569,3683,3756,4095,7488
8,3380,3380.000,85,3315,3479,2951,3541,3609,3668,5017,6757
9,3351,3351.000,96,3338,3486,2981,3569,3698,3766,4106,7390
10,3262,3262.000,103,3393,3561,3062,3628,3715,3785,5375,7225
11,3323,3323.000,96,3338,3518,3004,3595,3709,3795,4046,7507
12,3053,3053.000,92,3413,3569,3267,3646,3831,3978,5303,38052
13,3002,3002.000,103,3385,3562,3326,3632,3813,4021,7103,44438
14,3092,3092.000,103,3427,3589,3235,3670,3837,4225,5257,44103
15,2432,2432.000,111,3458,3626,4105,5299,6768,6933,13386,36062
16,2152,2152.000,101,3892,4192,4637,6641,6896,7118,11186,43275
17,2787,2787.000,92,3412,3523,3585,3783,6614,6849,7173,11298
18,3354,3354.000,94,3354,3535,2980,3600,3706,3764,5271,7488
19,3377,3377.000,91,3306,3482,2952,3564,3702,3817,4365,5678
20,3400,3400.000,98,3329,3514,2940,3570,3619,3677,3889,7545
21,3329,3329.000,96,3338,3491,2999,3575,3726,3811,4157,5418
22,3251,3251.000,92,3378,3514,3070,3599,3746,3836,6798,11258
23,3303,3303.000,99,3382,3527,3020,3635,3752,3866,4073,5966
24,3303,3303.000,99,3382,3568,3029,3638,3762,3841,4081,7461
25,3263,3263.000,89,3399,3553,3058,3619,3747,3879,4447,9193
26,3347,3347.000,94,3334,3525,2984,3586,3673,3744,5378,7750
27,3344,3344.000,92,3362,3530,2982,3607,3744,3803,3972,5618
28,3402,3402.000,91,3311,3496,2931,3551,3599,3630,3949,7510
29,3342,3342.000,91,3370,3528,2992,3580,3627,3655,3790,5412
30,3363,3363.000,101,3314,3508,2970,3569,3656,3753,4866,7544
31,3342,3342.000,91,3346,3535,2981,3606,3712,3797,4112,7679
32,2263,2263.000,98,3565,4316,4419,6528,6981,7095,11280,11439
33,3260,3260.000,90,3424,3574,3060,3642,3792,3859,5290,7726
34,3206,3206.000,88,3393,3557,3119,3639,3799,3925,7006,11158
35,2970,2970.000,93,3437,3593,3359,3682,3954,5291,9846,37226
36,1881,1881.000,99,5951,6203,5314,6357,6496,6592,7966,9634
37,1770,1770.000,102,6223,6400,5643,6566,6724,8360,14916,18045
38,1825,1825.000,90,6200,6350,5479,6478,6663,7139,11138,13035
39,1837,1837.000,108,6117,6269,5419,6383,6538,6653,10614,11007
40,1847,1847.000,121,6102,6263,5433,6377,6472,6722,11717,12184
41,1868,1868.000,113,6102,6254,5343,6325,6472,6577,8067,9352
42,1882,1882.000,98,6055,6216,5305,6277,6340,6403,9877,11043
43,1899,1899.000,106,6052,6211,5260,6280,6337,6381,9302,9390
44,1899,1899.000,103,6081,6254,5258,6314,6371,6423,8004,9432
45,1763,1763.000,106,6178,6321,5680,6570,6817,8302,15013,16200
46,1810,1810.000,100,6256,6410,5504,6590,6722,6936,8742,9632
47,1823,1823.000,89,6243,6390,5484,6520,6647,6726,8156,9795
48,1827,1827.000,116,6288,6435,5474,6545,6686,6759,8502,9793
49,1814,1814.000,112,6246,6368,5515,6491,6645,6757,9599,10540
50,1667,1667.000,122,6264,6493,5974,6614,6816,9462,23360,25797
51,1870,1870.000,125,6085,6243,5354,6343,6545,6626,8040,9602
52,1877,1877.000,103,6032,6185,5309,6313,6444,6546,8660,10366
53,1933,1933.000,117,5921,6123,5177,6183,6258,6371,7893,9214
54,1934,1934.000,117,5936,6126,5166,6218,6367,6471,9177,14057
55,1893,1893.000,123,5920,6078,5304,6177,6412,7182,9909,10252
56,1858,1858.000,115,5898,6043,5352,6125,6305,7436,14043,14722
57,1929,1929.000,111,5888,6030,5179,6196,6265,6310,7577,9388
58,1626,1626.000,102,6057,6221,6179,6332,10571,12558,17792,18438
59,1299,1299.000,116,6012,9031,7663,10507,11649,12821,17431,17522
60,1942,1942.000,100,5909,6102,5160,6196,6280,6384,7796,9098
61,1920,1920.000,116,5979,6171,5198,6257,6446,6515,8045,9338
62,1862,1862.000,82,5902,6131,5348,6311,7337,8933,11589,12121
63,1842,1842.000,103,6106,6262,5426,6414,6606,7769,9463,9646
64,1874,1874.000,105,6171,6345,5358,6465,6607,6662,8060,9684
65,1790,1790.000,113,6354,6576,5574,6670,6801,6908,10092,10480
66,1790,1790.000,102,6378,6530,5589,6617,6692,6785,9661,9844
67,1914,1914.000,112,5156,5341,5205,5605,6484,6681,21075,28825
68,1850,1850.000,97,6159,6318,5411,6432,6543,6669,9365,10338
69,1837,1837.000,103,6165,6323,5430,6416,6504,6611,9281,9610
70,1868,1868.000,113,6111,6256,5360,6343,6443,6531,8008,9339
71,1894,1894.000,122,6066,6277,5272,6401,6541,6663,8284,9421
72,1863,1863.000,106,6080,6237,5364,6341,6494,6598,9179,10482
73,1893,1893.000,125,6029,6191,5273,6274,6419,6473,7944,9335
74,1869,1869.000,110,6105,6255,5365,6333,6506,6569,8942,9451
75,1876,1876.000,102,6061,6222,5302,6321,6437,6534,9081,10220
76,1793,1793.000,110,6055,6214,5589,6285,6449,7895,13583,17907
77,1781,1781.000,123,6190,6468,5598,6623,6824,7018,9861,11389
78,1828,1828.000,106,6252,6412,5488,6496,6602,6812,9282,10407
79,1849,1849.000,108,6188,6363,5402,6484,6620,6681,8237,9751
80,1819,1819.000,109,6227,6408,5484,6529,6654,6745,8168,9694
81,1639,1639.000,114,6344,6475,6102,6630,6823,9405,22301,24788
82,1803,1803.000,100,6286,6467,5546,6583,6747,6878,10203,11001
83,1885,1885.000,115,6057,6202,5302,6391,6498,6646,8214,9500
84,1883,1883.000,111,6052,6198,5308,6273,6426,6475,8056,9423
85,1917,1917.000,100,5972,6144,5215,6224,6355,6444,8819,10117
86,1931,1931.000,110,5901,6065,5179,6174,6289,6360,9410,12370
87,1889,1889.000,110,5828,6025,5277,6114,6308,7504,14152,28356
88,1104,1104.000,107,9213,10647,9130,11890,12412,13574,17931,18272
89,1834,1834.000,108,6005,6168,5410,6263,6437,7898,11687,13656
90,1931,1931.000,95,5922,6069,5173,6187,6283,6385,7792,9296
91,1856,1856.000,111,5947,6090,5399,6221,6389,8064,10793,11976
92,1891,1891.000,107,5957,6097,5279,6208,6373,7546,8792,10300
93,1902,1902.000,116,5965,6142,5252,6251,6405,6592,9080,10573
94,1884,1884.000,103,6054,6194,5314,6308,6436,6519,7914,9417
95,1855,1855.000,109,6109,6251,5382,6340,6512,6609,9365,12033
96,1872,1872.000,110,6093,6258,5344,6356,6506,6612,9117,13813
97,1775,1775.000,96,6369,6558,5627,6637,6739,6833,8418,9988
98,1783,1783.000,110,6408,6568,5621,6680,6815,6892,9665,11540
99,1948,1948.000,102,5123,5285,5119,5525,6487,6664,19890,21474
100,1862,1862.000,108,6068,6248,5373,6413,6601,6692,9214,9732
101,1805,1805.000,113,6239,6380,5534,6538,6674,6755,9229,9636
102,1878,1878.000,116,6073,6245,5325,6366,6503,6639,9156,12343
103,1912,1912.000,88,6023,6189,5223,6297,6413,6505,7955,9303
104,1912,1912.000,110,6072,6256,5237,6362,6488,6550,8018,9323
105,1815,1815.000,111,6116,6175,5497,6297,6433,6520,9384,10256
106,1972,1972.000,100,5939,6171,5068,6252,6374,6464,9119,9682
107,1796,1796.000,111,6091,6245,5561,6322,6532,7873,15543,18416
108,1900,1900.000,114,6058,6211,5273,6276,6387,6457,8943,10226
109,1827,1827.000,105,6140,6315,5460,6501,6672,6776,9205,14916
110,1814,1814.000,118,6301,6428,5511,6560,6688,6799,8503,9655
111,1830,1830.000,98,6248,6400,5479,6519,6667,6810,9202,10953
112,1641,1641.000,115,6263,6428,6089,6603,6760,8129,32621,43449
113,1822,1822.000,115,6309,6491,5487,6607,6770,6919,8498,9937
114,1765,1765.000,117,6400,6518,5661,6594,6736,6811,8273,10021
115,1857,1857.000,93,6107,6222,5381,6476,6614,6686,9136,10442
116,1918,1918.000,111,5976,6147,5211,6225,6408,6499,8756,9322
117,1382,1382.000,114,6090,6334,7247,10360,11858,13515,18265,21031
118,1533,1533.000,105,5953,6061,6516,8981,10453,11814,18588,19872
119,2008,2008.000,115,5800,5986,4980,6055,6233,6276,7629,9343
120,1922,1922.000,89,5931,6142,5191,6239,6300,6403,7830,8903
121,1771,1771.000,122,6159,6268,5654,6431,6804,9358,10924,12037
122,1930,1930.000,106,5931,6093,5171,6247,6427,6514,8657,10207
123,1993,1993.000,105,5869,6058,5030,6124,6188,6297,7697,9119
124,1908,1908.000,102,5992,6136,5235,6229,6389,6447,7937,9408
125,1903,1903.000,116,6015,6145,5250,6244,6396,6460,9035,10183
126,1903,1903.000,91,6011,6126,5246,6270,6389,6464,9185,9599
127,1859,1859.000,99,6136,6262,5377,6355,6518,6638,8109,9443
128,1838,1838.000,110,6186,6309,5438,6402,6560,6636,9444,10324
129,1818,1818.000,97,6318,6543,5506,6660,6819,6897,8456,9725
130,1807,1807.000,104,6362,6541,5531,6640,6798,6859,8433,9960
131,2006,2006.000,122,5118,5288,4977,5515,6598,6827,19918,28511
132,1915,1915.000,130,6044,6219,5223,6324,6449,6538,7915,9364
