Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,643.400,4.926,0.150,5.215,6.044,6.242,6.389,7.388,10.563,17.121,0.203
5,618.800,5.014,0.135,5.351,6.201,6.445,6.704,6.863,8.979,10.715,0.199
10,651.200,4.900,0.123,4.857,6.080,6.343,6.545,6.694,10.489,33.784,0.204
15,530.200,6.044,0.130,5.253,6.250,6.933,10.473,13.322,17.146,38.044,0.165
20,637.000,4.858,0.126,5.145,6.045,6.225,6.410,7.318,9.458,13.333,0.206
25,655.400,4.852,0.127,5.253,6.077,6.277,6.421,6.537,8.383,10.820,0.206
30,639.000,4.940,0.142,4.942,6.124,6.472,6.645,6.752,9.368,32.030,0.202
35,534.800,5.927,0.136,5.560,6.354,6.627,10.110,12.166,17.112,36.219,0.169
40,608.200,5.213,0.123,5.528,6.319,6.569,6.778,7.801,11.083,27.832,0.192
45,646.600,4.844,0.119,5.178,6.029,6.212,6.366,6.514,9.544,25.209,0.206
50,624.200,4.911,0.126,5.214,6.080,6.296,6.539,6.730,10.081,25.813,0.204
55,563.000,5.460,0.129,4.833,6.194,6.576,9.273,10.964,14.945,33.780,0.183
60,613.600,5.065,0.130,5.461,6.268,6.501,6.731,7.779,9.622,13.522,0.197
65,635.400,5.001,0.121,5.346,6.305,6.565,6.688,6.820,9.401,11.205,0.200
70,655.000,4.903,0.123,5.185,6.063,6.230,6.419,6.613,9.334,34.119,0.204
75,559.600,5.604,0.121,5.366,6.104,6.259,9.300,11.352,17.731,46.543,0.178
80,614.200,5.016,0.132,5.407,6.217,6.376,6.558,7.470,9.813,12.439,0.199
85,628.400,5.068,0.124,5.515,6.263,6.462,6.626,6.749,8.784,11.301,0.197
90,622.000,5.167,0.124,5.628,6.269,6.583,6.769,6.990,8.803,11.102,0.194
95,621.600,5.178,0.129,5.125,6.005,6.168,6.387,9.537,16.009,49.530,0.193
100,595.800,5.323,0.130,5.138,6.200,6.594,8.032,9.996,12.067,21.605,0.188
105,622.200,5.004,0.129,5.391,6.207,6.374,6.512,6.660,9.291,22.135,0.200
110,615.200,5.124,0.124,5.452,6.257,6.498,6.681,6.852,9.981,32.317,0.195
115,635.600,4.929,0.128,5.199,6.091,6.374,6.613,6.810,9.120,21.655,0.203
120,585.800,5.275,0.122,5.016,6.073,6.245,9.234,10.858,13.918,20.052,0.190
125,617.600,4.938,0.127,4.905,6.146,6.483,6.719,6.883,9.508,21.491,0.203
130,628.600,4.983,0.130,5.449,6.203,6.345,6.516,6.619,9.309,11.021,0.201
135,630.800,4.969,0.125,5.312,6.194,6.354,6.492,6.614,9.411,24.139,0.201
140,560.600,5.594,0.127,5.299,6.090,6.400,9.112,11.293,17.884,34.841,0.179
145,650.400,4.876,0.127,5.283,6.123,6.272,6.420,6.563,9.156,12.561,0.205
150,633.400,5.078,0.142,5.150,6.215,6.530,6.709,6.894,9.639,30.118,0.197
155,640.200,4.980,0.131,5.296,6.236,6.385,6.560,6.723,9.208,11.290,0.201
160,528.000,5.824,0.126,5.547,6.311,6.627,9.790,11.613,19.772,29.429,0.172
165,672.600,4.903,0.133,5.195,6.083,6.253,6.428,6.604,9.175,22.940,0.204
170,648.400,4.908,0.127,5.169,6.089,6.310,6.495,6.706,10.304,28.072,0.204
175,634.000,4.851,0.140,4.531,6.063,6.514,6.678,6.792,8.823,34.511,0.206
