Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,737.800,2.065,0.093,0.199,0.294,3.528,6.210,6.654,8.071,13.972,0.484
5,928.600,1.650,0.085,0.188,0.248,3.501,3.596,3.690,3.868,8.801,0.606
10,876.200,1.732,0.092,0.193,0.248,3.569,3.666,3.780,4.318,44.409,0.577
15,803.600,1.901,0.091,0.182,0.235,3.560,4.077,6.066,7.068,43.030,0.526
20,939.200,1.657,0.092,0.189,0.244,3.529,3.639,3.734,3.952,11.231,0.604
25,940.800,1.614,0.089,0.193,0.244,3.525,3.608,3.673,3.987,9.193,0.620
30,863.400,1.716,0.088,0.185,0.229,3.558,3.727,4.138,6.985,11.429,0.583
35,555.600,2.505,0.090,0.187,0.227,6.174,6.426,6.571,9.326,31.324,0.399
40,523.400,2.837,0.098,0.193,0.238,6.249,6.338,6.396,8.027,11.043,0.353
45,500.600,2.957,0.089,0.203,0.251,6.399,6.593,6.717,9.544,15.564,0.338
50,513.800,2.763,0.103,0.206,0.248,6.187,6.392,6.569,8.481,25.797,0.362
55,470.800,3.153,0.102,0.185,0.230,6.108,6.334,9.240,14.121,18.424,0.317
60,545.600,2.829,0.082,0.213,0.254,6.202,6.406,6.560,8.014,11.726,0.354
65,503.400,2.860,0.097,0.216,0.257,6.346,6.592,6.701,8.440,23.090,0.350
70,525.000,2.888,0.106,0.212,0.256,6.261,6.407,6.525,7.907,10.442,0.346
75,513.400,3.019,0.102,0.209,0.258,6.326,6.535,6.673,8.382,17.533,0.331
80,496.800,2.978,0.100,0.205,0.251,6.375,6.568,6.702,8.136,24.788,0.336
85,484.600,2.955,0.100,0.192,0.233,6.122,6.370,9.397,12.366,21.948,0.338
90,515.200,2.810,0.095,0.194,0.239,6.126,6.287,6.400,7.861,10.715,0.356
95,507.400,2.881,0.096,0.188,0.237,6.295,6.600,6.698,8.392,21.474,0.347
100,522.200,2.816,0.088,0.189,0.227,6.269,6.454,6.582,7.927,12.343,0.355
