Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2277.000,4.389,0.108,0.468,6.055,6.292,6.606,6.774,8.683,12.738,0.228
5,2312.000,4.320,0.098,0.492,5.927,6.204,6.334,6.456,8.710,59.286,0.231
10,2129.000,4.723,0.089,0.492,6.043,6.305,6.545,6.721,10.841,58.509,0.212
15,2641.400,3.758,0.096,0.415,3.554,5.584,6.786,7.044,10.807,69.119,0.266
20,4052.800,2.463,0.099,0.412,3.341,3.550,3.647,3.767,4.560,7.732,0.406
25,3870.200,2.583,0.090,0.403,3.407,3.570,3.795,4.515,6.873,9.948,0.387
30,4032.800,2.475,0.095,0.408,3.335,3.554,3.636,3.751,5.401,10.346,0.404
35,4092.000,2.441,0.090,0.400,3.325,3.560,3.645,3.756,3.989,7.752,0.410
40,3783.000,2.641,0.092,0.397,3.426,3.591,3.867,5.266,7.072,11.340,0.379
45,3188.400,3.135,0.087,0.423,3.492,3.751,6.202,6.279,8.518,35.036,0.319
50,2252.000,4.438,0.089,0.440,6.083,6.302,6.499,6.667,9.581,28.173,0.225
55,2035.400,4.910,0.099,0.440,6.115,6.386,8.972,11.171,13.776,22.593,0.204
60,2349.000,4.256,0.085,0.432,5.924,6.160,6.305,6.388,8.642,16.453,0.235
65,2361.000,4.234,0.095,0.439,5.939,6.202,6.376,6.498,8.021,13.343,0.236
70,2258.800,4.425,0.087,0.477,5.958,6.492,6.659,6.833,9.700,23.714,0.226
75,1912.200,5.228,0.096,0.474,6.278,6.527,9.873,11.833,19.241,39.115,0.191
80,2234.000,4.472,0.093,0.460,6.151,6.495,6.697,6.868,9.304,12.806,0.224
85,2316.000,4.319,0.096,0.495,5.951,6.216,6.356,6.496,8.071,11.691,0.232
90,2291.400,4.362,0.096,0.510,6.023,6.260,6.429,6.561,8.651,10.559,0.229
95,1976.400,5.059,0.094,0.470,6.201,6.586,8.474,10.747,16.805,45.525,0.198
100,2231.400,4.478,0.095,0.446,6.182,6.446,6.605,6.757,9.558,16.224,0.223
105,2220.800,4.505,0.102,0.456,6.184,6.527,6.715,6.852,8.839,10.597,0.222
110,2301.600,4.342,0.090,0.478,5.950,6.218,6.361,6.502,9.394,26.489,0.230
115,2064.400,4.842,0.094,0.452,6.093,6.349,7.810,9.247,16.775,59.764,0.207
120,2253.600,4.435,0.092,0.443,6.124,6.334,6.492,6.648,9.378,12.432,0.225
125,2267.600,4.409,0.101,0.446,6.132,6.345,6.517,6.665,8.990,10.857,0.227
130,2218.200,4.506,0.104,0.458,6.259,6.530,6.684,6.791,8.544,14.113,0.222
135,2203.600,4.542,0.090,0.442,5.941,6.187,6.408,8.521,15.486,31.299,0.220
140,2125.600,4.699,0.105,0.456,6.067,6.528,6.878,9.319,12.853,21.828,0.213
145,2263.000,4.419,0.089,0.458,6.068,6.389,6.541,6.680,9.407,13.308,0.226
150,2242.600,4.457,0.093,0.481,6.198,6.471,6.644,6.737,8.442,10.881,0.224
155,2232.000,4.480,0.092,0.445,6.278,6.562,6.709,6.840,8.641,10.631,0.223
160,2034.200,4.916,0.100,0.473,6.101,6.334,9.051,10.837,14.944,36.509,0.203
165,2281.600,4.381,0.094,0.485,6.080,6.354,6.586,6.709,8.785,11.749,0.228
170,2242.000,4.457,0.091,0.511,5.868,6.350,6.604,6.736,10.354,35.371,0.224
175,2207.800,4.529,0.093,0.496,6.152,6.415,6.599,6.736,9.580,25.791,0.221
180,2046.400,4.887,0.095,0.473,6.093,6.477,8.219,10.669,16.411,23.856,0.205
185,2309.200,4.330,0.092,0.456,5.972,6.226,6.391,6.594,9.347,19.231,0.231
190,2308.400,4.331,0.089,0.460,6.017,6.247,6.421,6.561,8.121,10.357,0.231
195,2270.800,4.403,0.094,0.405,6.013,6.467,6.632,6.764,9.674,21.077,0.227
200,1983.000,5.041,0.084,0.402,6.159,6.374,9.476,11.212,19.198,27.810,0.198
205,2220.200,4.506,0.091,0.432,6.160,6.491,6.684,7.077,11.150,19.833,0.222
210,2368.000,4.219,0.089,0.475,5.884,6.184,6.340,6.456,8.111,11.628,0.237
215,2322.800,4.305,0.102,0.487,5.975,6.229,6.383,6.515,8.162,11.902,0.232
220,2176.800,4.601,0.100,0.375,6.018,6.461,6.688,6.869,16.229,37.242,0.217
225,2049.400,4.870,0.098,0.443,6.235,6.533,8.376,10.445,13.017,23.870,0.205
230,2206.200,4.538,0.095,0.450,6.256,6.579,6.742,6.886,9.665,17.557,0.220
235,2349.800,4.249,0.091,0.449,5.916,6.188,6.339,6.476,8.711,18.341,0.235
240,2284.800,4.378,0.097,0.444,6.038,6.269,6.448,6.598,9.162,25.224,0.228
245,1992.400,5.016,0.095,0.454,6.269,6.584,9.065,10.989,15.316,35.854,0.199
250,2235.200,4.475,0.099,0.503,6.180,6.433,6.637,6.769,8.606,10.909,0.223
255,2208.200,4.527,0.086,0.493,6.289,6.567,6.720,6.818,8.534,11.571,0.221
260,2292.200,4.361,0.102,0.465,6.037,6.268,6.502,6.608,8.417,13.275,0.229
265,1987.800,5.031,0.097,0.504,6.073,6.361,9.284,11.008,17.972,27.637,0.199
270,2237.200,4.469,0.097,0.472,6.017,6.486,6.696,6.868,11.274,30.826,0.224
275,2269.800,4.403,0.097,0.445,6.130,6.373,6.535,6.649,8.237,11.030,0.227
280,2228.400,4.487,0.095,0.446,6.248,6.501,6.674,6.799,8.807,18.358,0.223
285,2245.800,4.458,0.093,0.452,6.141,6.481,6.696,6.880,9.848,16.936,0.224
290,2046.400,4.878,0.098,0.450,6.070,6.311,8.814,10.536,14.200,36.720,0.205
295,2249.400,4.446,0.090,0.455,5.963,6.394,6.581,6.701,11.046,21.620,0.225
300,2271.200,4.402,0.095,0.438,6.076,6.326,6.458,6.596,9.449,28.017,0.227
305,2229.800,4.483,0.100,0.448,6.252,6.510,6.701,6.898,8.577,11.023,0.223
310,2044.800,4.891,0.095,0.450,6.076,6.542,8.591,10.515,16.619,37.730,0.204
315,2331.800,4.288,0.089,0.464,5.966,6.251,6.388,6.521,8.157,11.208,0.233
320,2268.800,4.407,0.096,0.459,5.982,6.403,6.646,6.728,9.533,21.377,0.227
325,2251.400,4.440,0.100,0.454,6.065,6.375,6.524,6.639,9.942,36.791,0.225
330,1965.200,5.088,0.103,0.446,6.244,6.538,9.330,11.399,15.621,43.277,0.197
335,2296.400,4.352,0.097,0.490,6.009,6.232,6.522,6.764,9.367,17.333,0.230
