Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,505.800,6.467,0.401,6.393,6.494,6.592,6.750,6.986,9.509,13.279,0.155
5,549.400,6.106,0.285,6.067,6.159,6.257,6.444,6.544,8.172,10.646,0.164
10,521.600,6.143,0.283,6.031,6.132,6.262,6.429,6.550,9.260,12.577,0.163
15,520.600,6.409,0.350,6.130,6.283,6.532,6.702,6.869,11.376,20.064,0.156
20,702.000,4.633,0.311,3.471,3.650,5.355,6.660,6.941,10.645,43.381,0.216
25,920.600,3.571,0.251,3.463,3.518,3.575,3.686,3.926,6.812,12.710,0.280
30,920.200,3.528,0.256,3.469,3.531,3.598,3.736,3.811,5.368,11.104,0.283
35,917.400,3.549,0.245,3.500,3.563,3.634,3.780,3.870,5.394,7.572,0.282
40,863.000,3.777,0.354,3.504,3.576,3.652,4.293,5.830,7.054,13.527,0.265
45,916.600,3.537,0.268,3.499,3.562,3.628,3.765,3.872,5.268,8.346,0.283
50,898.800,3.545,0.270,3.518,3.588,3.645,3.799,3.886,5.196,7.542,0.282
55,866.000,3.786,0.289,3.507,3.576,3.646,4.197,6.618,9.127,11.171,0.264
60,938.400,3.535,0.266,3.496,3.571,3.637,3.740,3.841,5.268,7.603,0.283
65,940.600,3.471,0.247,3.461,3.516,3.575,3.698,3.766,5.226,7.574,0.288
70,592.000,5.478,0.299,3.493,3.677,6.358,8.113,11.177,22.347,37.052,0.183
75,492.400,6.692,0.346,6.356,6.454,6.650,7.783,9.449,12.222,15.086,0.149
80,509.600,6.435,0.314,6.244,6.482,6.643,6.824,7.259,9.975,16.490,0.155
85,538.600,6.045,0.322,6.012,6.082,6.169,6.320,6.479,8.653,9.969,0.165
90,548.600,6.137,0.339,6.088,6.187,6.285,6.419,6.499,8.618,13.528,0.163
95,527.000,6.197,0.239,6.133,6.250,6.387,6.564,6.849,9.047,10.576,0.161
100,458.600,7.146,0.343,6.044,6.518,6.776,9.873,12.000,21.887,28.721,0.140
105,528.600,6.357,0.265,6.212,6.336,6.492,6.647,7.797,10.400,11.270,0.157
110,495.800,6.532,0.315,6.419,6.535,6.658,6.815,6.984,11.263,22.998,0.153
115,549.000,6.132,0.242,6.055,6.162,6.252,6.430,6.625,9.159,13.665,0.163
120,529.600,6.136,0.287,6.054,6.170,6.285,6.425,6.543,8.035,11.152,0.163
125,542.400,6.145,0.353,6.069,6.150,6.280,6.415,6.608,9.034,12.040,0.163
130,465.200,7.057,0.304,6.210,6.308,6.535,9.820,11.955,18.287,42.612,0.142
135,527.400,6.300,0.305,6.177,6.263,6.377,6.592,7.675,9.727,13.619,0.159
140,503.200,6.528,0.299,6.375,6.486,6.619,6.772,6.881,9.765,26.404,0.153
145,517.000,6.238,0.340,6.074,6.201,6.396,6.583,6.744,9.132,13.534,0.160
150,536.600,6.099,0.308,6.011,6.084,6.226,6.362,6.529,8.839,11.043,0.164
155,538.800,6.120,0.351,6.054,6.147,6.264,6.396,6.469,8.985,10.377,0.163
160,451.800,7.186,0.277,6.185,6.331,6.546,10.782,12.260,19.478,38.109,0.139
165,497.600,6.369,0.308,6.241,6.330,6.463,6.622,7.792,10.911,13.976,0.157
170,515.800,6.398,0.349,6.312,6.412,6.531,6.678,6.896,9.769,19.647,0.156
175,514.000,6.436,0.300,6.199,6.436,6.600,6.813,7.280,9.540,22.444,0.155
180,557.200,6.084,0.355,6.035,6.100,6.187,6.338,6.445,9.061,10.079,0.164
185,548.800,6.150,0.297,6.069,6.199,6.309,6.455,6.581,9.007,14.517,0.163
190,473.600,7.041,0.304,5.914,6.211,6.521,10.649,12.612,19.880,34.502,0.142
195,523.400,6.288,0.333,6.174,6.272,6.397,6.562,7.500,10.251,18.361,0.159
200,524.400,6.388,0.270,6.230,6.358,6.494,6.638,6.848,10.292,22.568,0.157
205,518.600,6.498,0.317,6.352,6.455,6.599,6.736,6.954,9.509,33.565,0.154
210,536.200,6.137,0.310,6.048,6.143,6.258,6.406,6.476,9.140,10.756,0.163
215,541.000,6.106,0.240,6.013,6.156,6.242,6.394,6.486,7.969,10.545,0.164
220,455.200,7.235,0.366,6.291,6.525,6.760,10.268,11.957,17.002,29.594,0.138
225,504.200,6.232,0.343,6.131,6.296,6.454,6.621,6.842,9.845,20.195,0.160
230,530.400,6.367,0.353,6.197,6.272,6.420,6.561,6.861,12.151,24.820,0.157
235,519.000,6.515,0.346,6.380,6.481,6.620,6.754,7.006,9.874,21.516,0.153
240,534.600,6.215,0.318,6.092,6.191,6.454,6.591,6.850,8.835,10.264,0.161
245,521.800,6.337,0.313,5.971,6.044,6.154,6.333,7.889,14.844,27.978,0.158
250,488.800,6.607,0.302,6.091,6.237,6.407,9.052,10.527,12.269,18.100,0.151
255,518.200,6.364,0.353,6.207,6.427,6.576,6.667,6.802,12.297,33.651,0.157
260,516.000,6.368,0.364,6.237,6.322,6.446,6.598,7.537,11.141,27.501,0.157
265,515.400,6.456,0.290,6.314,6.424,6.595,6.736,7.045,9.673,18.451,0.155
270,521.000,6.392,0.332,6.239,6.471,6.590,6.766,7.000,9.229,10.786,0.156
275,494.600,6.665,0.320,6.042,6.127,6.237,9.233,10.857,14.698,25.218,0.150
280,518.200,6.353,0.304,6.080,6.191,6.312,6.516,8.966,12.059,18.877,0.157
285,520.600,6.393,0.278,6.229,6.442,6.613,6.746,7.089,12.696,20.309,0.156
290,518.800,6.457,0.298,6.246,6.348,6.480,6.649,7.566,12.182,31.065,0.155
295,520.600,6.392,0.280,6.257,6.368,6.517,6.661,6.831,9.771,17.102,0.156
300,515.400,6.520,0.326,6.432,6.528,6.632,6.781,6.918,9.692,11.473,0.153
305,494.600,6.820,0.316,6.108,6.196,6.367,9.412,11.144,13.813,19.979,0.147
310,519.600,6.238,0.300,6.110,6.207,6.314,6.478,7.623,10.406,17.662,0.160
315,517.800,6.294,0.285,6.193,6.328,6.529,6.677,6.836,9.013,10.539,0.159
320,523.400,6.267,0.358,6.155,6.319,6.427,6.552,6.690,10.248,20.451,0.160
325,516.200,6.412,0.336,6.224,6.302,6.427,6.581,6.822,10.415,36.023,0.156
330,516.000,6.538,0.335,6.384,6.476,6.619,6.719,8.041,11.438,21.497,0.153
335,471.000,6.949,0.366,6.169,6.421,6.588,9.279,10.535,15.835,25.518,0.144
340,532.200,6.147,0.284,6.063,6.169,6.270,6.416,6.725,9.603,13.573,0.163
345,516.200,6.209,0.324,6.118,6.229,6.348,6.532,6.641,9.123,10.355,0.161
350,522.000,6.342,0.265,6.167,6.373,6.525,6.705,7.065,12.958,29.451,0.158
355,510.600,6.314,0.325,6.183,6.254,6.360,6.499,6.614,10.318,29.259,0.158
360,516.800,6.401,0.294,6.273,6.379,6.481,6.643,6.774,9.693,27.367,0.156
365,468.000,6.930,0.259,6.100,6.467,6.683,9.396,10.862,17.059,23.053,0.144
370,545.400,6.213,0.349,6.053,6.162,6.284,6.447,7.493,9.414,11.481,0.161
375,525.400,6.114,0.308,6.072,6.159,6.259,6.386,6.473,9.031,10.201,0.164
380,508.000,6.335,0.255,6.138,6.342,6.570,6.740,6.889,12.968,28.984,0.158
385,502.600,6.335,0.314,6.187,6.284,6.411,6.525,6.696,10.679,26.071,0.158
390,520.000,6.395,0.347,6.254,6.390,6.509,6.632,6.830,9.854,19.187,0.156
395,466.600,7.021,0.243,6.177,6.338,6.569,9.981,11.737,16.129,30.759,0.142
400,532.200,6.152,0.348,6.047,6.137,6.247,6.390,7.256,10.144,10.962,0.163
405,523.800,6.171,0.283,6.061,6.193,6.314,6.471,6.578,9.111,10.263,0.162
410,515.600,6.337,0.342,6.169,6.321,6.533,6.730,6.933,9.220,15.264,0.158
415,531.800,6.287,0.312,6.042,6.286,6.413,6.619,7.527,13.510,33.161,0.159
420,522.000,6.378,0.314,6.243,6.345,6.520,6.672,6.952,9.521,29.830,0.157
425,461.000,7.251,0.336,6.469,6.585,6.805,10.935,11.872,14.040,18.719,0.138
430,534.200,6.240,0.331,6.100,6.190,6.345,6.590,7.528,9.112,10.931,0.160
435,539.200,6.150,0.258,6.072,6.193,6.289,6.429,6.517,9.062,10.267,0.163
440,520.200,6.240,0.361,6.100,6.194,6.310,6.464,6.635,10.295,16.786,0.160
445,501.200,6.441,0.271,6.203,6.419,6.628,6.808,7.074,11.814,30.788,0.155
450,517.000,6.465,0.321,6.154,6.242,6.366,6.542,7.958,13.574,34.972,0.155
455,460.800,7.004,0.320,6.352,6.464,6.676,9.727,11.156,12.797,18.069,0.143
460,510.400,6.334,0.325,6.197,6.391,6.579,6.762,6.970,9.169,10.887,0.158
465,545.600,6.069,0.354,5.998,6.084,6.216,6.333,6.450,7.789,10.221,0.165
470,525.600,6.185,0.384,6.068,6.167,6.269,6.426,6.599,9.483,18.215,0.162
475,498.600,6.473,0.303,6.235,6.352,6.552,6.713,7.538,12.243,37.134,0.154
480,473.400,6.785,0.327,6.180,6.249,6.381,9.271,10.826,15.471,35.018,0.147
485,502.000,6.593,0.334,6.285,6.430,6.591,6.875,9.155,11.910,16.873,0.152
490,505.600,6.491,0.299,6.378,6.532,6.651,6.795,7.213,9.685,16.451,0.154
495,536.000,6.071,0.296,6.031,6.110,6.212,6.371,6.482,7.998,10.798,0.165
500,532.200,6.151,0.331,6.036,6.173,6.275,6.437,6.504,8.910,10.238,0.163
505,526.600,6.210,0.321,6.126,6.222,6.351,6.504,6.628,9.381,14.416,0.161
510,453.800,7.105,0.319,6.218,6.353,6.612,9.828,11.976,17.874,50.198,0.141
515,516.600,6.410,0.319,6.210,6.338,6.494,6.704,7.827,9.907,17.640,0.156
520,517.200,6.470,0.330,6.374,6.496,6.628,6.788,6.914,9.441,11.842,0.155
525,525.000,6.183,0.268,6.093,6.200,6.388,6.652,6.821,8.376,10.091,0.162
530,513.200,6.063,0.311,6.008,6.103,6.227,6.352,6.493,8.003,14.468,0.165
535,557.600,6.179,0.349,6.085,6.169,6.272,6.425,6.528,9.347,19.549,0.162
540,464.600,7.044,0.326,6.176,6.298,6.501,9.733,11.222,18.389,43.112,0.142
545,529.400,6.238,0.305,6.151,6.227,6.322,6.484,7.643,10.474,17.800,0.160
550,510.200,6.383,0.292,6.330,6.422,6.553,6.697,6.871,9.238,10.718,0.157
555,503.000,6.412,0.294,6.210,6.455,6.590,6.747,6.863,9.388,11.473,0.156
560,537.600,6.081,0.332,6.022,6.093,6.197,6.328,6.410,8.843,12.967,0.164
565,537.200,6.110,0.308,6.013,6.140,6.245,6.399,6.583,8.897,28.139,0.164
570,463.400,7.058,0.300,6.144,6.269,6.505,9.726,11.746,17.291,45.121,0.142
575,518.600,6.306,0.330,6.184,6.271,6.371,6.555,7.777,10.401,12.147,0.159
580,520.800,6.350,0.285,6.254,6.386,6.560,6.724,7.010,9.099,10.318,0.157
585,521.800,6.504,0.326,6.415,6.525,6.629,6.784,7.049,9.536,13.891,0.154
590,522.000,6.199,0.382,6.090,6.193,6.361,6.612,6.917,9.108,11.662,0.161
595,552.200,6.098,0.318,6.013,6.096,6.203,6.297,6.381,8.987,24.751,0.164
