Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
31,5198,5198.000,88,233,2864,1920,3512,3596,3661,3795,5235
32,4992,4992.000,96,246,2988,2003,3540,3638,3748,3926,7740
33,4849,4849.000,94,230,2998,2061,3539,3622,3793,5947,13195
34,4924,4924.000,86,235,3000,2028,3535,3604,3764,5742,7885
35,5072,5072.000,92,258,2907,1971,3517,3617,3699,3868,5389
36,5005,5005.000,85,232,3004,1994,3520,3583,3692,3965,7808
37,5127,5127.000,89,235,2921,1948,3526,3604,3712,3912,4154
38,5105,5105.000,82,224,2986,1957,3499,3555,3594,3817,7604
39,4924,4924.000,107,226,3058,2030,3551,3697,3894,4049,5371
40,5064,5064.000,82,219,2985,1973,3496,3555,3649,5008,7717
41,4917,4917.000,93,220,3070,2034,3547,3642,4118,4531,7689
42,5051,5051.000,84,227,2975,1978,3507,3577,3763,4470,7113
43,4936,4936.000,85,227,3089,2024,3542,3606,3673,3882,7600
44,5191,5191.000,98,223,2927,1924,3501,3573,3659,3810,5607
45,5126,5126.000,88,223,2953,1949,3509,3588,3656,3797,7501
46,5040,5040.000,93,241,2999,1982,3499,3572,3630,3790,5304
47,5163,5163.000,83,219,2944,1936,3510,3583,3671,3945,7760
48,5088,5088.000,101,223,2989,1963,3524,3598,3732,3978,4396
49,5043,5043.000,85,221,3024,1981,3515,3588,3716,4035,7716
50,5138,5138.000,83,218,2951,1947,3527,3595,3687,3939,4229
51,5154,5154.000,87,219,2957,1938,3493,3544,3568,3701,7552
52,5150,5150.000,84,227,2962,1940,3526,3594,3668,3801,5477
53,5012,5012.000,89,226,3031,1993,3508,3567,3646,3818,7791
54,5074,5074.000,88,225,3006,1972,3546,3604,3665,3846,7744
55,5166,5166.000,82,223,2957,1932,3506,3571,3617,3788,4010
56,4959,4959.000,83,229,3042,2016,3544,3616,3708,3856,13783
57,5127,5127.000,90,223,2984,1949,3517,3586,3659,3821,4016
58,5037,5037.000,88,228,3012,1985,3544,3613,3725,3829,7770
59,4970,4970.000,83,227,3010,2010,3550,3721,3981,4456,5416
60,4989,4989.000,81,229,3045,2005,3536,3613,3745,3882,7621
61,5100,5100.000,78,222,2996,1959,3524,3594,3664,3832,4193
62,4998,4998.000,88,224,3060,1999,3532,3601,3719,3825,7800
63,5018,5018.000,93,230,3050,1992,3542,3605,3676,3852,3998
64,4686,4686.000,87,231,3052,2133,3515,3597,3781,6886,19070
65,5068,5068.000,83,225,3030,1972,3518,3574,3606,3782,5371
66,5039,5039.000,86,258,2951,1982,3490,3559,3670,3984,7924
67,4983,4983.000,90,239,3056,2008,3539,3595,3637,3793,3915
68,5097,5097.000,80,259,2904,1958,3490,3556,3615,3857,7545
69,5076,5076.000,88,224,3010,1969,3538,3589,3615,3741,7680
70,5165,5165.000,85,225,2956,1937,3502,3574,3631,3786,3921
71,4988,4988.000,88,218,3075,2003,3543,3595,3621,3776,7578
72,5170,5170.000,87,221,2945,1932,3517,3589,3668,3799,4064
73,5033,5033.000,88,221,3038,1987,3526,3592,3633,3824,7556
74,5095,5095.000,82,219,3029,1962,3518,3589,3633,3826,4031
75,4956,4956.000,88,224,3080,2017,3530,3600,3740,3880,7670
76,4990,4990.000,93,224,3055,2002,3525,3616,3726,3870,8129
77,4808,4808.000,92,272,2934,2077,3547,3768,3996,5284,10660
78,4913,4913.000,92,235,3104,2035,3552,3620,3688,3843,4231
79,4893,4893.000,86,234,3075,2043,3530,3627,3776,4002,7971
80,5067,5067.000,90,231,2994,1973,3554,3634,3810,4023,4576
81,5037,5037.000,80,227,3014,1986,3519,3584,3673,3910,7729
82,5003,5003.000,83,220,3076,1994,3556,3603,3630,3821,7537
83,5052,5052.000,95,224,3038,1981,3517,3603,3763,3997,4083
84,5013,5013.000,87,220,3051,1994,3547,3608,3672,3834,7523
85,5071,5071.000,81,220,2998,1969,3518,3592,3727,3857,5465
86,5182,5182.000,85,234,2905,1927,3507,3567,3594,3790,7531
87,4991,4991.000,87,242,3029,2006,3522,3595,3675,3793,5567
88,5127,5127.000,106,229,2948,1948,3525,3600,3645,3823,7634
89,5117,5117.000,83,224,2992,1955,3536,3609,3709,3827,4750
90,4968,4968.000,93,225,3002,2011,3517,3608,3851,4538,8992
91,5048,5048.000,82,223,3035,1978,3519,3591,3654,3839,4136
92,5060,5060.000,84,223,3019,1975,3513,3575,3705,3980,7592
93,5106,5106.000,90,221,3004,1959,3536,3598,3668,3856,5179
94,5177,5177.000,83,228,2924,1931,3495,3549,3586,3734,7452
95,4772,4772.000,82,227,3071,2094,3562,3687,4002,6014,7984
96,5026,5026.000,81,229,3008,1988,3507,3606,3760,3984,4397
97,5055,5055.000,86,220,3007,1977,3555,3622,3737,3900,7724
98,5129,5129.000,85,225,2967,1948,3511,3575,3633,3759,5537
99,5140,5140.000,83,231,2938,1946,3523,3587,3614,3702,7750
100,5063,5063.000,80,234,2987,1975,3516,3591,3678,3804,6428
101,4997,4997.000,86,244,2997,1998,3535,3612,3738,3833,7580
102,5038,5038.000,88,224,3059,1986,3529,3588,3614,3756,5321
103,5094,5094.000,89,220,3015,1961,3528,3594,3649,3833,7545
104,5027,5027.000,89,225,3040,1989,3538,3608,3678,3817,3927
105,5091,5091.000,83,221,3001,1962,3517,3590,3647,3793,7612
106,5026,5026.000,92,221,3072,1988,3528,3588,3633,3781,3959
107,4575,4575.000,100,230,3010,2187,3519,3625,3819,10196,33743
108,3302,3302.000,85,259,4581,3031,5391,6158,6260,6587,7908
109,2911,2911.000,83,264,5531,3430,6096,6201,6309,7646,10313
110,2717,2717.000,90,277,5791,3682,6235,6376,6548,7862,8112
111,2913,2913.000,87,266,5596,3437,6233,6421,6540,7921,8369
112,2901,2901.000,88,262,5598,3443,6244,6398,6533,7841,10764
113,2924,2924.000,82,263,5542,3417,6148,6293,6398,7755,10069
114,2900,2900.000,93,260,5592,3444,6181,6347,6453,7479,8144
115,2931,2931.000,84,253,5527,3406,6176,6328,6422,7715,8019
116,2924,2924.000,80,276,5488,3428,6118,6235,6306,7821,10128
117,2710,2710.000,81,304,5599,3683,6178,6414,7774,10937,12054
118,2915,2915.000,85,317,5511,3436,6206,6389,6512,7852,8108
119,2823,2823.000,112,319,5581,3535,6183,6334,6432,7800,10274
120,2747,2747.000,89,327,5586,3691,6188,6397,6689,9112,29836
121,2679,2679.000,89,328,5493,3685,6216,6390,6600,19584,35610
122,2773,2773.000,105,328,5690,3604,6283,6516,6613,8057,10133
123,2704,2704.000,101,325,5867,3699,6475,6624,6751,8568,10360
124,2865,2865.000,89,315,5609,3479,6282,6393,6488,8036,8310
125,2832,2832.000,86,326,5621,3533,6328,6415,6462,7955,9476
126,2261,2261.000,97,351,5828,4423,6449,6580,7885,40422,50938
127,2734,2734.000,95,335,5785,3653,6405,6582,6678,8256,11170
128,2858,2858.000,91,328,5527,3502,6137,6273,6404,7642,10886
129,2860,2860.000,94,336,5491,3488,6124,6237,6355,7541,10166
130,2926,2926.000,82,330,5429,3419,6070,6198,6311,7363,9368
131,2841,2841.000,95,343,5494,3515,6058,6180,6295,6711,7822
132,2937,2937.000,93,301,5391,3410,6055,6203,6336,7584,9534
133,3033,3033.000,98,269,5340,3296,5947,6070,6187,7350,10026
134,3011,3011.000,89,259,5365,3319,5979,6078,6127,7144,9052
135,2932,2932.000,84,268,5466,3408,6004,6131,6239,7641,11943
136,2928,2928.000,84,268,5421,3410,5938,6026,6079,7514,14704
137,3030,3030.000,97,250,5329,3307,5930,6079,6176,7574,11657
138,2967,2967.000,115,257,5459,3365,6015,6153,6277,7576,9083
139,3007,3007.000,85,262,5350,3324,5918,6080,6205,7500,10099
140,2901,2901.000,106,279,5539,3449,6063,6191,6309,7607,9369
141,2954,2954.000,103,264,5530,3382,6145,6260,6405,7640,8141
142,2837,2837.000,84,270,5618,3520,6162,6376,6582,7855,10119
143,2966,2966.000,101,261,5478,3368,6091,6162,6212,7361,9174
144,2991,2991.000,89,267,5377,3347,5994,6120,6218,7182,7755
145,2945,2945.000,88,268,5447,3401,5995,6111,6179,7548,10225
146,3011,3011.000,96,266,5357,3315,5980,6071,6108,7205,7651
147,2910,2910.000,90,334,5390,3433,6002,6138,6275,7544,9189
148,3034,3034.000,98,291,5245,3292,6019,6152,6286,7424,10169
149,2824,2824.000,82,306,5565,3540,6070,6232,6333,7484,7967
150,2936,2936.000,90,293,5471,3415,6064,6202,6319,7355,8008
151,2747,2747.000,84,298,5550,3693,6058,6224,6497,14655,33879
152,2749,2749.000,89,287,5585,3576,6178,6371,6470,9405,33517
153,2924,2924.000,83,265,5537,3425,6367,6584,6694,7834,8296
154,2791,2791.000,97,297,5792,3575,6491,6639,6786,7213,8673
155,2764,2764.000,118,325,5773,3616,6454,6617,6764,8271,10646
156,2731,2731.000,89,343,5769,3663,6405,6520,6615,8013,8239
157,2481,2481.000,100,334,5487,4029,6133,6371,6509,42151,72146
158,2897,2897.000,90,327,5439,3454,6059,6190,6312,7680,10070
159,2968,2968.000,80,315,5380,3368,6048,6201,6283,7636,10531
160,2861,2861.000,84,331,5505,3496,6102,6274,6375,7649,8345
161,2968,2968.000,99,314,5392,3360,6085,6205,6324,7155,7973
162,2877,2877.000,94,331,5437,3478,6057,6221,6409,7808,11746
163,3026,3026.000,100,323,5298,3305,6016,6130,6234,7371,9150
164,3021,3021.000,84,311,5311,3301,6053,6186,6223,7193,7896
165,2909,2909.000,104,328,5447,3448,6080,6224,6331,7752,10084
166,2909,2909.000,90,328,5426,3429,6058,6199,6320,7264,7868
167,2892,2892.000,96,330,5479,3449,6097,6241,6373,7767,9402
168,2971,2971.000,81,306,5356,3379,6067,6180,6286,7702,11586
169,2860,2860.000,91,257,5628,3488,6112,6276,6403,6830,7931
170,2882,2882.000,84,254,5600,3466,6151,6356,6603,7636,7992
171,2965,2965.000,87,250,5493,3376,6099,6271,6397,7617,10082
172,2914,2914.000,109,260,5546,3429,6045,6204,6299,7786,9550
173,2976,2976.000,83,254,5501,3360,6059,6219,6305,7361,8033
174,2822,2822.000,108,255,5758,3540,6369,6552,6648,7442,8596
175,2870,2870.000,103,252,5731,3489,6293,6489,6609,7980,10428
176,2846,2846.000,87,260,5701,3512,6230,6328,6396,7817,8670
177,2812,2812.000,98,264,5727,3548,6256,6354,6399,7923,10804
178,2877,2877.000,118,254,5642,3476,6242,6364,6487,8058,10348
179,2752,2752.000,108,261,5817,3636,6280,6441,6540,7917,8305
180,2900,2900.000,91,252,5662,3446,6289,6431,6552,7583,8189
181,2788,2788.000,81,263,5770,3584,6275,6419,6539,7855,10520
182,2715,2715.000,86,263,5666,3698,6241,6402,6536,21352,29376
183,2690,2690.000,82,258,5926,3701,6415,6586,6693,8172,21996
184,2783,2783.000,88,256,5868,3593,6409,6591,6694,7979,8503
185,2738,2738.000,93,265,5875,3651,6368,6547,6650,8183,10656
186,2800,2800.000,80,262,5699,3568,6167,6444,6621,7790,8653
187,2985,2985.000,93,253,5448,3348,6095,6184,6321,7629,9430
188,2725,2725.000,91,255,5320,3669,5948,6056,6167,29259,46150
189,3022,3022.000,88,255,5385,3309,5917,6003,6069,7360,7719
190,2928,2928.000,89,261,5445,3414,5937,6006,6040,7232,7708
191,3013,3013.000,104,334,5243,3317,5863,5973,6027,7366,9945
192,3047,3047.000,98,315,5188,3285,5884,5987,6038,7491,9128
193,3064,3064.000,89,319,5177,3261,5910,6050,6161,7173,8548
194,3053,3053.000,86,322,5160,3266,5863,6003,6121,7442,10097
195,2925,2925.000,92,326,5399,3424,6014,6172,6319,7631,7982
196,2866,2866.000,119,335,5495,3483,6098,6221,6340,7390,7772
197,2948,2948.000,99,317,5405,3406,6097,6252,6367,7689,10526
198,2948,2948.000,93,266,5468,3382,6066,6143,6196,7440,7913
199,2909,2909.000,94,267,5533,3431,6088,6171,6304,7233,7862
200,3013,3013.000,116,261,5360,3314,5950,6086,6188,6950,7799
201,3086,3086.000,87,250,5213,3243,5906,6014,6096,7622,9984
202,3061,3061.000,94,250,5315,3266,5926,6043,6103,7301,10392
203,3066,3066.000,78,263,5310,3262,5976,6070,6102,7303,7766
204,2986,2986.000,109,269,5378,3354,5921,6019,6062,7360,9943
205,2976,2976.000,89,262,5414,3351,6002,6112,6171,7545,7883
206,2957,2957.000,93,265,5473,3377,6064,6158,6200,7353,7884
207,2955,2955.000,108,262,5436,3387,5995,6099,6150,7608,9952
208,2952,2952.000,86,264,5425,3387,5956,6066,6148,7105,7804
209,3041,3041.000,83,255,5360,3286,6016,6180,6273,6429,7814
210,2899,2899.000,95,266,5554,3447,6095,6244,6357,7701,10319
211,2996,2996.000,80,257,5386,3340,6055,6204,6326,7540,9295
212,2923,2923.000,80,256,5548,3424,6156,6271,6347,7727,10629
213,2663,2663.000,82,264,5629,3751,6185,6386,6531,22670,29864
214,2849,2849.000,84,259,5266,3505,6321,6469,6549,7607,8379
215,3461,3461.000,82,260,4573,2891,5108,5288,5382,6006,6573
216,2929,2929.000,115,265,4701,3412,5421,6120,6276,19160,34765
217,2966,2966.000,80,258,5450,3377,6030,6190,6291,7671,9382
218,2598,2598.000,81,259,5525,3837,6177,6409,6556,38149,52931
219,2964,2964.000,92,254,5505,3378,6148,6330,6437,7467,8007
220,2934,2934.000,83,262,5515,3406,6058,6197,6306,7586,10225
221,2976,2976.000,93,260,5469,3355,6048,6168,6283,7602,8127
222,2944,2944.000,102,261,5553,3400,6118,6254,6357,6961,9312
223,2859,2859.000,86,261,5547,3492,6065,6171,6268,7632,10080
224,2912,2912.000,86,253,5510,3442,6064,6208,6340,10241,16893
225,2778,2778.000,112,265,5676,3593,6113,6222,6318,7610,7872
226,2904,2904.000,101,255,5574,3445,6094,6217,6503,7601,10531
227,2893,2893.000,104,253,5573,3459,6039,6175,6298,7050,7977
228,2872,2872.000,95,254,5585,3472,6078,6240,6326,7457,7988
229,2866,2866.000,94,257,5595,3494,6098,6240,6336,7819,10501
230,2906,2906.000,90,256,5553,3440,6052,6216,6303,7650,8016
231,2928,2928.000,93,252,5493,3408,6066,6249,6348,7726,16308
232,2872,2872.000,83,257,5605,3484,6102,6266,6373,7524,7996
233,2778,2778.000,92,257,5801,3599,6323,6506,6660,7553,12183
234,2724,2724.000,113,256,5915,3665,6396,6577,6725,8133,9961
235,2863,2863.000,102,256,5720,3494,6241,6320,6400,7108,8114
236,2820,2820.000,84,255,5689,3542,6196,6333,6438,7860,10429
237,2861,2861.000,80,254,5675,3494,6199,6398,6667,7610,8115
238,2894,2894.000,93,253,5663,3457,6269,6435,6587,7941,11131
239,2852,2852.000,87,254,5705,3506,6255,6410,6532,7886,10251
240,2850,2850.000,86,258,5707,3506,6219,6359,6476,7633,7963
241,2883,2883.000,85,254,5657,3469,6237,6374,6498,7748,9550
242,2866,2866.000,103,262,5656,3489,6236,6433,6507,7568,11093
243,2832,2832.000,80,259,5744,3527,6345,6485,6637,8084,11071
244,2596,2596.000,91,259,5785,3855,6354,6471,6609,16830,39965
245,2924,2924.000,91,249,5559,3413,6099,6354,6427,7470,8189
246,2971,2971.000,78,256,5472,3368,6042,6202,6299,7608,10261
247,2966,2966.000,90,264,5454,3367,6012,6104,6252,7084,7889
248,2971,2971.000,89,252,5453,3363,6063,6178,6304,7692,9328
249,2618,2618.000,116,255,5485,3823,6033,6173,6335,24086,48838
250,2999,2999.000,99,260,5341,3328,5884,6010,6149,7306,7632
251,2982,2982.000,80,255,5417,3353,5925,6054,6177,7364,7682
252,1927,1927.000,106,271,5952,5212,9424,10913,11550,13814,17226
253,2867,2867.000,107,273,5458,3469,6017,6165,6302,9735,11944
254,2944,2944.000,92,255,5509,3402,6055,6181,6323,7432,8045
255,2914,2914.000,113,253,5545,3431,6097,6174,6238,7676,10099
256,2979,2979.000,114,252,5457,3353,6062,6166,6321,7481,8009
257,2861,2861.000,111,259,5588,3494,6063,6211,6316,7467,7817
258,3048,3048.000,94,252,5314,3282,5970,6102,6215,7481,10335
259,2947,2947.000,82,259,5434,3390,5964,6059,6225,7482,10614
260,3047,3047.000,83,259,5360,3281,5964,6078,6188,7141,7729
261,2948,2948.000,104,261,5487,3386,6029,6114,6250,7345,7724
262,3014,3014.000,101,257,5368,3322,5941,6034,6089,7475,10152
263,2911,2911.000,95,255,5534,3439,6028,6178,6297,7669,9440
264,2942,2942.000,114,255,5533,3390,6093,6205,6366,7547,7829
265,2964,2964.000,83,260,5467,3377,6042,6176,6264,7583,10187
266,2991,2991.000,92,255,5414,3343,5971,6115,6245,6507,7683
267,2954,2954.000,84,258,5484,3383,6006,6172,6240,6372,8183
268,2893,2893.000,100,251,5596,3454,6133,6230,6330,8073,14389
269,2916,2916.000,83,256,5537,3430,6084,6227,6341,6960,7937
270,2968,2968.000,95,251,5497,3367,6147,6282,6363,7711,8981
271,2871,2871.000,96,255,5613,3478,6165,6263,6343,7704,11606
272,2929,2929.000,82,251,5543,3417,6130,6343,6469,7434,8349
273,2687,2687.000,95,258,5978,3723,6434,6589,6689,8240,11413
274,2762,2762.000,92,258,5887,3618,6446,6633,6734,7809,8415
275,2559,2559.000,92,259,5750,3908,6280,6576,6815,14905,47259
276,2894,2894.000,80,259,5584,3452,6180,6356,6435,7455,8098
277,2833,2833.000,115,266,5716,3530,6270,6420,6533,7629,8004
278,2812,2812.000,100,259,5672,3550,6257,6500,6754,8078,10660
279,2871,2871.000,84,270,5594,3487,6118,6277,6357,7736,8154
280,2637,2637.000,115,265,5464,3788,6086,6272,6403,29259,46025
281,2876,2876.000,119,271,5558,3472,6080,6202,6329,7342,10016
282,2989,2989.000,83,260,5431,3351,6015,6107,6155,6926,7839
283,2854,2854.000,114,273,5576,3502,6074,6187,6312,7633,9286
284,2895,2895.000,91,261,5570,3455,6102,6259,6352,7390,8371
285,2892,2892.000,80,260,5556,3457,6048,6163,6285,7599,10047
286,3018,3018.000,88,256,5410,3307,6043,6153,6255,7500,7857
287,2935,2935.000,82,253,5534,3408,6128,6322,6411,7415,8062
288,2937,2937.000,82,257,5516,3407,6057,6184,6295,7651,10121
289,3030,3030.000,87,252,5391,3296,6015,6161,6248,7497,8179
290,2946,2946.000,119,255,5530,3395,6070,6200,6337,7367,8041
291,2903,2903.000,94,256,5565,3441,6154,6363,6500,7733,10257
292,2779,2779.000,84,256,5803,3605,6355,6536,6641,8167,19396
293,2754,2754.000,100,275,5798,3624,6302,6494,6600,8007,10848
294,2787,2787.000,91,270,5720,3584,6257,6395,6506,7865,10424
295,2786,2786.000,90,269,5711,3597,6197,6303,6425,7598,7970
296,2740,2740.000,84,278,5785,3640,6272,6422,6527,7457,8064
297,2899,2899.000,97,259,5629,3453,6272,6444,6554,7655,8132
298,2889,2889.000,100,255,5607,3465,6206,6338,6475,7874,10214
299,2842,2842.000,89,263,5685,3510,6224,6363,6468,7688,8096
300,2899,2899.000,88,263,5596,3447,6255,6370,6516,7621,8110
301,2769,2769.000,99,271,5750,3609,6282,6458,6570,7998,10158
302,2831,2831.000,90,262,5764,3533,6349,6502,6628,7901,8391
303,2782,2782.000,103,264,5821,3601,6368,6484,6541,8065,10148
304,2812,2812.000,80,267,5761,3547,6362,6479,6549,8061,10659
305,2818,2818.000,98,275,5743,3551,6346,6511,6642,7779,8402
306,2657,2657.000,109,280,5623,3758,6236,6462,6631,24029,30981
307,2921,2921.000,106,273,5517,3430,6072,6197,6323,7316,7777
308,2968,2968.000,83,265,5408,3364,5989,6086,6227,7697,10336
309,2976,2976.000,102,266,5416,3362,5963,6070,6185,7272,7721
310,2928,2928.000,96,259,5498,3410,6013,6118,6256,7340,8296
311,2672,2672.000,95,259,5387,3735,5959,6101,6252,28032,45328
312,3042,3042.000,102,259,5300,3287,5868,5985,6044,7244,7626
313,2965,2965.000,87,254,5427,3372,5958,6178,6266,7386,9094
314,2850,2850.000,86,259,5628,3513,6094,6212,6334,7464,10174
315,2931,2931.000,82,254,5513,3406,6035,6136,6260,6551,7734
316,2989,2989.000,89,253,5508,3349,6083,6203,6342,7428,7871
317,3002,3002.000,100,250,5455,3334,6075,6166,6335,7578,10203
318,2998,2998.000,89,249,5368,3324,5957,6097,6160,7344,9338
319,3092,3092.000,88,252,5226,3240,5948,6068,6257,7334,7950
320,2990,2990.000,81,258,5384,3344,5960,6085,6217,7419,10211
321,3016,3016.000,94,261,5366,3311,5972,6077,6221,7248,7788
322,2950,2950.000,99,270,5424,3390,5970,6107,6234,7292,7847
323,3060,3060.000,81,249,5286,3267,6005,6109,6268,7452,10155
324,2898,2898.000,85,272,5493,3454,6049,6167,6266,7624,10022
325,2947,2947.000,112,263,5467,3389,6027,6175,6294,7565,10459
326,2971,2971.000,89,257,5468,3363,6039,6158,6291,6988,7922
327,2978,2978.000,87,249,5401,3358,5978,6138,6258,7617,9945
328,2948,2948.000,121,253,5480,3392,6027,6190,6339,7462,8027
329,2913,2913.000,89,263,5575,3434,6124,6239,6370,7647,8292
330,2872,2872.000,86,255,5579,3471,6118,6295,6393,7906,10183
331,2966,2966.000,85,260,5494,3376,6110,6213,6369,7093,8105
332,2942,2942.000,115,254,5535,3398,6141,6259,6313,7681,8219
333,2830,2830.000,88,257,5701,3531,6243,6515,6647,8195,10583
334,2692,2692.000,83,263,5975,3712,6445,6592,6724,8137,9857
335,2755,2755.000,88,260,5883,3636,6458,6634,6745,8321,11266
336,2779,2779.000,92,257,5858,3595,6426,6586,6687,7914,8520
337,2608,2608.000,92,258,5674,3833,6284,6508,6619,24587,45786
338,2795,2795.000,87,270,5716,3575,6232,6397,6509,7386,8085
339,2847,2847.000,85,264,5668,3508,6195,6355,6445,7655,8113
340,2873,2873.000,101,271,5535,3484,6096,6285,6377,8011,11151
341,2942,2942.000,85,267,5516,3397,6049,6205,6318,7487,7965
342,2561,2561.000,113,271,5572,3900,6102,6274,6411,39592,52800
343,2961,2961.000,85,254,5437,3370,6099,6257,6389,7600,10209
344,2872,2872.000,84,291,5534,3491,6069,6199,6298,7577,7881
345,2986,2986.000,79,271,5382,3344,6076,6217,6327,7699,9163
346,2900,2900.000,97,283,5542,3456,6124,6259,6346,7706,10455
347,2862,2862.000,82,290,5573,3487,6097,6267,6352,7359,8075
348,3018,3018.000,87,266,5357,3317,6064,6231,6332,7520,8162
349,2916,2916.000,81,289,5494,3423,6082,6217,6281,6833,7866
350,2943,2943.000,106,271,5401,3395,6018,6171,6284,7767,11530
351,2913,2913.000,109,276,5503,3426,6103,6332,6453,7471,8518
352,2769,2769.000,86,284,5814,3616,6418,6536,6610,8102,8382
353,2814,2814.000,83,281,5711,3544,6301,6483,6607,7301,10378
354,2849,2849.000,86,274,5631,3518,6227,6386,6489,7825,17817
355,2886,2886.000,87,260,5576,3462,6258,6426,6531,7801,11021
356,2861,2861.000,86,262,5644,3490,6274,6426,6551,7780,10275
357,2829,2829.000,89,264,5709,3539,6246,6405,6524,7308,8263
358,2759,2759.000,95,265,5777,3620,6267,6430,6537,7705,8119
359,2817,2817.000,95,258,5766,3555,6290,6475,6564,7732,8295
360,2786,2786.000,96,258,5709,3581,6239,6361,6474,7992,13733
361,2861,2861.000,83,257,5690,3493,6262,6472,6573,7672,8167
362,2795,2795.000,92,255,5846,3575,6472,6617,6751,8109,8538
363,2777,2777.000,99,255,5880,3606,6429,6594,6706,8150,10714
364,2762,2762.000,101,256,5894,3623,6408,6576,6689,7979,8499
365,2764,2764.000,116,254,5898,3619,6414,6587,6699,8092,9811
366,2871,2871.000,88,249,5720,3480,6389,6525,6650,8181,10653
367,2867,2867.000,91,253,5717,3483,6336,6451,6578,7659,8351
368,2672,2672.000,83,260,5565,3736,6049,6332,6402,19608,34450
369,2907,2907.000,108,258,5531,3447,6028,6145,6283,7465,7812
370,2993,2993.000,108,251,5384,3333,5968,6088,6208,7564,10105
371,2984,2984.000,91,256,5434,3351,5941,6057,6175,7204,7680
372,2981,2981.000,101,255,5426,3355,5978,6093,6208,7382,7821
373,2672,2672.000,91,261,5443,3747,5959,6130,6205,31516,45307
374,2901,2901.000,108,258,5546,3442,6078,6200,6325,7438,7857
375,2959,2959.000,87,257,5453,3381,6110,6208,6371,7797,12448
376,2852,2852.000,99,258,5619,3502,6100,6202,6352,7619,10215
377,2879,2879.000,114,283,5446,3476,6069,6284,6571,8106,12170
378,2987,2987.000,104,259,5441,3341,6052,6175,6305,7313,9125
379,2987,2987.000,83,256,5405,3350,5949,6078,6182,7463,11507
380,2987,2987.000,80,254,5420,3346,5927,6057,6172,7303,7874
381,2967,2967.000,83,256,5467,3365,5990,6098,6228,7300,7746
382,2969,2969.000,82,251,5429,3369,5990,6097,6217,7604,9970
383,3009,3009.000,89,255,5364,3321,5960,6066,6216,7236,7734
384,2998,2998.000,88,253,5460,3336,6040,6182,6302,6976,7838
385,3011,3011.000,109,250,5443,3326,6050,6191,6330,7084,7663
386,3012,3012.000,83,251,5403,3313,5977,6110,6255,7438,10018
387,2985,2985.000,107,253,5414,3346,5977,6141,6256,7525,9493
388,2914,2914.000,82,248,5547,3434,6082,6242,6381,7798,12280
389,2942,2942.000,94,249,5499,3394,6084,6215,6350,7773,10389
390,2854,2854.000,99,261,5602,3510,6095,6282,6358,6548,7835
