Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,501.600,6.456,0.325,6.313,6.504,6.640,6.816,6.968,8.609,12.692,0.155
5,530.200,6.077,0.281,6.030,6.113,6.229,6.340,6.459,9.079,13.550,0.165
10,522.400,6.125,0.282,6.030,6.158,6.272,6.437,6.530,8.045,13.401,0.163
15,536.600,6.036,0.300,5.868,6.163,6.514,6.721,6.934,10.991,30.082,0.166
20,729.400,4.441,0.257,3.467,3.550,5.185,6.845,7.051,11.236,58.595,0.225
25,930.600,3.511,0.253,3.466,3.529,3.595,3.731,3.800,5.494,7.758,0.285
30,943.200,3.515,0.239,3.446,3.501,3.572,3.711,3.780,5.567,11.266,0.285
35,883.600,3.635,0.255,3.453,3.528,3.618,4.027,5.240,7.022,10.887,0.275
40,897.600,3.667,0.226,3.515,3.579,3.664,3.839,4.170,7.051,15.947,0.273
45,925.200,3.539,0.282,3.504,3.576,3.643,3.778,3.858,4.518,7.730,0.283
50,927.000,3.567,0.236,3.525,3.594,3.660,3.812,3.873,5.290,8.069,0.280
55,521.400,6.198,0.233,3.692,6.209,6.429,9.621,11.553,19.776,31.362,0.161
60,499.600,6.398,0.318,6.287,6.390,6.558,6.738,7.844,9.765,12.128,0.156
65,502.600,6.494,0.326,6.409,6.503,6.609,6.767,6.883,9.426,10.350,0.154
70,524.000,6.303,0.362,6.150,6.246,6.506,6.721,7.579,9.985,14.570,0.159
75,539.000,6.231,0.315,6.039,6.147,6.250,6.364,6.481,10.162,34.340,0.160
80,519.400,6.321,0.300,6.147,6.267,6.432,6.615,6.794,10.081,27.427,0.158
85,461.000,6.956,0.327,6.178,6.301,6.571,9.867,11.079,13.554,32.425,0.144
90,534.800,6.246,0.269,6.177,6.256,6.345,6.508,7.584,9.192,10.415,0.160
95,517.200,6.385,0.297,6.322,6.418,6.553,6.684,6.788,8.335,11.134,0.157
100,526.000,6.410,0.309,6.264,6.465,6.574,6.734,6.895,9.597,11.010,0.156
105,544.400,6.116,0.321,5.986,6.052,6.149,6.324,6.497,9.261,18.010,0.164
110,510.800,6.429,0.332,6.077,6.165,6.286,6.451,7.830,13.641,37.137,0.156
115,485.000,6.743,0.287,6.080,6.312,6.488,9.750,11.472,14.829,29.484,0.148
120,527.000,6.263,0.345,6.197,6.269,6.362,6.504,6.648,9.383,10.917,0.160
125,534.200,6.308,0.283,6.248,6.351,6.466,6.593,6.785,8.444,11.513,0.159
130,502.600,6.546,0.350,6.398,6.525,6.644,6.803,6.977,9.754,14.508,0.153
