Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,537.800,6.227,5.085,6.060,6.156,6.264,6.468,6.702,9.076,11.184,0.161
5,527.000,6.195,5.219,6.024,6.122,6.252,6.340,6.482,9.179,12.228,0.161
10,538.400,6.271,5.064,6.096,6.175,6.322,6.443,6.624,9.092,13.144,0.159
15,626.600,5.395,2.753,3.564,6.211,6.553,6.691,6.811,9.470,11.382,0.185
20,785.400,4.167,2.544,3.450,3.519,3.866,6.617,6.903,9.849,53.383,0.240
25,951.000,3.534,2.455,3.427,3.483,3.534,3.606,3.725,5.223,12.650,0.283
30,933.600,3.555,2.214,3.475,3.538,3.602,3.730,3.802,5.160,7.632,0.281
35,886.400,3.795,2.610,3.481,3.552,3.665,4.290,5.647,7.092,11.549,0.263
40,933.000,3.577,2.546,3.486,3.544,3.606,3.737,3.819,5.381,11.176,0.280
45,936.800,3.521,2.604,3.446,3.500,3.560,3.681,3.767,4.291,7.695,0.284
50,681.800,4.840,2.712,3.512,3.793,6.251,6.420,6.514,8.191,30.758,0.207
55,467.800,7.064,5.448,6.162,6.248,6.426,10.209,11.851,17.614,21.524,0.142
60,516.200,6.626,5.436,6.388,6.464,6.595,6.777,8.031,9.612,21.266,0.151
65,530.400,6.470,5.380,6.202,6.379,6.594,6.769,6.919,9.275,11.734,0.155
70,542.400,6.169,5.020,6.012,6.089,6.177,6.342,6.450,9.033,14.927,0.162
75,543.800,6.293,5.102,6.057,6.153,6.288,6.416,6.684,10.150,18.277,0.159
80,522.400,6.370,4.517,6.011,6.266,6.512,6.734,6.892,15.312,35.348,0.157
85,470.400,7.008,5.450,6.205,6.303,6.455,9.423,10.924,16.147,27.376,0.143
90,516.200,6.580,5.591,6.308,6.432,6.574,6.765,7.903,10.090,12.312,0.152
95,505.600,6.628,5.450,6.436,6.550,6.668,6.815,7.507,9.661,10.662,0.151
100,532.800,6.245,5.153,6.085,6.171,6.260,6.409,6.500,9.049,17.282,0.160
105,527.800,6.257,5.359,6.040,6.125,6.234,6.395,6.734,9.614,16.695,0.160
110,507.800,6.569,5.365,6.210,6.385,6.602,6.798,7.126,11.125,29.850,0.152
115,465.000,7.009,4.541,6.211,6.320,6.518,9.784,11.404,15.681,33.248,0.143
120,511.000,6.456,5.522,6.251,6.335,6.525,6.688,7.008,9.167,10.372,0.155
125,508.600,6.608,5.501,6.396,6.494,6.634,6.778,7.133,9.589,14.454,0.151
130,517.000,6.429,5.431,6.181,6.374,6.554,6.730,6.858,8.582,10.613,0.156
135,528.000,6.279,5.052,6.062,6.178,6.277,6.396,6.511,10.186,13.689,0.159
140,512.000,6.475,5.212,6.102,6.203,6.341,6.522,7.682,12.890,27.773,0.154
145,466.000,7.167,5.149,6.266,6.357,6.576,9.756,11.021,15.637,32.725,0.140
150,528.400,6.367,5.441,6.199,6.272,6.364,6.515,6.887,9.259,10.318,0.157
155,507.400,6.545,5.426,6.340,6.450,6.582,6.732,7.105,9.698,12.005,0.153
160,515.800,6.510,5.481,6.335,6.469,6.564,6.715,6.837,8.562,10.652,0.154
165,532.400,6.268,5.244,6.059,6.149,6.249,6.393,6.507,9.843,18.402,0.160
170,490.600,6.815,5.171,6.088,6.215,6.366,7.782,11.001,17.656,29.295,0.147
175,480.000,6.861,4.268,6.187,6.459,6.681,9.104,11.319,15.476,21.068,0.146
180,524.000,6.340,5.220,6.165,6.236,6.341,6.498,6.690,9.426,13.795,0.158
