Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1912.600,5.223,0.098,5.852,6.052,6.182,6.326,6.603,9.798,16.292,0.191
5,1914.000,5.225,0.107,5.937,6.141,6.271,6.433,6.558,9.052,15.825,0.191
10,1938.000,5.152,0.104,3.925,6.199,6.399,6.598,6.802,9.344,20.832,0.194
15,3328.000,3.005,0.089,3.345,3.522,3.592,3.704,3.788,4.552,9.982,0.333
20,2780.000,3.588,0.082,3.453,3.601,3.876,5.861,6.926,8.245,40.387,0.279
25,3299.200,3.026,0.085,3.365,3.539,3.605,3.696,3.783,5.171,13.329,0.330
30,3305.600,3.020,0.093,3.374,3.541,3.614,3.748,3.821,4.131,7.734,0.331
35,3099.800,3.220,0.084,3.380,3.546,3.657,4.196,5.605,7.044,11.699,0.311
40,3322.800,3.004,0.086,3.356,3.543,3.621,3.764,3.833,4.518,7.788,0.333
45,3269.000,3.055,0.097,3.392,3.570,3.649,3.838,3.982,4.543,7.944,0.327
50,3133.400,3.185,0.093,3.355,3.526,3.621,4.008,5.578,7.144,11.494,0.314
55,3278.800,3.046,0.086,3.386,3.569,3.640,3.770,3.858,5.337,7.847,0.328
60,3142.600,3.181,0.092,3.363,3.519,3.607,3.842,5.275,6.412,29.478,0.314
65,1853.400,5.395,0.087,6.127,6.306,6.428,6.572,6.672,8.389,10.919,0.185
70,1848.200,5.407,0.095,6.102,6.242,6.349,6.497,6.595,9.584,20.272,0.185
75,1604.800,6.227,0.100,6.093,6.247,6.583,9.962,12.319,19.898,42.766,0.161
80,1919.000,5.213,0.086,5.929,6.087,6.218,6.377,6.649,8.949,12.715,0.192
85,1899.000,5.262,0.101,5.991,6.153,6.249,6.396,6.474,7.961,11.852,0.190
90,1844.200,5.422,0.100,6.110,6.281,6.513,6.642,6.760,8.574,11.359,0.184
95,1874.400,5.335,0.091,5.348,6.294,6.451,6.603,6.745,10.388,20.652,0.187
100,1820.800,5.495,0.103,6.098,6.269,6.391,6.543,6.885,16.371,29.892,0.182
105,1597.800,6.251,0.102,6.328,6.534,6.713,9.779,11.447,16.224,28.189,0.160
110,1906.000,5.243,0.078,5.975,6.118,6.238,6.347,6.476,9.242,14.320,0.191
115,1930.200,5.181,0.098,5.948,6.100,6.262,6.391,6.517,7.969,10.611,0.193
120,1910.600,5.232,0.098,5.997,6.161,6.292,6.417,6.512,8.083,10.514,0.191
125,1838.200,5.438,0.096,5.286,6.289,6.573,6.734,6.894,10.542,22.329,0.184
130,1683.600,5.946,0.091,6.131,6.293,6.461,8.006,11.443,17.583,28.880,0.168
135,1740.200,5.742,0.093,6.249,6.413,6.576,7.094,9.904,12.659,20.646,0.174
140,1851.600,5.398,0.099,6.059,6.196,6.493,6.626,6.767,9.172,14.811,0.185
145,1923.000,5.199,0.105,5.926,6.085,6.204,6.345,6.448,7.836,10.283,0.192
150,1900.000,5.261,0.105,5.991,6.135,6.251,6.340,6.468,8.184,10.505,0.190
155,1861.000,5.373,0.105,6.067,6.281,6.474,6.653,6.826,8.467,10.337,0.186
160,1660.200,6.020,0.108,5.256,6.224,6.584,9.657,12.245,17.934,42.764,0.166
165,1825.800,5.476,0.098,6.135,6.286,6.484,6.695,7.782,11.472,18.327,0.183
170,1820.000,5.495,0.102,6.197,6.445,6.577,6.752,6.880,9.793,12.258,0.182
175,1940.000,5.154,0.103,5.915,6.080,6.170,6.315,6.408,7.930,10.035,0.194
180,1914.400,5.222,0.084,5.974,6.143,6.236,6.391,6.479,8.107,10.355,0.192
185,1913.400,5.227,0.105,5.988,6.169,6.277,6.435,6.544,8.126,12.616,0.191
190,1619.400,6.175,0.111,6.164,6.424,6.654,9.456,10.994,18.916,52.271,0.162
195,1841.400,5.426,0.109,6.086,6.237,6.390,6.584,7.668,10.156,17.716,0.184
200,1811.600,5.522,0.107,6.267,6.447,6.598,6.754,6.935,9.727,19.988,0.181
205,1947.000,5.133,0.093,5.912,6.079,6.184,6.323,6.518,8.995,14.641,0.195
210,1936.800,5.159,0.091,5.901,6.060,6.222,6.334,6.469,7.969,10.361,0.194
215,1941.200,5.154,0.087,5.906,6.074,6.157,6.269,6.368,7.807,12.058,0.194
220,1648.000,6.069,0.099,6.073,6.220,6.406,9.489,10.994,19.675,40.272,0.165
225,1867.800,5.350,0.104,6.051,6.211,6.323,6.499,7.484,9.522,19.058,0.187
230,1834.600,5.451,0.095,6.199,6.357,6.465,6.610,6.825,9.468,23.256,0.183
235,1883.600,5.307,0.088,6.017,6.200,6.436,6.615,6.800,9.180,15.118,0.188
240,1932.600,5.176,0.082,5.893,6.050,6.165,6.286,6.376,7.874,14.696,0.193
245,1937.800,5.159,0.100,5.919,6.092,6.201,6.279,6.360,7.889,10.815,0.194
250,1674.000,5.970,0.091,6.019,6.249,6.456,8.551,10.135,21.141,38.811,0.167
255,1875.200,5.335,0.103,6.060,6.216,6.317,6.484,6.661,9.248,12.869,0.187
260,1837.200,5.442,0.099,6.165,6.365,6.494,6.658,6.822,9.635,22.370,0.184
265,1843.400,5.421,0.099,6.099,6.332,6.525,6.726,6.838,9.566,13.324,0.184
270,1934.800,5.167,0.113,5.897,6.059,6.166,6.321,6.417,8.059,12.362,0.194
275,1853.200,5.395,0.101,5.964,6.141,6.255,6.406,7.094,12.741,25.803,0.185
280,1681.400,5.948,0.100,5.356,6.469,6.681,9.399,10.967,17.101,30.271,0.168
285,1872.600,5.340,0.103,6.109,6.276,6.411,6.528,6.642,9.255,14.987,0.187
290,1835.600,5.443,0.091,6.124,6.290,6.467,6.640,6.836,9.710,25.356,0.184
295,1809.200,5.528,0.093,6.308,6.504,6.616,6.747,6.878,9.608,23.412,0.181
300,1923.400,5.198,0.095,5.933,6.116,6.232,6.422,6.636,8.510,10.207,0.192
305,1813.000,5.519,0.109,5.903,6.061,6.231,7.311,10.111,13.592,22.466,0.181
310,1780.200,5.613,0.101,6.064,6.272,6.523,6.855,9.264,11.902,19.209,0.178
315,1857.800,5.381,0.104,5.415,6.316,6.443,6.588,6.735,9.631,33.711,0.186
320,1848.600,5.408,0.108,6.107,6.270,6.369,6.531,6.674,9.612,27.060,0.185
325,1797.000,5.562,0.089,6.318,6.463,6.601,6.761,6.896,9.552,19.176,0.180
330,1863.600,5.367,0.093,6.083,6.250,6.492,6.623,6.738,8.679,10.560,0.186
335,1736.600,5.755,0.094,5.935,6.095,6.270,9.225,10.708,15.942,22.700,0.174
340,1897.400,5.270,0.106,5.976,6.167,6.302,6.417,7.200,9.976,13.592,0.190
345,1847.600,5.412,0.102,5.488,6.399,6.613,6.754,6.906,9.439,32.744,0.185
350,1840.800,5.434,0.096,6.129,6.288,6.392,6.542,6.682,9.643,29.955,0.184
355,1835.400,5.445,0.113,6.188,6.384,6.546,6.691,6.845,9.237,27.949,0.184
360,1823.600,5.483,0.096,6.164,6.477,6.617,6.774,6.880,8.570,12.284,0.182
365,1714.600,5.834,0.105,5.999,6.184,6.368,9.345,11.054,15.411,18.024,0.171
370,1877.800,5.320,0.104,5.972,6.135,6.268,6.427,7.346,9.313,13.054,0.188
375,1868.600,5.355,0.084,5.371,6.282,6.506,6.656,6.837,9.790,27.399,0.187
380,1830.800,5.457,0.100,6.116,6.271,6.409,6.565,6.686,10.374,27.330,0.183
385,1854.600,5.394,0.108,6.107,6.260,6.430,6.576,6.738,9.486,17.709,0.185
390,1828.200,5.467,0.098,6.269,6.436,6.549,6.655,6.773,8.385,14.116,0.183
395,1715.200,5.832,0.100,6.008,6.218,6.513,9.122,10.685,14.009,23.778,0.171
400,1881.600,5.314,0.100,5.990,6.147,6.256,6.406,7.487,9.702,11.915,0.188
405,1863.600,5.365,0.096,6.087,6.230,6.366,6.589,6.775,9.241,13.418,0.186
410,1870.600,5.345,0.100,5.339,6.243,6.446,6.606,6.803,11.833,32.957,0.187
415,1854.800,5.390,0.096,6.090,6.249,6.401,6.559,6.814,9.564,21.048,0.186
420,1826.800,5.470,0.108,6.238,6.402,6.536,6.670,6.782,8.843,10.566,0.183
425,1705.400,5.866,0.102,6.002,6.220,6.586,9.253,10.903,14.184,21.453,0.170
430,1885.600,5.301,0.097,5.952,6.134,6.287,6.438,6.630,10.205,13.167,0.189
435,1892.400,5.286,0.090,6.001,6.176,6.307,6.469,6.705,8.035,10.321,0.189
440,1867.400,5.352,0.109,5.341,6.315,6.561,6.701,6.840,9.985,35.439,0.187
445,1825.600,5.473,0.108,6.117,6.287,6.421,6.565,6.649,9.415,29.696,0.183
450,1809.400,5.529,0.090,6.202,6.401,6.553,6.706,6.960,10.313,22.499,0.181
455,1670.400,5.986,0.109,6.047,6.201,6.424,9.730,11.534,18.370,38.215,0.167
460,1918.400,5.209,0.102,5.945,6.104,6.228,6.387,6.518,8.919,10.749,0.192
465,1920.200,5.209,0.099,5.988,6.148,6.272,6.390,6.492,7.903,10.174,0.192
470,1839.800,5.432,0.096,6.049,6.328,6.579,6.706,6.877,9.513,25.367,0.184
475,1868.400,5.352,0.099,5.456,6.198,6.314,6.478,6.617,14.998,37.716,0.187
480,1836.400,5.451,0.096,6.100,6.262,6.428,6.624,7.452,11.097,19.618,0.183
485,1622.800,6.157,0.094,6.285,6.519,6.696,9.926,11.520,14.500,19.256,0.162
490,1920.800,5.203,0.108,5.942,6.113,6.223,6.368,6.492,8.684,10.469,0.192
495,1914.600,5.220,0.108,5.968,6.144,6.268,6.421,6.511,8.050,10.313,0.192
500,1875.000,5.335,0.094,6.009,6.188,6.312,6.474,6.592,9.362,13.253,0.187
505,1814.000,5.513,0.095,6.105,6.237,6.512,6.706,7.031,9.862,41.826,0.181
510,1740.200,5.746,0.102,6.060,6.192,6.334,7.705,10.170,16.613,27.645,0.174
515,1745.200,5.728,0.092,6.265,6.432,6.618,6.917,9.436,12.430,19.332,0.175
520,1899.200,5.264,0.102,5.990,6.159,6.298,6.565,6.751,8.862,10.638,0.190
525,1906.200,5.245,0.104,5.947,6.076,6.231,6.423,6.657,7.986,10.271,0.191
530,1910.200,5.234,0.095,5.947,6.105,6.213,6.341,6.468,9.167,13.811,0.191
535,1800.200,5.556,0.115,6.181,6.345,6.495,6.662,7.071,9.767,46.178,0.180
540,1678.400,5.957,0.101,6.130,6.278,6.385,9.465,11.110,17.590,22.373,0.168
545,1802.200,5.545,0.108,6.298,6.451,6.615,6.751,7.323,10.246,13.789,0.180
550,1851.400,5.402,0.098,6.130,6.346,6.552,6.667,6.813,9.305,10.551,0.185
555,1924.400,5.194,0.097,5.938,6.079,6.186,6.335,6.421,7.952,10.182,0.193
560,1896.000,5.274,0.100,5.999,6.160,6.251,6.409,6.488,9.465,15.227,0.190
565,1838.200,5.440,0.082,6.069,6.267,6.417,6.650,6.862,12.709,42.837,0.184
570,1690.600,5.915,0.101,6.054,6.239,6.421,9.436,10.941,17.916,27.829,0.169
575,1818.600,5.497,0.106,6.172,6.365,6.515,6.695,7.745,9.723,17.749,0.182
580,1825.400,5.477,0.115,6.205,6.465,6.596,6.762,6.932,9.204,11.679,0.183
585,1926.600,5.190,0.104,5.948,6.104,6.215,6.360,6.479,7.863,10.350,0.193
590,1906.000,5.244,0.092,5.936,6.112,6.254,6.415,6.499,9.170,18.775,0.191
595,1886.200,5.292,0.095,6.023,6.193,6.312,6.430,6.527,8.086,12.171,0.189
