Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,629.800,5.119,0.108,5.612,6.254,6.537,6.719,6.950,9.562,16.483,0.195
5,660.000,4.814,0.097,5.200,6.028,6.200,6.352,6.445,8.914,10.222,0.208
10,614.800,5.167,0.093,5.262,6.091,6.283,6.455,6.558,8.151,65.220,0.194
15,729.800,4.443,0.096,3.059,3.668,6.339,6.862,7.125,13.980,63.971,0.225
20,1157.000,2.756,0.091,2.776,3.461,3.561,3.699,3.795,5.161,13.746,0.363
25,1089.000,2.931,0.094,2.783,3.481,3.603,4.055,5.316,6.930,11.555,0.341
30,1156.200,2.736,0.092,2.729,3.459,3.568,3.690,3.793,5.216,7.935,0.365
35,1124.400,2.805,0.096,2.891,3.491,3.579,3.721,3.812,4.872,11.082,0.357
40,572.400,5.549,0.105,4.337,6.227,6.459,9.328,10.708,17.462,34.029,0.180
45,621.400,5.174,0.100,5.685,6.401,6.569,6.731,6.850,9.747,28.928,0.193
50,661.200,4.867,0.093,5.357,6.060,6.218,6.436,6.660,9.247,19.301,0.205
55,655.400,4.878,0.089,5.362,6.067,6.244,6.393,6.540,8.490,12.261,0.205
60,576.200,5.416,0.099,5.088,6.217,6.482,8.565,10.336,16.719,29.867,0.185
65,673.000,4.838,0.092,5.214,6.197,6.339,6.517,6.608,8.827,10.623,0.207
70,638.000,5.084,0.100,5.594,6.379,6.574,6.733,6.845,9.203,12.411,0.197
75,632.400,4.930,0.094,5.011,6.076,6.405,6.659,6.857,10.644,33.361,0.203
80,570.400,5.566,0.095,5.491,6.200,6.494,9.291,10.663,14.271,30.462,0.180
85,611.600,4.996,0.099,5.096,6.223,6.464,6.637,6.809,9.608,21.842,0.200
90,634.600,4.887,0.099,5.391,6.211,6.340,6.458,6.582,9.201,16.386,0.205
95,620.000,5.119,0.099,5.716,6.337,6.522,6.687,6.907,9.542,11.216,0.195
100,574.600,5.679,0.096,5.514,6.247,6.623,9.496,11.418,16.991,41.835,0.176
105,635.200,4.942,0.092,5.359,6.111,6.307,6.613,7.018,9.652,23.531,0.202
110,645.200,4.991,0.095,4.985,6.193,6.488,6.693,6.811,9.564,33.006,0.200
115,631.200,4.847,0.093,5.290,6.222,6.354,6.474,6.634,8.423,11.135,0.206
120,557.400,5.607,0.097,5.629,6.299,6.587,9.155,10.644,17.832,37.558,0.178
125,641.800,4.894,0.099,5.320,6.075,6.244,6.437,6.790,9.257,11.527,0.204
130,649.000,4.776,0.091,5.263,6.087,6.234,6.340,6.489,8.644,10.989,0.209
135,617.000,5.036,0.089,4.724,6.166,6.513,6.747,7.038,15.858,42.353,0.199
140,580.600,5.522,0.094,5.507,6.235,6.416,9.300,11.081,13.966,36.710,0.181
145,618.400,5.118,0.090,5.632,6.247,6.566,6.724,7.868,10.184,13.843,0.195
150,648.000,4.813,0.094,5.300,6.047,6.215,6.350,6.475,9.081,10.699,0.208
155,659.400,4.816,0.091,5.294,6.085,6.230,6.383,6.505,7.982,10.126,0.208
160,583.200,5.460,0.094,5.526,6.303,6.595,7.123,9.669,18.045,43.335,0.183
165,618.600,5.222,0.089,5.343,6.308,6.542,6.904,9.505,12.227,19.131,0.192
170,612.000,5.057,0.087,5.547,6.279,6.545,6.673,6.859,9.733,17.303,0.198
175,646.400,4.936,0.088,5.439,6.031,6.209,6.351,6.521,8.915,29.215,0.203
180,649.800,4.798,0.092,5.329,6.070,6.232,6.403,6.515,8.046,10.821,0.208
