Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,295.800,6.494,0.433,6.400,6.494,6.590,6.744,6.972,9.229,13.605,0.154
5,306.000,6.148,0.355,6.069,6.162,6.249,6.425,6.567,8.883,10.141,0.163
10,306.800,6.199,0.217,6.025,6.133,6.269,6.412,6.522,9.447,12.738,0.161
15,279.800,6.366,0.226,6.114,6.257,6.533,6.700,6.869,10.177,26.862,0.157
20,414.800,4.516,0.314,3.466,3.635,5.349,6.625,6.855,10.539,43.320,0.221
25,521.600,3.590,0.183,3.465,3.517,3.571,3.693,3.952,6.767,12.657,0.279
30,510.400,3.552,0.322,3.473,3.531,3.597,3.734,3.808,5.333,10.702,0.282
35,526.600,3.559,0.220,3.502,3.560,3.640,3.783,3.871,5.411,7.747,0.281
40,504.200,3.797,0.239,3.508,3.576,3.652,4.321,6.487,7.465,13.472,0.263
45,527.800,3.548,0.110,3.496,3.563,3.629,3.778,3.887,5.339,8.328,0.282
50,532.400,3.586,0.199,3.522,3.588,3.646,3.800,3.881,4.984,7.587,0.279
55,496.800,3.844,0.137,3.511,3.580,3.658,4.300,6.685,10.236,11.192,0.260
60,518.000,3.525,0.147,3.494,3.566,3.631,3.718,3.823,4.110,7.615,0.284
65,541.000,3.490,0.162,3.464,3.516,3.574,3.710,3.764,5.112,7.557,0.287
70,356.400,5.457,0.141,3.495,3.668,6.368,7.435,10.940,22.570,38.410,0.183
75,278.000,6.703,0.407,6.340,6.443,6.645,7.909,9.425,12.034,15.079,0.149
80,293.200,6.473,0.188,6.242,6.490,6.651,6.797,7.058,11.404,16.529,0.154
85,311.000,6.065,0.232,6.016,6.087,6.190,6.321,6.417,7.823,9.974,0.165
90,299.200,6.163,0.196,6.097,6.192,6.284,6.401,6.489,8.593,10.267,0.162
95,303.200,6.216,0.221,6.135,6.242,6.377,6.563,6.743,7.932,10.387,0.161
100,261.000,7.254,0.202,6.104,6.521,6.809,10.815,12.505,23.292,28.719,0.138
105,296.200,6.359,0.226,6.210,6.328,6.487,6.625,7.692,9.606,11.267,0.157
110,288.600,6.610,0.205,6.429,6.538,6.652,6.809,7.222,12.524,19.906,0.151
115,296.200,6.160,0.210,6.052,6.155,6.241,6.442,6.606,9.031,12.417,0.162
120,313.200,6.113,0.150,6.050,6.164,6.274,6.430,6.511,8.973,11.136,0.164
125,298.000,6.100,0.154,6.060,6.147,6.284,6.410,6.614,7.963,10.330,0.164
