Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
520,313.200,6.118,0.230,6.044,6.164,6.276,6.413,6.520,9.049,10.845,0.163
525,313.400,6.157,0.182,6.094,6.196,6.306,6.444,6.559,9.154,10.404,0.162
530,299.800,6.256,0.225,6.102,6.396,6.584,6.745,6.877,9.945,20.055,0.160
535,294.600,6.317,0.195,6.219,6.326,6.439,6.607,6.711,9.541,34.581,0.158
540,253.400,7.409,0.231,6.233,6.380,6.750,11.216,12.640,20.006,35.971,0.135
545,297.400,6.326,0.206,6.158,6.315,6.550,6.756,7.778,10.403,17.884,0.158
550,308.000,6.094,0.244,6.026,6.131,6.257,6.361,6.503,8.940,14.614,0.164
555,308.400,6.098,0.226,6.061,6.165,6.257,6.404,6.552,8.043,10.175,0.164
560,296.000,6.309,0.160,6.221,6.339,6.579,6.726,6.892,9.331,10.486,0.159
565,292.600,6.137,0.247,5.941,6.238,6.428,6.572,6.727,9.476,31.960,0.163
570,269.800,7.216,0.181,6.199,6.366,6.523,10.936,12.210,18.874,32.756,0.139
575,288.000,6.560,0.247,6.260,6.512,6.672,6.863,8.324,11.444,14.441,0.152
580,304.200,6.101,0.198,6.022,6.116,6.240,6.372,6.588,9.238,10.687,0.164
585,307.000,6.052,0.187,6.002,6.117,6.242,6.400,6.542,9.191,10.804,0.165
590,307.400,6.120,0.213,6.095,6.208,6.322,6.494,6.661,9.270,10.525,0.163
595,296.400,6.259,0.205,5.978,6.355,6.576,6.732,6.881,10.883,31.206,0.160
