Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1796,1796.000,197,6121,6381,5584,6498,6623,6753,9502,11931
1,1784,1784.000,179,6248,6559,5591,6655,6820,6982,9713,10219
2,1799,1799.000,163,6242,6564,5560,6654,6753,6911,8527,9880
3,1782,1782.000,175,6245,6509,5589,6612,6741,6892,9555,10750
4,1883,1883.000,154,5890,6196,5314,6303,6474,6737,8679,9438
5,1925,1925.000,164,5851,6207,5192,6295,6431,6512,9019,10918
6,1916,1916.000,167,5803,6114,5213,6237,6436,6792,9116,10274
7,1925,1925.000,155,5799,6046,5181,6141,6286,6352,8877,9165
8,1877,1877.000,157,5844,6065,5339,6184,6357,7526,12808,17336
9,1934,1934.000,139,5770,6047,5153,6166,6289,6360,9264,10373
10,1970,1970.000,145,5705,6007,5076,6113,6211,6274,7717,9036
11,1861,1861.000,148,5904,6231,5365,6362,6495,7729,10511,10908
12,1901,1901.000,154,5842,6220,5260,6312,6500,6636,9471,15184
13,1947,1947.000,141,5764,6071,5130,6190,6338,6403,7724,9156
14,1941,1941.000,151,5732,6076,5145,6170,6272,6381,7625,9047
15,1903,1903.000,162,5843,6138,5242,6246,6403,6507,7737,9181
16,1884,1884.000,148,5922,6148,5304,6298,6413,6589,9278,10355
17,1713,1713.000,136,5131,5424,5833,6142,6428,18662,23259,29761
18,3202,3202.000,137,3199,3480,3120,3540,3615,3956,10629,11079
19,3456,3456.000,141,3178,3445,2891,3515,3600,3676,3957,5320
20,3380,3380.000,134,3200,3481,2951,3565,3676,3731,3906,7681
21,3216,3216.000,148,3261,3452,3106,3539,3644,3707,5101,44149
22,2209,2209.000,163,3837,4228,4517,5579,6933,7173,9835,45401
23,2183,2183.000,145,3532,4098,4579,6632,6950,7513,11485,16501
24,3194,3194.000,123,3311,3551,3128,3644,3832,3988,7074,8207
25,3293,3293.000,128,3261,3563,3031,3651,3795,3863,4159,5500
26,3280,3280.000,133,3279,3542,3047,3619,3704,3836,5182,7630
27,3256,3256.000,125,3296,3568,3060,3652,3749,3847,4182,5618
28,3294,3294.000,137,3253,3548,3034,3634,3763,3854,4040,7746
29,3276,3276.000,130,3278,3572,3056,3667,3822,3921,5332,5981
30,3282,3282.000,130,3252,3532,3039,3623,3782,3884,5791,8381
31,3136,3136.000,132,3255,3545,3181,3636,3791,3882,10683,16004
32,3335,3335.000,136,3222,3504,3000,3576,3659,3726,3997,7759
33,3313,3313.000,133,3249,3545,3013,3624,3726,3800,3907,5598
34,3336,3336.000,125,3207,3500,2997,3583,3707,3776,3912,7740
