Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,284.800,6.478,0.265,6.330,6.497,6.631,6.806,6.882,9.834,12.676,0.154
5,299.600,6.140,0.352,6.037,6.112,6.221,6.341,6.493,9.082,13.552,0.163
10,322.400,6.132,0.177,6.022,6.172,6.276,6.455,6.566,9.274,13.413,0.163
15,308.400,6.129,0.344,5.926,6.158,6.507,6.715,7.073,13.011,30.124,0.163
20,429.800,4.345,0.136,3.465,3.551,4.685,6.839,7.013,9.833,44.667,0.230
25,537.000,3.538,0.207,3.469,3.526,3.593,3.739,3.809,5.512,7.740,0.283
30,534.200,3.539,0.129,3.445,3.501,3.568,3.705,3.777,5.397,11.259,0.283
35,517.000,3.624,0.194,3.450,3.522,3.615,3.923,4.547,7.026,10.991,0.276
40,499.000,3.662,0.134,3.511,3.580,3.654,3.833,4.084,6.974,15.977,0.273
45,527.000,3.551,0.180,3.510,3.575,3.642,3.785,3.862,5.227,7.720,0.282
50,544.400,3.555,0.154,3.527,3.594,3.657,3.799,3.866,4.493,7.941,0.281
55,303.400,6.250,0.159,3.708,6.216,6.429,9.780,12.087,17.100,31.360,0.160
60,296.200,6.453,0.170,6.290,6.389,6.572,6.751,7.943,10.910,12.127,0.155
65,291.400,6.502,0.187,6.409,6.513,6.615,6.761,6.882,9.585,10.355,0.154
70,299.600,6.327,0.159,6.146,6.237,6.486,6.697,6.938,9.992,14.565,0.158
75,298.600,6.195,0.178,6.046,6.156,6.254,6.378,6.487,10.886,34.325,0.161
80,291.200,6.259,0.179,6.142,6.254,6.390,6.592,6.776,9.322,27.420,0.160
85,272.200,6.898,0.367,6.166,6.285,6.523,9.685,11.072,13.555,21.000,0.145
90,302.600,6.275,0.190,6.179,6.254,6.357,6.524,7.678,8.905,10.193,0.159
95,289.200,6.368,0.204,6.315,6.414,6.543,6.674,6.758,9.434,11.127,0.157
100,287.400,6.393,0.153,6.267,6.463,6.571,6.716,6.854,9.112,10.996,0.156
105,309.400,6.032,0.150,5.989,6.052,6.150,6.310,6.434,8.196,18.007,0.166
110,287.600,6.418,0.218,6.085,6.166,6.281,6.441,7.754,13.906,33.045,0.156
115,273.600,6.811,0.200,6.111,6.323,6.539,9.893,11.433,14.830,27.897,0.147
120,294.800,6.220,0.133,6.183,6.258,6.346,6.489,6.582,8.099,10.354,0.161
125,297.000,6.298,0.160,6.238,6.340,6.451,6.579,6.752,8.396,11.516,0.159
130,294.200,6.535,0.209,6.395,6.521,6.644,6.797,6.913,9.600,14.427,0.153
135,289.800,6.102,0.156,6.031,6.124,6.267,6.480,6.635,9.159,18.108,0.164
140,283.400,6.817,0.160,6.020,6.095,6.242,9.580,11.071,17.600,26.486,0.147
145,305.800,6.330,0.180,6.192,6.378,6.589,6.759,7.631,11.043,20.516,0.158
150,310.200,6.287,0.171,6.249,6.331,6.438,6.599,6.734,8.186,10.373,0.159
155,291.200,6.235,0.165,6.218,6.290,6.356,6.511,6.598,7.980,11.377,0.160
160,290.000,6.472,0.160,6.377,6.454,6.597,6.744,6.887,9.742,11.429,0.155
165,286.800,6.363,0.118,6.133,6.248,6.514,6.692,6.921,10.377,21.111,0.157
170,273.200,6.934,0.158,6.042,6.149,6.297,10.347,11.399,19.508,32.300,0.144
175,298.200,6.318,0.123,6.155,6.310,6.549,6.721,7.730,10.691,12.694,0.158
180,306.400,6.190,0.154,6.111,6.270,6.458,6.625,6.813,9.392,25.829,0.162
185,311.200,6.219,0.159,6.165,6.232,6.326,6.472,6.561,8.005,10.760,0.161
190,290.200,6.326,0.136,6.240,6.367,6.521,6.689,6.845,9.212,10.635,0.158
195,276.600,6.455,0.159,6.299,6.420,6.565,6.710,7.050,9.466,27.017,0.155
200,271.400,6.777,0.167,6.073,6.215,6.381,9.577,11.143,13.778,26.932,0.148
205,309.000,6.249,0.202,6.088,6.192,6.319,6.468,7.604,10.489,17.301,0.160
210,300.200,6.370,0.171,6.233,6.422,6.589,6.744,6.873,10.259,20.656,0.157
215,290.000,6.287,0.160,6.244,6.327,6.448,6.581,6.688,8.275,10.870,0.159
220,292.400,6.263,0.155,6.224,6.292,6.400,6.534,6.614,9.298,10.419,0.160
225,286.400,6.491,0.158,6.392,6.494,6.625,6.802,7.267,9.536,29.160,0.154
230,270.600,6.974,0.145,6.077,6.339,6.689,9.873,11.319,17.111,40.721,0.143
235,295.800,6.349,0.199,6.108,6.206,6.316,6.482,7.849,11.606,18.800,0.158
240,285.400,6.403,0.187,6.260,6.410,6.617,6.808,6.916,9.412,10.996,0.156
245,308.800,6.126,0.142,6.017,6.247,6.406,6.528,6.682,9.637,33.494,0.163
250,305.200,6.156,0.192,6.145,6.230,6.309,6.442,6.606,9.229,11.062,0.162
255,308.200,6.363,0.107,6.197,6.331,6.468,6.654,6.916,9.459,27.201,0.157
260,258.600,7.070,0.190,6.069,6.179,6.451,10.536,11.863,18.727,35.279,0.141
265,313.000,6.130,0.171,6.059,6.160,6.263,6.413,6.769,9.210,15.672,0.163
270,297.400,6.227,0.182,6.134,6.240,6.339,6.488,6.569,9.275,10.418,0.161
275,302.600,6.320,0.131,6.142,6.436,6.574,6.712,6.840,9.839,20.520,0.158
280,302.000,6.243,0.151,6.167,6.239,6.340,6.478,6.638,7.996,14.653,0.160
285,287.800,6.528,0.194,6.151,6.226,6.354,6.495,7.694,19.312,48.559,0.153
290,281.600,6.779,0.176,6.120,6.253,6.497,9.740,11.357,12.812,18.231,0.148
295,309.800,6.147,0.178,6.062,6.151,6.279,6.424,6.873,9.186,16.083,0.163
300,309.000,6.168,0.141,6.088,6.189,6.298,6.441,6.580,9.011,12.660,0.162
305,297.600,6.292,0.158,6.146,6.390,6.565,6.758,6.934,9.613,20.542,0.159
310,310.400,6.299,0.151,6.242,6.337,6.453,6.603,6.748,8.998,10.278,0.159
315,267.800,7.025,0.168,6.209,6.278,6.436,9.621,11.798,18.517,45.294,0.142
320,281.600,6.604,0.177,6.394,6.538,6.670,6.871,8.422,11.567,18.682,0.151
325,311.200,6.101,0.173,6.039,6.149,6.250,6.371,6.441,9.073,17.668,0.164
330,297.400,6.162,0.211,6.074,6.172,6.267,6.412,6.489,9.449,13.283,0.162
335,304.000,6.270,0.151,6.164,6.268,6.421,6.607,6.895,9.179,16.748,0.159
340,293.600,6.303,0.169,6.153,6.397,6.582,6.774,6.974,10.605,20.033,0.159
345,260.600,7.101,0.181,6.234,6.355,6.598,10.431,11.827,18.534,35.086,0.141
350,294.600,6.548,0.158,6.382,6.507,6.648,6.826,7.985,10.521,17.903,0.153
355,285.400,6.316,0.144,6.102,6.264,6.509,6.725,6.969,9.370,23.618,0.158
360,309.600,6.211,0.190,6.051,6.184,6.296,6.443,6.599,10.214,16.617,0.161
365,310.600,6.115,0.188,6.068,6.147,6.269,6.416,6.554,9.089,10.138,0.164
370,294.600,6.341,0.133,6.230,6.431,6.612,6.807,6.913,8.837,25.831,0.158
375,262.200,7.070,0.181,6.176,6.343,6.540,9.649,12.181,19.136,37.091,0.141
380,286.600,6.442,0.169,6.274,6.423,6.546,6.716,7.920,10.124,17.410,0.155
385,297.600,6.376,0.172,6.186,6.378,6.587,6.790,7.560,10.015,21.687,0.157
390,302.800,6.149,0.131,6.049,6.135,6.256,6.406,6.563,9.329,18.157,0.163
395,309.400,6.094,0.179,6.058,6.159,6.274,6.424,6.528,8.993,9.875,0.164
400,302.800,6.249,0.192,6.135,6.277,6.414,6.572,6.724,9.266,10.247,0.160
405,260.000,7.047,0.164,6.202,6.393,6.642,9.516,11.888,17.721,35.006,0.142
410,312.200,6.356,0.153,6.233,6.348,6.529,6.728,7.857,9.481,12.611,0.157
415,298.600,6.426,0.195,6.297,6.449,6.572,6.724,6.872,10.456,23.759,0.156
420,317.600,6.091,0.172,6.029,6.118,6.219,6.383,6.508,9.999,13.344,0.164
425,303.400,6.090,0.154,6.031,6.161,6.278,6.429,6.505,7.869,13.748,0.164
430,303.600,6.110,0.131,6.086,6.184,6.268,6.349,6.579,9.293,13.254,0.164
435,261.800,7.190,0.134,6.235,6.331,6.564,10.906,12.120,18.012,33.022,0.139
440,296.200,6.308,0.157,6.262,6.341,6.506,6.647,7.486,9.598,12.844,0.159
445,282.800,6.504,0.147,6.376,6.457,6.551,6.676,7.664,10.032,26.571,0.154
450,309.200,6.189,0.165,6.085,6.193,6.326,6.524,6.662,9.989,13.090,0.162
455,310.600,6.122,0.147,6.049,6.157,6.245,6.393,6.548,8.956,10.427,0.163
460,314.200,6.121,0.160,6.058,6.141,6.234,6.381,6.516,10.064,28.950,0.163
465,273.000,7.107,0.162,6.305,6.415,6.627,10.382,10.963,16.648,36.611,0.141
470,313.200,6.273,0.153,6.204,6.286,6.387,6.549,6.861,9.614,11.091,0.159
475,291.400,6.510,0.157,6.355,6.459,6.633,6.790,7.175,10.181,23.987,0.154
480,294.200,6.239,0.130,6.141,6.251,6.476,6.668,6.823,9.961,16.426,0.160
485,307.400,6.080,0.155,6.016,6.114,6.257,6.413,6.889,8.158,12.004,0.164
490,286.200,6.727,0.160,6.066,6.162,6.297,9.630,11.546,18.292,23.313,0.149
495,285.000,6.499,0.164,6.049,6.354,6.574,6.877,9.525,18.581,19.926,0.154
500,296.000,6.199,0.153,6.161,6.229,6.342,6.480,6.559,9.360,10.232,0.161
505,298.200,6.344,0.150,6.228,6.348,6.489,6.670,6.808,9.637,13.360,0.158
510,295.800,6.402,0.134,6.199,6.410,6.561,6.709,6.918,9.940,28.841,0.156
515,308.400,6.104,0.152,5.997,6.084,6.189,6.368,6.582,9.244,18.134,0.164
520,286.600,6.842,0.175,6.141,6.238,6.418,9.481,10.974,16.243,19.451,0.146
525,293.600,6.387,0.113,6.203,6.392,6.596,6.805,8.059,13.032,28.751,0.157
530,290.400,6.301,0.174,6.284,6.379,6.505,6.642,6.753,8.575,12.120,0.159
535,294.800,6.441,0.172,6.264,6.372,6.560,6.770,7.688,12.468,16.702,0.155
540,281.000,6.569,0.157,6.418,6.537,6.640,6.804,7.797,12.305,26.937,0.152
545,311.600,6.143,0.145,6.045,6.129,6.238,6.371,6.485,10.491,14.995,0.163
550,284.600,6.773,0.167,6.082,6.190,6.396,9.547,11.214,14.482,22.537,0.148
555,290.400,6.418,0.179,6.245,6.380,6.612,6.841,7.729,9.942,12.032,0.156
560,305.200,6.172,0.135,6.086,6.336,6.492,6.678,6.919,9.499,19.989,0.162
565,304.600,6.299,0.172,6.238,6.319,6.436,6.569,6.657,9.382,14.457,0.159
570,285.800,6.486,0.141,6.352,6.483,6.624,6.774,7.021,10.220,24.415,0.154
575,294.800,6.317,0.154,6.113,6.294,6.538,6.713,6.881,10.628,19.659,0.158
580,272.400,6.732,0.147,6.051,6.143,6.345,9.672,10.949,14.880,20.063,0.149
585,284.200,6.258,0.181,6.146,6.249,6.366,6.550,7.524,9.633,12.066,0.160
590,303.800,6.347,0.130,6.168,6.405,6.613,6.778,6.913,10.119,34.200,0.158
595,288.200,6.183,0.181,6.168,6.242,6.315,6.476,6.534,8.065,13.526,0.162
