Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
124,1774,1774.000,128,6283,6531,5629,6671,6822,6912,9728,10095
125,1812,1812.000,114,6271,6448,5524,6593,6719,7729,10321,17931
126,1854,1854.000,112,6247,6409,5399,6522,6656,6731,8272,9838
127,1824,1824.000,104,6266,6429,5480,6573,6694,6830,9373,9677
128,1822,1822.000,121,6325,6453,5481,6643,6778,6866,8337,9793
129,1778,1778.000,128,6415,6562,5632,6660,6807,6889,10064,10526
130,1802,1802.000,112,6366,6515,5539,6635,6800,6899,8544,9822
131,1793,1793.000,98,6417,6550,5583,6627,6778,6861,8511,10058
132,1881,1881.000,111,6075,6223,5311,6378,6523,6666,9371,10122
133,1894,1894.000,116,6020,6180,5280,6268,6430,6478,8953,9479
134,1923,1923.000,105,5986,6160,5197,6235,6401,6465,9019,10619
135,1922,1922.000,112,5965,6147,5203,6230,6384,6430,8628,11550
136,1947,1947.000,109,5922,6066,5134,6156,6302,6362,7679,9185
137,1888,1888.000,106,5841,6036,5288,6165,6318,7808,13523,13828
138,1933,1933.000,103,6033,6235,5178,6304,6369,6495,7939,9341
139,1841,1841.000,115,6098,6216,5424,6278,6442,6531,9397,10623
140,1915,1915.000,103,5960,6117,5223,6233,6349,6449,7851,9454
141,1939,1939.000,119,5954,6119,5161,6192,6320,6390,7693,9175
142,1749,1749.000,110,5924,6118,5718,6201,6368,10080,21863,27773
143,1919,1919.000,108,6031,6218,5205,6329,6456,6518,8062,9534
144,1789,1789.000,118,6150,6323,5634,6476,6637,9342,12747,24319
145,1008,1008.000,118,9279,10507,9869,11839,13545,17569,31217,32725
146,1855,1855.000,117,6112,6296,5368,6437,6616,7717,10614,13427
147,1827,1827.000,82,6201,6324,5477,6431,6555,6630,8201,9702
148,1770,1770.000,96,6152,6300,5644,6408,6732,9553,12084,13893
149,1826,1826.000,117,6123,6286,5472,6355,6545,7827,9200,10529
150,1867,1867.000,126,6087,6245,5359,6351,6490,6602,9236,9782
151,1873,1873.000,112,6114,6289,5333,6377,6546,6660,9167,9484
152,1894,1894.000,96,6073,6253,5272,6332,6429,6558,9005,10318
153,1895,1895.000,119,6043,6213,5282,6277,6393,6519,8782,9321
154,1861,1861.000,133,6087,6241,5365,6346,6503,6623,9256,9509
155,1855,1855.000,125,6115,6275,5409,6394,6542,6626,9592,12015
156,1850,1850.000,100,6226,6472,5398,6582,6746,6862,8435,9891
157,1821,1821.000,124,6255,6401,5481,6496,6654,6729,8335,9839
158,1787,1787.000,109,6329,6462,5591,6590,6742,6894,9705,10010
159,1810,1810.000,121,6253,6408,5526,6540,6701,6983,9711,11456
160,1828,1828.000,132,6255,6397,5473,6521,6714,6868,8352,9487
161,1832,1832.000,97,6310,6481,5449,6582,6715,6784,8315,10033
162,1800,1800.000,102,6359,6486,5556,6578,6718,6820,9676,10652
163,1814,1814.000,129,6307,6495,5511,6561,6722,6790,9615,10702
164,1918,1918.000,119,6021,6178,5221,6307,6483,6674,7978,9246
165,1899,1899.000,100,6034,6210,5260,6305,6446,6513,9209,9465
166,1900,1900.000,111,5987,6128,5259,6193,6325,6395,9020,10736
167,1917,1917.000,114,5943,6102,5209,6182,6326,6399,7886,9172
168,1811,1811.000,116,5994,6139,5536,6252,6397,9042,14346,18443
169,1933,1933.000,115,5884,6042,5166,6132,6263,6352,8785,10209
170,1919,1919.000,112,5972,6151,5212,6251,6417,6504,7848,9380
171,1817,1817.000,98,6073,6259,5490,6359,6524,7790,12433,17668
172,1926,1926.000,111,5978,6186,5204,6273,6449,6500,9043,10193
173,1766,1766.000,103,5911,6075,5658,6173,6340,7754,23775,29295
174,1403,1403.000,138,6021,6166,7197,9858,12673,15257,18696,25298
175,1352,1352.000,115,6540,6732,7307,10109,11743,12696,13233,14650
176,1771,1771.000,117,6391,6538,5650,6671,6831,6935,9968,10924
177,1979,1979.000,103,5188,5529,5050,6505,6632,6738,8466,9777
178,1711,1711.000,121,5272,6104,5855,6323,7952,14446,20014,21072
179,1792,1792.000,105,6158,6326,5582,6502,6840,8019,11222,18030
180,1876,1876.000,116,6092,6230,5317,6327,6476,6570,8047,9543
181,1900,1900.000,111,6079,6233,5267,6340,6501,6600,8047,9548
182,1797,1797.000,121,6118,6246,5565,6372,6557,7790,11228,13798
183,1956,1956.000,120,5935,6164,5109,6242,6411,6491,7895,9218
184,1910,1910.000,135,6021,6195,5233,6269,6421,6532,7931,9187
185,1900,1900.000,95,6064,6242,5270,6341,6490,6574,9401,10248
186,1866,1866.000,101,6048,6210,5349,6280,6455,6598,10973,14389
187,1909,1909.000,109,6024,6196,5236,6285,6430,6523,8121,9235
188,1844,1844.000,101,6190,6343,5428,6556,6728,6832,8386,9562
189,1800,1800.000,93,6208,6386,5555,6566,6701,6892,14509,25050
190,1850,1850.000,113,6180,6344,5396,6444,6626,6695,9299,9776
191,1847,1847.000,114,6233,6409,5405,6507,6703,6775,8344,9562
192,1843,1843.000,91,6231,6387,5432,6498,6650,6732,9550,10476
193,1846,1846.000,101,6273,6495,5429,6592,6770,6840,8506,9735
194,1778,1778.000,112,6397,6540,5616,6639,6803,6904,9471,9944
195,1831,1831.000,121,6336,6522,5460,6635,6796,6914,8464,9945
196,1856,1856.000,93,6143,6443,5387,6548,6732,6819,9690,10599
197,1913,1913.000,99,5982,6134,5218,6208,6288,6382,7669,9381
198,1886,1886.000,119,6036,6189,5305,6254,6392,6462,7864,9361
199,1818,1818.000,125,5933,6085,5502,6238,6472,10106,14487,16335
200,1958,1958.000,120,5830,5971,5091,6031,6145,6217,7686,9091
201,1977,1977.000,118,5881,6053,5074,6124,6218,6342,7632,9119
202,1906,1906.000,119,5908,6034,5240,6161,6312,6447,8746,9886
203,1774,1774.000,91,5983,6164,5662,6232,7605,11692,14728,23173
204,1035,1035.000,141,9104,10359,9641,11555,13322,17587,29030,32009
205,1902,1902.000,117,6045,6215,5242,6325,6449,6493,8130,9497
206,1885,1885.000,121,6058,6217,5296,6296,6454,6521,9377,10353
207,1814,1814.000,107,6110,6280,5509,6446,6660,9211,11811,13642
208,1754,1754.000,108,6413,6624,5712,6729,6907,8277,8686,10032
209,1789,1789.000,88,5640,6525,5574,6656,6832,8174,11626,13470
210,1921,1921.000,106,5210,6068,5203,6267,6437,6539,19814,35283
211,1806,1806.000,131,6282,6441,5541,6565,6697,6782,8354,9708
212,1831,1831.000,114,6213,6387,5462,6505,6673,6789,10430,13665
213,1860,1860.000,124,6139,6295,5384,6392,6571,6642,9155,9606
214,1837,1837.000,116,6179,6321,5434,6410,6561,6674,8278,9682
215,1898,1898.000,128,6066,6250,5268,6361,6499,6595,8046,9311
216,1878,1878.000,111,6096,6233,5325,6333,6498,6558,9256,10203
217,1850,1850.000,118,6118,6264,5398,6361,6521,6659,9344,9629
218,1874,1874.000,108,6131,6281,5338,6351,6440,6558,7979,9580
219,1873,1873.000,115,6114,6264,5340,6359,6516,6592,9418,10454
220,1892,1892.000,97,6087,6243,5289,6341,6481,6535,8022,9502
221,1863,1863.000,100,6211,6468,5365,6628,6786,6861,8440,9472
222,1786,1786.000,130,6324,6469,5596,6657,6789,6924,10035,10632
223,1835,1835.000,106,6222,6380,5443,6487,6641,6764,9480,9735
224,1837,1837.000,123,6256,6423,5443,6528,6697,6775,8398,9928
225,1843,1843.000,118,6251,6424,5432,6510,6641,6701,8368,11500
226,1788,1788.000,120,6355,6516,5589,6628,6802,6969,9686,10416
227,1798,1798.000,117,6371,6513,5555,6606,6777,6903,9570,9769
228,1805,1805.000,109,6391,6565,5538,6651,6808,6914,8609,9935
229,1805,1805.000,112,6255,6506,5545,6603,6742,7028,9697,10636
230,1796,1796.000,123,5984,6118,5559,6196,6361,7883,14562,17022
231,1937,1937.000,113,5956,6106,5169,6201,6362,6422,7836,9236
232,1923,1923.000,130,5915,6092,5195,6179,6341,6418,9101,10109
233,1425,1425.000,111,5899,6033,7035,8588,11830,15413,32233,38943
234,1378,1378.000,110,6088,6381,7234,10401,11561,11948,17411,19428
235,1889,1889.000,116,5997,6126,5285,6222,6383,6447,9204,11646
236,1897,1897.000,113,6023,6168,5270,6276,6411,6505,9127,10210
237,1842,1842.000,112,5983,6134,5429,6240,6416,8912,10831,13144
238,1873,1873.000,105,6111,6278,5341,6404,6581,7726,9230,11105
239,1843,1843.000,104,6194,6333,5432,6424,6583,6635,9375,12439
240,1831,1831.000,113,6234,6394,5455,6563,6633,6698,9615,16794
241,1826,1826.000,97,6357,6567,5468,6666,6851,7122,9606,10162
242,1962,1962.000,117,5180,5338,5102,5601,6299,6627,28650,29788
243,1881,1881.000,97,6124,6294,5310,6390,6473,6538,7937,11017
244,1850,1850.000,128,6192,6363,5410,6466,6650,6806,9235,9748
245,1857,1857.000,108,6158,6297,5376,6408,6563,6644,8013,9427
246,1858,1858.000,113,6079,6216,5380,6281,6388,6635,9361,10128
247,1906,1906.000,112,6039,6206,5249,6270,6396,6477,9105,9939
248,1842,1842.000,99,6153,6235,5428,6392,6484,6559,7891,9290
249,1843,1843.000,118,6087,6208,5427,6299,6459,6526,9436,10103
250,1932,1932.000,95,6033,6211,5173,6283,6451,6513,7962,9443
251,1881,1881.000,119,6040,6226,5315,6329,6483,6548,8075,9400
252,1865,1865.000,107,6103,6274,5367,6390,6517,6586,9458,10527
253,1883,1883.000,113,6086,6232,5306,6362,6511,6603,8127,9471
254,1829,1829.000,123,6328,6512,5467,6622,6795,6888,8476,10048
255,1887,1887.000,111,6193,6408,5287,6483,6618,6694,8481,9843
256,1835,1835.000,114,6194,6367,5458,6437,6550,8067,10795,12563
257,1845,1845.000,136,6226,6398,5426,6501,6639,6700,8275,9647
258,1829,1829.000,116,6281,6416,5454,6575,6683,6829,8502,9911
259,1778,1778.000,101,6395,6563,5635,6700,6869,7134,9988,12324
260,1763,1763.000,115,6386,6518,5668,6638,6772,6867,8564,9884
261,1755,1755.000,113,6063,6200,5687,6342,6524,7667,21354,25233
262,1864,1864.000,104,6010,6175,5391,6248,6448,7785,12086,16302
263,1050,1050.000,127,8967,10373,9480,11836,14792,17078,23523,26315
264,1832,1832.000,113,6014,6196,5443,6348,6517,9403,11727,12346
265,1884,1884.000,120,6076,6239,5318,6291,6374,6512,8038,9320
266,1805,1805.000,100,5973,6099,5538,6256,6569,9916,11522,11994
267,1934,1934.000,122,5908,6077,5173,6163,6374,7502,7757,9124
268,1886,1886.000,104,6040,6199,5298,6309,6481,6592,9064,9452
269,1886,1886.000,114,5992,6134,5304,6248,6388,6492,9114,10016
270,1909,1909.000,113,6016,6189,5238,6279,6403,6471,7797,9415
271,1834,1834.000,111,6118,6307,5435,6420,6596,7841,12030,12539
272,1781,1781.000,123,6440,6596,5633,6702,6873,7145,9776,10852
273,1808,1808.000,126,6366,6524,5526,6624,6749,6858,8454,9917
274,1957,1957.000,124,5116,5291,5110,5512,6472,6678,20354,20861
275,1889,1889.000,101,6092,6244,5289,6367,6467,6524,9101,9411
276,1849,1849.000,120,6159,6321,5421,6434,6559,6668,9550,10393
277,1887,1887.000,114,6052,6209,5288,6268,6330,6478,7938,9267
278,1876,1876.000,97,6092,6240,5330,6317,6480,6547,7957,9304
279,1894,1894.000,128,6055,6211,5280,6312,6456,6518,9328,10213
280,1919,1919.000,125,5977,6156,5198,6241,6406,6466,8932,9402
281,1892,1892.000,120,6039,6185,5291,6303,6460,6510,9234,9660
282,1874,1874.000,124,6054,6210,5325,6285,6430,6520,9059,10148
283,1896,1896.000,102,6012,6181,5276,6283,6438,6519,7902,9626
284,1874,1874.000,110,6066,6223,5343,6317,6456,6521,8056,9582
285,1888,1888.000,110,6068,6228,5300,6340,6489,6567,8037,9300
286,1848,1848.000,110,6174,6414,5400,6535,6717,6842,9621,10232
287,1872,1872.000,128,6127,6326,5346,6410,6535,6659,8226,9843
288,1812,1812.000,111,6223,6397,5505,6487,6680,6798,9252,15970
289,1824,1824.000,102,6214,6386,5478,6517,6674,6739,8219,13780
290,1845,1845.000,112,6183,6355,5424,6477,6629,6718,8097,9835
291,1661,1661.000,121,6292,6517,6021,6646,6847,8353,28896,38260
292,1213,1213.000,117,6464,6745,8240,10619,13455,17202,34108,39348
293,1628,1628.000,103,5827,6042,6153,8963,10581,11494,14660,17683
294,1962,1962.000,125,5822,5998,5079,6062,6138,6231,7699,9005
295,1954,1954.000,104,5884,6062,5125,6126,6185,6241,7732,9287
296,1754,1754.000,122,5988,6168,5698,6317,7782,10346,13741,16879
297,1875,1875.000,101,6045,6232,5331,6309,6512,7574,7990,9517
298,1920,1920.000,103,5939,6117,5195,6203,6354,6433,7708,9163
299,1920,1920.000,112,5936,6127,5219,6229,6371,6490,9239,10145
300,1887,1887.000,104,6001,6165,5296,6280,6438,6523,7754,9505
301,1905,1905.000,117,6011,6167,5253,6279,6407,6508,9100,9286
302,1851,1851.000,123,6082,6278,5416,6370,6560,7699,10405,15630
303,1857,1857.000,134,6125,6283,5352,6381,6521,6565,7976,9632
304,1790,1790.000,117,6291,6546,5600,6643,6738,6808,8374,10071
305,1837,1837.000,118,6316,6544,5453,6647,6807,6902,8530,9937
306,1850,1850.000,89,5109,5326,5392,6488,6768,9768,19905,21043
307,2000,2000.000,107,5182,6057,4991,6190,6366,6440,7814,9039
308,1872,1872.000,122,6169,6341,5337,6417,6475,6527,8052,9675
309,1908,1908.000,121,6040,6236,5259,6350,6484,6577,9144,10566
310,1916,1916.000,91,6009,6186,5210,6259,6419,6466,7883,10721
311,1860,1860.000,121,6079,6240,5375,6336,6497,6584,9411,9639
312,1889,1889.000,109,6054,6188,5291,6312,6435,6558,9132,10211
313,1902,1902.000,118,5992,6155,5250,6254,6403,6452,7930,11393
314,1897,1897.000,95,6017,6187,5271,6292,6440,6511,7996,9489
315,1859,1859.000,127,6082,6220,5380,6304,6466,6536,9145,10168
316,1907,1907.000,110,5981,6185,5241,6270,6417,6508,9154,10512
317,1893,1893.000,107,6042,6201,5279,6297,6424,6472,7987,9428
318,1906,1906.000,112,6027,6220,5250,6294,6417,6502,7834,9254
319,1816,1816.000,102,6222,6445,5504,6566,6707,6821,10030,10344
320,1874,1874.000,114,6112,6316,5322,6391,6484,6598,8179,9525
321,1173,1173.000,111,6245,6378,8524,10697,15479,23068,32177,38357
322,1448,1448.000,121,6054,6185,6919,9370,11786,12075,17543,18962
323,1963,1963.000,102,5874,6063,5103,6125,6172,6210,7771,9050
324,1899,1899.000,128,5971,6122,5258,6199,6371,6418,7870,9168
325,1836,1836.000,117,5935,6126,5428,6240,6604,7917,10702,18049
326,1930,1930.000,82,5874,6065,5178,6184,6359,7188,8467,9109
327,1886,1886.000,106,5938,6080,5302,6234,6394,7449,11679,11868
328,1889,1889.000,120,6062,6232,5302,6325,6493,6556,9362,9722
329,1922,1922.000,112,6008,6216,5221,6279,6388,6468,8819,10450
330,1951,1951.000,96,5850,6057,5103,6130,6255,6375,8598,9422
331,1880,1880.000,112,5993,6175,5313,6264,6421,6482,9096,9368
332,1880,1880.000,116,5962,6139,5323,6217,6319,6473,11345,18961
333,1954,1954.000,99,5902,6104,5123,6233,6362,6438,7671,9115
334,1892,1892.000,135,6059,6260,5285,6332,6426,6531,7929,9490
335,1870,1870.000,119,6093,6285,5346,6353,6425,6928,9498,10295
336,1854,1854.000,100,6213,6418,5389,6526,6600,6664,8467,9614
337,1806,1806.000,96,6358,6533,5528,6605,6677,6753,8491,11623
338,2005,2005.000,129,5201,5370,4983,6511,6608,6655,8365,9238
339,1873,1873.000,113,5183,6066,5341,6187,6356,6603,20496,33089
340,1845,1845.000,124,6178,6336,5416,6467,6610,6711,9498,9750
341,1820,1820.000,121,6148,6286,5500,6429,6556,6678,15060,19274
342,1902,1902.000,101,6020,6195,5256,6267,6449,6507,9246,10263
343,1897,1897.000,112,6029,6220,5268,6361,6473,6548,7870,9609
344,1883,1883.000,118,6059,6231,5302,6313,6484,6644,9264,15064
345,1949,1949.000,113,5957,6170,5144,6256,6379,6432,8983,11932
346,1860,1860.000,119,6048,6173,5371,6256,6393,6489,10349,12443
347,1878,1878.000,101,6055,6218,5309,6277,6411,6532,8066,9410
348,1880,1880.000,115,6044,6208,5339,6278,6401,6645,10229,12489
349,1884,1884.000,110,6059,6186,5303,6263,6426,6526,7812,9648
350,1192,1192.000,109,6120,6354,8403,11320,14312,20140,37455,44317
351,1300,1300.000,104,6471,6761,7677,11236,12500,12931,14404,19029
352,1829,1829.000,109,6286,6479,5461,6603,6746,6821,10177,11405
353,1842,1842.000,120,6110,6304,5427,6484,6663,6761,9383,11998
354,1829,1829.000,106,6036,6210,5454,6312,6502,9004,11622,13214
355,1874,1874.000,121,6012,6175,5349,6259,6438,7674,9134,10135
356,1925,1925.000,114,5935,6083,5204,6178,6328,6418,7799,9267
357,1938,1938.000,104,5912,6075,5144,6137,6234,6335,7753,9328
358,1850,1850.000,123,5954,6078,5414,6164,6342,6576,14223,18000
359,1929,1929.000,93,5876,6029,5167,6205,6279,6364,9089,9661
360,1910,1910.000,120,6037,6234,5236,6335,6486,6551,7976,9294
361,1929,1929.000,109,6008,6240,5188,6310,6485,6582,8827,9339
362,1926,1926.000,117,5909,6067,5190,6147,6278,6396,8952,10282
363,1914,1914.000,128,5933,6134,5225,6243,6413,7491,11687,12160
364,1891,1891.000,108,6027,6175,5287,6266,6400,6493,9180,10473
365,1860,1860.000,109,6032,6163,5373,6259,6378,6517,9266,10232
366,1909,1909.000,94,6044,6228,5237,6339,6476,6531,7875,9419
367,1857,1857.000,101,6176,6317,5389,6459,6579,6629,8152,11016
368,1763,1763.000,102,6327,6549,5649,6668,6805,6915,10052,10555
369,1777,1777.000,126,6398,6536,5645,6657,6805,6995,9569,9872
370,2035,2035.000,112,5149,5399,4895,6453,6644,6725,8190,9954
371,1837,1837.000,118,5276,6114,5466,6251,6436,7407,20161,29779
372,1852,1852.000,119,6163,6313,5391,6434,6605,6821,9569,10311
373,1872,1872.000,119,6134,6311,5334,6426,6562,6645,8145,9491
374,1881,1881.000,124,6107,6287,5323,6367,6540,6597,9266,9657
375,1901,1901.000,111,6006,6211,5250,6287,6391,6477,8894,10273
376,1924,1924.000,100,6005,6178,5206,6274,6365,6442,7934,9466
377,1894,1894.000,123,6029,6216,5258,6304,6466,6507,9057,9364
378,1905,1905.000,104,6047,6229,5267,6333,6483,6577,9209,10404
379,1577,1577.000,122,6031,6216,6362,6421,10838,14614,27925,34554
