Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,UpdatePosition,1722222636.583435,650,0,1
1,InsertPosition,1722222636.584088,594,0,1
2,UpdatePosition,1722222636.584684,671,0,1
1,InsertPosition,1722222636.585357,576,0,1
4,DeleteEmployee,1722222636.585935,1431,0,1
2,UpdatePosition,1722222636.587368,798,0,1
2,UpdatePosition,1722222636.588170,782,0,1
2,UpdatePosition,1722222636.588954,738,0,1
3,UpdateEmployee,1722222636.589695,609,0,1
3,UpdateEmployee,1722222636.590307,603,0,1
1,InsertPosition,1722222636.590913,624,0,1
3,UpdateEmployee,1722222636.591540,626,0,1
3,UpdateEmployee,1722222636.592169,724,0,1
1,InsertPosition,1722222636.592895,678,0,1
2,UpdatePosition,1722222636.593576,695,0,1
1,InsertPosition,1722222636.594274,603,0,1
3,UpdateEmployee,1722222636.594879,628,0,1
2,UpdatePosition,1722222636.595509,757,0,1
4,DeleteEmployee,1722222636.596269,1451,0,1
3,UpdateEmployee,1722222636.597724,593,0,1
1,InsertPosition,1722222636.598319,609,0,1
1,InsertPosition,1722222636.598931,606,0,1
1,InsertPosition,1722222636.599540,634,0,1
1,InsertPosition,1722222636.600176,601,0,1
4,DeleteEmployee,1722222636.600780,1415,0,1
2,UpdatePosition,1722222636.602197,694,0,1
2,UpdatePosition,1722222636.602893,670,0,1
3,UpdateEmployee,1722222636.603566,585,0,1
2,UpdatePosition,1722222636.604153,753,0,1
1,InsertPosition,1722222636.604909,605,0,1
2,UpdatePosition,1722222636.605516,749,0,1
1,InsertPosition,1722222636.606268,587,0,1
2,UpdatePosition,1722222636.606858,701,0,1
2,UpdatePosition,1722222636.607561,691,0,1
3,UpdateEmployee,1722222636.608254,597,0,1
1,InsertPosition,1722222636.608853,603,0,1
1,InsertPosition,1722222636.609459,589,0,1
2,UpdatePosition,1722222636.610051,655,0,1
3,UpdateEmployee,1722222636.610709,623,0,1
3,UpdateEmployee,1722222636.611334,592,0,1
2,UpdatePosition,1722222636.611929,680,0,1
1,InsertPosition,1722222636.612611,598,0,1
4,DeleteEmployee,1722222636.613212,1459,0,1
2,UpdatePosition,1722222636.614677,787,0,1
1,InsertPosition,1722222636.615475,629,0,1
2,UpdatePosition,1722222636.616107,710,0,1
4,DeleteEmployee,1722222636.616820,1489,0,1
4,DeleteEmployee,1722222636.618312,1390,0,1
1,InsertPosition,1722222636.619705,584,0,1
1,InsertPosition,1722222636.620292,570,0,1
1,InsertPosition,1722222636.620864,573,0,1
3,UpdateEmployee,1722222636.621439,590,0,1
2,UpdatePosition,1722222636.622032,649,0,1
2,UpdatePosition,1722222636.622683,632,0,1
1,InsertPosition,1722222636.623317,603,0,1
2,UpdatePosition,1722222636.623922,595,0,1
4,DeleteEmployee,1722222636.624523,1364,0,1
1,InsertPosition,1722222636.625893,630,0,1
4,DeleteEmployee,1722222636.626526,1474,0,1
4,DeleteEmployee,1722222636.628003,1422,0,1
1,InsertPosition,1722222636.629433,641,0,1
1,InsertPosition,1722222636.630078,611,0,1
3,UpdateEmployee,1722222636.630698,613,0,1
3,UpdateEmployee,1722222636.631321,597,0,1
1,InsertPosition,1722222636.631921,598,0,1
2,UpdatePosition,1722222636.632521,747,0,1
2,UpdatePosition,1722222636.633270,733,0,1
2,UpdatePosition,1722222636.634006,703,0,1
1,InsertPosition,1722222636.634711,603,0,1
3,UpdateEmployee,1722222636.635316,586,0,1
4,DeleteEmployee,1722222636.635904,1428,0,1
1,InsertPosition,1722222636.637334,594,0,1
3,UpdateEmployee,1722222636.637930,619,0,1
3,UpdateEmployee,1722222636.638551,601,0,1
4,DeleteEmployee,1722222636.639154,1324,0,1
1,InsertPosition,1722222636.640481,661,0,1
4,DeleteEmployee,1722222636.641144,1428,0,1
1,InsertPosition,1722222636.642574,598,0,1
1,InsertPosition,1722222636.643175,577,0,1
3,UpdateEmployee,1722222636.643754,568,0,1
1,InsertPosition,1722222636.644324,598,0,1
3,UpdateEmployee,1722222636.644924,881,0,1
3,UpdateEmployee,1722222636.645807,638,0,1
2,UpdatePosition,1722222636.646447,756,0,1
3,UpdateEmployee,1722222636.647205,572,0,1
3,UpdateEmployee,1722222636.647779,597,0,1
2,UpdatePosition,1722222636.648377,662,0,1
2,UpdatePosition,1722222636.649041,721,0,1
1,InsertPosition,1722222636.649765,628,0,1
3,UpdateEmployee,1722222636.650395,581,0,1
1,InsertPosition,1722222636.650978,580,0,1
3,UpdateEmployee,1722222636.651560,587,0,1
1,InsertPosition,1722222636.652149,580,0,1
1,InsertPosition,1722222636.652731,596,0,1
3,UpdateEmployee,1722222636.653328,611,0,1
4,DeleteEmployee,1722222636.653942,1417,0,1
2,UpdatePosition,1722222636.655360,822,0,1
3,UpdateEmployee,1722222636.656184,596,0,1
3,UpdateEmployee,1722222636.656783,603,0,1
3,UpdateEmployee,1722222636.657388,587,0,1
3,UpdateEmployee,1722222636.657977,586,0,1
4,DeleteEmployee,1722222636.658565,1413,0,1
2,UpdatePosition,1722222636.659981,769,0,1
1,InsertPosition,1722222636.660752,606,0,1
2,UpdatePosition,1722222636.661362,744,0,1
3,UpdateEmployee,1722222636.662108,583,0,1
4,DeleteEmployee,1722222636.662693,1308,0,1
1,InsertPosition,1722222636.664003,575,0,1
3,UpdateEmployee,1722222636.664580,592,0,1
2,UpdatePosition,1722222636.665174,611,0,1
2,UpdatePosition,1722222636.665786,769,0,1
1,InsertPosition,1722222636.666559,597,0,1
2,UpdatePosition,1722222636.667158,684,0,1
2,UpdatePosition,1722222636.667845,824,0,1
1,InsertPosition,1722222636.668671,588,0,1
1,InsertPosition,1722222636.669261,601,0,1
1,InsertPosition,1722222636.669863,586,0,1
3,UpdateEmployee,1722222636.670451,571,0,1
2,UpdatePosition,1722222636.671024,610,0,1
2,UpdatePosition,1722222636.671636,712,0,1
2,UpdatePosition,1722222636.672350,712,0,1
4,DeleteEmployee,1722222636.673064,1503,0,1
2,UpdatePosition,1722222636.674568,720,0,1
1,InsertPosition,1722222636.675290,591,0,1
2,UpdatePosition,1722222636.675883,646,0,1
4,DeleteEmployee,1722222636.676531,1346,0,1
1,InsertPosition,1722222636.677880,592,0,1
3,UpdateEmployee,1722222636.678474,600,0,1
3,UpdateEmployee,1722222636.679076,574,0,1
2,UpdatePosition,1722222636.679652,685,0,1
3,UpdateEmployee,1722222636.680339,590,0,1
1,InsertPosition,1722222636.680931,576,0,1
3,UpdateEmployee,1722222636.681509,574,0,1
1,InsertPosition,1722222636.682084,576,0,1
2,UpdatePosition,1722222636.682661,717,0,1
4,DeleteEmployee,1722222636.683380,1413,0,1
3,UpdateEmployee,1722222636.684795,567,0,1
1,InsertPosition,1722222636.685365,590,0,1
2,UpdatePosition,1722222636.685957,736,0,1
3,UpdateEmployee,1722222636.686695,593,0,1
1,InsertPosition,1722222636.687290,619,0,1
2,UpdatePosition,1722222636.687911,754,0,1
3,UpdateEmployee,1722222636.688667,607,0,1
2,UpdatePosition,1722222636.689276,862,0,1
2,UpdatePosition,1722222636.690140,700,0,1
3,UpdateEmployee,1722222636.690842,598,0,1
2,UpdatePosition,1722222636.691442,698,0,1
4,DeleteEmployee,1722222636.692142,1628,0,1
4,DeleteEmployee,1722222636.693772,1389,0,1
1,InsertPosition,1722222636.695164,625,0,1
4,DeleteEmployee,1722222636.695792,1470,0,1
1,InsertPosition,1722222636.697266,598,0,1
3,UpdateEmployee,1722222636.697867,604,0,1
4,DeleteEmployee,1722222636.698474,1339,0,1
4,DeleteEmployee,1722222636.699815,1471,0,1
1,InsertPosition,1722222636.701288,693,0,1
4,DeleteEmployee,1722222636.701982,1348,0,1
1,InsertPosition,1722222636.703332,611,0,1
1,InsertPosition,1722222636.703947,598,0,1
1,InsertPosition,1722222636.704547,571,0,1
1,InsertPosition,1722222636.705120,614,0,1
4,DeleteEmployee,1722222636.705737,1374,0,1
2,UpdatePosition,1722222636.707113,834,0,1
1,InsertPosition,1722222636.707948,583,0,1
2,UpdatePosition,1722222636.708533,794,0,1
1,InsertPosition,1722222636.709329,598,0,1
2,UpdatePosition,1722222636.709929,791,0,1
4,DeleteEmployee,1722222636.710722,1423,0,1
3,UpdateEmployee,1722222636.712147,596,0,1
2,UpdatePosition,1722222636.712748,731,0,1
1,InsertPosition,1722222636.713481,630,0,1
3,UpdateEmployee,1722222636.714114,621,0,1
4,DeleteEmployee,1722222636.714737,1385,0,1
3,UpdateEmployee,1722222636.716124,635,0,1
2,UpdatePosition,1722222636.716763,643,0,1
4,DeleteEmployee,1722222636.717408,1437,0,1
3,UpdateEmployee,1722222636.718848,574,0,1
4,DeleteEmployee,1722222636.719423,1350,0,1
2,UpdatePosition,1722222636.720775,800,0,1
2,UpdatePosition,1722222636.721577,753,0,1
3,UpdateEmployee,1722222636.722333,582,0,1
2,UpdatePosition,1722222636.722916,689,0,1
2,UpdatePosition,1722222636.723607,714,0,1
1,InsertPosition,1722222636.724323,589,0,1
3,UpdateEmployee,1722222636.724914,593,0,1
2,UpdatePosition,1722222636.725509,717,0,1
3,UpdateEmployee,1722222636.726227,575,0,1
2,UpdatePosition,1722222636.726804,673,0,1
4,DeleteEmployee,1722222636.727483,1471,0,1
3,UpdateEmployee,1722222636.728968,607,0,1
2,UpdatePosition,1722222636.729578,703,0,1
2,UpdatePosition,1722222636.730283,722,0,1
2,UpdatePosition,1722222636.731007,682,0,1
2,UpdatePosition,1722222636.731691,732,0,1
4,DeleteEmployee,1722222636.732425,4131,0,1
2,UpdatePosition,1722222636.736558,862,0,1
3,UpdateEmployee,1722222636.737423,714,0,1
3,UpdateEmployee,1722222636.738139,578,0,1
2,UpdatePosition,1722222636.738718,667,0,1
2,UpdatePosition,1722222636.739387,742,0,1
3,UpdateEmployee,1722222636.740131,596,0,1
4,DeleteEmployee,1722222636.740729,1534,0,1
3,UpdateEmployee,1722222636.742266,599,0,1
2,UpdatePosition,1722222636.742867,744,0,1
2,UpdatePosition,1722222636.743613,776,0,1
3,UpdateEmployee,1722222636.744391,578,0,1
3,UpdateEmployee,1722222636.744971,608,0,1
1,InsertPosition,1722222636.745580,718,0,1
3,UpdateEmployee,1722222636.746300,607,0,1
3,UpdateEmployee,1722222636.746909,597,0,1
4,DeleteEmployee,1722222636.747508,1451,0,1
1,InsertPosition,1722222636.748961,589,0,1
1,InsertPosition,1722222636.749552,586,0,1
2,UpdatePosition,1722222636.750140,29407,0,1
1,InsertPosition,1722222636.779549,885,0,1
2,UpdatePosition,1722222636.780438,758,0,1
1,InsertPosition,1722222636.781199,643,0,1
1,InsertPosition,1722222636.781844,646,0,1
2,UpdatePosition,1722222636.782492,833,0,1
3,UpdateEmployee,1722222636.783329,650,0,1
1,InsertPosition,1722222636.783983,674,0,1
1,InsertPosition,1722222636.784659,622,0,1
3,UpdateEmployee,1722222636.785283,603,0,1
1,InsertPosition,1722222636.785888,570,0,1
2,UpdatePosition,1722222636.786460,641,0,1
3,UpdateEmployee,1722222636.787103,561,0,1
3,UpdateEmployee,1722222636.787665,572,0,1
1,InsertPosition,1722222636.788239,564,0,1
2,UpdatePosition,1722222636.788805,749,0,1
3,UpdateEmployee,1722222636.789556,591,0,1
2,UpdatePosition,1722222636.790149,709,0,1
3,UpdateEmployee,1722222636.790859,559,0,1
3,UpdateEmployee,1722222636.791420,589,0,1
1,InsertPosition,1722222636.792011,560,0,1
1,InsertPosition,1722222636.792573,579,0,1
1,InsertPosition,1722222636.793153,581,0,1
1,InsertPosition,1722222636.793736,569,0,1
1,InsertPosition,1722222636.794306,579,0,1
3,UpdateEmployee,1722222636.794887,568,0,1
2,UpdatePosition,1722222636.795456,664,0,1
2,UpdatePosition,1722222636.796122,733,0,1
1,InsertPosition,1722222636.796856,573,0,1
1,InsertPosition,1722222636.797430,590,0,1
2,UpdatePosition,1722222636.798022,731,0,1
1,InsertPosition,1722222636.798754,574,0,1
3,UpdateEmployee,1722222636.799330,577,0,1
2,UpdatePosition,1722222636.799908,765,0,1
3,UpdateEmployee,1722222636.800674,573,0,1
1,InsertPosition,1722222636.801249,573,0,1
1,InsertPosition,1722222636.801823,577,0,1
1,InsertPosition,1722222636.802402,558,0,1
1,InsertPosition,1722222636.802962,555,0,1
3,UpdateEmployee,1722222636.803519,577,0,1
1,InsertPosition,1722222636.804097,556,0,1
3,UpdateEmployee,1722222636.804655,581,0,1
3,UpdateEmployee,1722222636.805238,582,0,1
2,UpdatePosition,1722222636.805821,680,0,1
2,UpdatePosition,1722222636.806503,607,0,1
4,DeleteEmployee,1722222636.807112,1391,0,1
4,DeleteEmployee,1722222636.808504,1403,0,1
4,DeleteEmployee,1722222636.809908,1471,0,1
2,UpdatePosition,1722222636.811381,748,0,1
2,UpdatePosition,1722222636.812131,752,0,1
3,UpdateEmployee,1722222636.812884,568,0,1
4,DeleteEmployee,1722222636.813453,1382,0,1
4,DeleteEmployee,1722222636.814837,1335,0,1
2,UpdatePosition,1722222636.816173,635,0,1
4,DeleteEmployee,1722222636.816810,1381,0,1
1,InsertPosition,1722222636.818192,566,0,1
1,InsertPosition,1722222636.818760,564,0,1
1,InsertPosition,1722222636.819325,587,0,1
2,UpdatePosition,1722222636.819914,775,0,1
4,DeleteEmployee,1722222636.820690,1323,0,1
3,UpdateEmployee,1722222636.822015,572,0,1
1,InsertPosition,1722222636.822589,580,0,1
2,UpdatePosition,1722222636.823171,753,0,1
4,DeleteEmployee,1722222636.823926,1436,0,1
2,UpdatePosition,1722222636.825364,665,0,1
1,InsertPosition,1722222636.826030,581,0,1
2,UpdatePosition,1722222636.826613,3903,0,1
1,InsertPosition,1722222636.830521,628,0,1
4,DeleteEmployee,1722222636.831152,1381,0,1
4,DeleteEmployee,1722222636.832535,1382,0,1
1,InsertPosition,1722222636.833918,569,0,1
1,InsertPosition,1722222636.834488,574,0,1
4,DeleteEmployee,1722222636.835064,1437,0,1
1,InsertPosition,1722222636.836502,582,0,1
4,DeleteEmployee,1722222636.837086,1394,0,1
4,DeleteEmployee,1722222636.838481,1440,0,1
4,DeleteEmployee,1722222636.839923,1414,0,1
2,UpdatePosition,1722222636.841338,669,0,1
4,DeleteEmployee,1722222636.842008,1449,0,1
1,InsertPosition,1722222636.843462,589,0,1
4,DeleteEmployee,1722222636.844052,1378,0,1
1,InsertPosition,1722222636.845431,575,0,1
1,InsertPosition,1722222636.846008,595,0,1
4,DeleteEmployee,1722222636.846604,1384,0,1
2,UpdatePosition,1722222636.847990,720,0,1
1,InsertPosition,1722222636.848712,580,0,1
2,UpdatePosition,1722222636.849293,663,0,1
2,UpdatePosition,1722222636.849959,696,0,1
4,DeleteEmployee,1722222636.850657,1396,0,1
4,DeleteEmployee,1722222636.852055,1357,0,1
1,InsertPosition,1722222636.853413,572,0,1
2,UpdatePosition,1722222636.853987,676,0,1
2,UpdatePosition,1722222636.854664,777,0,1
1,InsertPosition,1722222636.855442,592,0,1
3,UpdateEmployee,1722222636.856036,602,0,1
4,DeleteEmployee,1722222636.856639,1333,0,1
2,UpdatePosition,1722222636.857974,615,0,1
1,InsertPosition,1722222636.858591,582,0,1
1,InsertPosition,1722222636.859175,591,0,1
3,UpdateEmployee,1722222636.859767,578,0,1
3,UpdateEmployee,1722222636.860347,557,0,1
3,UpdateEmployee,1722222636.860906,586,0,1
1,InsertPosition,1722222636.861494,580,0,1
1,InsertPosition,1722222636.862076,743,0,1
2,UpdatePosition,1722222636.862829,712,0,1
3,UpdateEmployee,1722222636.863544,624,0,1
2,UpdatePosition,1722222636.864169,698,0,1
1,InsertPosition,1722222636.864869,760,0,1
1,InsertPosition,1722222636.865630,587,0,1
3,UpdateEmployee,1722222636.866218,617,0,1
2,UpdatePosition,1722222636.866837,790,0,1
3,UpdateEmployee,1722222636.867628,610,0,1
1,InsertPosition,1722222636.868240,592,0,1
1,InsertPosition,1722222636.868834,615,0,1
3,UpdateEmployee,1722222636.869451,580,0,1
3,UpdateEmployee,1722222636.870032,580,0,1
3,UpdateEmployee,1722222636.870614,579,0,1
3,UpdateEmployee,1722222636.871194,581,0,1
3,UpdateEmployee,1722222636.871777,571,0,1
3,UpdateEmployee,1722222636.872349,578,0,1
4,DeleteEmployee,1722222636.872929,1412,0,1
3,UpdateEmployee,1722222636.874343,592,0,1
4,DeleteEmployee,1722222636.874936,1415,0,1
2,UpdatePosition,1722222636.876353,738,0,1
4,DeleteEmployee,1722222636.877093,1416,0,1
2,UpdatePosition,1722222636.878511,666,0,1
4,DeleteEmployee,1722222636.879179,1379,0,1
3,UpdateEmployee,1722222636.880561,620,0,1
2,UpdatePosition,1722222636.881183,784,0,1
3,UpdateEmployee,1722222636.881968,583,0,1
4,DeleteEmployee,1722222636.882553,1340,0,1
2,UpdatePosition,1722222636.883894,690,0,1
3,UpdateEmployee,1722222636.884586,575,0,1
4,DeleteEmployee,1722222636.885162,1351,0,1
2,UpdatePosition,1722222636.886515,685,0,1
1,InsertPosition,1722222636.887201,559,0,1
2,UpdatePosition,1722222636.887762,723,0,1
2,UpdatePosition,1722222636.888486,772,0,1
1,InsertPosition,1722222636.889261,595,0,1
2,UpdatePosition,1722222636.889859,624,0,1
2,UpdatePosition,1722222636.890485,756,0,1
3,UpdateEmployee,1722222636.891242,571,0,1
3,UpdateEmployee,1722222636.891815,564,0,1
1,InsertPosition,1722222636.892381,568,0,1
2,UpdatePosition,1722222636.892950,679,0,1
3,UpdateEmployee,1722222636.893630,602,0,1
3,UpdateEmployee,1722222636.894234,600,0,1
1,InsertPosition,1722222636.894837,587,0,1
2,UpdatePosition,1722222636.895426,750,0,1
3,UpdateEmployee,1722222636.896178,600,0,1
3,UpdateEmployee,1722222636.896780,586,0,1
1,InsertPosition,1722222636.897367,594,0,1
3,UpdateEmployee,1722222636.897963,566,0,1
1,InsertPosition,1722222636.898531,578,0,1
1,InsertPosition,1722222636.899110,550,0,1
4,DeleteEmployee,1722222636.899662,1522,0,1
3,UpdateEmployee,1722222636.901185,571,0,1
1,InsertPosition,1722222636.901759,575,0,1
3,UpdateEmployee,1722222636.902335,570,0,1
2,UpdatePosition,1722222636.902907,685,0,1
3,UpdateEmployee,1722222636.903594,610,0,1
1,InsertPosition,1722222636.904206,592,0,1
2,UpdatePosition,1722222636.904799,801,0,1
