Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
35,3299,3299.000,104,3374,3531,3029,3601,3738,3821,4129,7552
36,3333,3333.000,82,3364,3533,2995,3590,3641,3686,3804,5213
37,3313,3313.000,81,3363,3513,3010,3569,3614,3636,3963,7559
38,3341,3341.000,97,3361,3520,2989,3576,3621,3650,4846,6839
39,3069,3069.000,96,3390,3500,3260,3995,4298,5274,7081,9917
40,2473,2473.000,91,3459,3596,4033,5623,6851,6966,11051,14046
41,3230,3230.000,100,3305,3482,3108,3572,3733,4005,10584,14104
42,3301,3301.000,88,3363,3518,3010,3593,3740,3828,5158,7589
43,3387,3387.000,94,3301,3470,2947,3533,3678,3720,4129,5352
44,3324,3324.000,93,3356,3513,3001,3588,3720,3787,4078,7500
45,3337,3337.000,97,3325,3473,2996,3559,3719,4046,4433,5359
46,3331,3331.000,104,3339,3498,2995,3550,3595,3633,5003,7529
47,3357,3357.000,99,3339,3472,2980,3537,3629,3705,5038,5343
48,3316,3316.000,91,3368,3492,3006,3573,3712,3777,3903,7466
49,3402,3402.000,91,3314,3479,2937,3533,3583,3619,3748,5266
50,3403,3403.000,92,3295,3483,2936,3551,3616,3742,4409,7550
51,3352,3352.000,102,3358,3523,2983,3582,3633,3658,3856,5380
52,3305,3305.000,97,3366,3497,3019,3571,3667,3726,5110,7654
53,3371,3371.000,101,3357,3530,2964,3589,3685,3763,4062,5623
54,3453,3453.000,104,3286,3461,2893,3507,3546,3577,3982,7494
55,3359,3359.000,89,3328,3496,2969,3548,3612,3736,5276,7454
56,1045,1045.000,91,9068,10236,9594,12057,13884,17749,33881,34978
57,1746,1746.000,107,6045,6223,5728,6390,9334,10915,12692,17914
58,1936,1936.000,96,6023,6206,5155,6317,6422,6521,8049,9635
59,1804,1804.000,122,6042,6201,5536,6332,6512,9080,12275,17643
60,1857,1857.000,116,6080,6229,5389,6317,6533,7772,8066,9351
61,1874,1874.000,122,6098,6259,5323,6314,6407,6570,8011,9345
62,1844,1844.000,102,6134,6255,5431,6387,6495,6584,9274,10948
63,1876,1876.000,113,6119,6271,5317,6481,6605,6775,8525,9506
64,1792,1792.000,122,6336,6458,5581,6582,6668,6864,9431,9895
65,1818,1818.000,101,6246,6404,5498,6514,6651,6729,9539,10681
66,1875,1875.000,113,6178,6367,5330,6482,6612,6680,8287,9659
67,1831,1831.000,115,6211,6372,5459,6556,6683,6758,8386,11174
68,1756,1756.000,109,6447,6562,5699,6659,6831,6974,8517,9977
69,1780,1780.000,128,6352,6491,5615,6606,6791,6952,9778,10786
70,1775,1775.000,95,6338,6488,5623,6605,6756,6908,9684,14875
71,1824,1824.000,116,6101,6226,5478,6357,6497,6816,12201,12981
72,1931,1931.000,108,5929,6135,5177,6237,6398,6476,8973,10372
73,1946,1946.000,98,5919,6087,5136,6167,6330,6403,7764,9175
74,1929,1929.000,111,5926,6087,5175,6178,6315,6391,8833,9549
75,1894,1894.000,131,5955,6063,5286,6161,6308,6395,9168,10014
76,1767,1767.000,89,5957,6176,5665,6272,6481,7861,24303,27327
77,1891,1891.000,90,5999,6153,5272,6224,6344,6453,7826,9132
78,1957,1957.000,98,5918,6076,5110,6147,6196,6246,7678,9292
79,1943,1943.000,105,5917,6061,5150,6131,6288,6380,9073,10658
80,1938,1938.000,102,5930,6125,5163,6207,6396,6460,7818,9288
81,1833,1833.000,126,6056,6234,5448,6296,6377,7602,13132,19897
82,1874,1874.000,103,6088,6256,5341,6354,6522,6594,9501,10554
83,1855,1855.000,131,6156,6292,5384,6486,6605,6701,8413,9398
84,1767,1767.000,109,6421,6593,5656,6710,6841,6947,9981,11653
85,1319,1319.000,109,6483,6698,7598,10218,13162,16333,22062,28216
86,1428,1428.000,130,6139,6322,6976,9781,11515,12130,13735,15044
87,1891,1891.000,114,6058,6190,5285,6308,6400,6441,7901,10990
88,1905,1905.000,107,6050,6200,5247,6281,6421,6480,8053,9406
89,1775,1775.000,119,6116,6206,5636,6381,7630,9051,11649,17653
90,1907,1907.000,101,5955,6138,5241,6241,6399,7358,8886,10844
91,1889,1889.000,103,6078,6244,5288,6353,6479,6542,7863,10613
92,1889,1889.000,117,6037,6204,5288,6314,6462,6507,9513,11660
93,1907,1907.000,123,6022,6198,5253,6294,6472,6539,7952,11087
94,1876,1876.000,88,6094,6219,5318,6322,6459,6540,8930,9472
95,1887,1887.000,105,6179,6427,5297,6575,6717,6824,9224,10725
96,1846,1846.000,120,6191,6335,5422,6444,6634,7013,9072,9893
97,1900,1900.000,93,6161,6353,5266,6475,6660,6742,8370,9753
98,1805,1805.000,103,6272,6420,5529,6502,6680,6825,8225,9762
99,1838,1838.000,99,6211,6368,5439,6544,6695,6970,9517,10509
100,1829,1829.000,102,6324,6481,5466,6595,6721,6803,8456,9688
101,1734,1734.000,106,6390,6532,5763,6650,6837,8242,15698,17512
102,1889,1889.000,94,6048,6170,5293,6268,6451,6610,9264,10775
103,1875,1875.000,84,5992,6131,5336,6182,6288,6917,10572,11105
104,1897,1897.000,95,5966,6130,5266,6237,6405,7549,10864,11952
105,1972,1972.000,111,5889,6088,5063,6184,6346,6398,8395,10403
106,1876,1876.000,100,5896,6051,5357,6167,6294,6422,16609,26129
107,1783,1783.000,104,6040,6210,5583,6294,6502,6682,13460,38147
108,1872,1872.000,97,6068,6216,5346,6319,6451,6498,8039,11037
109,1914,1914.000,104,5924,6093,5222,6236,6390,6484,9415,10686
110,1956,1956.000,91,5865,6043,5106,6144,6250,6390,9099,9330
111,1898,1898.000,89,5953,6125,5261,6186,6276,7543,10567,11704
112,1827,1827.000,101,5929,6071,5482,6172,6347,6735,21523,33904
113,1916,1916.000,122,6003,6192,5211,6250,6311,6478,8108,9317
114,1639,1639.000,107,6184,6311,6110,6492,8060,12562,14789,34380
115,1280,1280.000,120,5237,8604,7804,10975,12770,15255,18827,19138
116,1937,1937.000,104,5193,5369,5179,6204,6365,6732,19253,36642
117,1860,1860.000,90,6115,6321,5346,6490,6663,6792,9191,10643
118,1753,1753.000,105,6243,6387,5700,6525,6789,9818,11410,12225
119,1804,1804.000,100,6157,6326,5544,6446,6648,7885,11974,20105
120,1834,1834.000,113,6192,6318,5461,6457,6586,6837,9305,11016
121,1864,1864.000,94,6141,6322,5359,6445,6616,6822,11036,12424
122,1853,1853.000,101,6120,6276,5398,6365,6526,6576,9627,11349
123,1900,1900.000,105,6077,6255,5254,6337,6497,6619,9361,9741
124,1879,1879.000,106,6130,6307,5328,6406,6564,6669,8261,9732
125,1864,1864.000,117,6111,6282,5351,6385,6598,6707,9276,10278
126,1920,1920.000,104,6034,6240,5218,6336,6500,6557,9059,9417
127,1835,1835.000,106,6218,6503,5440,6656,6801,6901,9346,10165
128,1824,1824.000,105,6293,6443,5487,6568,6676,6726,8366,9700
129,1821,1821.000,96,6253,6419,5493,6555,6689,6958,9518,10556
130,1858,1858.000,93,6243,6416,5377,6497,6661,6732,8191,11315
131,1800,1800.000,118,6338,6452,5559,6580,6706,6779,8384,9974
132,1761,1761.000,98,6348,6525,5674,6596,6740,8359,12935,16621
133,1835,1835.000,106,6316,6493,5444,6608,6745,6850,9797,11418
134,1866,1866.000,120,6087,6225,5361,6337,6529,6729,7999,9205
135,1895,1895.000,106,6043,6190,5277,6248,6299,6389,9205,10162
136,1925,1925.000,99,5952,6130,5179,6187,6370,6426,7775,9424
137,1777,1777.000,117,5971,6132,5643,6224,6451,10333,17646,18583
138,1945,1945.000,110,5918,6068,5141,6198,6328,6412,7817,8976
139,1871,1871.000,115,6050,6182,5344,6271,6395,6474,9111,10090
140,1900,1900.000,89,6040,6205,5247,6282,6448,6505,7860,9410
141,1917,1917.000,101,5992,6162,5216,6278,6431,6553,7841,9393
142,1901,1901.000,93,5947,6081,5263,6179,6329,6452,10049,13283
143,1825,1825.000,96,5945,6096,5473,6163,6313,7544,15289,20073
144,1221,1221.000,112,6110,9556,8207,11151,12459,13435,15748,17925
145,1619,1619.000,111,6265,6491,6170,6649,10033,11075,12325,17900
146,1800,1800.000,120,6393,6538,5555,6602,6770,6844,8371,8583
147,1788,1788.000,117,6348,6489,5590,6564,6679,6856,8682,9711
148,1898,1898.000,99,5233,5501,5274,6270,7716,8864,13452,35202
149,1819,1819.000,100,6149,6332,5493,6472,6649,7607,9875,10193
150,1822,1822.000,97,6247,6376,5490,6503,6646,6801,8401,9798
151,1845,1845.000,114,6203,6345,5397,6454,6572,6682,8232,9770
152,1822,1822.000,115,6199,6308,5495,6433,6561,6694,9284,10908
153,1876,1876.000,116,6084,6218,5319,6330,6452,6578,9340,10864
154,1878,1878.000,104,6090,6261,5331,6361,6520,6611,9004,9779
155,1880,1880.000,96,6094,6251,5320,6417,6581,6694,9359,10307
156,1865,1865.000,97,6110,6227,5351,6313,6447,6511,8037,9639
157,1906,1906.000,100,6103,6259,5273,6358,6507,6607,8131,9660
158,1852,1852.000,104,6128,6287,5373,6428,6565,6668,9418,10842
159,1831,1831.000,103,6258,6510,5476,6621,6786,6865,8411,10020
160,1814,1814.000,126,6251,6381,5496,6538,6660,6911,8063,11200
161,1833,1833.000,82,6288,6429,5457,6560,6703,6777,8361,9770
162,1852,1852.000,102,6204,6353,5399,6439,6598,6669,9312,12191
163,1758,1758.000,105,6273,6422,5693,6571,6725,8376,13506,21141
164,1811,1811.000,102,6384,6535,5519,6632,6789,6916,8351,9725
165,1810,1810.000,90,6356,6497,5523,6610,6761,6839,9735,10547
166,1841,1841.000,112,6106,6196,5435,6400,6525,6714,8311,9907
167,1876,1876.000,99,6041,6190,5324,6292,6447,6552,9143,9504
168,1743,1743.000,96,5976,6152,5731,6251,6491,9598,24347,30744
169,1924,1924.000,119,5909,6044,5202,6131,6274,6350,9012,10321
170,1930,1930.000,102,5898,6015,5169,6144,6263,6352,7881,9437
171,1918,1918.000,121,6035,6218,5220,6308,6451,6506,8031,9552
172,1870,1870.000,118,6085,6217,5347,6294,6472,6529,9223,10371
173,1572,1572.000,119,6019,6202,6362,6423,10637,13572,23850,26231
174,1282,1282.000,129,6107,9155,7808,10651,11855,12993,17517,29194
175,1943,1943.000,101,5980,6197,5137,6307,6473,6540,9180,10207
176,1860,1860.000,111,6087,6244,5380,6383,6649,7329,8231,10485
177,1790,1790.000,100,6135,6284,5575,6360,6526,9248,11493,12065
178,1776,1776.000,108,6441,6588,5637,6666,6881,8247,9885,10021
179,1813,1813.000,96,6151,6506,5499,6623,6765,6852,11634,11849
180,1946,1946.000,122,5157,5344,5145,6110,6361,6781,19955,20828
181,1863,1863.000,119,6148,6351,5374,6480,6627,6727,9209,9674
182,1846,1846.000,106,6170,6317,5422,6437,6612,6831,9474,10398
183,1877,1877.000,98,6077,6237,5305,6339,6489,6559,8103,9460
184,1878,1878.000,98,6086,6272,5337,6388,6539,6677,8687,9350
185,1889,1889.000,129,6061,6240,5288,6330,6480,6542,10167,10777
186,1908,1908.000,113,6052,6212,5252,6326,6456,6543,7904,9468
187,1886,1886.000,103,6052,6224,5290,6326,6482,6546,10547,10837
188,1875,1875.000,102,6107,6232,5331,6323,6506,6593,8108,9619
189,1870,1870.000,118,6023,6198,5340,6314,6468,6613,9284,13465
190,1883,1883.000,86,6070,6202,5315,6280,6391,6478,7653,9302
191,1860,1860.000,100,6188,6321,5373,6511,6597,6637,8349,9828
192,1811,1811.000,110,6257,6432,5521,6601,6769,7210,10294,12105
193,1834,1834.000,123,6208,6345,5448,6447,6618,6718,8205,9679
194,1760,1760.000,114,6252,6410,5688,6514,6631,8148,12842,18311
195,1776,1776.000,105,6372,6509,5639,6625,6774,6869,9774,10727
196,1822,1822.000,112,6285,6445,5482,6535,6626,6735,8498,9920
197,1808,1808.000,119,6326,6488,5527,6570,6756,6940,9216,11293
198,1875,1875.000,102,6039,6322,5329,6529,6675,6766,8102,9914
199,1742,1742.000,103,5934,6119,5744,6237,6410,11787,26685,30674
200,1940,1940.000,110,5886,6043,5147,6151,6273,6339,7672,9261
201,1927,1927.000,106,5928,6078,5187,6169,6331,6385,7708,10793
202,1876,1876.000,113,5879,6074,5340,6178,6355,8109,12232,15088
203,1109,1109.000,142,8950,10143,8987,10896,12248,14861,22893,26465
204,1881,1881.000,112,5972,6142,5313,6239,6401,6522,9391,17175
205,1939,1939.000,104,5941,6145,5166,6226,6393,6458,8628,10329
206,1855,1855.000,110,5987,6161,5386,6253,6438,7938,10938,11111
207,1806,1806.000,76,6036,6165,5542,6332,7790,8544,9497,10058
208,1792,1792.000,121,6169,6317,5587,6506,7935,8465,9388,11025
209,1862,1862.000,106,6126,6277,5366,6353,6528,6584,9433,10253
210,1778,1778.000,107,6337,6533,5606,6643,6787,6919,8730,9886
211,1775,1775.000,114,6435,6605,5629,6664,6766,6903,9896,10792
212,1982,1982.000,101,5180,5346,5057,5716,6585,6694,20105,27672
213,1859,1859.000,112,6130,6254,5380,6406,6520,6625,8136,9660
214,1833,1833.000,99,6215,6405,5461,6511,6685,6878,10899,12157
215,1839,1839.000,104,6202,6342,5417,6463,6608,6791,9435,11220
216,1858,1858.000,93,6099,6269,5375,6368,6502,6604,8051,9370
217,1845,1845.000,110,6141,6312,5432,6409,6558,6722,9259,15344
218,1851,1851.000,99,6146,6270,5394,6395,6547,6606,8050,9389
219,1816,1816.000,96,6118,6247,5515,6402,6532,7982,11028,12448
220,1861,1861.000,92,6057,6235,5364,6332,6505,7890,10903,12194
221,1876,1876.000,90,6124,6270,5329,6346,6476,6578,9111,9496
222,1865,1865.000,114,6097,6261,5363,6385,6503,6565,9215,10455
223,1906,1906.000,114,6038,6238,5246,6339,6471,6548,8060,9509
224,1779,1779.000,118,6219,6485,5616,6608,6761,7869,11708,13096
225,1745,1745.000,99,6284,6448,5735,6620,6794,8024,19766,28288
226,1809,1809.000,115,6282,6398,5527,6480,6660,6733,8128,9574
227,1845,1845.000,109,6218,6362,5425,6461,6670,6869,8297,11170
228,1735,1735.000,108,6445,6572,5759,6696,6858,8202,11450,11682
229,1843,1843.000,107,6298,6509,5421,6625,6779,6849,9369,11426
230,1627,1627.000,108,6090,6437,6144,6585,6813,12759,24143,27414
231,1931,1931.000,97,5962,6114,5181,6198,6330,6423,7727,9174
232,1532,1532.000,99,5980,6148,6528,7522,10651,13590,27680,30801
233,1428,1428.000,111,6056,6287,6988,9502,11493,11901,17782,26118
234,1903,1903.000,126,6016,6192,5262,6248,6307,6455,8038,9299
235,1845,1845.000,107,6115,6246,5409,6320,6481,6552,9975,11988
236,1859,1859.000,104,5911,6070,5388,6192,6399,9119,10827,12979
237,1901,1901.000,118,5962,6115,5256,6177,6325,7560,9087,9255
238,1868,1868.000,119,6088,6224,5346,6333,6474,6555,7850,11167
239,1914,1914.000,107,5980,6126,5235,6209,6311,6419,9063,13253
240,1906,1906.000,95,6034,6207,5234,6275,6333,6375,7992,9471
241,1844,1844.000,94,6212,6344,5432,6482,6608,6664,9189,9741
242,1795,1795.000,112,6272,6432,5565,6603,6758,6844,9396,10799
243,1796,1796.000,95,6391,6556,5564,6644,6811,6889,9485,9674
244,1968,1968.000,98,5235,5541,5079,6535,6709,6798,8022,8604
245,1823,1823.000,104,5284,6133,5492,6294,6473,7932,20211,21028
246,1825,1825.000,121,6222,6358,5470,6471,6631,6961,9777,10002
247,1862,1862.000,108,6175,6341,5372,6458,6630,6722,9575,9697
248,1849,1849.000,122,6206,6333,5410,6422,6556,6621,8097,9338
249,1884,1884.000,110,6100,6282,5315,6356,6431,6559,9335,11403
250,1890,1890.000,103,6076,6232,5276,6337,6438,6501,7930,9511
251,1860,1860.000,125,6151,6290,5379,6425,6544,6681,9166,13762
252,1886,1886.000,105,6065,6228,5303,6350,6495,6624,9162,10166
253,1863,1863.000,109,6099,6238,5364,6323,6441,6528,8036,9615
254,1880,1880.000,103,6116,6287,5330,6406,6546,6627,8249,9761
255,1849,1849.000,109,6166,6312,5396,6427,6586,6645,9239,10314
256,1718,1718.000,120,6177,6349,5825,6489,6649,8128,16145,17342
257,1859,1859.000,106,6210,6397,5363,6523,6653,6738,8415,11269
258,1842,1842.000,95,6264,6428,5428,6522,6659,6740,8430,9636
259,1872,1872.000,109,6180,6373,5357,6449,6566,6700,9243,10427
260,1824,1824.000,119,6280,6470,5483,6566,6645,6718,8465,9776
261,1591,1591.000,126,6170,6513,6266,6638,7087,12956,26309,29405
262,1134,1134.000,115,6599,9603,8833,11360,12914,14846,17546,21821
263,1836,1836.000,101,5909,6021,5442,6139,6332,9435,11883,15830
264,1939,1939.000,97,5899,6046,5161,6135,6280,6372,7713,9348
265,1844,1844.000,126,5967,6127,5410,6231,6399,7821,12314,14665
266,1827,1827.000,127,6007,6210,5472,6319,6695,7859,10045,12439
267,1885,1885.000,114,6059,6240,5298,6297,6464,6541,7913,9380
268,1913,1913.000,112,5950,6117,5233,6206,6329,6387,8795,9414
269,1943,1943.000,104,5900,6113,5130,6168,6236,6353,8742,10119
270,1932,1932.000,76,5940,6121,5188,6207,6301,6385,8926,12051
271,1917,1917.000,107,5987,6190,5211,6266,6372,6471,9263,15444
272,1867,1867.000,110,6061,6214,5351,6334,6475,6548,9303,10402
273,1865,1865.000,120,6101,6268,5364,6384,6510,6588,8302,9184
274,1835,1835.000,115,6188,6359,5463,6539,6720,7041,9096,10210
275,1800,1800.000,86,6367,6598,5532,6711,6859,7161,10635,12128
276,1815,1815.000,109,6319,6526,5520,6644,6776,6832,8431,9864
277,1961,1961.000,121,5105,5356,5084,5533,6330,6534,21047,21540
278,1842,1842.000,120,6162,6327,5444,6488,6593,6729,8168,9460
279,1866,1866.000,110,6187,6372,5362,6475,6619,6719,9110,10817
280,1853,1853.000,119,6126,6327,5380,6415,6591,6721,9404,10615
281,1866,1866.000,122,6151,6333,5363,6434,6554,6639,8022,9685
282,1843,1843.000,112,6165,6328,5433,6432,6612,6732,9185,10338
283,1877,1877.000,119,6080,6230,5318,6352,6482,6562,7942,9200
284,1802,1802.000,112,6192,6297,5557,6437,6574,6636,8161,9351
285,1867,1867.000,111,6112,6300,5360,6428,6570,6670,10207,10648
286,1895,1895.000,104,6067,6241,5269,6333,6486,6542,7955,11018
287,1784,1784.000,117,6115,6248,5599,6338,6500,7932,14455,25863
288,1820,1820.000,100,6306,6502,5482,6591,6649,6694,8559,9999
289,1861,1861.000,120,6199,6375,5384,6521,6647,6712,9583,10415
290,1851,1851.000,110,6177,6359,5393,6478,6669,6759,9480,9820
291,1224,1224.000,106,6377,6569,8245,10486,13945,22024,34547,37879
292,1343,1343.000,133,6101,6210,7366,10569,11929,13476,17645,20595
293,1959,1959.000,99,5924,6121,5116,6186,6279,6405,7717,10859
294,1940,1940.000,116,5947,6113,5143,6189,6352,6409,7739,9363
295,1872,1872.000,105,5940,6118,5363,6261,6439,8987,10877,13373
296,1906,1906.000,117,5939,6069,5234,6160,6295,6612,9051,10446
297,1900,1900.000,95,5934,6083,5255,6169,6288,6362,9342,12007
298,1892,1892.000,113,6013,6187,5289,6287,6426,6548,9064,10942
299,1867,1867.000,103,6092,6230,5359,6293,6449,6478,9523,10185
300,1951,1951.000,111,5922,6101,5123,6206,6281,6447,9089,9850
301,1900,1900.000,91,6005,6128,5263,6205,6258,6300,8999,9317
302,1954,1954.000,99,5930,6113,5109,6179,6269,6382,8592,10132
303,1883,1883.000,117,6007,6168,5312,6258,6420,6528,10686,12147
304,1894,1894.000,129,6005,6155,5276,6245,6399,6478,7925,9225
305,1836,1836.000,96,6097,6250,5451,6343,6537,7748,10662,11129
306,1848,1848.000,101,6117,6265,5407,6374,6509,6553,8098,9352
307,1794,1794.000,105,6235,6413,5566,6632,6783,6887,8537,10130
308,1792,1792.000,84,6434,6603,5584,6697,6842,6914,8643,9886
309,1932,1932.000,108,5150,6292,5170,6538,6715,6807,10503,11804
310,1838,1838.000,105,5204,5455,5433,6228,6404,7924,19908,29244
311,1866,1866.000,109,6167,6356,5375,6466,6632,6726,8394,9551
312,1875,1875.000,106,6134,6300,5325,6404,6506,6648,9443,10350
313,1947,1947.000,110,5992,6215,5142,6291,6420,6517,7976,9459
314,1864,1864.000,100,6081,6234,5352,6300,6366,6414,8032,9504
315,1904,1904.000,110,6015,6217,5252,6299,6370,6417,10145,11017
316,1913,1913.000,80,5976,6147,5234,6207,6263,6306,7921,9274
317,1882,1882.000,102,6045,6183,5305,6270,6421,6514,7960,9599
318,1789,1789.000,116,6094,6248,5581,6364,6503,7545,18584,21918
319,1870,1870.000,108,6083,6212,5343,6299,6456,6560,8810,10817
320,1397,1397.000,109,6088,6222,7170,6463,11527,19817,39447,42725
321,1192,1192.000,109,6556,9955,8402,11539,12778,12977,18701,18917
322,1812,1812.000,118,6333,6522,5506,6609,6736,6870,9768,10767
323,1818,1818.000,114,6290,6477,5500,6556,6694,6869,10665,14877
324,1809,1809.000,114,6048,6233,5522,6420,6811,8905,10953,15137
325,1914,1914.000,87,6001,6202,5237,6277,6428,7647,9893,15577
326,1926,1926.000,124,5938,6109,5187,6206,6357,7378,8793,9526
327,1973,1973.000,123,5880,6077,5058,6140,6244,6320,7707,9473
328,1930,1930.000,104,5906,6049,5186,6108,6150,6195,10654,11646
329,1899,1899.000,114,5905,6044,5262,6093,6155,7402,10601,11769
330,1919,1919.000,120,5914,6029,5211,6197,6307,6381,7818,8939
331,1894,1894.000,107,6054,6241,5275,6300,6352,6467,9159,11118
332,1916,1916.000,121,5960,6165,5224,6238,6293,6350,9153,10216
333,2000,2000.000,94,5834,6012,4991,6096,6246,6319,7579,9363
334,1925,1925.000,102,5968,6122,5194,6213,6378,6445,8965,9587
335,1897,1897.000,111,5999,6139,5278,6239,6384,6467,9269,10232
336,1951,1951.000,100,5932,6106,5123,6189,6346,6403,7782,9089
337,1922,1922.000,82,5993,6180,5202,6295,6402,6483,7859,9450
338,1874,1874.000,113,6083,6238,5329,6309,6496,6586,9364,10289
339,1887,1887.000,124,6081,6249,5291,6332,6512,6583,9128,9611
340,1800,1800.000,111,6384,6565,5570,6644,6801,6899,8500,9910
341,1795,1795.000,114,6371,6549,5551,6623,6716,6882,8434,10753
342,1871,1871.000,109,5108,5341,5378,6425,6641,8438,19796,20278
343,1977,1977.000,96,5199,6110,5029,6252,6429,6531,8003,12180
344,1844,1844.000,132,6207,6377,5427,6511,6626,6695,9572,10870
345,1858,1858.000,110,6118,6278,5388,6384,6505,6622,9170,10321
346,1889,1889.000,101,6031,6191,5284,6328,6455,6560,8021,9365
347,1880,1880.000,107,6041,6228,5306,6318,6462,6517,7797,9357
348,1800,1800.000,93,6068,6215,5560,6324,6429,7586,14973,21119
349,1672,1672.000,97,6043,6190,6010,6327,7554,12452,22707,34645
350,1001,1001.000,115,9519,10239,9999,12074,13721,17898,24026,32613
351,1810,1810.000,107,6222,6426,5504,6548,6703,6810,11422,12733
352,1857,1857.000,103,6173,6354,5372,6452,6592,6713,9335,10367
353,1740,1740.000,116,6231,6357,5791,6522,6855,11425,13088,13255
354,1747,1747.000,126,6436,6600,5664,6709,6867,8132,9881,12501
355,1770,1770.000,105,6407,6552,5668,6669,6798,7782,9816,10491
356,1852,1852.000,130,6076,6241,5395,6439,6625,6853,9110,9833
357,1896,1896.000,121,6014,6208,5258,6282,6462,6548,9235,12093
358,1907,1907.000,88,5988,6156,5240,6237,6372,6435,9291,10062
359,1907,1907.000,106,5896,6084,5257,6187,6370,7697,11757,12231
360,1958,1958.000,105,5849,6036,5093,6132,6256,6319,7486,10325
361,1949,1949.000,124,5900,6087,5151,6171,6313,6385,7683,9245
362,1920,1920.000,105,5884,6044,5196,6193,6321,6455,9246,10000
363,1873,1873.000,130,6048,6211,5341,6293,6447,6511,8004,9245
364,1907,1907.000,111,6044,6256,5250,6334,6504,6577,8895,10528
365,1887,1887.000,113,5946,6068,5285,6195,6308,6484,8716,10261
366,1901,1901.000,101,5949,6093,5246,6186,6341,6411,8468,9259
367,1904,1904.000,113,5971,6132,5250,6244,6362,6453,7692,9533
368,1902,1902.000,110,5994,6154,5269,6229,6326,6438,10180,10750
369,1905,1905.000,118,5953,6097,5236,6186,6255,6401,8941,11958
370,1896,1896.000,97,6061,6243,5285,6343,6514,6607,7878,9637
371,1838,1838.000,102,6159,6308,5438,6400,6574,6689,9637,10319
372,1858,1858.000,128,6144,6366,5391,6552,6782,6890,8407,9394
373,1787,1787.000,120,6383,6572,5585,6702,6851,7103,8540,9874
374,1825,1825.000,104,5522,6511,5482,6637,6797,6880,9372,10090
375,1991,1991.000,104,5119,5271,5010,5478,6258,6462,19778,31231
376,1892,1892.000,96,6046,6217,5289,6371,6519,6623,8112,9399
377,1874,1874.000,93,6161,6345,5342,6461,6637,6724,8146,11402
378,1702,1702.000,92,6118,6238,5885,6384,6545,10261,19408,38501
379,1013,1013.000,97,9225,10325,9837,11878,15695,17614,26922,29939
