Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,534.000,6.388,4.901,6.194,6.268,6.446,6.590,7.018,9.245,12.229,0.157
5,503.200,6.558,5.291,6.351,6.470,6.608,6.777,6.973,8.959,12.252,0.152
10,525.200,6.372,5.185,6.109,6.240,6.482,6.702,7.339,9.071,10.667,0.157
15,516.600,6.265,5.009,6.005,6.087,6.179,6.358,6.517,12.488,22.279,0.160
20,524.800,6.513,2.596,6.058,6.198,6.526,6.715,7.255,12.002,77.691,0.154
25,781.200,4.261,2.681,3.500,3.605,4.027,6.636,6.921,9.588,60.838,0.235
30,921.000,3.602,2.485,3.517,3.582,3.654,3.807,3.889,4.949,7.819,0.278
35,923.200,3.621,2.602,3.528,3.594,3.665,3.805,3.874,5.249,7.673,0.276
40,864.800,3.858,2.540,3.519,3.595,3.724,4.392,5.809,7.005,11.334,0.259
45,918.800,3.645,2.469,3.497,3.580,3.657,3.801,3.898,5.470,11.503,0.274
50,937.000,3.546,2.381,3.450,3.516,3.589,3.726,3.807,5.011,9.354,0.282
55,872.800,3.795,2.590,3.476,3.548,3.661,4.148,6.326,7.143,11.303,0.264
60,587.000,5.693,2.676,3.643,6.255,6.422,6.590,6.788,9.478,38.189,0.176
65,547.200,6.320,5.341,6.171,6.252,6.345,6.487,6.606,8.840,11.149,0.158
70,528.400,6.463,5.449,6.270,6.394,6.536,6.673,6.827,8.425,12.128,0.155
75,504.400,6.744,5.291,6.348,6.516,6.652,6.822,7.765,12.783,36.371,0.148
80,538.000,6.218,5.006,6.007,6.068,6.161,6.316,6.527,9.964,35.715,0.161
85,498.000,6.908,5.103,6.142,6.265,6.446,9.463,10.755,13.585,17.426,0.145
90,512.600,6.462,4.745,6.162,6.380,6.594,6.822,7.982,11.432,32.424,0.155
95,531.600,6.305,5.002,6.157,6.218,6.358,6.453,6.579,8.206,10.335,0.159
100,522.000,6.374,5.250,6.176,6.272,6.442,6.596,6.760,8.945,10.555,0.157
105,511.400,6.518,5.549,6.334,6.423,6.573,6.713,6.877,8.473,11.841,0.153
110,535.600,6.290,5.165,6.013,6.086,6.178,6.336,6.752,9.660,36.457,0.159
115,486.600,6.963,5.215,6.059,6.164,6.340,10.356,11.561,14.253,30.164,0.144
120,503.200,6.431,4.474,6.183,6.380,6.565,6.755,7.022,9.470,36.584,0.156
125,516.400,6.447,5.232,6.278,6.365,6.482,6.627,6.803,9.308,10.551,0.155
130,531.600,6.370,4.767,6.220,6.297,6.384,6.521,6.641,9.381,10.344,0.157
135,518.400,6.551,5.359,6.331,6.441,6.582,6.740,6.930,9.613,14.151,0.153
140,511.600,6.551,5.437,6.121,6.228,6.395,6.599,7.668,18.774,31.036,0.153
145,475.400,6.930,5.255,6.111,6.209,6.374,9.468,10.968,14.731,22.209,0.144
150,514.600,6.390,4.936,6.193,6.291,6.438,6.656,6.944,9.083,12.521,0.156
155,523.600,6.456,4.626,6.230,6.418,6.593,6.795,7.014,10.036,23.752,0.155
160,529.600,6.378,3.639,6.230,6.310,6.412,6.559,6.647,8.222,11.553,0.157
165,507.600,6.435,5.456,6.253,6.350,6.528,6.652,6.831,8.250,11.176,0.155
170,479.000,6.929,5.318,6.221,6.423,6.562,7.732,9.773,17.185,39.134,0.144
175,515.200,6.636,4.203,6.039,6.152,6.313,7.914,10.337,12.736,18.793,0.151
180,531.800,6.262,5.144,6.101,6.184,6.294,6.417,6.584,9.193,10.304,0.160
185,519.600,6.377,4.648,6.223,6.385,6.596,6.698,6.829,9.300,32.161,0.157
190,540.600,6.408,5.458,6.241,6.333,6.472,6.588,6.729,8.264,10.331,0.156
195,528.800,6.340,5.561,6.187,6.248,6.347,6.505,6.629,9.159,10.472,0.158
200,443.400,7.490,5.547,6.284,6.468,6.738,10.736,12.279,23.399,32.333,0.134
205,533.200,6.242,5.246,6.041,6.113,6.192,6.356,7.529,10.082,14.045,0.160
210,532.600,6.262,5.313,6.098,6.207,6.309,6.448,6.544,9.005,10.059,0.160
215,536.000,6.370,4.975,6.159,6.270,6.432,6.602,6.842,9.263,11.793,0.157
220,521.400,6.356,4.464,6.111,6.324,6.552,6.748,6.897,9.267,24.572,0.157
225,539.000,6.264,5.350,6.127,6.190,6.262,6.416,6.565,9.074,11.039,0.160
230,460.400,7.408,5.253,6.182,6.296,6.628,11.154,12.716,21.507,32.372,0.135
235,524.800,6.370,5.393,6.087,6.171,6.328,6.623,7.651,10.471,17.596,0.157
240,538.600,6.232,5.301,6.054,6.168,6.269,6.404,6.517,9.142,11.974,0.160
245,553.600,6.239,5.267,6.062,6.161,6.286,6.405,6.514,9.149,11.487,0.160
250,519.000,6.363,4.553,6.158,6.372,6.548,6.626,6.703,9.523,33.136,0.157
255,527.000,6.336,4.699,6.179,6.281,6.409,6.559,6.680,8.243,9.743,0.158
260,452.200,7.431,5.378,6.223,6.364,6.596,11.059,12.560,18.270,39.856,0.135
265,507.600,6.513,5.116,6.193,6.417,6.530,6.626,7.998,11.145,12.407,0.154
270,540.600,6.200,5.326,6.036,6.118,6.214,6.356,6.465,9.201,10.799,0.161
275,531.400,6.251,5.175,6.092,6.169,6.252,6.412,6.498,9.330,10.957,0.160
280,533.400,6.379,3.795,6.165,6.277,6.455,6.643,6.827,9.245,12.597,0.157
285,534.200,6.325,4.406,6.092,6.359,6.537,6.641,6.828,9.290,34.972,0.158
290,462.000,7.391,5.440,6.282,6.450,6.691,10.661,12.219,17.981,32.332,0.135
295,492.600,6.670,5.495,6.410,6.515,6.640,6.845,8.150,9.894,16.609,0.150
300,539.600,6.246,5.316,6.066,6.149,6.267,6.399,6.510,9.205,12.024,0.160
305,532.600,6.230,5.317,6.050,6.161,6.268,6.393,6.551,8.927,13.342,0.161
310,534.200,6.306,5.182,6.124,6.212,6.334,6.492,6.650,9.269,10.902,0.159
315,527.800,6.371,4.451,6.145,6.407,6.584,6.715,6.897,9.541,21.014,0.157
320,461.600,7.369,5.115,6.234,6.331,6.522,10.526,12.213,18.222,41.997,0.136
325,505.000,6.626,5.421,6.395,6.521,6.640,6.800,7.232,10.020,14.914,0.151
330,528.800,6.389,5.300,6.157,6.246,6.487,6.640,6.855,9.300,12.814,0.157
335,525.600,6.188,5.108,6.034,6.120,6.240,6.373,6.448,8.864,10.291,0.162
340,536.800,6.278,5.054,6.091,6.202,6.299,6.434,6.570,9.262,16.184,0.159
345,502.600,6.621,5.076,6.163,6.278,6.424,6.606,7.622,17.773,32.540,0.151
350,470.400,7.174,5.372,6.214,6.320,6.509,10.135,11.500,17.975,28.502,0.139
355,505.600,6.559,5.599,6.308,6.421,6.570,6.717,7.452,9.728,19.865,0.152
360,524.400,6.536,5.501,6.257,6.457,6.592,6.744,6.916,9.777,13.812,0.153
365,542.000,6.152,5.217,6.028,6.099,6.183,6.293,6.372,8.010,10.380,0.163
370,541.200,6.232,5.013,6.087,6.181,6.265,6.430,6.545,7.877,10.779,0.160
375,481.200,6.898,5.389,6.098,6.187,6.361,9.244,11.130,19.060,45.036,0.145
380,502.200,6.624,5.346,6.232,6.316,6.457,7.038,9.505,12.130,13.496,0.151
385,507.400,6.490,5.226,6.240,6.345,6.509,6.661,6.838,9.591,21.242,0.154
390,504.600,6.627,3.785,6.381,6.495,6.629,6.796,7.197,9.683,18.781,0.151
395,537.000,6.214,5.288,6.054,6.152,6.237,6.387,6.465,7.935,15.872,0.161
400,531.200,6.239,5.333,6.048,6.182,6.286,6.453,6.571,8.731,10.473,0.160
405,472.200,7.056,4.553,6.055,6.171,6.365,10.138,11.977,18.592,31.277,0.142
410,518.000,6.424,4.552,6.166,6.298,6.415,6.583,7.847,11.283,30.448,0.156
415,515.200,6.446,5.468,6.204,6.291,6.416,6.588,7.042,9.772,27.290,0.155
420,507.400,6.664,5.520,6.405,6.522,6.651,6.823,8.095,10.626,20.260,0.150
425,526.000,6.333,5.184,6.134,6.258,6.463,6.616,6.729,8.222,10.146,0.158
430,533.200,6.186,5.090,6.020,6.107,6.210,6.357,6.516,9.152,10.412,0.162
435,476.200,7.072,5.235,6.173,6.270,6.464,9.831,11.919,15.534,29.143,0.141
440,497.800,6.572,4.102,6.247,6.488,6.641,6.855,8.117,12.529,23.838,0.152
445,508.000,6.531,3.608,6.240,6.329,6.470,6.618,7.410,12.441,25.622,0.153
450,523.200,6.568,5.475,6.330,6.446,6.597,6.736,6.950,9.962,17.768,0.152
455,513.600,6.534,5.373,6.270,6.518,6.631,6.797,6.911,8.473,10.444,0.153
460,551.600,6.181,5.138,6.037,6.119,6.218,6.341,6.460,7.913,9.971,0.162
465,488.200,6.917,5.015,6.035,6.139,6.310,9.554,11.351,15.296,33.400,0.145
470,523.400,6.576,4.500,6.226,6.406,6.616,6.823,7.879,12.079,36.155,0.152
475,514.600,6.526,4.832,6.246,6.349,6.481,6.686,7.722,9.688,35.372,0.153
480,517.800,6.487,5.021,6.254,6.345,6.531,6.720,6.950,9.125,26.594,0.154
485,512.600,6.604,5.644,6.384,6.507,6.641,6.797,6.963,9.767,12.975,0.151
490,528.800,6.321,5.333,6.095,6.192,6.368,6.595,6.776,9.336,13.802,0.158
495,486.400,6.886,5.235,6.013,6.090,6.274,10.011,11.576,15.148,30.489,0.145
500,512.600,6.457,5.227,6.176,6.280,6.500,6.700,7.718,10.704,12.067,0.155
505,524.600,6.398,4.559,6.211,6.345,6.532,6.718,6.978,9.725,20.405,0.156
510,505.400,6.476,5.109,6.221,6.305,6.425,6.567,7.424,12.152,28.033,0.154
515,508.400,6.586,5.253,6.355,6.443,6.596,6.771,7.281,10.456,22.840,0.152
520,534.800,6.416,5.209,6.187,6.374,6.505,6.649,6.781,8.532,10.559,0.156
525,473.400,7.025,5.407,6.099,6.200,6.313,10.251,11.581,17.194,31.001,0.142
530,526.600,6.298,5.179,6.123,6.208,6.317,6.474,6.637,9.017,13.308,0.159
535,517.600,6.480,4.551,6.197,6.422,6.610,6.784,6.909,11.813,24.534,0.154
540,502.400,6.524,5.381,6.248,6.327,6.440,6.589,7.505,12.431,31.710,0.153
545,533.200,6.552,3.750,6.280,6.379,6.475,6.653,6.813,10.375,28.454,0.153
550,510.200,6.560,5.205,6.377,6.510,6.603,6.760,6.930,9.276,10.421,0.152
