Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,292.000,6.194,0.388,6.064,6.164,6.276,6.475,6.811,9.256,11.169,0.161
5,302.200,6.131,0.121,6.019,6.122,6.257,6.374,6.504,9.182,12.212,0.163
10,302.600,6.171,0.389,6.075,6.173,6.323,6.456,6.622,9.120,13.174,0.162
15,348.400,5.313,0.218,3.523,6.244,6.556,6.704,6.815,9.071,10.751,0.188
20,461.400,4.195,0.183,3.450,3.521,3.914,6.637,6.916,9.805,53.168,0.238
25,538.000,3.503,0.240,3.421,3.483,3.532,3.592,3.719,5.304,12.652,0.285
30,527.600,3.491,0.153,3.471,3.536,3.599,3.696,3.790,3.972,7.609,0.286
35,485.800,3.720,0.144,3.475,3.548,3.662,4.241,5.567,7.075,11.439,0.269
40,531.600,3.536,0.182,3.484,3.546,3.608,3.737,3.819,5.524,11.162,0.283
45,535.800,3.486,0.253,3.446,3.501,3.565,3.699,3.791,4.219,7.717,0.287
50,397.800,4.806,0.198,3.513,3.798,6.256,6.412,6.509,8.104,23.578,0.208
55,271.200,6.959,0.215,6.150,6.243,6.403,9.545,11.983,17.399,21.104,0.144
60,289.000,6.551,0.169,6.382,6.468,6.601,6.844,8.139,10.471,21.241,0.153
65,303.800,6.356,0.232,6.192,6.352,6.590,6.745,6.872,8.692,11.683,0.157
70,319.600,6.066,0.213,6.013,6.092,6.175,6.318,6.401,8.985,15.021,0.165
75,291.400,6.227,0.195,6.052,6.148,6.282,6.403,6.592,10.505,16.064,0.161
80,305.400,6.267,0.154,5.969,6.237,6.495,6.704,6.845,15.270,35.341,0.160
85,278.600,6.948,0.154,6.203,6.311,6.461,9.504,11.840,16.153,27.378,0.144
90,282.600,6.433,0.172,6.289,6.415,6.560,6.730,7.809,9.778,12.314,0.155
95,290.000,6.473,0.175,6.428,6.546,6.657,6.794,6.907,9.500,10.663,0.154
