Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1919.400,5.206,0.111,5.913,6.116,6.235,6.385,6.478,9.117,10.698,0.192
5,1889.800,5.290,0.087,6.030,6.216,6.355,6.555,6.707,8.364,10.605,0.189
10,2638.000,3.785,0.096,3.377,3.536,5.405,6.594,6.718,8.417,11.073,0.264
15,3231.000,3.092,0.088,3.353,3.533,3.625,3.830,4.296,6.760,8.804,0.323
20,2930.400,3.407,0.090,3.389,3.530,3.683,5.283,6.745,8.158,47.742,0.294
25,3397.800,2.940,0.088,3.317,3.460,3.527,3.628,3.706,4.014,7.871,0.340
30,3408.600,2.931,0.084,3.309,3.460,3.531,3.635,3.706,3.986,7.536,0.341
35,3119.600,3.203,0.088,3.355,3.486,3.601,4.186,6.448,7.276,11.952,0.312
40,3331.400,2.998,0.084,3.356,3.506,3.585,3.697,3.764,4.212,7.778,0.334
45,3337.000,2.994,0.087,3.363,3.504,3.584,3.712,3.806,4.468,7.755,0.334
50,1759.400,5.685,0.098,5.784,6.188,6.337,7.791,10.912,17.859,38.239,0.176
55,1772.600,5.636,0.101,6.186,6.390,6.558,6.795,8.951,11.207,17.479,0.177
60,1825.200,5.476,0.092,6.159,6.428,6.582,6.742,6.837,9.343,14.094,0.183
65,1940.800,5.150,0.084,5.907,6.072,6.173,6.315,6.390,7.883,11.794,0.194
70,1916.600,5.214,0.100,5.925,6.102,6.244,6.348,6.467,8.053,10.955,0.192
75,1851.400,5.399,0.099,6.036,6.216,6.368,6.630,6.875,9.592,16.151,0.185
80,1626.800,6.147,0.100,6.152,6.327,6.590,9.694,11.073,17.811,32.604,0.163
85,1850.800,5.402,0.080,6.115,6.276,6.472,6.665,6.898,9.976,17.711,0.185
90,1813.400,5.514,0.097,6.298,6.444,6.575,6.698,6.842,8.656,10.618,0.181
95,1878.400,5.322,0.095,6.002,6.162,6.272,6.551,6.777,9.134,12.899,0.188
100,1921.600,5.200,0.080,5.934,6.083,6.206,6.339,6.447,7.898,10.398,0.192
105,1893.000,5.284,0.087,5.973,6.137,6.278,6.453,6.734,9.533,16.972,0.189
110,1653.600,6.044,0.091,6.107,6.289,6.489,9.549,11.185,17.909,39.705,0.165
115,1844.400,5.422,0.100,6.105,6.272,6.382,6.556,7.542,10.200,20.257,0.184
120,1834.200,5.452,0.113,6.237,6.415,6.534,6.683,6.843,8.471,10.450,0.183
125,1828.800,5.466,0.098,6.161,6.422,6.557,6.645,6.743,8.562,11.200,0.183
130,1918.600,5.209,0.085,5.929,6.087,6.183,6.307,6.410,7.944,10.488,0.192
135,1918.600,5.213,0.086,5.940,6.124,6.225,6.346,6.463,10.009,15.278,0.192
140,1664.600,6.002,0.118,6.030,6.221,6.447,9.535,11.238,17.220,49.276,0.167
