Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
121,1879,1879.000,112,6080,6220,5318,6286,6359,6496,9338,10360
122,1886,1886.000,110,6041,6203,5297,6296,6458,6516,9197,10917
123,1896,1896.000,126,6078,6263,5271,6368,6515,6645,9015,9685
124,1875,1875.000,113,6087,6241,5342,6334,6475,6542,9353,10362
125,1890,1890.000,113,6059,6229,5281,6305,6459,6575,9160,9507
126,1868,1868.000,105,6113,6257,5352,6353,6489,6558,7967,11528
127,1849,1849.000,102,6222,6409,5408,6569,6691,6796,9826,11437
128,1799,1799.000,99,6279,6383,5562,6475,6638,6837,9308,9680
129,1898,1898.000,107,6154,6343,5265,6415,6478,6524,8104,9581
130,1827,1827.000,121,6247,6407,5458,6508,6667,6747,9554,9845
131,1805,1805.000,114,6242,6382,5552,6529,6690,7802,11076,17395
132,1788,1788.000,99,6333,6529,5585,6649,6822,6920,8592,9895
133,1768,1768.000,93,6434,6582,5661,6696,6851,6948,10769,12725
134,1784,1784.000,121,6380,6525,5592,6642,6760,6890,9554,10624
135,1810,1810.000,105,6167,6426,5567,6536,6724,6792,9922,18130
136,1858,1858.000,128,5997,6148,5346,6229,6400,6486,11092,19819
137,1923,1923.000,94,5956,6121,5187,6212,6355,6422,9158,10076
138,1961,1961.000,105,5851,6037,5108,6101,6178,6272,8908,9272
139,1951,1951.000,93,5878,6037,5121,6113,6257,6302,7687,10926
140,1928,1928.000,112,5909,6067,5191,6134,6291,6355,7713,9252
141,1751,1751.000,100,5854,6025,5694,6091,6199,9962,20637,26488
142,1929,1929.000,123,5886,6049,5188,6123,6193,6262,8946,9191
143,1732,1732.000,110,5910,6111,5805,6251,9249,11477,19629,25709
144,1182,1182.000,110,6280,9565,8413,10955,12344,14135,17883,18112
145,1883,1883.000,117,6081,6251,5309,6334,6489,6542,7967,9604
146,1783,1783.000,127,6303,6563,5612,6680,6822,6915,9698,11090
147,1733,1733.000,113,6351,6564,5764,6669,6882,10192,12492,14230
148,1905,1905.000,117,5124,5327,5252,6369,6609,7644,20103,20797
149,1874,1874.000,100,6079,6301,5332,6465,6599,6710,9368,9896
150,1775,1775.000,102,6336,6432,5629,6545,6669,6747,8291,10020
151,1858,1858.000,116,6159,6324,5377,6445,6608,6807,9502,10374
152,1891,1891.000,115,6102,6268,5291,6333,6442,6586,9230,9359
153,1894,1894.000,126,6141,6338,5288,6436,6574,6644,8134,9663
154,1914,1914.000,104,6052,6246,5211,6311,6364,6393,9193,10249
155,1878,1878.000,120,6066,6244,5330,6301,6342,6391,8752,11096
156,1879,1879.000,103,6123,6289,5318,6339,6390,6430,7853,11383
157,1885,1885.000,115,6101,6268,5303,6330,6391,6495,9461,10227
158,1873,1873.000,112,6130,6255,5338,6364,6517,6567,7991,9297
159,1862,1862.000,116,6146,6305,5378,6512,6642,6797,8491,9352
160,1789,1789.000,119,6398,6584,5607,6680,6821,6884,9722,11429
161,1803,1803.000,96,6259,6380,5526,6509,6667,6732,9262,10624
162,1832,1832.000,122,6233,6417,5439,6525,6681,6821,9471,9754
163,1822,1822.000,126,6288,6431,5501,6490,6598,6690,8186,9708
164,1818,1818.000,106,6309,6446,5492,6588,6755,6865,9756,11572
165,1811,1811.000,104,6330,6502,5530,6592,6763,6854,8565,9985
166,1751,1751.000,115,6376,6500,5708,6595,6743,7163,12543,12973
167,1830,1830.000,130,6080,6219,5446,6324,6468,7619,10626,21154
168,1914,1914.000,99,5987,6119,5231,6180,6232,6268,7772,9107
169,1933,1933.000,111,5948,6105,5173,6177,6236,6275,7607,9252
170,1975,1975.000,107,5914,6086,5066,6164,6234,6321,7905,9161
171,1954,1954.000,105,5871,6007,5111,6076,6150,6234,8819,10081
172,1744,1744.000,99,5980,6158,5735,6218,6431,9402,26406,32315
173,1231,1231.000,111,6216,9212,8119,10687,11798,13589,19676,25683
174,1692,1692.000,101,6064,6198,5909,6405,9640,10778,12261,13994
175,1909,1909.000,110,5983,6105,5238,6192,6335,6371,7756,9006
176,1881,1881.000,99,5999,6167,5332,6305,6478,6554,9632,11801
177,1755,1755.000,98,6181,6296,5679,6459,7760,9721,11132,12694
178,1821,1821.000,95,6218,6338,5480,6569,6658,7691,8407,9381
179,1774,1774.000,108,6429,6586,5636,6692,6819,6911,9756,9965
180,2010,2010.000,100,5189,5493,4975,6541,6691,6806,8293,8524
181,1844,1844.000,111,5200,6090,5439,6274,6573,7197,20344,25829
182,1822,1822.000,110,6216,6345,5479,6480,6693,7113,9495,10985
183,1897,1897.000,108,6128,6297,5270,6404,6579,6678,7991,9290
184,1870,1870.000,116,6094,6210,5348,6295,6450,6550,9164,10298
185,1900,1900.000,115,6058,6220,5254,6327,6482,6548,7977,9504
186,1893,1893.000,108,6064,6205,5288,6307,6461,6518,8902,9431
187,1876,1876.000,115,6051,6213,5322,6330,6468,6517,10230,10779
188,1912,1912.000,115,6030,6193,5226,6252,6341,6460,7881,9259
189,1875,1875.000,120,6098,6231,5335,6313,6469,6550,8013,9195
190,1893,1893.000,127,6086,6253,5284,6323,6517,6626,9357,10256
191,1929,1929.000,115,6005,6197,5178,6259,6378,6487,9238,9506
192,1801,1801.000,91,6238,6473,5560,6611,6792,7062,8914,9991
193,1859,1859.000,133,6245,6427,5378,6546,6684,6769,8334,9559
194,1839,1839.000,104,6205,6376,5440,6476,6629,6709,9535,10846
195,1843,1843.000,114,6168,6366,5404,6552,6774,7123,8522,9760
196,1861,1861.000,101,6229,6376,5384,6482,6628,6677,8265,9519
197,1702,1702.000,110,6311,6485,5917,6614,6800,8166,18470,27191
198,1807,1807.000,90,6317,6448,5479,6568,6702,6787,8330,9614
199,1880,1880.000,123,6107,6250,5340,6473,6594,6737,8293,9421
200,1877,1877.000,117,6065,6222,5319,6311,6474,6517,8037,9404
201,1919,1919.000,111,5943,6128,5200,6206,6373,6446,8882,10344
202,1285,1285.000,122,6008,6290,7794,10741,12466,15373,24455,26938
203,1481,1481.000,107,6160,6292,6762,9468,11148,12236,17889,19868
204,1892,1892.000,112,5963,6077,5263,6241,6339,6470,9279,10162
205,1966,1966.000,106,5864,6052,5090,6147,6276,6350,7728,9115
206,1824,1824.000,119,5983,6130,5484,6265,7518,8836,10777,17334
207,1869,1869.000,128,6054,6208,5359,6311,6452,6796,9028,11673
208,1871,1871.000,106,6015,6158,5344,6302,6459,6630,9239,11903
209,1879,1879.000,129,6097,6243,5312,6347,6440,6498,9291,9540
210,1853,1853.000,123,6192,6341,5392,6449,6589,6646,8117,9614
211,1796,1796.000,106,6406,6583,5578,6680,6842,6950,9868,11266
212,1810,1810.000,97,6293,6495,5512,6607,6728,6823,9572,9779
213,1917,1917.000,88,5191,5377,5211,5830,6388,6852,19991,20732
214,1849,1849.000,106,6140,6314,5412,6453,6621,6715,9366,10263
215,1854,1854.000,123,6203,6372,5390,6459,6604,6736,8049,9553
216,1848,1848.000,119,6175,6359,5411,6487,6621,6901,9514,10801
217,1862,1862.000,107,6160,6316,5375,6410,6578,6655,9419,10303
218,1896,1896.000,114,6094,6264,5267,6368,6539,6590,9083,10887
219,1893,1893.000,107,6073,6243,5277,6322,6478,6527,7933,9320
220,1845,1845.000,114,6134,6255,5429,6323,6399,6546,8041,9446
221,1886,1886.000,110,6087,6250,5295,6385,6494,6592,9259,10152
222,1846,1846.000,132,6137,6261,5414,6343,6506,6598,9365,9657
223,1840,1840.000,132,6173,6316,5432,6425,6567,6695,9244,9799
224,1866,1866.000,122,6119,6274,5354,6386,6545,6614,9346,10419
225,1819,1819.000,113,6290,6540,5508,6661,6840,7114,8731,9985
226,1832,1832.000,99,6281,6425,5444,6578,6718,6860,8436,9843
227,1809,1809.000,122,6263,6419,5532,6484,6588,6757,9536,10439
228,1717,1717.000,118,6287,6440,5834,6605,6796,7976,23463,30218
229,1782,1782.000,118,6418,6554,5610,6668,6822,7064,8483,10056
230,1785,1785.000,101,6405,6563,5603,6698,6854,7030,9315,13022
231,1356,1356.000,118,6433,6603,7377,9104,12731,14810,22461,40950
232,1374,1374.000,108,5940,6654,7253,10250,11573,12868,17299,17444
233,1924,1924.000,108,5894,6074,5199,6173,6333,6439,9342,11801
234,1890,1890.000,120,5955,6092,5288,6239,6347,6455,8758,10184
235,1797,1797.000,109,6078,6225,5563,6322,7486,8608,12058,14783
236,1833,1833.000,94,6075,6241,5458,6310,6535,7935,10875,11014
237,1930,1930.000,109,5960,6117,5169,6214,6352,6417,8912,10337
238,1830,1830.000,103,5977,6100,5477,6254,6374,7574,11940,18800
239,1844,1844.000,127,6085,6190,5422,6274,6415,6490,9243,9295
240,1926,1926.000,115,6002,6181,5188,6307,6418,6541,7837,9562
241,1879,1879.000,128,6104,6267,5312,6375,6516,6595,9284,10500
242,1819,1819.000,95,6215,6321,5508,6418,6545,6601,9235,9756
243,1798,1798.000,116,6380,6614,5545,6706,6832,6919,9965,12512
244,1750,1750.000,125,6458,6594,5728,6703,6867,7055,9827,10781
245,2038,2038.000,107,5106,5326,4899,5624,6548,6717,20573,33495
246,1885,1885.000,88,5990,6185,5306,6360,6442,6517,8994,9549
247,1869,1869.000,120,6193,6380,5357,6473,6590,6740,9612,10623
248,1906,1906.000,113,6067,6247,5240,6359,6492,6595,9015,9790
249,1885,1885.000,103,6068,6229,5305,6319,6479,6562,7893,9752
250,1855,1855.000,99,6140,6264,5388,6326,6465,6525,7967,9379
251,1905,1905.000,116,6005,6177,5243,6236,6369,6414,9207,10193
252,1903,1903.000,107,6008,6168,5250,6259,6426,6503,7744,9434
253,1884,1884.000,112,6071,6244,5308,6310,6470,6509,9298,9456
254,1914,1914.000,125,6018,6199,5233,6266,6352,6432,9997,11210
255,1914,1914.000,107,6013,6179,5224,6266,6402,6471,7917,9518
256,1911,1911.000,105,6023,6201,5226,6283,6462,6521,7947,9695
257,1858,1858.000,95,6135,6288,5373,6446,6631,6735,9686,10147
258,1816,1816.000,123,6267,6436,5519,6562,6755,6913,9262,9875
259,1703,1703.000,106,6258,6381,5864,6506,6682,7927,26513,32847
260,1537,1537.000,120,6298,6422,6597,6608,9794,15234,26874,35279
261,1104,1104.000,134,8785,9463,8927,10821,12011,13486,18732,23263
262,1941,1941.000,111,5907,6075,5147,6155,6284,6332,7769,10659
263,1949,1949.000,114,5914,6093,5127,6190,6329,6382,7672,10764
264,1823,1823.000,123,5876,6059,5481,6189,7496,10322,11570,17874
265,1929,1929.000,104,5918,6081,5196,6163,6347,7447,8372,9249
266,1945,1945.000,112,5939,6148,5141,6284,6462,6549,8050,9462
267,1893,1893.000,111,6060,6235,5272,6325,6503,6587,9423,10411
268,1932,1932.000,100,5969,6118,5180,6215,6256,6318,8815,9392
269,1915,1915.000,99,5923,6091,5211,6175,6344,6432,9877,15672
270,1940,1940.000,111,5988,6181,5161,6287,6423,6503,7849,9507
271,1878,1878.000,100,6023,6154,5325,6240,6390,6475,9247,10197
272,1908,1908.000,89,6000,6133,5237,6300,6462,6529,7906,9592
273,1858,1858.000,112,6141,6270,5392,6347,6479,6548,8027,9530
274,1871,1871.000,118,6083,6261,5338,6361,6567,6765,9639,10788
275,1788,1788.000,122,6405,6562,5591,6676,6822,6900,8714,10051
276,1765,1765.000,123,6406,6540,5664,6610,6743,6846,9802,11473
277,1943,1943.000,110,5151,5308,5134,5569,6547,7990,20010,20528
278,1927,1927.000,102,5973,6166,5195,6330,6515,6664,8211,9371
279,1823,1823.000,125,6241,6383,5477,6490,6609,6706,8301,9724
280,1859,1859.000,120,6156,6297,5380,6413,6547,6634,9138,10190
281,1872,1872.000,127,6075,6201,5344,6286,6446,6551,7947,11132
282,1906,1906.000,125,6044,6217,5249,6308,6441,6488,7939,9233
283,1895,1895.000,116,6053,6218,5270,6281,6404,6484,7837,9425
284,1876,1876.000,109,6012,6167,5325,6254,6442,6630,10093,14653
285,1920,1920.000,120,5994,6176,5210,6263,6433,6499,7864,9462
286,1884,1884.000,93,6087,6241,5298,6304,6455,6514,7784,9530
287,1873,1873.000,127,6031,6189,5339,6302,6450,6530,9596,10576
288,1893,1893.000,106,6045,6176,5292,6256,6402,6460,9180,9576
289,1422,1422.000,101,6104,6232,7045,6489,11318,19312,36696,49013
290,1119,1119.000,118,6775,10070,8918,11574,12795,14001,16376,18384
291,1827,1827.000,122,6202,6442,5462,6541,6700,6785,9619,10525
292,1922,1922.000,99,5988,6126,5211,6228,6374,6427,7931,9183
293,1842,1842.000,100,6037,6193,5422,6278,6481,8929,10832,13431
294,1883,1883.000,132,5979,6132,5310,6241,6460,7646,9001,11702
295,1902,1902.000,112,5914,6081,5256,6162,6322,7491,11768,16539
296,1916,1916.000,102,5947,6088,5223,6162,6307,6372,9282,10522
297,1916,1916.000,134,5956,6102,5215,6231,6345,6421,9018,10345
298,1914,1914.000,110,5967,6139,5220,6247,6409,6480,8691,9269
299,1908,1908.000,123,6050,6247,5241,6330,6544,6671,7899,9412
300,1877,1877.000,133,5971,6130,5320,6290,6461,6597,11877,13049
301,1931,1931.000,126,5929,6105,5178,6194,6354,6459,9268,10357
302,1905,1905.000,118,6021,6177,5247,6290,6422,6490,7910,9353
303,1882,1882.000,123,6043,6196,5309,6290,6439,6508,7794,9436
304,1926,1926.000,124,5983,6165,5197,6280,6445,6536,8995,10283
305,1905,1905.000,105,6057,6236,5251,6323,6499,6559,9193,9711
306,1861,1861.000,104,6156,6306,5377,6501,6624,6766,9000,9639
307,1781,1781.000,107,6414,6557,5608,6695,6834,7048,10007,10652
308,1799,1799.000,96,6359,6500,5564,6615,6768,6878,8517,9671
309,1909,1909.000,104,5172,5301,5228,5490,6550,6942,19978,21195
310,1902,1902.000,103,5955,6212,5256,6294,6380,6510,8992,10285
311,1832,1832.000,119,6207,6377,5453,6491,6660,6743,9277,9586
312,1835,1835.000,106,6212,6368,5458,6455,6631,6726,8097,9541
313,1852,1852.000,117,6196,6327,5396,6432,6589,6643,8106,9844
314,1882,1882.000,128,6088,6282,5320,6418,6551,6618,9386,10195
315,1882,1882.000,119,6099,6259,5303,6366,6484,6573,8033,9432
316,1870,1870.000,103,6109,6263,5351,6341,6443,6556,9267,11810
317,1887,1887.000,131,6032,6224,5293,6281,6361,6423,9334,10222
318,1726,1726.000,95,6091,6241,5819,6378,6567,9294,27391,39500
319,968,968.000,128,9412,10959,10276,12393,15673,18722,37283,45302
320,1673,1673.000,116,6270,6440,5989,6662,9474,11260,13728,18687
321,1815,1815.000,133,6332,6516,5509,6619,6779,6857,8466,9825
322,1780,1780.000,121,6376,6512,5613,6623,6789,6862,8703,9908
323,1706,1706.000,104,6458,6600,5859,6751,8153,9521,11574,12390
324,1800,1800.000,107,6155,6289,5537,6555,6767,7616,9254,10405
325,1828,1828.000,129,6059,6200,5466,6281,6406,6477,13659,17668
326,1921,1921.000,111,5987,6159,5211,6259,6401,6455,7902,9240
327,1935,1935.000,122,5918,6101,5171,6234,6359,6434,8991,10239
328,1943,1943.000,101,5838,6025,5141,6118,6276,6343,9314,10678
329,1941,1941.000,125,5921,6092,5145,6186,6316,6369,7727,9464
330,1918,1918.000,105,5967,6140,5221,6273,6398,6474,8647,10487
331,1886,1886.000,100,6009,6217,5300,6317,6454,7710,11895,13316
332,1940,1940.000,111,5926,6088,5164,6186,6313,6392,8738,10602
333,1901,1901.000,100,5987,6134,5260,6208,6309,6435,9011,9343
334,1939,1939.000,121,5908,6119,5145,6216,6377,6461,8932,10415
335,1882,1882.000,118,6027,6188,5308,6272,6429,6481,7831,9267
336,1906,1906.000,114,6019,6159,5254,6260,6415,6485,8703,9346
337,1886,1886.000,95,6055,6251,5304,6343,6541,6592,9149,10374
338,1893,1893.000,103,6072,6269,5273,6366,6551,6708,8970,9709
339,1816,1816.000,107,6240,6427,5510,6626,6801,7151,9568,16762
340,1745,1745.000,110,6469,6612,5727,6724,6922,7138,10342,10558
341,1800,1800.000,125,6306,6503,5548,6619,6779,6872,8385,9873
342,1940,1940.000,132,5104,5293,5171,5467,6361,7863,19978,20388
343,1832,1832.000,99,6153,6327,5454,6467,6620,6779,9333,10660
344,1834,1834.000,117,6184,6368,5445,6470,6609,6724,9549,10605
345,1859,1859.000,119,6094,6276,5380,6391,6549,6632,8066,9635
346,1884,1884.000,86,6075,6248,5300,6356,6494,6586,8174,9291
347,1867,1867.000,120,6095,6265,5347,6392,6520,6603,8981,10271
348,1067,1067.000,103,6241,9533,9419,11603,15004,23783,34153,36144
349,1458,1458.000,108,6436,6610,6839,8362,11537,13025,18472,18650
350,1825,1825.000,117,6252,6412,5471,6532,6694,6817,8252,9768
351,1859,1859.000,115,6161,6381,5386,6499,6637,6822,10302,11874
352,1725,1725.000,127,6313,6420,5801,6615,6984,8425,12564,18056
353,1785,1785.000,96,6350,6516,5582,6668,6827,7013,9353,11900
354,1765,1765.000,105,6432,6581,5661,6695,6858,6975,9866,10551
355,1789,1789.000,126,6381,6540,5581,6661,6831,6972,8596,9765
356,1763,1763.000,94,6207,6484,5684,6610,6845,7279,22843,27301
357,1867,1867.000,104,6054,6217,5351,6345,6482,6528,9917,10319
358,1932,1932.000,114,5932,6106,5179,6202,6326,6383,7645,9381
359,1925,1925.000,105,5931,6094,5192,6187,6346,6450,9124,9380
360,1935,1935.000,98,5937,6106,5163,6211,6341,6409,7749,9496
361,1916,1916.000,105,5842,6030,5221,6125,6308,6400,12096,16659
362,1920,1920.000,131,5962,6207,5196,6287,6457,6530,9189,10951
363,1885,1885.000,107,6082,6262,5306,6344,6515,6590,9140,9339
364,1891,1891.000,136,5940,6102,5284,6271,6429,6493,8990,10214
365,1966,1966.000,112,5876,6074,5096,6149,6286,6341,7699,9243
366,1922,1922.000,100,5959,6122,5205,6225,6369,6416,7843,9192
367,1891,1891.000,100,5982,6143,5281,6222,6386,6510,9346,10138
368,1904,1904.000,112,5975,6100,5248,6173,6316,6441,8532,9263
369,1868,1868.000,92,6068,6231,5353,6359,6518,6575,7983,9547
370,1859,1859.000,105,6107,6275,5390,6365,6514,6587,8002,13327
371,1864,1864.000,102,6114,6268,5348,6378,6539,6632,8001,9691
372,1756,1756.000,122,6436,6577,5698,6714,6834,6925,9897,11439
373,1796,1796.000,110,6401,6582,5576,6685,6828,6911,8647,9983
374,1979,1979.000,128,5122,5354,5073,6437,6660,6827,19825,32668
375,1924,1924.000,120,5206,6082,5163,6241,6403,6477,12053,19789
376,1863,1863.000,109,6197,6384,5363,6497,6660,6751,8084,9523
377,1267,1267.000,109,6307,6462,7922,9600,13688,18042,32903,42070
378,1306,1306.000,106,6156,6461,7626,10611,12175,14859,17828,19139
379,1832,1832.000,128,6133,6262,5470,6356,6518,6650,8042,9547
