Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1885,1885.000,148,5933,6213,5308,6309,6465,6521,9386,12266
1,1888,1888.000,126,5986,6203,5301,6263,6348,6570,9053,9337
2,1875,1875.000,141,6063,6256,5321,6364,6495,6586,8079,9530
3,1856,1856.000,114,6087,6228,5377,6337,6515,6780,9179,10785
4,1807,1807.000,123,6270,6449,5542,6571,6786,7000,9833,11695
5,1856,1856.000,132,6141,6355,5376,6483,6670,6833,9540,11936
6,1848,1848.000,122,6210,6419,5408,6548,6735,6817,8364,9882
7,1816,1816.000,131,6232,6367,5507,6481,6603,6710,9245,12253
8,1811,1811.000,114,6257,6479,5505,6595,6762,6875,9436,9981
9,1790,1790.000,100,6367,6561,5578,6668,6821,6945,8737,12130
10,1792,1792.000,119,6332,6501,5576,6643,6765,6942,9835,10676
11,1845,1845.000,109,6153,6412,5413,6528,6705,6801,8281,9735
12,1872,1872.000,110,6071,6206,5353,6304,6459,6514,7995,9609
13,1868,1868.000,98,6019,6174,5332,6271,6431,6487,9031,10038
14,1929,1929.000,109,5908,6027,5188,6093,6149,6313,9027,9503
15,1945,1945.000,88,5861,6042,5126,6120,6251,6386,7846,9111
16,1983,1983.000,110,5844,6046,5043,6109,6193,6367,8560,10055
17,1719,1719.000,121,5954,6153,5813,6228,6490,12518,20261,22308
18,1984,1984.000,116,5813,6008,5028,6092,6163,6304,7464,8938
19,1928,1928.000,117,5926,6122,5194,6208,6339,6400,7921,9187
20,1922,1922.000,100,5899,6082,5188,6164,6311,6435,9568,12002
21,1944,1944.000,126,5917,6119,5146,6228,6391,6439,7688,9574
22,1622,1622.000,100,6081,6206,6161,6555,6804,8519,25583,77697
23,1697,1697.000,98,6360,6574,5891,6661,6797,6881,10570,60135
24,2045,2045.000,115,3467,5296,4879,6449,6665,6868,10932,53360
25,2454,2454.000,113,3438,3889,4077,5439,6827,6972,9704,43828
26,1880,1880.000,106,3981,5525,5317,6749,6999,8551,11248,65016
27,3031,3031.000,101,3374,3539,3285,3644,4162,6685,7032,14488
28,3385,3385.000,86,3288,3467,2954,3532,3678,3731,5189,13941
29,3264,3264.000,100,3411,3579,3059,3649,3813,3862,4408,7611
30,3323,3323.000,109,3343,3528,3000,3595,3755,3822,4001,5520
31,3257,3257.000,106,3413,3568,3066,3637,3768,3827,5307,7714
32,3320,3320.000,102,3358,3550,3002,3637,3798,3870,4303,5642
33,3268,3268.000,91,3386,3578,3056,3650,3825,3903,4534,7827
34,3259,3259.000,112,3420,3580,3067,3648,3799,3920,4147,5736
35,3274,3274.000,91,3408,3587,3046,3662,3814,3866,4033,7673
36,3227,3227.000,107,3432,3586,3094,3663,3820,3901,4166,5652
37,3244,3244.000,93,3410,3577,3070,3654,3787,3850,5234,7584
38,3285,3285.000,100,3403,3568,3041,3640,3777,3856,4235,5411
39,3254,3254.000,101,3403,3563,3071,3628,3770,3821,4116,7603
40,3348,3348.000,92,3371,3543,2979,3616,3667,3703,3902,5620
41,3274,3274.000,99,3393,3554,3049,3619,3770,3820,5300,7745
42,2256,2256.000,106,3628,4361,4432,6455,6905,6984,11088,11334
43,3316,3316.000,94,3341,3524,3010,3598,3717,3825,4282,7590
44,3174,3174.000,107,3423,3610,3137,3702,3911,4040,6893,7351
45,3275,3275.000,96,3400,3565,3056,3633,3786,3826,5306,7898
46,3278,3278.000,91,3406,3614,3042,3688,3837,3894,4114,7645
47,3305,3305.000,87,3382,3565,3016,3633,3757,3824,4077,5294
48,3085,3085.000,96,3408,3556,3241,3638,4020,4322,10607,11511
49,3354,3354.000,103,3314,3480,2977,3559,3693,3768,5262,6571
50,3365,3365.000,87,3342,3501,2966,3574,3696,3761,3931,7496
51,3389,3389.000,98,3305,3482,2951,3557,3681,3748,3855,5434
52,3278,3278.000,100,3375,3500,3042,3589,3720,3808,4694,7712
53,3338,3338.000,97,3320,3493,2996,3583,3778,4106,4633,5292
54,3309,3309.000,91,3353,3481,3017,3566,3647,3743,4926,9364
55,3291,3291.000,95,3386,3519,3032,3587,3702,3779,3924,5656
56,3256,3256.000,95,3412,3536,3069,3601,3710,3784,3917,7765
57,3329,3329.000,101,3362,3521,3000,3597,3735,3788,4022,5911
58,3099,3099.000,103,3349,3494,3238,3729,4410,5421,7156,11304
59,2533,2533.000,110,3444,3545,3928,5483,6928,7060,10046,11165
60,2979,2979.000,92,3312,3462,3359,3538,3699,5134,16000,50138
61,1890,1890.000,117,5415,6274,5286,6456,6615,6747,8191,9222
62,1796,1796.000,125,6226,6386,5565,6532,6723,7926,9478,10360
63,1867,1867.000,113,6116,6266,5361,6365,6520,6618,9233,9624
64,1857,1857.000,109,6130,6260,5378,6372,6526,6594,7961,9695
65,1847,1847.000,113,6060,6250,5406,6383,6524,6793,9575,10241
66,1950,1950.000,108,5963,6165,5133,6245,6402,6454,7903,9263
67,1902,1902.000,103,6048,6219,5246,6314,6438,6509,7977,9404
68,1901,1901.000,113,6076,6248,5257,6318,6454,6549,7807,9383
69,1869,1869.000,111,6072,6240,5346,6299,6426,6588,9511,11149
70,1843,1843.000,113,6106,6209,5433,6283,6422,6502,9076,9677
71,1844,1844.000,117,6178,6420,5425,6602,6764,6857,8425,10123
72,1803,1803.000,117,6275,6405,5542,6532,6701,6827,9333,12144
73,1860,1860.000,125,6187,6361,5377,6441,6576,6656,8216,9534
74,1823,1823.000,100,6271,6408,5472,6527,6659,6744,8561,10086
75,1815,1815.000,118,6260,6421,5517,6536,6696,6816,9878,10419
76,1793,1793.000,124,6320,6514,5569,6619,6775,6847,8524,9696
77,1785,1785.000,118,6387,6542,5600,6655,6805,6888,8490,10009
78,1783,1783.000,118,6395,6551,5608,6669,6829,7043,8498,9948
79,1688,1688.000,112,5934,6055,5924,6245,6751,9950,29969,36376
80,1944,1944.000,96,5876,6022,5134,6080,6134,6254,8602,9293
81,1944,1944.000,121,5900,6054,5145,6136,6295,6330,7642,9200
82,1964,1964.000,118,5861,6042,5098,6093,6173,6325,8778,10152
83,1982,1982.000,105,5796,6011,5030,6119,6246,6417,8772,14630
84,1777,1777.000,130,6014,6150,5627,6271,6497,7424,22187,35715
85,1911,1911.000,119,5958,6101,5240,6195,6334,6429,9979,10747
86,1347,1347.000,116,6009,6340,7402,10514,11935,13175,17288,17661
87,1572,1572.000,118,6104,6269,6362,7624,10518,11395,17353,17902
88,1866,1866.000,119,6113,6252,5354,6351,6512,6560,8004,9555
89,1862,1862.000,112,6095,6256,5377,6348,6483,6537,9270,10469
90,1733,1733.000,121,6177,6506,5759,6672,7742,10082,12524,14732
91,1746,1746.000,125,6462,6594,5732,6725,6888,8168,9759,11080
92,1974,1974.000,128,5155,5337,5062,6019,6531,6718,20474,32430
93,1888,1888.000,116,6075,6256,5300,6401,6593,6845,9084,9406
94,1865,1865.000,119,6169,6332,5352,6462,6591,6683,8139,9778
95,1878,1878.000,115,6083,6246,5327,6359,6498,6601,9882,10335
96,1881,1881.000,125,6061,6196,5312,6265,6424,6478,7907,9297
97,1881,1881.000,116,6078,6202,5310,6316,6438,6495,8957,9498
98,1887,1887.000,112,6058,6205,5305,6288,6444,6483,7907,9316
99,1905,1905.000,119,6006,6169,5248,6245,6406,6464,9201,10200
100,1892,1892.000,125,6008,6189,5270,6279,6420,6521,9354,10555
101,1848,1848.000,107,6116,6243,5415,6343,6508,6570,7925,9535
102,1917,1917.000,122,6005,6179,5215,6281,6402,6450,8983,10313
103,1902,1902.000,119,6054,6237,5262,6450,6589,6768,8233,9272
104,1816,1816.000,105,6304,6440,5495,6563,6703,6776,8480,9782
105,1810,1810.000,88,6235,6364,5531,6465,6702,6757,9875,11517
106,1828,1828.000,107,6222,6346,5472,6444,6568,6642,8111,9726
107,1838,1838.000,103,6219,6365,5436,6448,6647,6760,8200,9684
108,1810,1810.000,115,6288,6479,5519,6604,6775,6930,9363,11866
109,1768,1768.000,117,6377,6505,5657,6604,6766,6875,9576,10497
110,1672,1672.000,107,5939,6090,5974,6256,6494,7957,31218,36457
111,1928,1928.000,125,5941,6099,5194,6202,6345,6407,9035,9325
112,1945,1945.000,113,5885,6048,5131,6142,6280,6349,8760,10270
113,1978,1978.000,114,5826,6002,5053,6073,6224,6301,7594,9341
114,1955,1955.000,131,5871,6053,5112,6137,6238,6333,7584,9153
115,1568,1568.000,130,5980,6098,6421,6277,11646,12902,21255,30168
116,1352,1352.000,110,6032,8863,7349,10515,11682,12122,14726,16563
117,1933,1933.000,112,5925,6097,5167,6226,6354,6438,7843,9331
118,1923,1923.000,105,6003,6161,5193,6247,6378,6439,7833,9417
119,1873,1873.000,114,5895,6085,5356,6202,6417,9096,10673,13036
120,1841,1841.000,116,6089,6223,5419,6346,6523,7716,9184,9489
121,1865,1865.000,89,6155,6346,5362,6441,6587,6658,8047,9731
122,1797,1797.000,112,6269,6525,5558,6642,6824,7167,9915,10586
123,1828,1828.000,120,6316,6538,5472,6639,6809,7058,9531,10117
124,2020,2020.000,118,5168,5350,4955,5590,6506,6627,13069,36588
125,1823,1823.000,106,6179,6317,5485,6462,6607,6732,9283,10551
126,1842,1842.000,115,6186,6364,5427,6493,6638,6766,8985,9596
127,1834,1834.000,122,6188,6340,5450,6449,6634,6696,8101,9352
128,1833,1833.000,131,6199,6320,5448,6430,6556,6635,9396,10423
129,1847,1847.000,129,6149,6292,5419,6426,6564,6677,9480,9879
130,1890,1890.000,102,6054,6240,5273,6359,6494,6564,7981,9572
131,1843,1843.000,103,6155,6298,5438,6385,6555,6634,9174,9574
132,1893,1893.000,115,6064,6269,5278,6359,6503,6607,9469,10344
133,1874,1874.000,108,6095,6260,5325,6355,6500,6601,7978,9542
134,1870,1870.000,119,6127,6282,5361,6355,6426,6518,9154,9458
135,1888,1888.000,100,6075,6283,5285,6408,6554,6630,9405,12209
136,1783,1783.000,121,6253,6483,5616,6627,6783,6921,9697,14151
137,1820,1820.000,103,6271,6426,5500,6601,6724,6816,8515,10009
138,1852,1852.000,111,6226,6427,5386,6558,6701,6801,9135,10558
139,1845,1845.000,134,6240,6411,5420,6510,6678,6809,9358,9997
140,1831,1831.000,109,6222,6396,5468,6506,6676,6752,8260,9632
141,1588,1588.000,137,6090,6259,6274,6436,6588,14868,29666,36850
142,1888,1888.000,107,5998,6166,5285,6248,6411,6490,10101,10732
143,1923,1923.000,109,5964,6118,5224,6214,6371,6410,7757,9333
144,1839,1839.000,119,5953,6127,5440,6214,6455,9197,12262,14380
145,1069,1069.000,139,9221,10668,9330,12001,13256,14731,17056,22218
146,1831,1831.000,106,6033,6203,5449,6289,6451,7960,10666,17639
147,1898,1898.000,117,6019,6207,5270,6293,6437,6501,7897,9552
148,1850,1850.000,126,5931,6111,5396,6211,6383,8862,10639,12089
149,1888,1888.000,107,5961,6120,5309,6193,6333,7553,9061,10130
150,1867,1867.000,89,6030,6186,5334,6300,6443,6522,9020,9328
151,1880,1880.000,119,6061,6212,5317,6304,6438,6495,7894,9248
152,1874,1874.000,130,6070,6234,5359,6350,6506,6600,9370,10523
153,1855,1855.000,126,6105,6295,5387,6433,6571,6729,9259,12721
154,1812,1812.000,129,6255,6406,5507,6646,6793,6946,8760,10257
155,1741,1741.000,110,6410,6592,5730,6739,6916,7030,10027,10958
156,1919,1919.000,122,5202,6252,5223,6538,6676,6774,8206,10009
157,1862,1862.000,119,5191,5677,5366,6293,6496,7614,20895,23752
158,1826,1826.000,112,6244,6418,5458,6560,6825,6977,8846,9495
159,1863,1863.000,121,6167,6346,5382,6459,6608,6680,9545,10332
160,1841,1841.000,120,6160,6294,5432,6404,6565,6657,8229,9388
161,1886,1886.000,124,6101,6321,5296,6402,6493,6588,8172,9662
162,1869,1869.000,117,6090,6255,5347,6418,6548,6650,9466,10326
163,1888,1888.000,101,6044,6242,5298,6338,6487,6562,9369,11775
164,1864,1864.000,121,6108,6282,5366,6381,6483,6609,7982,9491
165,1894,1894.000,116,6047,6271,5260,6367,6490,6578,9335,10269
166,1882,1882.000,119,6094,6263,5339,6372,6491,6568,7986,11183
167,1883,1883.000,104,6101,6295,5308,6441,6560,6648,8251,9566
168,1831,1831.000,109,6160,6311,5452,6435,6567,6658,9706,10295
169,1789,1789.000,129,6356,6550,5573,6654,6806,6983,8282,9874
