Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,2228,2228.000,166,592,5895,4496,6115,6349,7862,11199,17169
1,2255,2255.000,156,531,5966,4433,6259,6461,7154,8021,9491
2,2287,2287.000,156,498,5919,4369,6278,6366,6686,11369,12587
3,2291,2291.000,163,520,5968,4346,6144,6326,6420,8950,11631
4,2348,2348.000,150,511,5864,4257,6165,6329,6425,8006,10302
5,2276,2276.000,135,528,6031,4397,6255,6370,6512,7907,9388
6,2237,2237.000,148,531,6058,4462,6261,6385,6507,8929,10315
7,2330,2330.000,151,517,5902,4285,6319,6427,6575,8508,9646
8,2166,2166.000,149,521,6299,4615,6649,6829,6909,8707,10172
9,2253,2253.000,156,507,6136,4428,6618,6770,6858,8601,10754
10,2497,2497.000,146,512,5176,4001,5771,6269,6424,8794,33824
11,2219,2219.000,143,496,6141,4498,6438,6619,6721,9635,11109
12,2199,2199.000,129,511,6106,4556,6351,6536,6994,12397,23640
13,2226,2226.000,123,616,6081,4467,6276,6611,6834,9862,11026
14,2341,2341.000,161,633,5827,4276,6259,6446,6558,7993,10958
15,2374,2374.000,141,610,5846,4209,6302,6479,6549,7651,9528
16,2287,2287.000,130,660,5906,4375,6286,6460,6562,9174,10564
17,1588,1588.000,165,670,6209,6300,6806,14827,16027,23878,29627
18,1491,1491.000,143,638,6873,6711,9628,10988,12930,36369,66029
19,1386,1386.000,137,688,9174,7188,10665,11908,13529,17091,18396
20,2210,2210.000,131,645,6024,4519,6270,6493,7900,10925,11997
21,2263,2263.000,140,587,6004,4408,6225,6383,6950,8944,9557
22,2331,2331.000,148,542,5880,4288,6177,6335,6423,7935,9239
23,2324,2324.000,148,537,5829,4297,6132,6326,6422,9795,13333
24,2437,2437.000,126,509,5728,4101,6124,6297,6466,7812,9304
25,2219,2219.000,139,549,6140,4495,6319,6452,6597,9602,10836
26,2338,2338.000,127,523,5866,4270,6237,6417,6527,9261,10807
27,2337,2337.000,148,556,5870,4283,6162,6321,6395,8328,9304
28,2271,2271.000,152,579,6038,4396,6239,6388,6498,7820,9510
29,2314,2314.000,150,552,5915,4315,6221,6416,6528,9112,10133
30,2348,2348.000,155,549,5876,4255,6272,6438,6520,8879,11040
31,2241,2241.000,146,550,6104,4460,6354,6502,6613,8044,9450
32,2202,2202.000,142,505,6263,4534,6600,6696,6798,8540,10512
33,2197,2197.000,142,547,6241,4548,6601,6745,6855,9411,10841
34,2400,2400.000,151,563,5208,4159,5714,6377,6594,12797,32030
35,2294,2294.000,153,523,6074,4364,6464,6578,6767,8252,11032
36,2196,2196.000,136,532,6239,4550,6450,6636,6772,8253,10651
37,1973,1973.000,145,552,6014,5092,6399,7454,13234,26515,34991
38,1194,1194.000,166,602,9875,8359,11552,13167,14171,34868,39501
39,1945,1945.000,158,597,6423,5126,6671,7290,10726,12441,14009
40,2141,2141.000,139,557,6201,4666,6504,6797,8235,12046,14118
41,2149,2149.000,133,529,6274,4647,6477,6670,7952,8597,11058
42,2201,2201.000,137,505,6299,4538,6598,6728,6959,8637,9986
43,2056,2056.000,123,496,6448,4859,6629,6852,7184,14530,27832
44,2334,2334.000,139,499,5965,4285,6268,6463,6571,7991,9717
45,2341,2341.000,132,498,5874,4270,6220,6302,6388,9100,9401
46,2316,2316.000,128,487,5926,4312,6158,6350,6437,9239,10885
47,2353,2353.000,143,506,5834,4247,6092,6272,6355,7776,9397
48,2236,2236.000,119,487,5850,4473,6089,6301,7441,15103,25209
49,2352,2352.000,145,505,5930,4242,6286,6463,6567,8113,10963
50,2390,2390.000,138,505,5835,4188,6143,6327,6484,9137,10588
51,2306,2306.000,126,535,5906,4321,6151,6336,6448,8937,15412
52,2337,2337.000,148,550,5898,4282,6252,6406,6501,7646,9269
53,2222,2222.000,143,546,5946,4494,6285,6471,7798,12133,25813
54,2262,2262.000,156,516,6177,4422,6566,6727,6835,8395,10225
55,2115,2115.000,149,534,6436,4720,6661,6817,7142,9835,12997
56,2402,2402.000,136,541,5209,4166,5568,6432,6600,13495,33795
57,2267,2267.000,129,572,6079,4409,6341,6472,6555,8251,9846
58,1509,1509.000,138,552,6409,6615,10501,12875,15251,22183,25712
59,1901,1901.000,137,560,6254,5259,6581,10618,11026,13019,15886
60,2269,2269.000,131,525,5988,4417,6333,6532,7842,9884,13522
61,2203,2203.000,130,526,6131,4530,6344,6588,7801,10138,11193
62,2175,2175.000,144,542,6241,4592,6425,6586,6726,8252,9530
63,2155,2155.000,130,526,6342,4639,6633,6796,6909,9858,10713
64,2202,2202.000,135,526,6186,4531,6489,6654,6780,8741,10028
65,2168,2168.000,151,521,6315,4616,6544,6714,6791,8588,9809
66,2237,2237.000,143,480,6208,4466,6565,6668,6720,8300,11234
67,2261,2261.000,121,482,6190,4411,6583,6700,6823,9448,10769
68,2248,2248.000,136,490,6176,4447,6555,6631,6792,8609,9829
69,2244,2244.000,121,520,6173,4453,6394,6643,6844,8190,10449
70,2269,2269.000,129,507,6011,4413,6271,6475,6665,10351,12133
71,2321,2321.000,130,504,5925,4302,6168,6359,6490,7889,9136
72,2355,2355.000,160,517,5892,4242,6190,6357,6438,7673,9331
73,2348,2348.000,153,515,5868,4265,6144,6319,6388,8988,10273
74,2253,2253.000,123,491,5836,4429,6225,6393,6638,20990,34119
75,2273,2273.000,139,522,5980,4397,6266,6371,6500,7956,9377
76,2358,2358.000,142,521,5807,4243,6148,6227,6299,7749,9240
77,2354,2354.000,132,523,5809,4251,6131,6223,6328,7818,10238
78,1821,1821.000,121,530,6012,5523,6212,8877,14141,33782,46543
79,1280,1280.000,172,560,9611,7786,11163,12581,13607,18264,38994
80,2249,2249.000,137,535,6082,4430,6404,6575,6774,9722,11639
81,2176,2176.000,132,535,6115,4587,6312,6533,7981,10898,12458
82,2216,2216.000,146,519,6142,4506,6353,6543,7178,8335,10938
83,2319,2319.000,144,495,5987,4315,6303,6478,6574,9118,10251
84,2293,2293.000,138,494,6000,4363,6289,6496,6584,9394,12018
85,2289,2289.000,146,505,6006,4365,6309,6493,6624,8130,9626
86,2322,2322.000,135,486,5965,4302,6322,6495,6582,9089,9680
87,2214,2214.000,124,511,6220,4516,6526,6686,6817,8695,10608
88,2204,2204.000,141,540,6182,4527,6422,6578,6698,8499,11321
89,2193,2193.000,142,527,6280,4555,6491,6655,6765,8512,10019
90,2210,2210.000,146,524,6205,4532,6468,6637,6732,8403,10425
91,2134,2134.000,140,514,6412,4680,6615,6809,7061,9688,11102
92,2203,2203.000,155,528,6246,4538,6591,6791,6895,8422,9786
93,2216,2216.000,124,522,6190,4510,6581,6799,6947,8510,9754
94,2318,2318.000,124,555,5876,4310,6214,6447,6668,9062,10156
95,2311,2311.000,129,525,5984,4331,6159,6252,6412,7927,13894
96,2359,2359.000,150,522,5772,4233,6142,6218,6287,8759,9276
97,2343,2343.000,146,530,5800,4267,6071,6243,6314,7762,10194
98,2440,2440.000,134,505,5666,4095,6066,6248,6343,7761,9290
99,1502,1502.000,131,521,6098,6685,10235,13196,17478,23279,49533
100,1742,1742.000,130,548,6222,5718,9250,10821,11866,13038,13676
101,2293,2293.000,131,512,5970,4357,6297,6452,6548,8033,9556
102,2068,2068.000,132,539,6289,4835,6680,7638,8489,11130,12392
103,2147,2147.000,144,518,6387,4658,6677,6798,7003,8709,11380
104,2369,2369.000,145,549,5240,4211,5752,6280,6482,19862,27840
105,2300,2300.000,156,531,6016,4343,6421,6528,6632,8416,9823
106,2299,2299.000,152,504,6106,4363,6422,6568,6667,8154,9553
107,2150,2150.000,129,541,6070,4646,6309,6511,7625,18740,24115
108,2277,2277.000,167,561,5935,4385,6260,6338,6406,8107,11079
109,2308,2308.000,144,549,5932,4323,6328,6402,6466,8192,9578
110,2275,2275.000,145,562,6002,4398,6335,6500,6581,8193,10289
111,2264,2264.000,124,544,6060,4416,6287,6474,6563,8082,9636
112,2007,2007.000,152,565,6203,4987,6475,6667,8798,23508,32318
113,2178,2178.000,124,553,6329,4590,6512,6696,6778,8390,10375
114,2185,2185.000,154,540,6343,4575,6584,6763,6847,8610,10821
115,2230,2230.000,150,530,6229,4485,6527,6719,6803,8565,9966
116,2211,2211.000,145,511,6192,4517,6558,6736,6859,8349,9879
117,2131,2131.000,142,530,6064,4685,6263,6442,7794,16872,21655
118,2451,2451.000,128,494,5698,4077,6113,6272,6344,7618,9472
119,2363,2363.000,128,515,5801,4237,6140,6322,6545,9148,10812
120,1558,1558.000,153,529,6156,6422,10545,12314,13492,16850,20460
121,2016,2016.000,147,519,5985,4952,6184,9458,10893,13564,17606
122,2369,2369.000,146,527,5695,4230,6123,6232,6449,10743,20324
123,2301,2301.000,122,521,5890,4330,6257,6365,7344,9249,11703
124,2357,2357.000,137,508,5819,4244,6191,6284,6363,8992,10191
125,2259,2259.000,142,528,6082,4434,6306,6457,6587,8130,9395
126,2252,2252.000,131,507,6099,4436,6394,6579,6704,8428,9662
127,2142,2142.000,131,515,6397,4665,6694,6837,7165,9919,11457
128,2378,2378.000,140,489,5388,4204,6538,6734,6849,8500,14623
129,2217,2217.000,127,507,5484,4512,6267,6454,6658,20402,21507
130,2260,2260.000,149,504,6097,4420,6440,6558,6697,9526,10403
131,2261,2261.000,139,495,6092,4421,6321,6501,6587,7889,9705
132,2260,2260.000,143,510,6062,4416,6321,6459,6560,8162,11021
133,2321,2321.000,130,511,5929,4313,6277,6417,6515,8955,9458
134,2334,2334.000,138,518,5900,4282,6263,6338,6471,7867,10247
135,2344,2344.000,139,515,5875,4266,6250,6317,6372,7989,9438
136,2293,2293.000,125,555,5944,4352,6282,6355,6404,8009,9420
137,2394,2394.000,129,561,5785,4177,6274,6370,6463,9277,10248
138,2101,2101.000,142,615,6077,4758,6408,6538,7966,18472,24550
139,2195,2195.000,138,601,6285,4565,6463,6540,6617,8268,9600
140,2198,2198.000,129,618,6103,4565,6448,6609,7202,10435,13602
141,1181,1181.000,144,499,9114,8513,11570,16297,20647,31412,34849
142,2149,2149.000,131,511,5968,4606,6133,7625,10274,12876,17637
143,2223,2223.000,148,513,5912,4499,6155,6407,8940,11735,17401
144,2256,2256.000,127,521,6003,4421,6222,6395,7185,8969,10247
145,2274,2274.000,133,503,5975,4397,6263,6338,6490,7792,9366
146,2318,2318.000,139,500,5938,4320,6225,6382,6447,7621,11406
147,2344,2344.000,127,513,5876,4264,6216,6375,6471,8874,10357
148,2318,2318.000,142,480,5899,4303,6212,6426,7011,11593,12577
149,2320,2320.000,145,494,5963,4309,6318,6488,6655,8224,9733
150,2308,2308.000,142,487,6037,4335,6392,6607,6739,9363,15251
151,2288,2288.000,146,477,6183,4374,6581,6762,6876,8401,10436
152,2313,2313.000,145,495,6008,4316,6570,6771,6881,8460,11569
153,2307,2307.000,148,550,5296,4340,5891,6405,6588,21020,30220
154,2171,2171.000,147,593,6250,4594,6476,6649,6764,8202,10718
155,2251,2251.000,134,584,6072,4445,6396,6508,6659,8375,9897
156,2266,2266.000,131,603,6096,4415,6385,6565,6645,7992,9580
157,2231,2231.000,157,598,6118,4482,6384,6602,6964,9426,12563
158,2321,2321.000,153,582,5870,4306,6290,6427,6577,8162,9828
159,2270,2270.000,142,600,6018,4400,6339,6492,6644,8155,11290
160,2291,2291.000,135,588,6009,4364,6359,6556,6619,8066,9541
161,1921,1921.000,141,546,6151,5221,6350,7879,13606,24408,29419
162,1228,1228.000,144,572,9831,8168,11459,13728,18306,28802,29437
163,2123,2123.000,126,537,6276,4674,6622,6809,8284,11314,12684
164,2046,2046.000,134,596,6361,4884,6628,6964,8253,11513,18265
165,2330,2330.000,149,532,5904,4301,6267,6439,7142,8112,9387
166,2329,2329.000,138,557,5896,4298,6237,6427,6553,8171,9298
167,2347,2347.000,135,553,5856,4254,6207,6395,6492,7701,9292
168,2252,2252.000,137,542,5842,4428,6143,6352,6545,13473,22940
169,2395,2395.000,133,517,5802,4183,6200,6336,6483,8536,9390
170,2263,2263.000,144,558,6038,4414,6329,6492,6589,8032,9878
171,2395,2395.000,134,502,5822,4180,6209,6380,6502,8799,13439
172,2342,2342.000,150,537,5868,4265,6154,6301,6380,7339,9422
173,2261,2261.000,127,540,5944,4449,6258,6452,7087,12182,17313
174,2146,2146.000,131,550,6130,4630,6426,6608,6742,10600,28072
175,2286,2286.000,146,554,6140,4373,6614,6759,6864,8406,10169
176,2284,2284.000,153,623,5993,4376,6588,6692,6762,8439,9854
177,2473,2473.000,144,634,5228,4049,5701,6322,6502,8241,34700
178,2292,2292.000,140,534,6063,4359,6444,6612,6768,9589,10258
179,2102,2102.000,154,572,6171,4751,6390,6590,6966,16412,34135
180,2183,2183.000,158,580,6221,4574,6432,6622,6788,8434,12876
181,2304,2304.000,146,546,5994,4344,6326,6524,6649,8141,10659
182,2034,2034.000,135,552,6104,4966,6345,7755,12455,18122,22864
183,1333,1333.000,141,564,9545,7414,11359,12825,14224,18328,19238
184,2175,2175.000,140,584,6268,4601,6538,6701,6825,9812,10485
185,2122,2122.000,132,588,6306,4713,6507,6742,8231,11227,11420
186,2205,2205.000,135,558,6224,4541,6524,6740,7655,8966,10087
187,2159,2159.000,154,640,6285,4629,6644,6746,6844,8440,10186
188,2193,2193.000,153,630,6207,4560,6605,6781,6924,8807,10795
189,2153,2153.000,152,644,6197,4633,6617,6822,7244,9916,11733
190,2318,2318.000,158,616,5908,4306,6305,6486,6590,7982,9622
