Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,637.200,6.275,4.258,6.031,6.190,6.504,6.671,7.188,9.151,12.721,0.159
5,642.400,6.224,3.697,5.915,6.117,6.260,6.391,6.552,9.117,59.286,0.161
10,594.400,6.798,4.236,6.031,6.220,6.381,6.655,7.221,49.220,58.509,0.147
15,749.400,5.398,0.141,3.540,5.075,6.573,6.939,7.533,11.466,68.903,0.185
20,1152.800,3.462,0.157,3.322,3.511,3.583,3.709,3.801,5.207,7.727,0.289
25,1085.800,3.656,1.890,3.351,3.528,3.623,4.119,5.474,6.935,9.947,0.274
30,1130.400,3.492,0.122,3.280,3.516,3.586,3.694,3.810,6.478,10.343,0.286
35,1150.800,3.447,2.122,3.297,3.517,3.590,3.689,3.785,4.033,7.752,0.290
40,1066.400,3.737,2.095,3.381,3.543,3.669,4.290,6.210,7.173,11.338,0.268
45,895.800,4.484,0.230,3.487,3.587,5.808,6.243,6.305,10.622,35.022,0.223
50,628.000,6.369,0.142,6.040,6.234,6.389,6.586,7.562,11.085,28.169,0.157
55,584.800,7.088,4.663,6.093,6.273,6.589,10.586,12.006,16.152,22.222,0.141
60,662.000,6.119,3.912,5.901,6.097,6.235,6.341,6.719,9.086,16.453,0.163
65,645.000,6.140,0.151,5.924,6.134,6.272,6.440,6.626,8.733,13.343,0.163
70,614.000,6.342,3.469,5.907,6.377,6.562,6.736,6.986,10.562,23.632,0.158
75,528.000,7.588,0.145,6.250,6.432,6.731,11.355,13.049,22.034,39.115,0.132
80,606.400,6.431,0.149,6.138,6.300,6.599,6.805,7.554,10.286,12.806,0.155
85,650.800,6.121,0.239,5.890,6.112,6.274,6.418,6.592,9.232,11.682,0.163
90,649.200,6.181,0.146,5.947,6.173,6.330,6.498,6.945,9.228,10.536,0.162
95,551.400,7.135,0.219,6.177,6.407,6.710,9.434,11.088,18.581,39.456,0.140
100,610.400,6.436,4.464,6.162,6.354,6.519,6.680,7.789,10.292,16.224,0.155
105,611.400,6.439,4.475,6.165,6.416,6.589,6.790,7.140,9.757,10.591,0.155
110,657.000,6.221,3.757,5.910,6.125,6.279,6.428,6.800,11.000,26.102,0.161
115,589.000,6.973,0.189,6.076,6.251,6.495,8.868,10.808,20.216,59.760,0.143
120,643.800,6.316,0.199,6.063,6.267,6.400,6.565,7.603,10.283,12.426,0.158
125,639.000,6.287,0.162,6.087,6.266,6.412,6.583,6.771,9.436,10.817,0.159
130,631.800,6.466,0.207,6.223,6.460,6.597,6.744,6.909,9.271,11.469,0.155
135,613.800,6.615,0.211,5.913,6.125,6.265,7.595,10.554,17.364,31.299,0.151
140,582.200,6.691,0.144,6.017,6.315,6.625,8.438,10.215,13.428,21.803,0.149
145,632.200,6.339,4.170,6.038,6.315,6.450,6.610,7.388,9.547,13.258,0.158
150,639.200,6.371,0.229,6.156,6.371,6.556,6.687,6.812,9.334,10.875,0.157
155,629.400,6.490,0.188,6.284,6.482,6.630,6.771,7.004,9.478,10.613,0.154
160,568.400,7.087,3.492,6.092,6.243,6.575,10.370,11.409,17.210,36.509,0.141
165,631.800,6.289,0.179,6.075,6.257,6.464,6.645,6.811,9.342,11.749,0.159
170,621.200,6.363,0.157,5.847,6.272,6.505,6.687,6.874,14.728,35.365,0.157
175,610.800,6.453,0.117,6.121,6.321,6.489,6.659,7.317,11.027,25.791,0.155
180,576.400,6.995,0.200,6.068,6.344,6.650,9.434,11.487,17.686,23.856,0.143
185,640.000,6.219,0.189,5.936,6.135,6.296,6.515,7.591,10.101,19.228,0.161
190,637.400,6.192,4.049,5.982,6.180,6.334,6.496,6.758,9.136,10.357,0.161
195,633.800,6.349,0.182,5.989,6.354,6.548,6.699,6.852,10.426,20.638,0.157
200,555.000,7.236,0.103,6.132,6.284,6.529,10.540,12.220,20.877,27.810,0.138
205,608.200,6.514,0.111,6.155,6.360,6.577,6.810,8.149,11.397,19.815,0.154
210,649.800,6.099,0.160,5.868,6.127,6.256,6.414,6.513,8.954,11.628,0.164
215,652.000,6.147,0.223,5.947,6.165,6.295,6.447,6.744,8.719,10.539,0.163
220,609.800,6.566,0.147,5.962,6.294,6.573,6.800,8.060,20.110,37.242,0.152
225,570.000,6.983,0.223,6.216,6.404,6.694,9.453,10.909,13.511,23.856,0.143
230,618.000,6.530,0.170,6.234,6.483,6.647,6.811,7.171,9.904,15.351,0.153
235,646.200,6.134,0.182,5.894,6.117,6.251,6.406,6.830,9.098,18.328,0.163
240,640.400,6.304,0.192,6.028,6.201,6.356,6.560,7.384,9.633,24.923,0.159
245,554.600,7.256,0.194,6.256,6.442,6.727,9.863,11.775,17.574,35.851,0.138
250,634.400,6.365,0.208,6.144,6.348,6.529,6.696,7.351,9.204,10.820,0.157
