Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1838,1838.000,171,6075,6317,5441,6416,6583,6794,9386,12727
1,1796,1796.000,130,6262,6421,5565,6606,6756,6919,9547,10793
2,1782,1782.000,135,6343,6573,5604,6690,6810,6974,9651,9923
3,1911,1911.000,98,5204,5645,5215,6532,6718,7037,11814,12474
4,3141,3141.000,109,3329,3506,3182,3586,3750,5448,10635,11115
5,3394,3394.000,92,3320,3464,2943,3546,3672,3743,4247,5485
6,3271,3271.000,102,3384,3499,3049,3576,3707,3765,5357,8884
7,3372,3372.000,108,3334,3499,2965,3578,3677,3754,3914,5484
8,3369,3369.000,93,3302,3488,2959,3570,3695,3757,5248,8059
9,3375,3375.000,96,3332,3495,2956,3553,3608,3651,4085,5333
10,3319,3319.000,99,3330,3489,3015,3568,3734,3887,5117,7753
11,3298,3298.000,109,3365,3553,3023,3629,3746,3825,3983,14019
12,3334,3334.000,84,3346,3519,2994,3585,3708,3766,4143,7701
13,3278,3278.000,86,3400,3558,3050,3627,3763,3826,5288,7489
14,3322,3322.000,90,3355,3518,3002,3584,3694,3753,3903,5315
15,3302,3302.000,102,3393,3563,3025,3628,3767,3845,4051,7721
16,2340,2340.000,113,3811,4155,4272,5522,7393,8076,10173,11940
17,2356,2356.000,102,3424,3721,4236,6639,6969,7152,11017,11536
18,3288,3288.000,105,3339,3467,3037,3561,3739,3881,6799,7255
19,3353,3353.000,97,3352,3501,2975,3575,3717,3774,4032,9351
20,3357,3357.000,90,3353,3488,2979,3558,3702,3777,4142,5526
21,3371,3371.000,90,3314,3472,2960,3543,3690,3792,4595,7579
22,3346,3346.000,90,3342,3490,2983,3552,3689,3752,4015,5522
23,3340,3340.000,91,3343,3473,2991,3557,3677,3740,5363,7513
24,3276,3276.000,95,3402,3586,3044,3657,3770,3822,3908,5502
25,3314,3314.000,91,3368,3557,3015,3631,3766,3830,4298,7596
26,3276,3276.000,103,3422,3600,3048,3674,3852,3967,4260,5899
27,3357,3357.000,88,3346,3551,2976,3613,3757,3838,4111,7821
28,3264,3264.000,101,3404,3556,3058,3644,3808,3958,5336,7447
29,3372,3372.000,95,3331,3480,2961,3546,3684,3759,3997,5484
30,3292,3292.000,88,3404,3534,3035,3609,3759,3814,4178,7786
31,3306,3306.000,93,3365,3534,3017,3612,3757,3831,4062,5506
