Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,517.600,2.872,0.114,0.227,0.310,6.250,6.460,6.557,7.983,12.266,0.348
5,514.400,2.857,0.100,0.207,0.245,6.423,6.619,6.741,8.122,12.099,0.350
10,520.400,2.943,0.098,0.197,0.243,6.217,6.504,6.645,8.126,10.441,0.340
15,545.400,2.736,0.088,0.202,0.244,6.067,6.195,6.289,7.721,22.308,0.366
20,509.200,2.743,0.098,0.207,0.247,6.145,6.535,6.680,9.561,77.686,0.365
25,782.600,1.917,0.086,0.198,0.246,3.563,4.040,6.336,7.078,64.848,0.522
30,933.800,1.682,0.091,0.210,0.256,3.567,3.679,3.800,3.997,7.821,0.595
35,907.200,1.714,0.091,0.209,0.254,3.587,3.692,3.805,4.024,7.650,0.583
40,869.600,1.808,0.092,0.205,0.252,3.576,3.766,4.352,6.928,11.315,0.553
45,909.000,1.661,0.087,0.200,0.248,3.556,3.664,3.776,4.318,10.727,0.602
50,921.400,1.643,0.087,0.193,0.244,3.502,3.610,3.707,4.087,9.129,0.609
55,849.000,1.787,0.095,0.188,0.249,3.537,3.708,4.048,6.959,11.304,0.560
60,591.600,2.639,0.092,0.193,0.239,6.231,6.463,6.591,8.017,38.191,0.379
65,528.800,2.712,0.103,0.198,0.236,6.225,6.356,6.462,7.723,11.148,0.369
70,508.800,2.951,0.100,0.197,0.242,6.370,6.530,6.642,8.017,10.113,0.339
75,488.800,2.997,0.112,0.195,0.238,6.484,6.658,6.782,9.239,29.979,0.334
80,543.200,2.799,0.096,0.190,0.223,6.058,6.192,6.310,8.793,35.694,0.357
85,462.200,3.090,0.112,0.191,0.225,6.227,6.448,9.187,12.141,17.892,0.324
90,523.400,2.883,0.116,0.189,0.222,6.326,6.607,6.770,10.196,32.418,0.347
95,516.200,2.770,0.112,0.187,0.222,6.202,6.336,6.436,7.877,10.302,0.361
100,533.400,2.855,0.105,0.192,0.228,6.235,6.460,6.576,7.899,10.549,0.350
105,493.600,3.009,0.088,0.191,0.231,6.412,6.599,6.716,8.434,11.860,0.332
110,533.800,2.768,0.107,0.200,0.241,6.060,6.200,6.339,7.744,31.308,0.361
115,476.800,2.970,0.105,0.201,0.244,6.136,6.346,9.128,12.448,30.145,0.337
120,532.600,2.869,0.089,0.205,0.247,6.327,6.589,6.733,8.428,36.574,0.349
125,497.600,2.931,0.106,0.204,0.249,6.344,6.504,6.607,8.014,10.423,0.341
130,526.000,2.849,0.102,0.205,0.248,6.281,6.401,6.508,7.916,10.338,0.351
135,531.000,2.917,0.100,0.206,0.250,6.417,6.608,6.707,8.252,14.061,0.343
140,501.800,2.993,0.107,0.218,0.259,6.212,6.430,6.545,10.492,31.044,0.334
145,471.400,3.117,0.106,0.213,0.256,6.184,6.421,9.316,12.679,22.218,0.321
150,513.200,2.879,0.089,0.215,0.253,6.270,6.453,6.595,7.854,12.517,0.347
155,512.400,2.900,0.110,0.217,0.255,6.379,6.610,6.757,8.499,23.749,0.345
160,522.200,2.801,0.101,0.214,0.254,6.278,6.435,6.519,7.932,11.765,0.357
165,521.600,2.881,0.104,0.214,0.252,6.324,6.541,6.634,7.950,10.937,0.347
170,469.200,3.252,0.105,0.214,0.256,6.388,6.609,7.807,15.111,39.156,0.308
175,513.400,2.882,0.091,0.208,0.249,6.105,6.353,7.765,11.326,18.777,0.347
180,545.600,2.725,0.103,0.191,0.221,6.161,6.309,6.399,7.693,10.295,0.367
185,513.200,2.860,0.096,0.188,0.222,6.326,6.598,6.687,8.156,32.153,0.350
190,520.000,2.789,0.106,0.172,0.211,6.302,6.499,6.586,7.966,9.610,0.359
195,517.200,2.770,0.082,0.170,0.209,6.234,6.376,6.493,7.977,10.117,0.361
200,454.400,3.416,0.107,0.176,0.227,6.425,6.775,9.756,16.095,33.151,0.293
205,524.200,2.937,0.106,0.194,0.246,6.107,6.216,6.333,7.910,12.315,0.340
210,539.600,2.784,0.097,0.191,0.225,6.172,6.317,6.422,7.801,10.063,0.359
215,505.400,2.808,0.094,0.166,0.202,6.256,6.453,6.583,7.914,11.791,0.356
220,529.400,2.757,0.090,0.189,0.221,6.279,6.553,6.677,8.072,21.183,0.363
225,531.800,2.762,0.106,0.198,0.242,6.177,6.267,6.392,7.872,11.018,0.362
230,448.000,3.238,0.098,0.216,0.255,6.253,6.757,10.079,17.755,32.347,0.309
235,523.800,2.786,0.102,0.205,0.248,6.153,6.342,6.546,8.206,17.569,0.359
240,542.400,2.787,0.101,0.202,0.245,6.130,6.284,6.389,8.015,11.976,0.359
245,533.000,2.828,0.097,0.206,0.251,6.126,6.290,6.386,7.809,11.328,0.354
250,500.600,2.834,0.106,0.204,0.247,6.331,6.563,6.617,7.965,25.715,0.353
255,520.400,2.859,0.101,0.195,0.238,6.251,6.415,6.518,7.817,10.249,0.350
260,470.000,3.127,0.098,0.192,0.230,6.287,6.533,9.583,14.228,39.873,0.320
265,509.000,2.850,0.106,0.188,0.224,6.276,6.546,6.605,9.620,12.407,0.351
270,526.400,2.896,0.097,0.194,0.235,6.113,6.245,6.347,7.873,10.804,0.345
275,528.200,2.722,0.096,0.192,0.227,6.148,6.267,6.379,7.677,10.966,0.367
280,521.000,2.879,0.104,0.197,0.246,6.258,6.499,6.629,7.840,10.112,0.347
285,525.000,2.962,0.101,0.214,0.260,6.319,6.573,6.634,8.244,34.958,0.338
290,450.200,3.340,0.106,0.216,0.258,6.398,6.737,9.568,16.536,32.279,0.299
295,505.600,3.053,0.099,0.208,0.253,6.482,6.656,6.811,9.573,16.624,0.328
300,539.800,2.814,0.092,0.198,0.238,6.128,6.293,6.398,7.785,11.958,0.355
305,542.600,2.764,0.098,0.196,0.238,6.138,6.290,6.392,7.836,10.287,0.362
310,531.600,2.659,0.093,0.203,0.242,6.171,6.334,6.448,7.983,10.831,0.376
315,527.600,2.884,0.083,0.209,0.251,6.324,6.598,6.707,9.444,21.002,0.347
320,431.200,3.205,0.111,0.220,0.255,6.303,6.569,9.712,17.766,40.405,0.312
325,504.600,3.007,0.103,0.213,0.255,6.492,6.660,6.801,9.493,14.915,0.333
330,534.400,2.810,0.105,0.204,0.246,6.224,6.513,6.618,8.211,12.811,0.356
335,540.200,2.763,0.094,0.205,0.250,6.093,6.249,6.351,7.555,10.102,0.362
340,532.400,2.857,0.100,0.211,0.257,6.167,6.303,6.397,7.767,14.856,0.350
345,505.600,2.953,0.097,0.196,0.237,6.264,6.441,6.580,9.417,32.529,0.339
350,468.600,3.129,0.095,0.196,0.237,6.287,6.522,9.544,13.573,26.804,0.320
355,511.200,2.969,0.085,0.197,0.239,6.404,6.585,6.707,8.592,19.859,0.337
360,521.800,2.931,0.107,0.197,0.242,6.395,6.614,6.755,8.232,12.717,0.341
365,544.800,2.760,0.099,0.195,0.237,6.079,6.204,6.285,7.524,9.732,0.362
370,545.000,2.688,0.103,0.199,0.241,6.142,6.273,6.405,7.753,10.335,0.372
375,490.600,2.994,0.108,0.190,0.234,6.158,6.398,7.921,12.560,34.436,0.334
380,491.200,2.906,0.105,0.197,0.235,6.289,6.486,6.620,11.091,13.623,0.344
385,520.600,2.925,0.106,0.197,0.239,6.313,6.533,6.668,8.518,21.252,0.342
390,480.000,2.951,0.111,0.198,0.240,6.473,6.646,6.768,8.348,15.399,0.339
395,535.600,2.741,0.105,0.193,0.228,6.130,6.265,6.370,7.666,15.855,0.365
400,534.000,2.892,0.100,0.194,0.240,6.172,6.313,6.460,7.726,10.278,0.346
405,472.000,3.222,0.103,0.212,0.256,6.148,6.418,9.760,13.782,31.267,0.310
410,510.800,2.944,0.096,0.216,0.258,6.281,6.442,6.594,9.859,29.735,0.340
415,516.000,2.911,0.107,0.217,0.256,6.269,6.445,6.597,7.878,27.294,0.344
420,509.400,3.015,0.110,0.217,0.257,6.476,6.683,6.793,8.808,20.247,0.332
425,539.800,2.867,0.099,0.217,0.257,6.228,6.472,6.577,7.756,10.187,0.349
430,539.600,2.712,0.106,0.216,0.253,6.090,6.246,6.353,7.651,10.137,0.369
435,481.600,3.121,0.109,0.211,0.254,6.231,6.476,9.662,12.424,26.402,0.320
440,521.000,2.929,0.099,0.222,0.258,6.421,6.652,6.814,9.794,23.818,0.341
445,526.000,2.840,0.092,0.212,0.253,6.299,6.488,6.633,8.117,23.599,0.352
450,498.400,2.841,0.101,0.212,0.251,6.421,6.611,6.716,8.733,20.408,0.352
455,513.200,2.945,0.100,0.217,0.252,6.489,6.677,6.826,9.215,10.505,0.340
460,518.400,2.724,0.099,0.196,0.236,6.095,6.222,6.323,7.510,9.962,0.367
465,474.800,2.955,0.102,0.192,0.231,6.088,6.325,9.282,13.656,23.123,0.338
470,492.400,2.837,0.097,0.198,0.234,6.356,6.637,6.785,9.171,19.985,0.353
475,513.400,2.831,0.100,0.195,0.235,6.314,6.504,6.685,8.266,34.338,0.353
480,507.000,2.956,0.093,0.198,0.239,6.321,6.571,6.728,8.322,26.584,0.338
485,524.400,2.986,0.092,0.195,0.240,6.472,6.648,6.757,8.235,12.959,0.335
490,539.400,2.848,0.097,0.182,0.231,6.165,6.375,6.551,7.513,12.370,0.351
495,485.000,2.998,0.105,0.175,0.220,6.073,6.295,9.215,12.098,27.314,0.334
500,538.800,2.864,0.099,0.175,0.219,6.246,6.537,6.666,9.175,12.068,0.349
505,520.000,2.839,0.099,0.192,0.234,6.317,6.564,6.726,8.336,19.938,0.352
510,529.800,2.891,0.097,0.197,0.240,6.283,6.425,6.543,8.308,19.934,0.346
515,509.800,2.936,0.092,0.178,0.225,6.435,6.634,6.743,8.381,22.828,0.341
520,511.800,2.924,0.103,0.185,0.230,6.317,6.526,6.620,8.080,10.558,0.342
525,474.600,3.089,0.093,0.187,0.225,6.177,6.338,10.054,13.436,26.823,0.324
530,526.000,2.737,0.103,0.189,0.227,6.185,6.331,6.424,7.763,10.247,0.365
535,526.800,2.861,0.096,0.199,0.242,6.348,6.626,6.753,8.340,24.490,0.350
540,522.800,2.866,0.092,0.216,0.253,6.306,6.469,6.580,8.104,31.700,0.349
545,510.000,2.831,0.099,0.189,0.233,6.343,6.486,6.629,8.118,23.881,0.353
550,512.200,2.798,0.105,0.193,0.233,6.476,6.615,6.696,8.076,9.777,0.357
555,468.000,3.033,0.093,0.195,0.236,6.105,6.499,9.126,13.395,20.737,0.330
560,523.800,2.816,0.092,0.194,0.238,6.164,6.295,6.440,7.765,10.200,0.355
