Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2236.000,4.469,0.108,0.473,6.162,6.489,6.673,6.799,9.234,19.380,0.224
5,2363.400,4.226,0.097,0.491,5.865,6.170,6.324,6.426,8.566,11.748,0.237
10,2153.000,4.643,0.093,0.483,5.963,6.247,6.419,6.538,7.986,65.246,0.215
15,2623.400,3.805,0.096,0.453,3.554,5.948,6.786,7.033,11.242,63.971,0.263
20,4042.000,2.470,0.091,0.419,3.351,3.542,3.666,3.778,4.758,13.746,0.405
25,3819.800,2.615,0.094,0.417,3.407,3.574,3.852,4.918,6.899,11.555,0.382
30,4090.800,2.443,0.092,0.409,3.309,3.542,3.661,3.771,5.152,7.935,0.409
35,4006.400,2.493,0.096,0.431,3.392,3.562,3.689,3.790,4.229,13.548,0.401
40,2035.000,4.913,0.105,0.446,6.119,6.396,9.002,10.693,17.559,34.029,0.204
45,2186.600,4.570,0.100,0.459,6.253,6.551,6.682,6.820,9.601,28.928,0.219
50,2299.000,4.348,0.093,0.461,5.981,6.198,6.394,6.651,9.510,19.301,0.230
55,2322.200,4.303,0.089,0.468,5.957,6.221,6.368,6.500,7.989,12.261,0.232
60,2057.200,4.859,0.099,0.453,6.111,6.440,8.066,10.128,15.906,34.350,0.206
65,2327.600,4.295,0.092,0.451,6.036,6.310,6.484,6.589,8.275,10.733,0.233
70,2222.600,4.497,0.100,0.483,6.258,6.544,6.704,6.815,8.521,12.421,0.222
75,2249.600,4.442,0.094,0.501,6.015,6.332,6.624,6.816,9.599,33.411,0.225
80,2041.200,4.896,0.095,0.468,6.099,6.395,8.925,10.505,14.207,31.055,0.204
85,2252.800,4.438,0.099,0.457,5.994,6.421,6.618,6.775,9.505,22.137,0.225
90,2301.400,4.345,0.099,0.449,6.025,6.321,6.436,6.560,8.833,17.321,0.230
95,2209.000,4.525,0.099,0.463,6.250,6.475,6.662,6.799,8.415,11.227,0.221
100,1994.800,5.013,0.096,0.457,6.162,6.563,9.051,10.677,16.728,41.869,0.199
105,2270.800,4.402,0.092,0.459,6.041,6.267,6.547,6.827,9.229,23.531,0.227
110,2252.400,4.436,0.095,0.457,5.966,6.450,6.677,6.811,9.618,33.006,0.225
115,2296.800,4.354,0.093,0.478,6.067,6.335,6.455,6.627,8.386,11.142,0.230
120,1995.800,5.012,0.097,0.505,6.223,6.527,8.631,10.481,17.832,37.558,0.200
125,2323.200,4.301,0.099,0.503,5.928,6.216,6.402,6.577,9.183,12.049,0.233
130,2325.000,4.299,0.091,0.454,5.967,6.207,6.319,6.463,8.149,11.009,0.233
135,2211.600,4.521,0.089,0.466,5.948,6.439,6.699,6.910,12.951,42.371,0.221
140,2060.200,4.853,0.094,0.433,6.157,6.365,8.385,10.895,13.746,36.710,0.206
145,2198.600,4.548,0.090,0.443,6.181,6.520,6.673,6.949,9.676,16.165,0.220
150,2349.600,4.255,0.094,0.440,5.929,6.182,6.324,6.431,8.217,10.699,0.235
155,2333.400,4.284,0.091,0.453,5.959,6.206,6.348,6.462,7.971,10.128,0.233
160,2048.800,4.882,0.094,0.449,6.230,6.554,6.960,9.305,17.681,43.353,0.205
165,2120.600,4.714,0.089,0.461,6.227,6.500,6.840,9.503,12.263,19.135,0.212
170,2217.800,4.506,0.087,0.418,6.214,6.524,6.654,6.792,9.557,17.318,0.222
175,2313.200,4.324,0.088,0.447,5.938,6.181,6.323,6.471,8.913,29.576,0.231
180,2346.200,4.261,0.092,0.440,5.949,6.206,6.385,6.487,7.938,10.831,0.235
185,1988.000,5.029,0.091,0.483,6.225,6.498,9.360,11.188,17.961,45.906,0.199
190,2273.800,4.396,0.098,0.484,6.141,6.393,6.601,6.736,8.387,11.394,0.228
195,2222.600,4.498,0.093,0.417,6.289,6.499,6.669,6.839,8.683,10.967,0.222
200,2296.000,4.357,0.095,0.449,5.978,6.200,6.487,6.702,9.408,33.275,0.229
205,2012.000,4.968,0.088,0.497,6.181,6.459,9.245,10.871,13.172,25.640,0.201
210,2279.400,4.387,0.094,0.452,5.968,6.430,6.650,6.794,8.911,31.638,0.228
215,2314.000,4.320,0.096,0.451,6.033,6.316,6.472,6.589,8.214,10.774,0.231
220,2220.400,4.503,0.100,0.470,6.222,6.496,6.681,6.824,8.491,10.380,0.222
225,1972.600,5.066,0.097,0.479,6.217,6.587,9.203,10.804,14.860,24.567,0.197
230,2318.600,4.315,0.098,0.472,5.934,6.261,6.442,6.644,9.654,15.877,0.232
235,2227.400,4.486,0.095,0.473,5.971,6.424,6.685,6.851,11.212,25.474,0.223
240,2276.400,4.393,0.099,0.463,6.073,6.287,6.464,6.559,9.388,12.456,0.228
245,2123.800,4.707,0.089,0.479,6.241,6.475,6.686,7.695,14.111,46.276,0.212
250,2151.600,4.646,0.095,0.458,5.982,6.217,7.625,9.625,14.318,17.907,0.215
255,2345.200,4.264,0.096,0.449,5.947,6.240,6.358,6.478,8.127,10.240,0.235
260,2223.400,4.498,0.099,0.443,6.171,6.406,6.649,6.824,9.548,34.766,0.222
265,2216.600,4.507,0.093,0.458,6.111,6.339,6.559,6.767,9.405,40.388,0.222
270,1990.600,5.025,0.093,0.471,6.278,6.600,9.378,11.294,13.785,20.357,0.199
275,2324.800,4.300,0.099,0.469,5.951,6.183,6.341,6.459,8.426,10.405,0.233
280,2346.400,4.262,0.093,0.463,5.943,6.219,6.364,6.484,8.109,10.216,0.235
285,2239.800,4.464,0.099,0.450,6.144,6.414,6.659,6.806,8.467,13.528,0.224
290,2004.400,4.987,0.095,0.479,5.903,6.451,9.027,10.998,17.794,41.148,0.201
295,2181.600,4.583,0.093,0.486,6.271,6.568,6.753,7.130,10.155,19.468,0.218
300,2360.200,4.234,0.095,0.487,5.876,6.170,6.324,6.432,8.481,10.857,0.236
305,2320.200,4.311,0.103,0.468,5.957,6.198,6.348,6.452,8.108,14.949,0.232
310,2043.200,4.895,0.097,0.453,6.081,6.306,7.724,10.482,16.627,42.514,0.204
315,2218.400,4.504,0.092,0.493,6.130,6.380,6.582,7.446,11.003,20.064,0.222
320,2199.800,4.544,0.096,0.498,6.212,6.507,6.680,6.788,9.546,28.013,0.220
325,2307.200,4.338,0.094,0.491,6.026,6.253,6.515,6.718,8.238,12.838,0.231
330,2311.200,4.323,0.094,0.486,5.939,6.209,6.349,6.501,9.199,24.488,0.231
335,1980.800,5.047,0.092,0.511,5.991,6.546,9.461,11.630,16.855,33.780,0.198
340,2289.800,4.367,0.088,0.465,6.057,6.286,6.436,6.558,8.703,11.689,0.229
345,2259.400,4.424,0.095,0.446,6.168,6.426,6.602,6.736,8.416,11.573,0.226
350,2212.000,4.521,0.085,0.463,6.183,6.507,6.654,6.786,9.194,17.393,0.221
355,2067.800,4.833,0.095,0.469,6.005,6.256,8.586,10.448,17.840,36.728,0.207
360,2248.600,4.448,0.096,0.466,5.934,6.358,6.663,6.922,10.561,26.132,0.225
365,2277.600,4.390,0.092,0.440,6.134,6.395,6.566,6.680,8.304,10.325,0.228
370,2272.200,4.397,0.096,0.450,6.155,6.403,6.585,6.659,8.414,12.369,0.227
375,2009.800,4.977,0.098,0.498,6.321,6.585,7.944,10.314,15.638,26.314,0.201
380,2231.800,4.480,0.099,0.482,5.967,6.234,6.433,7.762,10.832,19.167,0.223
385,2248.600,4.446,0.101,0.466,6.092,6.412,6.677,6.832,9.419,21.731,0.225
390,2258.600,4.426,0.096,0.472,5.876,6.276,6.445,6.591,12.068,28.900,0.226
395,2278.800,4.387,0.094,0.456,6.113,6.341,6.559,6.704,8.350,11.674,0.228
400,2022.400,4.944,0.094,0.451,6.112,6.392,9.316,10.853,14.768,32.167,0.202
405,2328.800,4.293,0.095,0.457,5.930,6.175,6.295,6.360,8.250,14.442,0.233
410,2307.400,4.334,0.095,0.448,6.012,6.232,6.405,6.519,8.072,10.409,0.231
415,2184.000,4.576,0.088,0.472,6.198,6.450,6.677,6.829,9.707,32.386,0.219
420,2041.200,4.901,0.096,0.463,6.143,6.337,9.184,11.156,15.311,23.534,0.204
425,2220.200,4.501,0.094,0.459,6.163,6.485,6.682,6.848,9.612,12.585,0.222
430,2332.200,4.289,0.099,0.461,5.947,6.164,6.304,6.434,7.966,10.213,0.233
435,2349.800,4.252,0.092,0.466,5.935,6.208,6.355,6.451,7.932,12.507,0.235
440,2094.000,4.779,0.099,0.474,6.192,6.537,6.821,9.143,18.612,36.503,0.209
445,2124.200,4.703,0.090,0.489,6.187,6.482,7.376,9.582,12.396,19.088,0.213
450,2226.000,4.492,0.097,0.465,6.191,6.529,6.705,6.864,9.827,15.925,0.223
455,2353.600,4.248,0.103,0.453,5.921,6.164,6.326,6.405,7.942,10.900,0.235
460,2327.800,4.295,0.099,0.453,5.950,6.212,6.368,6.501,8.484,15.156,0.233
465,1970.600,5.071,0.095,0.457,6.173,6.451,9.557,11.157,17.313,44.796,0.197
470,2257.200,4.431,0.091,0.429,6.156,6.379,6.546,6.675,8.893,11.156,0.226
475,2197.400,4.549,0.090,0.436,6.230,6.521,6.696,6.820,9.589,32.072,0.220
480,2295.600,4.355,0.092,0.437,5.951,6.178,6.333,6.453,9.309,27.476,0.230
485,2098.200,4.765,0.097,0.471,6.044,6.276,8.544,10.751,12.971,22.712,0.210
490,2228.600,4.486,0.091,0.454,6.070,6.513,6.716,6.907,10.030,41.864,0.223
495,2299.600,4.349,0.102,0.415,6.093,6.309,6.476,6.577,8.457,11.301,0.230
500,2257.400,4.429,0.095,0.513,6.159,6.481,6.638,6.793,8.361,10.569,0.226
505,2234.400,4.475,0.094,0.521,6.163,6.545,6.721,6.854,8.426,12.281,0.223
510,2017.600,4.952,0.103,0.485,6.054,6.305,9.271,10.923,16.394,38.968,0.202
515,2236.400,4.472,0.098,0.465,5.998,6.476,6.703,6.877,10.054,31.063,0.224
520,2268.200,4.407,0.094,0.469,6.133,6.380,6.517,6.619,8.195,10.319,0.227
525,2296.000,4.354,0.097,0.449,6.104,6.399,6.577,6.688,8.487,11.191,0.230
530,2009.200,4.976,0.097,0.439,6.082,6.469,8.543,10.621,18.352,43.317,0.201
535,2326.400,4.298,0.087,0.444,5.948,6.228,6.409,6.687,9.552,13.348,0.233
540,2234.200,4.473,0.087,0.470,5.995,6.448,6.685,6.851,12.003,25.310,0.224
545,2298.600,4.352,0.095,0.514,5.938,6.302,6.473,6.606,9.274,29.266,0.230
550,2036.400,4.910,0.097,0.486,6.167,6.454,8.121,10.981,14.382,34.654,0.204
555,2206.200,4.531,0.092,0.486,6.097,6.439,6.677,7.179,11.060,18.362,0.221
560,2339.800,4.274,0.096,0.483,5.932,6.202,6.351,6.461,8.082,10.665,0.234
565,2334.000,4.282,0.097,0.524,5.920,6.208,6.338,6.459,8.044,10.269,0.234
570,2205.200,4.537,0.097,0.496,6.129,6.397,6.626,6.812,9.741,42.975,0.220
575,1998.800,4.999,0.100,0.498,6.197,6.570,9.011,10.712,16.723,29.956,0.200
580,2205.000,4.532,0.096,0.518,6.212,6.544,6.715,6.847,8.444,11.109,0.221
585,2357.400,4.241,0.093,0.517,5.885,6.178,6.313,6.406,7.918,10.189,0.236
590,2347.400,4.261,0.091,0.502,5.920,6.240,6.407,6.523,7.928,11.347,0.235
595,1985.600,5.029,0.093,0.445,6.100,6.331,9.156,10.880,18.212,39.042,0.199
