Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,365.400,2.159,0.211,0.378,0.456,5.843,6.491,6.639,8.072,18.931,0.463
5,378.600,2.003,0.207,0.378,0.459,5.507,6.185,6.313,7.724,11.744,0.499
10,346.600,2.274,0.199,0.381,0.463,5.798,6.290,6.440,7.706,56.682,0.440
15,431.200,1.842,0.189,0.352,0.437,3.356,6.254,6.785,8.836,63.528,0.543
20,638.800,1.309,0.187,0.325,0.398,3.184,3.554,3.628,4.134,10.572,0.764
25,617.000,1.370,0.163,0.327,0.405,3.182,3.585,3.790,6.690,11.017,0.730
30,673.600,1.285,0.196,0.320,0.399,3.127,3.560,3.653,3.944,7.521,0.778
35,622.600,1.291,0.188,0.328,0.407,3.164,3.572,3.675,3.914,5.454,0.774
40,323.000,2.325,0.197,0.355,0.429,5.800,6.417,7.870,12.548,29.454,0.430
45,351.800,2.235,0.215,0.369,0.440,6.105,6.565,6.655,7.906,28.599,0.448
50,377.600,2.142,0.190,0.363,0.433,5.796,6.221,6.381,7.740,13.401,0.467
55,374.400,2.029,0.198,0.375,0.448,5.588,6.228,6.336,7.519,11.819,0.493
60,314.000,2.245,0.194,0.356,0.439,5.755,6.431,6.740,12.266,34.343,0.445
65,368.200,2.027,0.137,0.363,0.436,5.735,6.299,6.454,7.618,10.664,0.493
70,351.400,2.200,0.201,0.370,0.455,5.995,6.567,6.676,7.481,11.271,0.455
75,354.800,2.216,0.188,0.389,0.477,5.844,6.424,6.628,7.882,33.388,0.451
80,335.200,2.327,0.201,0.375,0.446,5.837,6.397,7.732,11.848,22.801,0.430
85,359.200,2.172,0.200,0.365,0.441,5.740,6.456,6.582,7.888,20.823,0.460
90,375.800,2.122,0.166,0.363,0.433,5.822,6.328,6.426,7.482,17.321,0.471
95,350.600,2.233,0.196,0.369,0.440,6.076,6.501,6.628,7.689,11.227,0.448
100,316.600,2.462,0.194,0.364,0.442,5.899,6.598,9.016,13.320,41.869,0.406
105,359.400,2.106,0.212,0.368,0.441,5.715,6.258,6.445,7.846,19.339,0.475
110,359.200,2.059,0.133,0.364,0.437,5.441,6.444,6.636,8.330,25.041,0.486
115,371.200,2.183,0.185,0.373,0.453,5.872,6.352,6.447,7.391,9.372,0.458
120,318.400,2.426,0.206,0.401,0.481,5.989,6.526,8.053,12.098,34.735,0.412
125,378.600,2.097,0.192,0.385,0.470,5.697,6.260,6.391,7.864,12.049,0.477
130,376.400,2.108,0.197,0.360,0.432,5.740,6.216,6.302,7.576,10.987,0.474
135,344.000,2.230,0.137,0.367,0.440,5.706,6.459,6.646,8.356,28.343,0.448
140,339.400,2.308,0.165,0.355,0.425,5.890,6.360,6.796,12.558,36.695,0.433
145,363.800,2.258,0.198,0.361,0.433,6.128,6.556,6.648,8.362,13.819,0.443
150,376.600,2.247,0.205,0.360,0.432,5.853,6.215,6.313,7.474,10.156,0.445
155,363.200,2.213,0.195,0.365,0.436,5.857,6.223,6.336,7.523,10.123,0.452
160,321.200,2.398,0.203,0.363,0.439,6.109,6.603,6.879,12.426,37.416,0.417
165,344.600,2.408,0.203,0.371,0.454,6.179,6.568,6.792,11.133,17.985,0.415
170,352.400,2.104,0.186,0.329,0.397,5.940,6.531,6.641,7.964,12.585,0.475
175,372.400,2.042,0.186,0.339,0.408,5.685,6.206,6.320,7.476,14.520,0.490
180,378.400,2.035,0.157,0.351,0.425,5.717,6.225,6.342,6.908,9.519,0.491
185,320.800,2.339,0.207,0.377,0.465,5.893,6.512,8.189,12.071,45.596,0.428
190,351.600,2.096,0.154,0.371,0.452,5.808,6.415,6.597,8.034,11.312,0.477
195,355.400,2.162,0.203,0.322,0.383,6.054,6.530,6.637,7.840,10.835,0.463
200,361.800,2.052,0.131,0.341,0.428,5.578,6.200,6.413,7.104,32.270,0.487
205,322.000,2.381,0.205,0.376,0.462,5.901,6.504,8.365,12.007,25.370,0.420
210,361.800,1.955,0.190,0.361,0.429,5.118,6.393,6.580,7.968,10.489,0.511
215,373.200,2.089,0.199,0.360,0.434,5.830,6.329,6.458,7.789,10.280,0.479
220,342.400,2.179,0.160,0.369,0.446,5.976,6.513,6.677,7.941,10.235,0.459
225,311.800,2.519,0.190,0.373,0.458,6.133,6.609,9.048,12.208,22.637,0.397
230,367.400,2.036,0.208,0.372,0.448,5.564,6.258,6.407,7.917,12.776,0.491
235,362.800,2.296,0.188,0.373,0.449,5.805,6.472,6.643,8.667,20.074,0.436
240,368.200,2.136,0.202,0.366,0.448,5.824,6.294,6.426,8.784,12.094,0.468
245,334.200,2.215,0.198,0.375,0.455,5.928,6.470,6.630,9.836,46.273,0.451
250,352.200,2.319,0.150,0.368,0.444,5.741,6.267,7.323,10.819,17.131,0.431
255,374.000,2.094,0.188,0.363,0.431,5.763,6.243,6.340,7.546,10.230,0.478
260,373.200,2.241,0.208,0.358,0.433,5.984,6.463,6.642,7.906,30.430,0.446
265,349.800,2.143,0.176,0.360,0.438,5.859,6.331,6.558,7.779,25.766,0.467
270,322.000,2.436,0.112,0.365,0.442,6.077,6.638,8.610,12.569,20.346,0.411
275,365.200,2.104,0.201,0.370,0.445,5.712,6.203,6.313,7.067,10.145,0.475
280,374.600,2.136,0.178,0.365,0.441,5.742,6.259,6.356,7.232,9.978,0.468
285,351.200,2.198,0.192,0.360,0.436,5.993,6.468,6.653,7.679,13.510,0.455
290,315.400,2.446,0.141,0.376,0.455,5.523,6.510,7.930,12.316,35.548,0.409
295,355.400,2.137,0.191,0.372,0.451,5.948,6.559,6.708,8.201,16.976,0.468
300,367.600,2.053,0.186,0.380,0.457,5.595,6.186,6.332,7.945,10.850,0.487
305,376.200,2.126,0.192,0.371,0.453,5.758,6.204,6.324,7.050,10.519,0.470
310,322.800,2.316,0.190,0.361,0.435,5.884,6.314,6.577,12.253,26.036,0.432
315,356.200,2.214,0.158,0.379,0.459,5.887,6.384,6.554,9.479,20.056,0.452
320,350.000,2.121,0.136,0.377,0.455,5.935,6.512,6.644,8.203,18.564,0.472
325,367.200,2.113,0.154,0.385,0.469,5.709,6.281,6.472,7.712,9.521,0.473
330,375.800,2.126,0.151,0.377,0.464,5.715,6.218,6.314,7.657,24.384,0.470
335,298.800,2.434,0.150,0.381,0.460,5.547,6.584,8.362,12.987,26.094,0.411
340,367.600,2.187,0.124,0.363,0.442,5.889,6.306,6.417,6.729,10.339,0.457
345,373.400,2.198,0.176,0.365,0.437,5.990,6.437,6.580,7.176,10.333,0.455
350,358.400,2.239,0.155,0.367,0.445,6.071,6.524,6.640,7.622,10.121,0.447
355,325.600,2.281,0.180,0.369,0.442,5.675,6.286,8.673,12.390,36.728,0.438
