Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,421.600,4.343,0.257,3.460,3.544,5.424,6.642,6.788,9.831,13.970,0.230
5,534.800,3.497,0.333,3.448,3.513,3.584,3.707,3.782,5.266,7.646,0.286
10,519.000,3.750,0.321,3.502,3.576,3.645,3.796,3.980,6.658,44.402,0.267
15,452.800,4.091,0.231,3.484,3.583,4.006,6.590,6.820,7.468,28.687,0.244
20,531.600,3.520,0.206,3.468,3.540,3.623,3.748,3.829,5.292,11.208,0.284
25,535.000,3.513,0.161,3.479,3.542,3.598,3.682,3.769,5.306,8.795,0.285
30,504.400,3.841,0.215,3.512,3.581,3.727,4.432,6.663,7.146,11.439,0.260
35,346.400,5.698,0.146,3.818,6.251,6.420,6.624,7.098,10.815,31.322,0.175
40,303.800,6.228,0.222,6.182,6.254,6.324,6.402,6.537,8.177,12.037,0.161
45,290.600,6.484,0.230,6.325,6.424,6.574,6.699,6.948,9.599,16.200,0.154
50,293.400,6.349,0.143,6.118,6.217,6.411,6.622,7.040,12.830,23.370,0.157
55,276.600,6.774,0.333,6.024,6.131,6.279,9.327,10.618,15.896,18.422,0.148
60,300.000,6.275,0.181,6.114,6.226,6.374,6.575,7.730,10.266,12.119,0.159
65,283.800,6.381,0.261,6.206,6.411,6.577,6.681,6.810,10.338,28.804,0.157
70,298.600,6.247,0.216,6.180,6.263,6.361,6.491,6.630,9.137,10.356,0.160
75,302.800,6.435,0.168,6.213,6.353,6.510,6.678,7.623,10.070,17.898,0.155
80,291.600,6.482,0.179,6.209,6.402,6.533,6.712,7.668,11.975,24.598,0.154
85,279.200,6.722,0.151,6.037,6.151,6.301,9.478,11.488,13.324,21.940,0.149
90,308.800,6.210,0.260,6.059,6.146,6.262,6.420,7.559,10.531,11.976,0.161
95,297.200,6.381,0.178,6.193,6.362,6.576,6.707,6.842,18.894,21.449,0.157
100,307.800,6.278,0.207,6.190,6.296,6.421,6.593,6.728,9.147,12.343,0.159
105,302.400,6.292,0.162,6.154,6.229,6.352,6.495,6.840,9.468,18.225,0.159
110,286.600,6.628,0.200,6.389,6.493,6.608,6.758,6.955,9.928,40.590,0.151
115,273.000,6.787,0.198,6.031,6.171,6.414,9.189,10.778,16.472,19.867,0.147
120,300.600,6.221,0.178,6.061,6.168,6.276,6.447,7.646,9.423,11.747,0.161
125,295.400,6.299,0.146,6.159,6.289,6.474,6.659,6.883,8.495,10.233,0.159
130,302.800,6.275,0.181,6.134,6.331,6.517,6.678,6.863,9.924,28.501,0.159
135,294.400,6.279,0.160,6.152,6.228,6.339,6.475,6.713,9.339,20.595,0.159
