Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,346.400,5.624,0.321,3.687,6.307,6.567,6.740,6.978,10.591,12.702,0.178
5,548.400,3.489,0.337,3.449,3.509,3.584,3.693,3.764,5.011,8.884,0.287
10,541.600,3.541,0.305,3.477,3.547,3.624,3.750,3.821,4.871,14.019,0.282
15,480.400,4.005,0.215,3.477,3.575,3.902,5.741,6.915,8.407,11.940,0.250
20,540.400,3.497,0.190,3.447,3.513,3.607,3.718,3.798,5.215,7.578,0.286
25,516.800,3.550,0.194,3.490,3.571,3.650,3.803,3.888,5.034,7.808,0.282
30,490.400,3.781,0.128,3.510,3.580,3.732,4.276,5.606,7.543,11.364,0.265
35,511.600,3.545,0.228,3.499,3.575,3.660,3.807,3.873,5.061,7.581,0.282
40,530.000,3.539,0.142,3.460,3.526,3.593,3.696,3.776,5.407,10.890,0.283
45,496.000,3.767,0.139,3.515,3.588,3.728,4.294,5.667,7.111,10.060,0.265
50,434.800,4.411,0.275,3.549,3.639,6.043,6.371,6.493,8.047,30.014,0.227
55,300.400,6.296,0.187,6.182,6.261,6.383,6.545,6.728,9.533,11.994,0.159
60,292.000,6.252,0.196,6.182,6.270,6.440,6.581,6.772,8.129,10.975,0.160
65,289.000,6.413,0.201,6.334,6.430,6.569,6.677,6.823,8.584,14.197,0.156
70,296.600,6.418,0.205,6.175,6.400,6.538,6.708,6.898,9.660,12.765,0.156
75,254.800,7.009,0.214,6.052,6.151,6.351,10.212,11.795,17.268,40.493,0.143
80,306.400,6.263,0.167,6.136,6.305,6.511,6.725,7.680,9.465,16.011,0.160
85,302.000,6.336,0.174,6.170,6.271,6.376,6.500,7.427,12.797,20.060,0.158
90,308.000,6.224,0.182,6.156,6.229,6.336,6.470,6.575,9.199,17.368,0.161
95,291.400,6.393,0.166,6.282,6.406,6.540,6.711,6.886,9.354,11.363,0.156
100,286.600,6.500,0.166,6.371,6.506,6.615,6.767,6.903,9.891,11.693,0.154
105,279.800,7.058,0.184,6.125,6.208,6.471,10.194,11.676,18.911,41.050,0.142
110,305.600,6.269,0.161,6.090,6.192,6.358,6.600,7.561,10.677,18.872,0.160
