Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1808.800,5.526,0.154,6.137,6.430,6.599,6.727,6.895,8.965,11.931,0.181
5,1915.400,5.215,0.139,5.816,6.078,6.226,6.370,6.546,9.411,17.336,0.192
10,1924.000,5.194,0.141,5.785,6.099,6.245,6.398,6.522,8.951,15.184,0.193
15,2431.600,4.108,0.136,3.370,3.540,6.075,6.292,6.421,11.057,29.761,0.243
20,2836.400,3.521,0.123,3.334,3.535,3.784,5.591,6.818,9.306,45.401,0.284
25,3279.800,3.046,0.125,3.275,3.558,3.644,3.774,3.864,4.231,7.746,0.328
30,3280.400,3.045,0.125,3.240,3.523,3.608,3.735,3.817,5.524,16.004,0.328
35,3106.200,3.216,0.119,3.262,3.513,3.635,4.149,5.705,7.140,12.711,0.311
40,3297.400,3.030,0.118,3.272,3.485,3.564,3.703,3.776,5.993,11.975,0.330
45,3350.000,2.983,0.120,3.265,3.472,3.542,3.691,3.764,4.984,11.519,0.335
50,3339.600,2.992,0.126,3.264,3.493,3.579,3.710,3.786,4.436,9.213,0.334
55,3148.800,3.174,0.117,3.245,3.503,3.598,3.862,5.604,7.151,11.613,0.315
60,3359.200,2.975,0.125,3.266,3.495,3.568,3.683,3.749,4.112,7.589,0.336
65,3169.600,3.154,0.122,3.258,3.492,3.573,3.777,5.306,6.361,25.765,0.317
70,1592.200,6.279,0.137,6.034,6.321,6.527,9.934,12.157,21.883,59.118,0.159
75,1771.800,5.644,0.148,6.145,6.449,6.633,6.803,8.055,12.029,17.674,0.177
80,1895.800,5.274,0.134,5.839,6.140,6.268,6.440,6.549,9.159,12.141,0.190
85,1898.800,5.265,0.135,5.896,6.145,6.278,6.429,6.523,9.055,15.674,0.190
90,1917.400,5.215,0.137,5.883,6.151,6.297,6.432,6.557,8.067,10.119,0.192
95,1854.800,5.390,0.137,5.294,6.277,6.537,6.693,6.835,10.118,20.296,0.186
100,1642.200,6.088,0.150,6.083,6.347,6.561,9.517,11.080,19.268,39.393,0.164
105,1792.000,5.580,0.143,6.241,6.454,6.614,6.773,7.966,10.552,12.505,0.179
110,1866.200,5.357,0.133,5.977,6.185,6.364,6.540,6.703,9.453,21.315,0.187
115,1917.000,5.213,0.140,5.815,6.113,6.271,6.394,6.514,9.255,12.244,0.192
120,1919.200,5.208,0.142,5.814,6.128,6.242,6.394,6.476,7.960,11.316,0.192
125,1851.000,5.404,0.141,5.901,6.339,6.569,6.736,6.866,8.382,11.872,0.185
130,1663.000,6.013,0.133,5.384,6.200,6.447,9.588,11.902,19.817,38.585,0.166
135,1821.400,5.487,0.141,6.115,6.370,6.499,6.701,7.050,10.336,28.640,0.182
140,1820.600,5.493,0.150,6.070,6.247,6.505,6.681,6.834,9.429,38.622,0.182
145,1923.400,5.198,0.133,5.830,6.067,6.198,6.360,6.481,9.082,11.875,0.192
150,1917.200,5.217,0.145,5.885,6.120,6.230,6.361,6.454,7.923,10.242,0.192
155,1871.200,5.342,0.124,5.972,6.224,6.424,6.613,6.862,8.444,11.023,0.187
160,1651.200,6.056,0.144,5.890,6.274,6.552,9.466,11.924,18.162,31.735,0.165
165,1796.000,5.567,0.130,6.149,6.373,6.566,6.779,7.803,10.788,31.461,0.180
170,1790.600,5.588,0.138,6.142,6.386,6.587,6.776,6.976,9.781,31.955,0.179
175,1910.000,5.229,0.145,5.828,6.082,6.207,6.333,6.477,9.157,17.348,0.191
180,1927.000,5.192,0.146,5.839,6.119,6.237,6.331,6.454,7.949,10.578,0.193
185,1882.800,5.306,0.134,5.901,6.203,6.332,6.491,6.602,8.146,10.320,0.188
190,1633.800,6.120,0.156,6.075,6.312,6.559,9.567,11.222,19.172,49.604,0.163
195,1800.000,5.555,0.132,6.071,6.318,6.467,6.643,7.767,10.305,33.419,0.180
200,1795.200,5.571,0.135,6.142,6.439,6.588,6.770,6.937,10.312,28.231,0.179
205,1918.200,5.213,0.145,5.794,6.113,6.226,6.387,6.532,9.305,12.766,0.192
210,1918.800,5.212,0.140,5.820,6.117,6.258,6.390,6.519,8.060,10.220,0.192
215,1905.000,5.248,0.140,5.900,6.146,6.246,6.396,6.508,7.961,10.787,0.191
220,1654.000,6.041,0.135,5.966,6.217,6.388,9.685,11.251,18.353,46.626,0.166
225,1870.600,5.346,0.142,5.967,6.206,6.330,6.545,6.907,9.210,29.984,0.187
230,1790.600,5.584,0.147,6.197,6.427,6.558,6.711,6.851,9.685,47.228,0.179
235,1928.400,5.185,0.142,5.825,6.084,6.193,6.360,6.480,9.092,17.340,0.193
240,1920.400,5.206,0.129,5.859,6.100,6.216,6.325,6.454,7.935,10.249,0.192
245,1843.400,5.423,0.141,5.879,6.110,6.233,6.420,7.573,13.368,29.406,0.184
250,1700.800,5.879,0.136,6.053,6.292,6.484,7.936,9.915,15.568,56.130,0.170
255,1883.000,5.309,0.143,5.964,6.236,6.355,6.514,6.635,9.204,30.884,0.188
260,1776.200,5.628,0.150,6.174,6.407,6.566,6.713,6.901,10.348,34.643,0.178
265,1866.200,5.360,0.125,5.951,6.170,6.365,6.580,6.786,9.208,19.085,0.187
270,1929.400,5.182,0.126,5.856,6.092,6.230,6.330,6.446,7.930,10.343,0.193
275,1738.400,5.760,0.143,5.909,6.137,6.298,7.640,11.311,16.947,25.990,0.174
280,1782.800,5.597,0.127,5.303,6.298,6.547,6.852,9.599,15.974,22.378,0.179
285,1848.400,5.410,0.116,6.071,6.275,6.396,6.559,6.679,9.309,29.547,0.185
290,1796.200,5.567,0.122,6.152,6.360,6.542,6.678,6.874,9.879,41.955,0.180
295,1856.200,5.387,0.135,6.037,6.260,6.513,6.640,6.767,8.562,16.468,0.186
300,1926.200,5.190,0.145,5.812,6.071,6.216,6.345,6.486,9.045,18.214,0.193
305,1707.000,5.857,0.116,5.945,6.139,6.298,9.441,11.049,15.297,25.475,0.171
310,1828.200,5.470,0.148,5.461,6.349,6.601,6.788,7.189,11.377,28.172,0.183
315,1874.800,5.333,0.134,5.993,6.247,6.379,6.528,6.656,8.546,10.767,0.188
320,1850.000,5.406,0.130,6.054,6.256,6.455,6.620,6.808,8.639,29.942,0.185
325,1798.400,5.561,0.134,6.091,6.359,6.520,6.695,6.883,10.506,40.743,0.180
330,1925.400,5.191,0.142,5.812,6.064,6.176,6.323,6.409,8.985,22.924,0.193
335,1723.000,5.801,0.152,5.951,6.195,6.356,9.210,10.692,14.067,22.371,0.172
340,1831.000,5.461,0.149,5.396,6.294,6.528,6.733,7.802,11.900,20.244,0.183
345,1820.200,5.492,0.139,6.139,6.338,6.472,6.622,6.737,8.563,17.320,0.182
350,1856.400,5.386,0.123,6.034,6.284,6.406,6.543,6.628,8.706,29.123,0.186
355,1776.800,5.628,0.131,6.169,6.491,6.601,6.733,6.878,10.975,43.678,0.178
360,1914.800,5.221,0.149,5.842,6.084,6.220,6.372,6.465,9.108,19.934,0.192
365,1741.600,5.741,0.132,5.904,6.156,6.320,9.166,10.738,14.678,25.530,0.174
370,1818.000,5.500,0.148,6.037,6.312,6.588,6.785,7.567,9.440,19.425,0.182
375,1893.400,5.281,0.129,5.354,6.223,6.421,6.612,6.799,9.615,20.926,0.189
380,1892.000,5.284,0.137,5.930,6.231,6.333,6.465,6.555,8.264,28.063,0.189
385,1776.200,5.626,0.121,6.116,6.423,6.604,6.769,6.908,12.211,51.089,0.178
390,1877.000,5.330,0.139,5.888,6.139,6.333,6.567,6.759,9.197,21.358,0.188
395,1769.800,5.645,0.125,5.741,6.056,6.208,9.141,10.656,13.784,23.559,0.177
400,1872.600,5.342,0.139,5.912,6.211,6.365,6.581,7.419,9.414,15.043,0.187
405,1860.000,5.374,0.148,5.330,6.339,6.536,6.707,6.832,9.491,34.711,0.186
410,1849.400,5.410,0.140,6.019,6.305,6.432,6.566,6.669,9.166,29.991,0.185
415,1801.400,5.550,0.140,6.011,6.327,6.534,6.664,6.827,11.424,41.750,0.180
420,1841.600,5.425,0.146,5.997,6.235,6.525,6.674,6.846,9.769,20.151,0.184
425,1725.800,5.795,0.141,5.882,6.176,6.329,9.196,10.826,16.326,20.009,0.173
430,1883.000,5.313,0.136,5.869,6.174,6.296,6.469,7.153,9.502,13.278,0.188
435,1854.600,5.388,0.144,5.337,6.307,6.592,6.756,6.872,9.511,25.988,0.186
440,1858.000,5.378,0.139,5.975,6.261,6.398,6.541,6.659,9.041,32.985,0.186
445,1822.200,5.490,0.130,5.972,6.228,6.341,6.518,6.681,10.386,38.202,0.182
