Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,533.600,2.799,0.098,0.227,0.315,6.060,6.257,6.336,7.935,15.369,0.357
5,559.400,2.790,0.107,0.215,0.257,6.155,6.318,6.446,7.836,15.678,0.358
10,534.400,2.761,0.104,0.206,0.252,6.238,6.480,6.607,7.853,20.024,0.362
15,932.200,1.643,0.089,0.207,0.251,3.524,3.615,3.692,4.022,9.982,0.609
20,773.000,1.956,0.082,0.209,0.255,3.607,4.052,5.699,7.161,40.232,0.511
25,915.400,1.662,0.085,0.205,0.249,3.545,3.627,3.698,3.869,13.278,0.602
30,919.400,1.638,0.093,0.203,0.247,3.544,3.636,3.743,3.925,7.717,0.610
35,878.000,1.771,0.084,0.203,0.248,3.556,3.754,4.344,6.972,10.679,0.565
40,950.200,1.621,0.086,0.202,0.244,3.545,3.651,3.782,3.992,7.742,0.617
45,912.000,1.661,0.097,0.205,0.249,3.573,3.699,3.864,4.291,7.934,0.602
50,891.600,1.731,0.093,0.194,0.244,3.534,3.662,4.094,7.015,11.407,0.578
55,930.400,1.660,0.086,0.204,0.248,3.569,3.669,3.778,3.994,7.825,0.603
60,880.200,1.662,0.092,0.179,0.229,3.519,3.629,3.792,6.181,26.916,0.602
65,506.400,2.892,0.087,0.194,0.233,6.326,6.507,6.627,8.148,10.907,0.346
70,502.600,2.910,0.095,0.188,0.235,6.256,6.403,6.516,8.088,17.769,0.344
75,450.200,3.310,0.100,0.197,0.240,6.276,6.752,9.907,16.334,35.973,0.302
80,547.800,2.831,0.086,0.191,0.238,6.106,6.271,6.397,7.732,12.708,0.353
85,518.000,2.755,0.101,0.193,0.233,6.161,6.291,6.403,7.669,11.821,0.363
90,512.600,2.948,0.100,0.189,0.224,6.314,6.590,6.664,8.352,11.341,0.339
95,533.600,2.927,0.091,0.197,0.239,6.305,6.501,6.629,9.275,20.646,0.342
100,529.400,2.937,0.103,0.202,0.245,6.287,6.462,6.570,9.370,29.884,0.340
105,430.400,3.310,0.102,0.192,0.230,6.549,6.818,9.842,12.675,28.189,0.302
110,538.000,2.778,0.078,0.186,0.226,6.131,6.269,6.349,7.814,12.018,0.360
115,562.600,2.775,0.098,0.190,0.223,6.119,6.292,6.411,7.581,10.586,0.360
120,543.200,2.791,0.098,0.193,0.231,6.172,6.333,6.438,7.699,10.504,0.358
125,501.800,2.914,0.096,0.193,0.233,6.321,6.640,6.765,10.045,22.329,0.343
130,458.600,3.122,0.091,0.193,0.243,6.295,6.532,9.201,14.095,26.737,0.320
135,480.000,2.951,0.093,0.197,0.235,6.418,6.644,7.328,11.411,18.222,0.339
140,517.600,2.972,0.099,0.191,0.244,6.224,6.561,6.655,8.252,14.655,0.336
145,538.000,2.800,0.105,0.197,0.237,6.096,6.252,6.340,7.697,10.269,0.357
150,514.000,2.800,0.105,0.193,0.234,6.146,6.283,6.364,7.772,10.007,0.357
155,519.000,2.821,0.105,0.192,0.226,6.298,6.537,6.662,7.932,10.174,0.355
160,455.400,3.123,0.108,0.189,0.223,6.242,6.708,9.619,15.805,27.470,0.320
165,518.200,2.922,0.098,0.190,0.225,6.295,6.566,6.726,9.575,18.314,0.342
